Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-03-26,1,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,23.91B,30.43,73.72,6.84%,3211129
AA,2020-03-26,2,Alcoa Corporation,Basic Materials,Aluminum,USA,1.27B,-,6.84,-3.53%,11801656
AAAU,2020-03-26,3,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,16.4,1.74%,207357
AACG,2020-03-26,4,ATA Creativity Global,Services,Education & Training Services,China,28.03M,-,1.0,9.89%,10983
AADR,2020-03-26,5,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,42.09,3.47%,19595
AAL,2020-03-26,6,American Airlines Group Inc.,Services,Major Airlines,USA,7.55B,4.12,15.66,1.75%,77209645
AAMC,2020-03-26,7,Altisource Asset Management Corporation,Financial,Asset Management,USA,22.23M,-,13.98,3.39%,4968
AAME,2020-03-26,8,Atlantic American Corporation,Financial,Life Insurance,USA,42.84M,-,2.28,7.54%,1616
AAN,2020-03-26,9,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,1.59B,57.08,23.69,-0.29%,1202774
AAOI,2020-03-26,10,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,139.97M,-,6.96,-6.58%,928628
AAON,2020-03-26,11,"AAON, Inc.",Industrial Goods,General Building Materials,USA,2.43B,47.46,48.41,13.24%,344830
AAP,2020-03-26,12,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,6.94B,14.21,97.12,7.47%,1704422
AAPL,2020-03-26,13,Apple Inc.,Consumer Goods,Electronic Equipment,USA,1139.53B,20.41,258.44,5.26%,62620503
AAT,2020-03-26,14,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,1.46B,28.91,24.43,6.77%,962958
AAU,2020-03-26,15,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,33.77M,-,0.28,-13.42%,612395
AAWW,2020-03-26,16,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,626.31M,-,24.21,6.42%,634035
AAXJ,2020-03-26,17,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,61.35,3.30%,1985737
AAXN,2020-03-26,18,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,3.86B,5886.15,76.52,7.55%,677512
AB,2020-03-26,19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,1.47B,7.95,19.77,9.71%,1183180
ABB,2020-03-26,20,ABB Ltd,Industrial Goods,Diversified Machinery,Switzerland,40.20B,40.43,18.96,7.42%,3440471
