Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-03-20,1,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,22.34B,27.43,66.46,1.06%,3233606
AA,2020-03-20,2,Alcoa Corporation,Basic Materials,Aluminum,USA,1.25B,-,5.48,-6.00%,9913377
AAAU,2020-03-20,3,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,14.86,1.43%,203522
AACG,2020-03-20,4,ATA Creativity Global,Services,Education & Training Services,China,27.26M,-,0.9,22.45%,9185
AADR,2020-03-20,5,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,35.29,-1.08%,14867
AAL,2020-03-20,6,American Airlines Group Inc.,Services,Major Airlines,USA,5.35B,2.73,10.38,0.87%,62091755
AAMC,2020-03-20,7,Altisource Asset Management Corporation,Financial,Asset Management,USA,21.09M,-,11.4,2.52%,1313
AAME,2020-03-20,8,Atlantic American Corporation,Financial,Life Insurance,USA,48.49M,-,2.31,-3.75%,112
AAN,2020-03-20,9,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,1.09B,36.14,15.0,-17.76%,2237715
AAOI,2020-03-20,10,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,168.97M,-,6.74,2.90%,1171714
AAON,2020-03-20,11,"AAON, Inc.",Industrial Goods,General Building Materials,USA,2.53B,44.50,45.39,-7.69%,470227
AAP,2020-03-20,12,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,5.98B,10.98,75.03,-12.73%,1548258
AAPL,2020-03-20,13,Apple Inc.,Consumer Goods,Electronic Equipment,USA,1112.94B,18.10,229.24,-6.35%,99706854
AAT,2020-03-20,14,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,1.58B,26.58,22.46,-0.31%,638170
AAU,2020-03-20,15,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,29.28M,-,0.25,-5.56%,198621
AAWW,2020-03-20,16,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,651.90M,-,22.93,4.75%,1227896
AAXJ,2020-03-20,17,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,55.0,1.83%,5204442
AAXN,2020-03-20,18,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,3.86B,4675.38,60.78,-1.98%,1259540
