Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-05-21,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,25.02B,33.33,80.75,-1.17%,2533612
AA,2020-05-21,Alcoa Corporation,Basic Materials,Aluminum,USA,1.57B,-,8.28,-0.84%,9074339
AAL,2020-05-21,American Airlines Group Inc.,Industrials,Airlines,USA,4.23B,-,9.89,0.20%,45233074
AAN,2020-05-21,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,2.33B,-,33.7,-0.18%,1313955
AAON,2020-05-21,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.59B,42.28,51.79,2.90%,152912
AAP,2020-05-21,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,9.36B,19.72,134.79,-0.69%,1505463
AAPL,2020-05-21,Apple Inc.,Technology,Consumer Electronics,USA,1381.50B,24.84,316.85,-0.75%,25441709
AAT,2020-05-21,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.57B,33.76,25.93,0.46%,201861
AAWW,2020-05-21,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1.09B,-,39.59,-0.68%,392546
AAXN,2020-05-21,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,4.68B,-,76.56,0.46%,673248
AB,2020-05-21,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.37B,9.09,23.92,0.97%,432734
ABB,2020-05-21,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,39.39B,40.84,18.54,-2.11%,3251008
ABBV,2020-05-21,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,162.54B,16.46,93.02,2.01%,10311503
ABC,2020-05-21,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,18.39B,12.15,92.25,-0.52%,1029770
ABCB,2020-05-21,Ameris Bancorp,Financial,Banks - Regional,USA,1.46B,9.42,21.52,-0.51%,247548
ABEV,2020-05-21,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,33.51B,12.10,2.13,-1.84%,37048898
ABG,2020-05-21,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,1.39B,8.61,72.97,3.20%,236377
ABM,2020-05-21,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.18B,15.30,32.57,-0.34%,270189
ABMD,2020-05-21,"Abiomed, Inc.",Healthcare,Medical Devices,USA,8.80B,44.36,196.32,-0.02%,291662
ABR,2020-05-21,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,834.02M,16.20,7.6,-0.13%,1514594
ABT,2020-05-21,Abbott Laboratories,Healthcare,Medical Devices,USA,163.25B,45.35,90.39,0.33%,6098807
ABTX,2020-05-21,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,509.88M,12.03,24.86,-0.16%,91400
AC,2020-05-21,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,849.03M,-,39.18,2.92%,25546
ACA,2020-05-21,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,1.71B,14.81,35.55,0.85%,354672
ACAD,2020-05-21,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,7.49B,-,51.57,-1.86%,652726
ACAM,2020-05-21,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,381.60M,109.89,10.0,0.30%,9
ACB,2020-05-21,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.90B,80.56,17.4,36.47%,66676622
ACC,2020-05-21,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,4.40B,41.65,31.99,2.20%,1444524
ACCO,2020-05-21,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,559.93M,5.15,5.97,-1.32%,475813
ACEL,2020-05-21,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,628.28M,-,9.18,-0.22%,378640
ACGL,2020-05-21,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,11.07B,8.78,27.45,3.43%,3938515
ACGLO,2020-05-21,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,10.00B,7.96,24.83,1.39%,13831
ACGLP,2020-05-21,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,9.53B,7.59,23.66,0.94%,31892
ACH,2020-05-21,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,6.08B,37.86,4.96,-2.55%,125815
ACHC,2020-05-21,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,USA,2.44B,21.58,27.73,3.05%,881054
ACIA,2020-05-21,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.84B,69.67,67.23,-0.12%,849311
ACIU,2020-05-21,AC Immune SA,Healthcare,Biotechnology,Switzerland,508.86M,-,7.42,-0.13%,35781
ACIW,2020-05-21,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,USA,2.95B,45.24,25.92,-2.00%,727977
ACLS,2020-05-21,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,871.39M,37.98,24.84,-1.93%,235259
ACM,2020-05-21,AECOM,Industrials,Engineering & Construction,USA,5.52B,-,35.63,0.31%,2579665
ACMR,2020-05-21,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,1.01B,55.61,54.5,-1.05%,823576
ACN,2020-05-21,Accenture plc,Technology,Information Technology Services,Ireland,125.35B,25.13,193.5,-0.86%,1351193
ACTT,2020-05-21,Act II Global Acquisition Corp.,Financial,Shell Companies,USA,376.92M,-,10.07,0.00%,162920
ADAP,2020-05-21,Adaptimmune Therapeutics plc,Healthcare,Biotechnology,United Kingdom,714.38M,-,5.87,7.31%,1494876
ADBE,2020-05-21,Adobe Inc.,Technology,Software - Infrastructure,USA,184.21B,57.86,382.17,-0.38%,2246879
ADC,2020-05-21,Agree Realty Corporation,Real Estate,REIT - Retail,USA,3.29B,32.27,61.96,1.31%,511534
ADI,2020-05-21,"Analog Devices, Inc.",Technology,Semiconductors,USA,42.36B,34.33,111.01,-3.11%,3013016
ADM,2020-05-21,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,USA,19.53B,12.72,35.12,-0.65%,1806942
ADNT,2020-05-21,Adient plc,Consumer Cyclical,Auto Parts,Ireland,1.58B,-,16.81,0.78%,1096148
ADP,2020-05-21,"Automatic Data Processing, Inc.",Industrials,Staffing & Employment Services,USA,57.34B,22.86,133.32,-1.08%,2855289
ADPT,2020-05-21,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,USA,5.05B,-,40.04,-0.72%,580670
ADS,2020-05-21,Alliance Data Systems Corporation,Financial,Credit Services,USA,2.12B,5.35,43.06,-2.31%,1149279
ADSK,2020-05-21,"Autodesk, Inc.",Technology,Software - Application,USA,42.85B,202.86,194.75,-0.96%,1256004
ADSW,2020-05-21,"Advanced Disposal Services, Inc.",Industrials,Waste Management,USA,2.88B,-,31.98,0.09%,1042425
ADT,2020-05-21,ADT Inc.,Industrials,Security & Protection Services,USA,4.87B,-,6.42,3.55%,1568361
ADTN,2020-05-21,"ADTRAN, Inc.",Technology,Communication Equipment,USA,524.65M,-,10.94,-0.64%,253488
ADUS,2020-05-21,Addus HomeCare Corporation,Healthcare,Medical Care Facilities,USA,1.38B,61.07,91.97,1.23%,82944
ADVM,2020-05-21,"Adverum Biotechnologies, Inc.",Healthcare,Biotechnology,USA,1.55B,-,20.38,2.31%,889674
ADX,2020-05-21,"Adams Diversified Equity Fund, Inc.",Financial,Closed-End Fund - Equity,USA,1.55B,3.25,14.28,-0.83%,154613
AEE,2020-05-21,Ameren Corporation,Utilities,Utilities - Regulated Electric,USA,17.10B,21.91,69.3,-1.46%,1507021
