Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
ABM,2020-06-02,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.33B,15.11,32.16,-0.22%,383467
ABMD,2020-06-02,"Abiomed, Inc.",Healthcare,Medical Devices,USA,10.39B,52.09,230.66,2.00%,509204
ABR,2020-06-02,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,980.79M,19.49,8.75,1.51%,1967362
ABT,2020-06-02,Abbott Laboratories,Healthcare,Medical Devices,USA,163.84B,46.47,92.62,-0.42%,6324208
ABTX,2020-06-02,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,528.10M,12.24,25.28,-0.55%,48791
AC,2020-06-02,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,880.15M,-,36.95,-4.08%,15725
ACA,2020-06-02,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,1.90B,16.39,39.36,4.24%,232816
ACAD,2020-06-02,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,7.64B,-,48.02,-1.78%,1049841
ACAM,2020-06-02,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,381.22M,123.33,9.99,0.10%,201048
ACB,2020-06-02,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.60B,67.27,14.53,3.05%,7112076
ACC,2020-06-02,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,5.04B,46.09,35.4,3.81%,2601004
ACCO,2020-06-02,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,623.07M,5.56,6.44,4.04%,398056
ACEL,2020-06-02,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,738.51M,-,10.03,-1.38%,316073
ACGL,2020-06-02,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,12.68B,9.72,30.38,4.40%,3248315
ACGLO,2020-06-02,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,10.26B,8.16,25.46,-0.12%,22907
ACGLP,2020-06-02,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,9.87B,7.86,24.5,0.33%,47401
ACH,2020-06-02,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,5.90B,36.92,4.8,1.91%,87712
ACHC,2020-06-02,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,USA,2.62B,22.37,28.74,-0.17%,389821
ACIA,2020-06-02,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.79B,70.05,67.6,0.16%,403525
ACIU,2020-06-02,AC Immune SA,Healthcare,Biotechnology,Switzerland,499.40M,-,7.02,-5.01%,132263
ACIW,2020-06-02,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,USA,3.21B,48.22,27.63,-0.36%,485926
ACLS,2020-06-02,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,856.64M,39.85,26.06,-0.50%,661527
ACM,2020-06-02,AECOM,Industrials,Engineering & Construction,USA,6.94B,-,43.48,10.89%,4908849
ACMR,2020-06-02,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,1.09B,62.15,60.91,-4.68%,483635
ACN,2020-06-02,Accenture plc,Technology,Information Technology Services,Ireland,136.22B,26.73,205.78,1.18%,1930797
ACRE,2020-06-02,Ares Commercial Real Estate Corporation,Real Estate,REIT - Mortgage,USA,303.84M,19.10,8.48,5.74%,908262
ACTT,2020-06-02,Act II Global Acquisition Corp.,Financial,Shell Companies,USA,379.15M,-,10.1,0.00%,1661404
ADAP,2020-06-02,Adaptimmune Therapeutics plc,Healthcare,Biotechnology,United Kingdom,691.15M,-,12.1,3.95%,8470678
ADBE,2020-06-02,Adobe Inc.,Technology,Software - Infrastructure,USA,188.19B,59.11,390.44,0.20%,2447943
ADC,2020-06-02,Agree Realty Corporation,Real Estate,REIT - Retail,USA,3.51B,33.78,64.85,0.67%,326224
ADCT,2020-06-02,ADC Therapeutics SA,Healthcare,Biotechnology,Switzerland,2.61B,-,36.82,1.63%,167346
ADI,2020-06-02,"Analog Devices, Inc.",Technology,Semiconductors,USA,43.01B,38.99,116.8,3.56%,3112502
ADM,2020-06-02,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,USA,22.33B,14.36,39.67,2.01%,2902107
ADNT,2020-06-02,Adient plc,Consumer Cyclical,Auto Parts,Ireland,1.77B,-,18.72,5.94%,1071144
ADP,2020-06-02,"Automatic Data Processing, Inc.",Industrials,Staffing & Employment Services,USA,63.75B,25.42,148.25,1.86%,2875716
ADPT,2020-06-02,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,USA,4.95B,-,38.82,-0.64%,529297
ADS,2020-06-02,Alliance Data Systems Corporation,Financial,Credit Services,USA,2.51B,6.18,49.75,-0.30%,1627623
ADSK,2020-06-02,"Autodesk, Inc.",Technology,Software - Application,USA,48.20B,159.80,219.09,-0.09%,2472110
ADSW,2020-06-02,"Advanced Disposal Services, Inc.",Industrials,Waste Management,USA,2.86B,-,31.56,0.90%,1279340
ADT,2020-06-02,ADT Inc.,Industrials,Security & Protection Services,USA,6.09B,-,8.13,2.26%,4347069
ADTN,2020-06-02,"ADTRAN, Inc.",Technology,Communication Equipment,USA,540.95M,-,11.28,-3.92%,262545
ADUS,2020-06-02,Addus HomeCare Corporation,Healthcare,Medical Care Facilities,USA,1.51B,65.69,98.93,0.51%,105617
ADVM,2020-06-02,"Adverum Biotechnologies, Inc.",Healthcare,Biotechnology,USA,1.66B,-,21.12,-0.68%,880967
ADX,2020-06-02,"Adams Diversified Equity Fund, Inc.",Financial,Closed-End Fund - Equity,USA,1.62B,3.38,14.89,0.47%,146168
AEE,2020-06-02,Ameren Corporation,Utilities,Utilities - Regulated Electric,USA,18.46B,23.68,74.91,0.73%,1363076
AEF,2020-06-02,"Aberdeen Emerging Markets Equity Income Fund, Inc.",Financial,Asset Management,United Kingdom,301.47M,3.84,5.94,2.59%,28717
AEG,2020-06-02,Aegon N.V.,Financial,Insurance - Diversified,Netherlands,6.36B,3.75,2.91,2.46%,2176848
AEGN,2020-06-02,Aegion Corporation,Industrials,Engineering & Construction,USA,481.29M,-,15.78,4.43%,76452
AEIS,2020-06-02,"Advanced Energy Industries, Inc.",Industrials,Electrical Equipment & Parts,USA,2.51B,43.45,67.09,1.05%,182259
AEL,2020-06-02,American Equity Investment Life Holding Company,Financial,Insurance - Life,USA,1.98B,3.81,21.21,-0.52%,513583
AEM,2020-06-02,Agnico Eagle Mines Limited,Basic Materials,Gold,Canada,14.90B,36.00,62.18,-3.01%,1373021
AEO,2020-06-02,"American Eagle Outfitters, Inc.",Consumer Cyclical,Apparel Retail,USA,1.77B,9.20,10.29,4.04%,17921198
AEP,2020-06-02,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,USA,42.54B,23.09,85.98,-0.19%,1665215
AER,2020-06-02,AerCap Holdings N.V.,Industrials,Airports & Air Services,Ireland,4.29B,3.69,32.91,0.58%,1286622
AERI,2020-06-02,"Aerie Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,713.09M,-,15.14,3.63%,1230901
AES,2020-06-02,The AES Corporation,Utilities,Utilities - Diversified,USA,9.00B,30.00,13.11,4.46%,5415648
AFB,2020-06-02,AllianceBernstein National Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,382.02M,7.05,13.29,-0.15%,53055
AFG,2020-06-02,"American Financial Group, Inc.",Financial,Insurance - Property & Casualty,USA,5.85B,21.25,61.61,2.14%,1431020
AFIN,2020-06-02,"American Finance Trust, Inc.",Real Estate,REIT - Diversified,USA,893.55M,-,7.93,2.85%,615550
AFL,2020-06-02,Aflac Incorporated,Financial,Insurance - Life,USA,26.84B,9.37,37.24,0.73%,2837781
AFYA,2020-06-02,Afya Limited,Consumer Defensive,Education & Training Services,Brazil,1.77B,25.11,19.84,1.74%,538485
AG,2020-06-02,First Majestic Silver Corp.,Basic Materials,Silver,Canada,2.12B,-,10.09,-5.96%,7287485
AGCO,2020-06-02,AGCO Corporation,Industrials,Farm & Heavy Construction Machinery,USA,4.46B,43.26,57.06,0.85%,588250
AGEN,2020-06-02,Agenus Inc.,Healthcare,Biotechnology,USA,590.40M,-,4.07,-4.01%,10667069
AGI,2020-06-02,Alamos Gold Inc.,Basic Materials,Gold,Canada,3.05B,45.88,7.8,-6.14%,2894797
AGIO,2020-06-02,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,3.71B,-,52.29,0.36%,507833
AGLE,2020-06-02,"Aeglea BioTherapeutics, Inc.",Healthcare,Biotechnology,USA,407.25M,-,9.04,1.23%,134609
AGM,2020-06-02,Federal Agricultural Mortgage Corporation,Financial,Credit Services,USA,705.79M,8.61,64.87,0.68%,37103
AGMH,2020-06-02,AGM Group Holdings Inc.,Technology,Software - Application,Hong Kong,463.54M,-,21.57,0.00%,2858
AGNC,2020-06-02,AGNC Investment Corp.,Real Estate,REIT - Mortgage,USA,7.36B,-,13.0,-1.22%,10038323
AGNCM,2020-06-02,AGNC Investment Corp.,Real Estate,REIT - Mortgage,USA,10.89B,-,22.8,-0.04%,17286
AGNCN,2020-06-02,AGNC Investment Corp.,Real Estate,REIT - Mortgage,USA,11.06B,-,23.15,-0.39%,21354
AGO,2020-06-02,Assured Guaranty Ltd.,Financial,Insurance - Specialty,Bermuda,2.49B,9.25,27.06,1.27%,687688
AGR,2020-06-02,"Avangrid, Inc.",Utilities,Utilities - Regulated Electric,USA,13.98B,19.59,45.77,1.89%,1103205
AGRO,2020-06-02,Adecoagro S.A.,Consumer Defensive,Farm Products,Luxembourg,542.79M,-,4.64,6.42%,441422
AGX,2020-06-02,"Argan, Inc.",Industrials,Engineering & Construction,USA,598.03M,-,37.97,3.38%,226417
AGYS,2020-06-02,"Agilysys, Inc.",Technology,Software - Application,USA,473.47M,-,20.02,-0.55%,714403
AHCO,2020-06-02,AdaptHealth Corp.,Healthcare,Medical Devices,USA,1.26B,-,16.91,-0.18%,146255
AHH,2020-06-02,"Armada Hoffler Properties, Inc.",Real Estate,REIT - Diversified,USA,527.81M,21.27,8.85,1.84%,298397
AIG,2020-06-02,"American International Group, Inc.",Financial,Insurance - Diversified,USA,28.08B,6.40,31.49,3.08%,6647646
AIMC,2020-06-02,Altra Industrial Motion Corp.,Industrials,Specialty Industrial Machinery,USA,2.03B,-,31.42,1.26%,257773
AIMT,2020-06-02,"Aimmune Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.17B,-,17.52,6.63%,1110218
AIN,2020-06-02,Albany International Corp.,Consumer Cyclical,Textile Manufacturing,USA,2.07B,17.82,61.89,0.39%,122270
AINV,2020-06-02,Apollo Investment Corporation,Financial,Asset Management,USA,678.00M,-,10.41,0.29%,646804
AIR,2020-06-02,AAR Corp.,Industrials,Aerospace & Defense,USA,742.37M,10.64,20.57,2.44%,440298
AIT,2020-06-02,"Applied Industrial Technologies, Inc.",Industrials,Industrial Distribution,USA,2.35B,65.91,59.91,2.17%,160652
AIV,2020-06-02,Apartment Investment and Management Company,Real Estate,REIT - Residential,USA,5.66B,27.84,37.69,-0.69%,1157522
AIZ,2020-06-02,"Assurant, Inc.",Financial,Insurance - Specialty,USA,6.27B,18.87,104.14,1.05%,369736
AIZP,2020-06-02,"Assurant, Inc.",Financial,Insurance - Specialty,USA,6.51B,18.36,104.91,0.73%,6200
AJG,2020-06-02,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,18.06B,27.40,95.5,1.10%,962329
AJRD,2020-06-02,"Aerojet Rocketdyne Holdings, Inc.",Industrials,Aerospace & Defense,USA,3.42B,27.29,43.66,0.02%,493251
AKAM,2020-06-02,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,USA,17.10B,35.09,105.53,-0.17%,2032711
AKBA,2020-06-02,"Akebia Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.58B,-,11.31,1.25%,1366141
AKCA,2020-06-02,"Akcea Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.55B,-,15.09,-0.53%,159023
AKO-A,2020-06-02,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,Chile,1.89B,12.58,12.0,3.99%,2628
AKO-B,2020-06-02,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,Chile,2.14B,10.47,14.4,1.41%,5988
AKR,2020-06-02,Acadia Realty Trust,Real Estate,REIT - Retail,USA,1.20B,35.68,13.31,5.22%,1292576
AKRO,2020-06-02,"Akero Therapeutics, Inc.",Healthcare,Biotechnology,USA,734.45M,-,25.98,3.10%,202215
AL,2020-06-02,Air Lease Corporation,Industrials,Rental & Leasing Services,USA,3.66B,6.34,31.9,2.18%,1251142
ALB,2020-06-02,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,8.35B,16.49,78.59,1.51%,1268262
ALBO,2020-06-02,"Albireo Pharma, Inc.",Healthcare,Biotechnology,USA,414.74M,-,27.43,0.51%,47552
ALC,2020-06-02,Alcon Inc.,Healthcare,Medical Instruments & Supplies,Switzerland,30.90B,-,63.28,-0.60%,1447041
ALE,2020-06-02,"ALLETE, Inc.",Utilities,Utilities - Diversified,USA,3.10B,17.09,59.89,1.17%,471071
ALEC,2020-06-02,"Alector, Inc.",Healthcare,Biotechnology,USA,2.50B,-,32.9,-0.63%,566924
ALEX,2020-06-02,"Alexander & Baldwin, Inc.",Real Estate,REIT - Diversified,USA,879.33M,-,11.67,1.21%,305683
ALG,2020-06-02,Alamo Group Inc.,Industrials,Farm & Heavy Construction Machinery,USA,1.21B,19.04,101.87,1.42%,25228
ALGN,2020-06-02,"Align Technology, Inc.",Healthcare,Medical Devices,USA,21.08B,11.06,263.79,5.28%,1246949
ALGT,2020-06-02,Allegiant Travel Company,Industrials,Airlines,USA,1.81B,13.00,112.65,3.39%,306386
ALK,2020-06-02,"Alaska Air Group, Inc.",Industrials,Airlines,USA,4.47B,8.49,36.2,0.25%,3446955
ALKS,2020-06-02,Alkermes plc,Healthcare,Biotechnology,Ireland,2.70B,-,16.71,0.48%,1691170
ALL,2020-06-02,The Allstate Corporation,Financial,Insurance - Property & Casualty,USA,31.24B,8.31,99.0,-0.07%,1583498
ALLE,2020-06-02,Allegion plc,Industrials,Security & Protection Services,Ireland,9.24B,29.23,100.01,-0.64%,663932
ALLK,2020-06-02,Allakos Inc.,Healthcare,Biotechnology,USA,3.62B,-,69.52,6.01%,174496
ALLO,2020-06-02,"Allogene Therapeutics, Inc.",Healthcare,Biotechnology,USA,5.75B,-,47.46,-3.02%,6503376
ALLT,2020-06-02,Allot Ltd.,Technology,Communication Equipment,Israel,352.11M,-,10.2,-3.77%,724682
ALLY,2020-06-02,Ally Financial Inc.,Financial,Credit Services,USA,7.36B,7.28,18.72,1.57%,6058095
ALNY,2020-06-02,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,15.68B,-,138.82,3.93%,548824
ALRM,2020-06-02,"Alarm.com Holdings, Inc.",Technology,Software - Application,USA,2.47B,47.93,51.09,0.81%,444260
ALRS,2020-06-02,Alerus Financial Corporation,Financial,Banks - Regional,USA,325.86M,11.45,18.61,1.58%,11004
ALSN,2020-06-02,"Allison Transmission Holdings, Inc.",Consumer Cyclical,Auto Parts,USA,4.26B,7.92,37.86,0.11%,587312
ALTR,2020-06-02,Altair Engineering Inc.,Technology,Software - Infrastructure,USA,2.79B,-,39.82,2.26%,469929
ALV,2020-06-02,"Autoliv, Inc.",Consumer Cyclical,Auto Parts,Sweden,5.92B,13.82,67.21,3.21%,439479
ALX,2020-06-02,"Alexander's, Inc.",Real Estate,REIT - Retail,USA,1.37B,29.02,265.27,1.25%,17235
ALXN,2020-06-02,"Alexion Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,25.77B,10.96,116.28,-2.22%,2020714
AM,2020-06-02,Antero Midstream Corporation,Energy,Oil & Gas Midstream,USA,2.26B,-,5.02,6.36%,6225886
AMAG,2020-06-02,"AMAG Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,302.97M,-,8.52,9.09%,633284
AMAL,2020-06-02,Amalgamated Bank,Financial,Banks - Regional,USA,379.43M,7.73,11.14,-0.36%,42463
AMAT,2020-06-02,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,USA,51.16B,17.77,55.79,0.19%,6980606
AMBA,2020-06-02,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,USA,2.07B,-,61.55,6.52%,1775947
AMBC,2020-06-02,"Ambac Financial Group, Inc.",Financial,Insurance - Specialty,USA,681.45M,-,13.99,2.49%,1182140
AMC,2020-06-02,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment,USA,575.88M,-,5.59,5.27%,6864538
AMCR,2020-06-02,Amcor plc,Consumer Cyclical,Packaging & Containers,Switzerland,16.46B,30.65,10.33,1.47%,7714382
AMCX,2020-06-02,AMC Networks Inc.,Communication Services,Broadcasting,USA,1.56B,5.49,29.57,-1.07%,829123
AMD,2020-06-02,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,62.64B,131.55,53.54,-0.17%,42455602
AME,2020-06-02,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,USA,21.36B,22.80,92.94,1.00%,1089528
AMED,2020-06-02,"Amedisys, Inc.",Healthcare,Medical Care Facilities,USA,6.12B,49.34,190.02,0.52%,330622
AMEH,2020-06-02,"Apollo Medical Holdings, Inc.",Healthcare,Medical Care Facilities,USA,934.37M,36.82,18.08,-3.52%,90427
AMG,2020-06-02,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,3.41B,17.62,69.72,2.11%,677215
AMGN,2020-06-02,Amgen Inc.,Healthcare,Drug Manufacturers - General,USA,131.99B,17.52,223.72,-1.41%,3196658
AMH,2020-06-02,American Homes 4 Rent,Real Estate,REIT - Residential,USA,7.88B,88.56,26.48,0.57%,1943712
AMK,2020-06-02,"AssetMark Financial Holdings, Inc.",Financial,Asset Management,USA,1.85B,-,26.44,0.04%,99859
AMKR,2020-06-02,"Amkor Technology, Inc.",Technology,Semiconductors,USA,2.51B,12.29,10.59,1.15%,1330344
AMN,2020-06-02,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,2.16B,22.75,44.43,-0.36%,414017
AMOT,2020-06-02,Allied Motion Technologies Inc.,Technology,Electronic Components,USA,358.38M,20.54,35.91,-0.42%,57627
AMP,2020-06-02,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,18.37B,5.42,146.4,1.71%,855351
AMPH,2020-06-02,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,869.24M,18.04,18.83,-1.13%,325524
AMRC,2020-06-02,"Ameresco, Inc.",Industrials,Engineering & Construction,USA,1.05B,22.94,22.23,-0.98%,123107
AMRN,2020-06-02,Amarin Corporation plc,Healthcare,Biotechnology,Ireland,2.62B,-,6.83,1.79%,5812760
AMRS,2020-06-02,"Amyris, Inc.",Basic Materials,Specialty Chemicals,USA,673.50M,-,4.86,-9.16%,6992419
AMRX,2020-06-02,"Amneal Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1.40B,-,4.7,-1.26%,1534347
AMSF,2020-06-02,"AMERISAFE, Inc.",Financial,Insurance - Specialty,USA,1.25B,14.52,63.17,3.44%,78487
AMSWA,2020-06-02,"American Software, Inc.",Technology,Software - Application,USA,617.42M,80.92,20.31,2.37%,909145
AMT,2020-06-02,American Tower Corporation (REIT),Real Estate,REIT - Specialty,USA,116.83B,61.67,263.59,-0.27%,1805752
AMTB,2020-06-02,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,485.30M,13.30,12.9,1.10%,21338
AMTD,2020-06-02,TD Ameritrade Holding Corporation,Financial,Capital Markets,USA,21.22B,11.01,38.81,1.73%,3547850
AMWD,2020-06-02,American Woodmark Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,1.12B,14.97,66.13,2.08%,120970
AMX,2020-06-02,"America Movil, S.A.B. de C.V.",Communication Services,Telecom Services,Mexico,46.52B,53.72,13.86,1.39%,3475314
AMZN,2020-06-02,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,USA,1212.35B,118.10,2472.41,0.06%,2501235
AN,2020-06-02,"AutoNation, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,3.66B,28.89,39.95,1.45%,1686252
ANAB,2020-06-02,"AnaptysBio, Inc.",Healthcare,Biotechnology,USA,559.55M,-,20.34,4.85%,459110
ANAT,2020-06-02,American National Insurance Company,Financial,Insurance - Diversified,USA,2.13B,14.78,77.84,2.76%,44232
ANDE,2020-06-02,"The Andersons, Inc.",Consumer Defensive,Food Distribution,USA,446.26M,-,13.47,3.54%,234443
ANET,2020-06-02,"Arista Networks, Inc.",Technology,Computer Hardware,USA,16.66B,23.30,230.45,-1.79%,882359
ANF,2020-06-02,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail,USA,732.35M,-,11.91,4.11%,2484052
ANGI,2020-06-02,ANGI Homeservices Inc.,Communication Services,Internet Content & Information,USA,5.41B,376.33,11.29,1.26%,2364592
ANGO,2020-06-02,"AngioDynamics, Inc.",Healthcare,Medical Instruments & Supplies,USA,391.19M,-,10.09,-2.79%,328628
ANIK,2020-06-02,"Anika Therapeutics, Inc.",Healthcare,Biotechnology,USA,504.48M,17.53,34.84,2.74%,122493
ANIP,2020-06-02,"ANI Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,382.44M,-,30.28,-3.35%,459609
ANSS,2020-06-02,"ANSYS, Inc.",Technology,Software - Application,USA,24.72B,60.60,288.14,0.50%,454551
ANTM,2020-06-02,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,74.26B,15.92,294.2,1.44%,1218711
AOBC,2020-06-02,American Outdoor Brands Corporation,Industrials,Aerospace & Defense,USA,650.86M,44.77,11.82,0.00%,0
AOD,2020-06-02,Aberdeen Total Dynamic Dividend Fund,Financial,Closed-End Fund - Foreign,USA,802.33M,8.40,7.61,0.40%,257990
AON,2020-06-02,Aon Plc,Financial,Insurance Brokers,United Kingdom,45.42B,28.03,194.83,-0.67%,1080059
AOS,2020-06-02,A. O. Smith Corporation,Industrials,Specialty Industrial Machinery,USA,7.57B,23.84,47.88,1.18%,1012595
APA,2020-06-02,Apache Corporation,Energy,Oil & Gas E&P,USA,5.08B,-,12.23,4.26%,13973877
APAM,2020-06-02,Artisan Partners Asset Management Inc.,Financial,Asset Management,USA,2.40B,11.19,29.99,2.95%,460814
APD,2020-06-02,"Air Products and Chemicals, Inc.",Basic Materials,Chemicals,USA,53.96B,27.77,245.3,1.11%,929739
APEI,2020-06-02,"American Public Education, Inc.",Consumer Defensive,Education & Training Services,USA,479.78M,44.41,32.2,-0.40%,111459
APG,2020-06-02,APi Group Corporation,Industrials,Engineering & Construction,USA,2.01B,-,11.84,6.19%,1806848
APH,2020-06-02,Amphenol Corporation,Technology,Electronic Components,USA,28.90B,26.93,98.94,1.24%,1904317
APHA,2020-06-02,Aphria Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.20B,15.05,4.5,1.35%,7631320
APLE,2020-06-02,"Apple Hospitality REIT, Inc.",Real Estate,REIT - Hotel & Motel,USA,2.51B,18.89,11.05,2.89%,2811920
APLS,2020-06-02,"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2.57B,-,33.68,-0.97%,532782
APLT,2020-06-02,"Applied Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.02B,-,44.9,-3.25%,194336
APO,2020-06-02,"Apollo Global Management, Inc.",Financial,Asset Management,USA,20.65B,-,49.83,3.27%,1678420
APOG,2020-06-02,"Apogee Enterprises, Inc.",Industrials,Building Products & Equipment,USA,618.00M,9.73,22.53,3.63%,299455
APPF,2020-06-02,"AppFolio, Inc.",Technology,Software - Application,USA,5.58B,172.61,167.95,3.67%,133429
APPN,2020-06-02,Appian Corporation,Technology,Software - Infrastructure,USA,4.12B,-,58.54,1.04%,736703
APPS,2020-06-02,"Digital Turbine, Inc.",Technology,Software - Application,USA,589.11M,-,6.86,3.63%,3484306
APRE,2020-06-02,"Aprea Therapeutics, Inc.",Healthcare,Biotechnology,USA,541.40M,-,26.18,-3.79%,147401
APTO,2020-06-02,Aptose Biosciences Inc.,Healthcare,Biotechnology,Canada,636.96M,-,7.41,-2.76%,486660
APTS,2020-06-02,"Preferred Apartment Communities, Inc.",Real Estate,REIT - Residential,USA,375.38M,-,7.42,2.91%,564250
APTV,2020-06-02,Aptiv PLC,Consumer Cyclical,Auto Parts,Ireland,20.35B,8.79,79.66,3.94%,1856126
APXT,2020-06-02,Apex Technology Acquisition Corporation,Financial,Shell Companies,USA,436.69M,-,9.8,0.00%,1338
APY,2020-06-02,Apergy Corporation,Energy,Oil & Gas Equipment & Services,USA,781.74M,-,10.09,10.27%,25087328
AQN,2020-06-02,Algonquin Power & Utilities Corp.,Utilities,Utilities - Renewable,Canada,7.49B,19.74,14.21,-0.07%,522637
AQUA,2020-06-02,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA,2.26B,34.35,19.2,1.21%,419295
AR,2020-06-02,Antero Resources Corporation,Energy,Oil & Gas E&P,USA,913.46M,-,3.19,0.31%,7463740
ARCB,2020-06-02,ArcBest Corporation,Industrials,Trucking,USA,553.16M,15.71,21.89,-1.62%,90605
ARCC,2020-06-02,Ares Capital Corporation,Financial,Asset Management,USA,6.53B,-,15.44,1.78%,3362772
