Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-03-06,1,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,24.53B,32.42,78.56,-2.36%,2959902
AA,2020-03-06,2,Alcoa Corporation,Basic Materials,Aluminum,USA,2.04B,-,11.01,-7.40%,10545163
AAAU,2020-03-06,3,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,16.69,-0.02%,311405
AACG,2020-03-06,4,ATA Creativity Global,Services,Education & Training Services,China,29.13M,-,1.0,3.84%,8932
AADR,2020-03-06,5,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,49.61,-2.54%,18535
AAL,2020-03-06,6,American Airlines Group Inc.,Services,Major Airlines,USA,7.36B,4.20,15.97,-0.44%,54406230
AAMC,2020-03-06,7,Altisource Asset Management Corporation,Financial,Asset Management,USA,42.85M,-,23.94,1.53%,2581
AAME,2020-03-06,8,Atlantic American Corporation,Financial,Life Insurance,USA,44.95M,-,2.5,-0.79%,704
AAN,2020-03-06,9,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,2.42B,83.78,34.77,-3.09%,1040877
AAOI,2020-03-06,10,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,189.25M,-,8.79,-2.77%,800669
AAON,2020-03-06,11,"AAON, Inc.",Industrial Goods,General Building Materials,USA,3.22B,61.75,58.97,0.61%,249231
AAP,2020-03-06,12,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,8.93B,18.71,127.91,0.78%,1206681
AAPL,2020-03-06,13,Apple Inc.,Consumer Goods,Electronic Equipment,USA,1265.38B,22.83,289.03,-1.33%,56078095
AAT,2020-03-06,14,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,2.50B,48.85,41.28,-2.30%,372100
AAU,2020-03-06,15,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,43.40M,-,0.37,-3.84%,354990
AAWW,2020-03-06,16,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,591.39M,-,22.86,-4.31%,1030548
AAXJ,2020-03-06,17,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,68.09,-1.32%,1706291
AAXN,2020-03-06,18,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,4.40B,285.21,74.44,-0.97%,813921
AB,2020-03-06,19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,3.01B,12.27,30.51,-2.05%,686738
ABB,2020-03-06,20,ABB Ltd,Industrial Goods,Diversified Machinery,Switzerland,46.60B,44.82,21.02,-1.59%,2574643
ABBV,2020-03-06,21,AbbVie Inc.,Healthcare,Drug Manufacturers - Major,USA,131.81B,16.82,88.82,-1.98%,12477341
ABC,2020-03-06,22,AmerisourceBergen Corporation,Services,Drugs Wholesale,USA,18.14B,27.84,85.81,-1.33%,1760075
ABCB,2020-03-06,23,Ameris Bancorp,Financial,Regional - Mid-Atlantic Banks,USA,2.32B,11.34,32.3,-5.44%,760621
ABEO,2020-03-06,24,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,243.93M,-,2.72,-9.03%,1940377
ABEQ,2020-03-06,25,Absolute Core Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,23.11,-0.82%,114775
ABEV,2020-03-06,26,Ambev S.A.,Consumer Goods,Beverages - Brewers,Brazil,52.38B,18.92,3.33,0.60%,84143892
ABG,2020-03-06,27,"Asbury Automotive Group, Inc.",Services,Auto Dealerships,USA,1.71B,9.09,87.02,-1.81%,231477
ABIO,2020-03-06,28,"ARCA biopharma, Inc.",Healthcare,Biotechnology,USA,6.07M,-,3.8,3.54%,36782
ABM,2020-03-06,29,ABM Industries Incorporated,Services,Business Services,USA,2.43B,17.75,33.9,-3.31%,520482
ABMD,2020-03-06,30,"Abiomed, Inc.",Healthcare,Medical Appliances & Equipment,USA,7.25B,29.47,157.08,1.66%,734453
ABR,2020-03-06,31,"Arbor Realty Trust, Inc.",Financial,Mortgage Investment,USA,1.40B,9.56,12.09,-1.14%,1873322
ABT,2020-03-06,32,Abbott Laboratories,Healthcare,Medical Appliances & Equipment,USA,148.18B,40.45,81.74,1.52%,10627327
ABTX,2020-03-06,33,"Allegiance Bancshares, Inc.",Financial,Regional - Southwest Banks,USA,635.50M,12.29,30.19,-5.92%,211980
ABUS,2020-03-06,34,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,195.78M,-,2.97,-1.00%,251963
AC,2020-03-06,35,"Associated Capital Group, Inc.",Financial,Asset Management,USA,820.16M,-,39.13,-3.07%,12924
ACA,2020-03-06,36,"Arcosa, Inc.",Industrial Goods,Farm & Construction Machinery,USA,1.99B,17.88,41.47,-4.36%,278256
ACAD,2020-03-06,37,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,6.48B,-,41.91,-5.59%,1219986
ACAM,2020-03-06,38,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,308.63M,-,10.1,-0.10%,1151
ACAMU,2020-03-06,39,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,700.37M,-,10.33,0.00%,0
ACB,2020-03-06,40,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Other,Canada,1.37B,5.42,1.17,-10.69%,24833201
ACBI,2020-03-06,41,"Atlantic Capital Bancshares, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,377.77M,14.02,16.88,-4.47%,129080
ACC,2020-03-06,42,"American Campus Communities, Inc.",Financial,REIT - Residential,USA,6.45B,75.21,45.2,0.29%,1165058
ACCO,2020-03-06,43,ACCO Brands Corporation,Consumer Goods,Office Supplies,USA,790.47M,7.50,8.03,-0.50%,996092
