Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-06-03,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,28.05B,41.53,90.49,0.22%,1316795
AA,2020-06-03,Alcoa Corporation,Basic Materials,Aluminum,USA,2.06B,-,10.77,8.57%,8540771
AAL,2020-06-03,American Airlines Group Inc.,Industrials,Airlines,USA,5.24B,-,11.85,5.61%,85584753
AAN,2020-06-03,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,2.65B,-,39.69,3.25%,965115
AAON,2020-06-03,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.88B,45.21,55.38,2.06%,213809
AAP,2020-06-03,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,9.85B,25.94,142.32,2.03%,515735
AAPL,2020-06-03,Apple Inc.,Technology,Consumer Electronics,USA,1410.55B,25.49,325.12,0.55%,26070369
AAT,2020-06-03,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.83B,38.31,29.42,9.04%,681460
AAWW,2020-06-03,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1.19B,-,45.75,0.68%,560693
AAXN,2020-06-03,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,5.44B,-,91.18,-6.82%,2097149
AB,2020-06-03,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.60B,10.00,26.33,1.27%,464139
ABB,2020-06-03,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,47.16B,47.29,21.47,5.19%,2910634
ABBV,2020-06-03,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,155.62B,16.08,90.89,-0.16%,8511657
ABC,2020-06-03,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,20.04B,13.10,99.49,0.84%,1167824
ABCB,2020-06-03,Ameris Bancorp,Financial,Banks - Regional,USA,1.82B,11.24,25.67,8.27%,429015
ABEV,2020-06-03,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,41.85B,15.11,2.66,5.98%,36347403
ABG,2020-06-03,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,1.60B,9.31,78.89,6.25%,259007
ABM,2020-06-03,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.42B,15.66,33.34,3.67%,578964
ABMD,2020-06-03,"Abiomed, Inc.",Healthcare,Medical Devices,USA,10.72B,53.76,238.04,3.20%,729106
ABR,2020-06-03,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,1.04B,20.58,9.24,5.60%,4124890
ABT,2020-06-03,Abbott Laboratories,Healthcare,Medical Devices,USA,161.68B,45.86,91.4,-1.32%,7914520
ABTX,2020-06-03,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,553.17M,12.82,26.48,4.75%,68448
AC,2020-06-03,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,877.77M,-,36.85,-0.27%,7879
ACA,2020-06-03,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,2.01B,17.33,41.62,5.74%,387602
ACAD,2020-06-03,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,7.46B,-,46.9,-2.33%,1163884
ACAM,2020-06-03,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,381.22M,123.33,9.99,0.00%,241111
ACB,2020-06-03,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.57B,66.20,14.3,-1.58%,4861578
