Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-05-27,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,26.72B,35.57,86.18,0.06%,1882512
AA,2020-05-27,Alcoa Corporation,Basic Materials,Aluminum,USA,1.83B,-,9.76,11.42%,11306959
AAL,2020-05-27,American Airlines Group Inc.,Industrials,Airlines,USA,5.17B,-,11.98,7.54%,98121075
AAN,2020-05-27,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,2.57B,-,38.38,5.70%,735843
AAON,2020-05-27,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.87B,44.88,54.98,0.37%,282080
AAP,2020-05-27,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,9.89B,25.83,141.71,4.52%,802703
AAPL,2020-05-27,Apple Inc.,Technology,Consumer Electronics,USA,1386.99B,24.94,318.11,0.44%,27389979
AAT,2020-05-27,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.74B,36.58,28.09,4.04%,339271
AAWW,2020-05-27,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1.03B,-,39.19,0.36%,516255
AAXN,2020-05-27,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,4.68B,-,75.7,-0.13%,681322
AB,2020-05-27,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.51B,9.91,26.07,4.57%,521574
ABB,2020-05-27,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,42.97B,43.08,19.56,0.72%,1721566
ABBV,2020-05-27,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,160.16B,15.92,89.98,-0.80%,10655184
ABC,2020-05-27,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,18.80B,12.29,93.33,2.81%,1107043
ABCB,2020-05-27,Ameris Bancorp,Financial,Banks - Regional,USA,1.84B,11.70,26.73,10.14%,800298
ABEV,2020-05-27,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,40.75B,14.72,2.59,10.21%,49967454
ABG,2020-05-27,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,1.54B,9.33,79.08,2.18%,303555
ABM,2020-05-27,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.23B,15.74,33.5,-1.93%,484262
ABMD,2020-05-27,"Abiomed, Inc.",Healthcare,Medical Devices,USA,9.36B,46.94,207.76,-0.63%,423415
ABR,2020-05-27,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,903.76M,18.95,8.51,1.67%,2247822
ABT,2020-05-27,Abbott Laboratories,Healthcare,Medical Devices,USA,160.55B,45.54,90.76,1.43%,5242843
ABTX,2020-05-27,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,570.33M,13.52,27.93,5.44%,94456
AC,2020-05-27,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,954.82M,-,43.48,5.61%,19561
ACA,2020-05-27,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,1.91B,16.56,39.75,4.11%,379700
ACAD,2020-05-27,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,7.94B,-,50.63,-1.06%,1048300
ACAM,2020-05-27,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,380.75M,123.09,9.97,-0.30%,328212
ACB,2020-05-27,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.68B,70.83,15.3,-1.99%,8681834
ACC,2020-05-27,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,4.84B,45.07,34.61,1.88%,1839756
ACCO,2020-05-27,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,611.88M,5.72,6.63,8.87%,1343482
ACEL,2020-05-27,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,740.29M,-,9.48,-2.47%,362853
ACGL,2020-05-27,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,12.08B,9.57,29.92,1.82%,2363247
ACGLO,2020-05-27,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,10.11B,8.04,25.09,0.48%,15845
ACGLP,2020-05-27,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,9.67B,7.69,24.0,0.38%,41505
ACH,2020-05-27,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,5.95B,36.77,4.78,-3.24%,318642
ACHC,2020-05-27,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,USA,2.58B,22.41,28.8,0.63%,572985
ACIA,2020-05-27,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.78B,69.69,67.25,-0.47%,848496
ACIU,2020-05-27,AC Immune SA,Healthcare,Biotechnology,Switzerland,548.72M,-,7.71,2.53%,52314
ACIW,2020-05-27,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,USA,3.14B,47.73,27.35,2.24%,655548
ACLS,2020-05-27,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,897.50M,42.02,27.48,2.88%,521249
ACM,2020-05-27,AECOM,Industrials,Engineering & Construction,USA,6.24B,-,39.2,2.70%,2151934
ACMR,2020-05-27,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,1.11B,60.37,59.16,-0.07%,618198
ACN,2020-05-27,Accenture plc,Technology,Information Technology Services,Ireland,132.17B,25.97,199.93,1.80%,1939069
ACTT,2020-05-27,Act II Global Acquisition Corp.,Financial,Shell Companies,USA,378.72M,-,10.11,0.30%,872610
ADAP,2020-05-27,Adaptimmune Therapeutics plc,Healthcare,Biotechnology,United Kingdom,632.68M,-,4.78,-9.81%,856475
ADBE,2020-05-27,Adobe Inc.,Technology,Software - Infrastructure,USA,180.83B,56.80,375.17,-0.39%,3540219
ADC,2020-05-27,Agree Realty Corporation,Real Estate,REIT - Retail,USA,3.51B,33.98,65.25,0.87%,738838
ADCT,2020-05-27,ADC Therapeutics SA,Healthcare,Biotechnology,Switzerland,2.42B,-,36.14,-0.71%,448289
ADI,2020-05-27,"Analog Devices, Inc.",Technology,Semiconductors,USA,42.23B,38.28,114.68,1.76%,1793712
ADM,2020-05-27,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,USA,21.96B,14.12,39.0,5.04%,4110457
ADNT,2020-05-27,Adient plc,Consumer Cyclical,Auto Parts,Ireland,1.70B,-,18.18,3.71%,1226537
ADP,2020-05-27,"Automatic Data Processing, Inc.",Industrials,Staffing & Employment Services,USA,62.21B,24.80,144.67,4.14%,3411956
ADPT,2020-05-27,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,USA,4.76B,-,39.08,-0.79%,836707
ADS,2020-05-27,Alliance Data Systems Corporation,Financial,Credit Services,USA,2.54B,6.46,51.99,5.20%,2132187
ADSK,2020-05-27,"Autodesk, Inc.",Technology,Software - Application,USA,43.56B,208.14,199.81,0.14%,2152697
ADSW,2020-05-27,"Advanced Disposal Services, Inc.",Industrials,Waste Management,USA,2.88B,-,31.88,-0.06%,1477848
ADT,2020-05-27,ADT Inc.,Industrials,Security & Protection Services,USA,5.14B,-,6.86,-0.87%,2008719
ADTN,2020-05-27,"ADTRAN, Inc.",Technology,Communication Equipment,USA,545.75M,-,11.38,2.15%,326106
ADUS,2020-05-27,Addus HomeCare Corporation,Healthcare,Medical Care Facilities,USA,1.50B,64.65,97.37,1.01%,136460
