Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-04-09,1,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,24.90B,32.33,78.33,2.14%,2247844
AA,2020-04-09,2,Alcoa Corporation,Basic Materials,Aluminum,USA,1.40B,-,7.41,2.07%,13279056
AAAU,2020-04-09,3,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,16.79,2.25%,283070
AACG,2020-04-09,4,ATA Creativity Global,Services,Education & Training Services,China,23.49M,-,0.85,-2.89%,22275
AADR,2020-04-09,5,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,43.42,2.00%,14411
AAL,2020-04-09,6,American Airlines Group Inc.,Services,Major Airlines,USA,5.71B,3.29,12.51,10.41%,114985496
AAMC,2020-04-09,7,Altisource Asset Management Corporation,Financial,Asset Management,USA,22.38M,-,13.4,1.90%,2803
AAME,2020-04-09,8,Atlantic American Corporation,Financial,Life Insurance,USA,42.39M,-,2.07,-3.27%,2654
AAN,2020-04-09,9,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,1.73B,60.82,25.24,6.63%,1010681
AAOI,2020-04-09,10,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,162.11M,-,7.76,-3.12%,710335
AAON,2020-04-09,11,"AAON, Inc.",Industrial Goods,General Building Materials,USA,2.67B,46.97,47.91,-2.32%,269486
AAP,2020-04-09,12,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,7.73B,15.63,106.86,4.23%,1134046
AAPL,2020-04-09,13,Apple Inc.,Consumer Goods,Electronic Equipment,USA,1189.68B,21.16,267.99,0.72%,40341666
AAT,2020-04-09,14,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,1.88B,35.02,29.59,10.62%,673443
AAU,2020-04-09,15,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,39.58M,-,0.32,10.35%,567680
AAWW,2020-04-09,16,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,766.28M,-,25.34,3.56%,792000
AAXJ,2020-04-09,17,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,61.35,-0.60%,1119748
AAXN,2020-04-09,18,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,4.53B,5746.15,74.7,3.06%,443244
AB,2020-04-09,19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.30B,8.83,21.96,5.02%,866554
ABB,2020-04-09,20,ABB Ltd,Industrial Goods,Diversified Machinery,Switzerland,40.64B,38.59,18.1,1.51%,1921428
ABBV,2020-04-09,21,AbbVie Inc.,Healthcare,Drug Manufacturers - Major,USA,120.59B,15.10,79.75,1.51%,9210829
ABC,2020-04-09,22,AmerisourceBergen Corporation,Services,Drugs Wholesale,USA,18.65B,28.49,87.81,-0.59%,1347693
ABCB,2020-04-09,23,Ameris Bancorp,Financial,Regional - Mid-Atlantic Banks,USA,2.05B,9.34,26.6,10.33%,412797
ABEO,2020-04-09,24,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,198.34M,-,2.35,-0.84%,1275771
ABEQ,2020-04-09,25,Absolute Core Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,21.73,2.55%,17272
ABEV,2020-04-09,26,Ambev S.A.,Consumer Goods,Beverages - Brewers,Brazil,37.75B,13.64,2.4,-0.41%,23989241
ABG,2020-04-09,27,"Asbury Automotive Group, Inc.",Services,Auto Dealerships,USA,1.30B,6.31,60.43,11.21%,414460
