Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-04-03,1,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,22.67B,29.06,70.42,-2.59%,2034537
AA,2020-04-03,2,Alcoa Corporation,Basic Materials,Aluminum,USA,1.16B,-,5.97,-1.81%,7937788
AAAU,2020-04-03,3,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,16.18,0.00%,159201
AACG,2020-04-03,4,ATA Creativity Global,Services,Education & Training Services,China,27.85M,-,0.95,2.60%,696
AADR,2020-04-03,5,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,39.03,-1.19%,8192
AAL,2020-04-03,6,American Airlines Group Inc.,Services,Major Airlines,USA,4.46B,2.47,9.39,-6.66%,84496681
AAMC,2020-04-03,7,Altisource Asset Management Corporation,Financial,Asset Management,USA,19.59M,-,12.16,-2.91%,1121
AAME,2020-04-03,8,Atlantic American Corporation,Financial,Life Insurance,USA,43.60M,-,2.1,0.00%,494
AAN,2020-04-03,9,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,1.24B,44.87,18.62,-2.87%,1183260
AAOI,2020-04-03,10,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,140.21M,-,7.45,-3.12%,556598
AAON,2020-04-03,11,"AAON, Inc.",Industrial Goods,General Building Materials,USA,2.45B,44.03,44.91,-6.75%,265153
AAP,2020-04-03,12,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,5.95B,12.38,84.65,-4.25%,1147475
AAPL,2020-04-03,13,Apple Inc.,Consumer Goods,Electronic Equipment,USA,1101.91B,19.07,241.41,-1.44%,32203555
AAT,2020-04-03,14,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,1.28B,25.42,21.48,-5.37%,321482
AAU,2020-04-03,15,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,30.30M,-,0.27,-8.41%,340674
AAWW,2020-04-03,16,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,571.62M,-,20.17,-14.17%,792265
AAXJ,2020-04-03,17,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,58.09,-1.58%,1397796
AAXN,2020-04-03,18,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,3.77B,4731.54,61.51,-1.80%,557719
AB,2020-04-03,19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,1.80B,6.97,17.34,-6.22%,321477
ABB,2020-04-03,20,ABB Ltd,Industrial Goods,Diversified Machinery,Switzerland,37.38B,35.12,16.47,-2.43%,2886031
ABBV,2020-04-03,21,AbbVie Inc.,Healthcare,Drug Manufacturers - Major,USA,110.07B,13.89,73.37,-2.34%,8004612
ABC,2020-04-03,22,AmerisourceBergen Corporation,Services,Drugs Wholesale,USA,17.23B,26.39,81.34,-3.04%,1514451
ABCB,2020-04-03,23,Ameris Bancorp,Financial,Regional - Mid-Atlantic Banks,USA,1.46B,7.26,20.66,-9.86%,501681
ABEO,2020-04-03,24,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,178.15M,-,2.09,-0.95%,948029
ABEQ,2020-04-03,25,Absolute Core Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,19.81,-0.59%,6378
ABEV,2020-04-03,26,Ambev S.A.,Consumer Goods,Beverages - Brewers,Brazil,34.29B,12.39,2.18,-5.63%,28021496
ABG,2020-04-03,27,"Asbury Automotive Group, Inc.",Services,Auto Dealerships,USA,889.57M,4.40,42.1,-10.43%,304545
ABIO,2020-04-03,28,"ARCA biopharma, Inc.",Healthcare,Biotechnology,USA,4.63M,-,2.84,0.71%,10811
ABM,2020-04-03,29,ABM Industries Incorporated,Services,Business Services,USA,1.52B,10.70,22.78,-6.02%,384140
ABMD,2020-04-03,30,"Abiomed, Inc.",Healthcare,Medical Appliances & Equipment,USA,6.54B,26.52,141.4,-1.31%,439977
ABR,2020-04-03,31,"Arbor Realty Trust, Inc.",Financial,Mortgage Investment,USA,427.23M,3.21,4.06,-5.14%,3637178
ABT,2020-04-03,32,Abbott Laboratories,Healthcare,Medical Appliances & Equipment,USA,142.45B,39.31,79.45,0.01%,9099514
ABTX,2020-04-03,33,"Allegiance Bancshares, Inc.",Financial,Regional - Southwest Banks,USA,475.88M,8.77,21.69,-5.78%,64766
ABUS,2020-04-03,34,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,117.18M,-,0.91,-8.99%,1066144
AC,2020-04-03,35,"Associated Capital Group, Inc.",Financial,Asset Management,USA,614.28M,15.33,26.65,-1.91%,24526
ACA,2020-04-03,36,"Arcosa, Inc.",Industrial Goods,Farm & Construction Machinery,USA,1.95B,16.17,37.5,2.46%,348489
ACAD,2020-04-03,37,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,6.44B,-,40.76,-2.21%,1033952
ACAM,2020-04-03,38,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,378.50M,-,10.0,0.00%,33822
ACAMU,2020-04-03,39,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,-,-,9.95,0.51%,2
ACB,2020-04-03,40,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Other,Canada,946.40M,3.75,0.81,-2.84%,29978924
ACBI,2020-04-03,41,"Atlantic Capital Bancshares, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,233.58M,8.76,10.55,-2.50%,62361
ACC,2020-04-03,42,"American Campus Communities, Inc.",Financial,REIT - Residential,USA,3.56B,43.06,25.88,-1.37%,1576681
ACCO,2020-04-03,43,ACCO Brands Corporation,Consumer Goods,Office Supplies,USA,444.02M,4.32,4.63,-3.54%,752094
ACEL,2020-04-03,44,TPG Pace Holdings Corp.,Services,Gaming Activities,USA,586.76M,-,7.27,-1.62%,141853
ACER,2020-04-03,45,Acer Therapeutics Inc.,Healthcare,Biotechnology,USA,18.44M,-,1.53,-11.05%,46488
ACES,2020-04-03,46,ALPS Clean Energy ETF,Financial,Exchange Traded Fund,USA,-,-,26.65,-2.02%,37568
ACGL,2020-04-03,47,Arch Capital Group Ltd.,Financial,Property & Casualty Insurance,Bermuda,10.21B,6.35,24.61,-6.50%,2294060
ACGLO,2020-04-03,48,Arch Capital Group Ltd.,Financial,Insurance Brokers,Bermuda,8.03B,5.15,19.92,-5.82%,56985
ACGLP,2020-04-03,49,Arch Capital Group Ltd.,Financial,Insurance Brokers,Bermuda,8.11B,5.20,20.12,-3.50%,32787
ACH,2020-04-03,50,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,6.01B,63.38,4.88,-0.81%,42720
ACHC,2020-04-03,51,"Acadia Healthcare Company, Inc.",Healthcare,Specialized Health Services,USA,1.38B,12.52,15.53,-12.16%,3505264
ACHV,2020-04-03,52,"Achieve Life Sciences, Inc.",Healthcare,Biotechnology,Canada,9.26M,-,0.32,1.12%,391413
ACIA,2020-04-03,53,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.77B,86.46,66.4,-0.63%,535170
ACIO,2020-04-03,54,Aptus Collared Income Opportunity ETF,Financial,Exchange Traded Fund,USA,-,-,22.46,-1.04%,3390
ACIU,2020-04-03,55,AC Immune SA,Healthcare,Biotechnology,Switzerland,530.58M,9.88,7.51,-0.92%,128907
ACIW,2020-04-03,56,"ACI Worldwide, Inc.",Technology,Technical & System Software,USA,2.73B,38.84,21.75,-2.07%,798258
ACLS,2020-04-03,57,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,620.83M,33.51,16.82,-2.61%,288618
ACM,2020-04-03,58,AECOM,Services,Technical Services,USA,4.28B,-,26.19,-4.87%,1518268
ACMR,2020-04-03,59,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,519.79M,27.76,27.2,-1.16%,240553
ACN,2020-04-03,60,Accenture plc,Technology,Information Technology Services,Ireland,105.92B,19.76,152.15,-2.64%,3754298
ACNB,2020-04-03,61,ACNB Corporation,Financial,Regional - Southwest Banks,USA,248.37M,7.25,24.35,-5.77%,25773
ACOR,2020-04-03,62,"Acorda Therapeutics, Inc.",Healthcare,Biotechnology,USA,44.73M,-,0.87,3.28%,653280
ACP,2020-04-03,63,Aberdeen Income Credit Strategies Fund,Financial,Closed-End Fund - Debt,United Kingdom,111.57M,-,6.4,-5.19%,205117
ACRE,2020-04-03,64,Ares Commercial Real Estate Corporation,Financial,Mortgage Investment,USA,115.39M,3.27,4.19,-16.53%,872773
ACRS,2020-04-03,65,"Aclaris Therapeutics, Inc.",Healthcare,Biotechnology,USA,47.31M,-,1.1,-0.90%,568011
ACRX,2020-04-03,66,"AcelRx Pharmaceuticals, Inc.",Healthcare,Medical Appliances & Equipment,USA,87.72M,-,1.05,-2.78%,511243
ACSG,2020-04-03,67,Xtrackers MSCI ACWI ex USA ESG Leaders Equity ETF,Financial,Exchange Traded Fund,USA,-,-,21.01,0.00%,0
ACSI,2020-04-03,68,American Customer Satisfaction ETF,Financial,Exchange Traded Fund,USA,-,-,26.43,-1.60%,112
ACST,2020-04-03,69,Acasti Pharma Inc.,Healthcare,Biotechnology,Canada,30.18M,-,0.33,-3.01%,856847
ACT,2020-04-03,70,AdvisorShares Vice ETF,Financial,Exchange Traded Fund,USA,-,-,18.47,-1.00%,3620
