Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-04-29,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,23.39B,31.14,75.45,-1.05%,1827053
AA,2020-04-29,Alcoa Corporation,Basic Materials,Aluminum,USA,1.51B,-,7.84,6.38%,12200820
AAAU,2020-04-29,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,17.03,-0.58%,207887
AACG,2020-04-29,ATA Creativity Global,Services,Education & Training Services,China,21.83M,-,0.75,11.13%,20176
AADR,2020-04-29,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,45.69,-0.21%,9037
AAL,2020-04-29,American Airlines Group Inc.,Services,Major Airlines,USA,4.81B,2.96,11.26,12.38%,113725361
AAMC,2020-04-29,Altisource Asset Management Corporation,Financial,Asset Management,USA,21.89M,-,14.03,3.34%,5793
AAME,2020-04-29,Atlantic American Corporation,Financial,Life Insurance,USA,32.92M,-,1.61,-1.23%,7393
AAN,2020-04-29,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,1.87B,67.30,27.93,4.14%,721306
AAOI,2020-04-29,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,189.73M,-,9.76,-0.10%,391860
AAON,2020-04-29,"AAON, Inc.",Industrial Goods,General Building Materials,USA,2.39B,47.37,48.32,0.56%,179850
AAP,2020-04-29,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,8.33B,17.70,120.97,1.70%,760660
AAPL,2020-04-29,Apple Inc.,Consumer Goods,Electronic Equipment,USA,1223.66B,22.00,278.58,-1.62%,27258610
AAT,2020-04-29,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,1.74B,34.34,29.02,5.18%,346252
AAU,2020-04-29,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,52.62M,-,0.47,9.53%,573102
AAWW,2020-04-29,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,823.54M,-,31.92,1.53%,692072
AAXJ,2020-04-29,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,63.71,-0.23%,1952747
AAXN,2020-04-29,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,4.67B,5795.38,75.34,4.42%,655943
AB,2020-04-29,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.19B,8.93,22.22,5.56%,919760
ABB,2020-04-29,ABB Ltd,Industrial Goods,Diversified Machinery,Switzerland,40.42B,39.72,18.63,3.96%,2849998
ABBV,2020-04-29,AbbVie Inc.,Healthcare,Drug Manufacturers - Major,USA,122.82B,15.67,82.76,-2.28%,8203317
ABC,2020-04-29,AmerisourceBergen Corporation,Services,Drugs Wholesale,USA,18.27B,29.05,89.53,-1.38%,1424179
ABCB,2020-04-29,Ameris Bancorp,Financial,Regional - Mid-Atlantic Banks,USA,1.74B,8.75,24.92,1.26%,421037
ABEO,2020-04-29,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,209.89M,-,2.52,-0.40%,1152998
ABEQ,2020-04-29,Absolute Core Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,22.06,0.32%,2354
ABEV,2020-04-29,Ambev S.A.,Consumer Goods,Beverages - Brewers,Brazil,33.51B,12.10,2.13,2.40%,56465741
ABG,2020-04-29,"Asbury Automotive Group, Inc.",Services,Auto Dealerships,USA,1.21B,6.64,63.54,4.80%,324555
