Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
ARD,2020-05-22,Ardagh Group S.A.,Consumer Cyclical,Packaging & Containers,Luxembourg,2.85B,-,11.72,0.00%,91856
ARDX,2020-05-22,"Ardelyx, Inc.",Healthcare,Biotechnology,USA,698.60M,-,7.86,1.42%,277540
ARE,2020-05-22,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,USA,18.43B,69.20,146.99,1.07%,549274
ARES,2020-05-22,Ares Management Corporation,Financial,Asset Management,USA,8.53B,109.22,35.06,0.40%,571153
ARGO,2020-05-22,"Argo Group International Holdings, Ltd.",Financial,Insurance - Property & Casualty,Bermuda,1.05B,-,30.35,-0.13%,395953
ARGX,2020-05-22,argenx SE,Healthcare,Biotechnology,Netherlands,6.75B,-,157.96,1.28%,93838
ARI,2020-05-22,"Apollo Commercial Real Estate Finance, Inc.",Real Estate,REIT - Mortgage,USA,1.29B,119.86,8.27,1.97%,1091751
ARLP,2020-05-22,"Alliance Resource Partners, L.P.",Energy,Thermal Coal,USA,389.15M,-,3.07,-0.97%,403296
ARMK,2020-05-22,Aramark,Consumer Cyclical,Restaurants,USA,6.20B,54.10,24.56,-2.15%,2805330
ARNA,2020-05-22,"Arena Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2.96B,-,58.91,2.58%,828494
ARNC,2020-05-22,Arconic Corporation,Industrials,Metal Fabrication,USA,1.40B,6.22,12.84,13.83%,3160704
AROC,2020-05-22,"Archrock, Inc.",Energy,Oil & Gas Equipment & Services,USA,883.18M,48.20,5.88,1.20%,1011780
AROW,2020-05-22,Arrow Financial Corporation,Financial,Banks - Regional,USA,401.81M,11.14,27.39,-0.18%,18162
ARQT,2020-05-22,"Arcutis Biotherapeutics, Inc.",Healthcare,Biotechnology,USA,1.12B,-,29.58,0.75%,27664
ARR,2020-05-22,"ARMOUR Residential REIT, Inc.",Real Estate,REIT - Mortgage,USA,528.74M,-,8.01,1.39%,841345
ARTNA,2020-05-22,Artesian Resources Corporation,Utilities,Utilities - Regulated Water,USA,319.41M,20.58,33.98,-1.25%,25697
ARVN,2020-05-22,"Arvinas, Inc.",Healthcare,Biotechnology,USA,3.37B,-,44.04,0.09%,454162
ARW,2020-05-22,"Arrow Electronics, Inc.",Technology,Electronics & Computer Distribution,USA,5.21B,-,66.51,-1.01%,428849
ARWR,2020-05-22,"Arrowhead Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,3.61B,360.51,35.69,-0.42%,587337
ASA,2020-05-22,ASA Gold and Precious Metals Limited,Financial,Asset Management,USA,304.20M,3.33,15.77,0.72%,73303
ASB,2020-05-22,Associated Banc-Corp,Financial,Banks - Regional,USA,2.02B,7.76,13.05,-0.76%,560404
ASGN,2020-05-22,ASGN Incorporated,Industrials,Staffing & Employment Services,USA,3.10B,17.38,59.81,0.18%,191449
ASH,2020-05-22,Ashland Global Holdings Inc.,Basic Materials,Chemicals,USA,3.84B,-,63.48,-0.83%,339619
ASIX,2020-05-22,AdvanSix Inc.,Basic Materials,Chemicals,USA,320.23M,10.77,11.15,-2.87%,100225
ASMB,2020-05-22,"Assembly Biosciences, Inc.",Healthcare,Biotechnology,USA,607.85M,-,21.04,1.74%,78912
ASML,2020-05-22,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,Netherlands,134.47B,47.38,319.36,0.12%,362822
ASND,2020-05-22,Ascendis Pharma A/S,Healthcare,Biotechnology,Denmark,7.00B,-,146.55,-0.20%,96929
ASR,2020-05-22,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",Industrials,Airports & Air Services,Mexico,3.10B,12.14,99.74,1.40%,296255
ASTE,2020-05-22,"Astec Industries, Inc.",Industrials,Farm & Heavy Construction Machinery,USA,881.51M,31.08,39.1,0.93%,105559
ASX,2020-05-22,"ASE Technology Holding Co., Ltd.",Technology,Semiconductors,Taiwan,9.00B,15.38,4.06,-2.17%,1112270
ATCO,2020-05-22,Atlas Corp.,Financial,Asset Management,Canada,1.78B,12.17,7.3,-0.41%,238942
ATEN,2020-05-22,"A10 Networks, Inc.",Technology,Software - Infrastructure,USA,490.77M,-,6.65,-1.19%,253792
ATEX,2020-05-22,Anterix Inc.,Communication Services,Telecom Services,USA,964.90M,-,55.55,-1.07%,119358
ATGE,2020-05-22,Adtalem Global Education Inc.,Consumer Defensive,Education & Training Services,USA,1.71B,7.93,32.96,0.73%,202948
ATH,2020-05-22,Athene Holding Ltd.,Financial,Insurance - Diversified,Bermuda,5.01B,11.82,26.0,-2.66%,1898189
ATHM,2020-05-22,Autohome Inc.,Communication Services,Internet Content & Information,China,8.99B,19.78,74.5,-7.77%,820815
ATHX,2020-05-22,"Athersys, Inc.",Healthcare,Biotechnology,USA,593.30M,-,3.06,-1.92%,2200375
ATI,2020-05-22,Allegheny Technologies Incorporated,Industrials,Metal Fabrication,USA,989.65M,4.21,7.85,0.51%,1118661
ATKR,2020-05-22,Atkore International Group Inc.,Industrials,Specialty Industrial Machinery,USA,1.18B,7.82,24.91,-0.76%,200252
ATNI,2020-05-22,"ATN International, Inc.",Communication Services,Telecom Services,USA,924.73M,-,57.58,0.16%,15148
ATNX,2020-05-22,"Athenex, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,877.59M,-,11.12,1.28%,297251
ATO,2020-05-22,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,USA,12.00B,21.45,98.33,0.56%,602609
ATR,2020-05-22,"AptarGroup, Inc.",Consumer Cyclical,Packaging & Containers,USA,6.81B,29.71,105.1,0.01%,145805
ATRA,2020-05-22,"Atara Biotherapeutics, Inc.",Healthcare,Biotechnology,USA,906.49M,-,14.81,-0.80%,7723487
ATRC,2020-05-22,"AtriCure, Inc.",Healthcare,Medical Instruments & Supplies,USA,1.96B,-,49.76,0.48%,161076
ATRI,2020-05-22,Atrion Corporation,Healthcare,Medical Instruments & Supplies,USA,1.23B,33.48,651.0,1.18%,3570
ATRS,2020-05-22,"Antares Pharma, Inc.",Healthcare,Medical Instruments & Supplies,USA,487.48M,415.71,2.91,3.56%,925057
ATSG,2020-05-22,"Air Transport Services Group, Inc.",Industrials,Integrated Freight & Logistics,USA,1.25B,8.84,20.76,-1.66%,359335
ATUS,2020-05-22,"Altice USA, Inc.",Communication Services,Telecom Services,USA,14.31B,97.42,24.16,-0.66%,4773298
ATVI,2020-05-22,"Activision Blizzard, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,55.58B,36.16,73.08,0.84%,5141091
AU,2020-05-22,AngloGold Ashanti Limited,Basic Materials,Gold,South Africa,10.69B,29.29,25.45,-1.96%,2186923
AUB,2020-05-22,Atlantic Union Bankshares Corporation,Financial,Banks - Regional,USA,1.65B,10.46,21.23,0.19%,185535
AUDC,2020-05-22,AudioCodes Ltd.,Technology,Communication Equipment,Israel,1.05B,192.61,36.21,2.52%,387584
AUPH,2020-05-22,Aurinia Pharmaceuticals Inc.,Healthcare,Biotechnology,Canada,1.83B,-,16.24,-2.58%,1211981
AUTL,2020-05-22,Autolus Therapeutics plc,Healthcare,Biotechnology,United Kingdom,576.00M,-,11.55,1.23%,76791
AUY,2020-05-22,Yamana Gold Inc.,Basic Materials,Gold,Canada,4.99B,18.17,5.25,-0.76%,16428245
AVA,2020-05-22,Avista Corporation,Utilities,Utilities - Diversified,USA,2.58B,19.65,38.07,-0.13%,240930
AVAL,2020-05-22,Grupo Aval Acciones y Valores S.A.,Financial,Banks - Regional,Colombia,4.53B,5.36,4.07,-0.49%,1193138
AVAV,2020-05-22,"AeroVironment, Inc.",Industrials,Aerospace & Defense,USA,1.52B,52.83,65.35,1.59%,108675
AVB,2020-05-22,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,USA,21.84B,27.57,153.67,-0.33%,1015700
AVD,2020-05-22,American Vanguard Corporation,Basic Materials,Agricultural Inputs,USA,362.68M,35.32,12.15,0.58%,203491
AVDL,2020-05-22,Avadel Pharmaceuticals plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland,478.66M,-,8.64,0.47%,424046
AVGO,2020-05-22,Broadcom Inc.,Technology,Semiconductors,USA,113.23B,45.74,276.65,0.67%,1723932
AVK,2020-05-22,Advent Convertible and Income Fund,Financial,Closed-End Fund - Debt,USA,420.52M,7.89,12.18,-0.08%,62435
AVLR,2020-05-22,"Avalara, Inc.",Technology,Software - Application,USA,8.34B,-,107.02,4.44%,813610
AVNS,2020-05-22,"Avanos Medical, Inc.",Healthcare,Medical Devices,USA,1.34B,-,28.17,1.37%,302610
AVRO,2020-05-22,"AVROBIO, Inc.",Healthcare,Biotechnology,USA,647.86M,-,17.6,1.62%,343369
AVT,2020-05-22,"Avnet, Inc.",Technology,Electronics & Computer Distribution,USA,2.78B,-,27.37,-1.23%,1097852
AVTR,2020-05-22,"Avantor, Inc.",Basic Materials,Specialty Chemicals,USA,10.19B,-,17.83,7.80%,10681619
AVY,2020-05-22,Avery Dennison Corporation,Industrials,Business Equipment & Supplies,USA,9.02B,15.42,106.45,0.51%,575198
AVYA,2020-05-22,Avaya Holdings Corp.,Technology,Software - Application,USA,1.39B,-,14.99,2.74%,934224
AWF,2020-05-22,AllianceBernstein Global High Income Fund,Financial,Closed-End Fund - Debt,USA,839.88M,13.58,9.74,-0.20%,224999
AWI,2020-05-22,"Armstrong World Industries, Inc.",Industrials,Building Products & Equipment,USA,3.40B,-,71.31,-1.56%,472917
