Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-04-21,1,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,22.86B,30.44,73.75,-4.68%,2723002
AA,2020-04-21,2,Alcoa Corporation,Basic Materials,Aluminum,USA,1.42B,-,7.32,-1.74%,6105020
AAAU,2020-04-21,3,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,16.82,-1.23%,401847
AACG,2020-04-21,4,ATA Creativity Global,Services,Education & Training Services,China,22.11M,-,0.77,-7.20%,10304
AADR,2020-04-21,5,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,43.41,-2.72%,4115
AAL,2020-04-21,6,American Airlines Group Inc.,Services,Major Airlines,USA,5.20B,2.89,11.0,-0.54%,48751481
AAMC,2020-04-21,7,Altisource Asset Management Corporation,Financial,Asset Management,USA,21.00M,-,13.91,-0.07%,12
AAME,2020-04-21,8,Atlantic American Corporation,Financial,Life Insurance,USA,33.40M,-,1.67,-9.73%,7644
AAN,2020-04-21,9,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,1.57B,56.05,23.26,-5.87%,658266
AAOI,2020-04-21,10,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,170.07M,-,8.28,-1.08%,754725
AAON,2020-04-21,11,"AAON, Inc.",Industrial Goods,General Building Materials,USA,2.39B,43.92,44.8,-3.41%,159897
AAP,2020-04-21,12,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,7.88B,16.61,113.51,-1.64%,742660
AAPL,2020-04-21,13,Apple Inc.,Consumer Goods,Electronic Equipment,USA,1184.86B,21.19,268.37,-3.09%,45003271
AAT,2020-04-21,14,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,1.60B,30.13,25.46,-0.35%,213603
AAU,2020-04-21,15,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,38.51M,-,0.36,-2.38%,210565
AAWW,2020-04-21,16,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,696.95M,-,26.93,9.34%,795157
AAXJ,2020-04-21,17,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,61.2,-2.90%,663091
AAXN,2020-04-21,18,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,4.28B,5430.77,70.6,-8.05%,849588
AB,2020-04-21,19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,1.91B,7.78,19.36,-3.87%,446158
ABB,2020-04-21,20,ABB Ltd,Industrial Goods,Diversified Machinery,Switzerland,37.38B,36.06,16.91,-3.37%,1703875
ABBV,2020-04-21,21,AbbVie Inc.,Healthcare,Drug Manufacturers - Major,USA,118.61B,15.22,80.36,-4.32%,9548005
