Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-03-24,1,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,21.73B,27.65,67.0,5.73%,2761099
AA,2020-03-24,2,Alcoa Corporation,Basic Materials,Aluminum,USA,1.34B,-,7.27,28.22%,14906854
AAAU,2020-03-24,3,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,16.36,5.62%,604882
AACG,2020-03-24,4,ATA Creativity Global,Services,Education & Training Services,China,24.19M,-,0.86,2.75%,6528
AADR,2020-03-24,5,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,38.31,8.96%,34294
AAL,2020-03-24,6,American Airlines Group Inc.,Services,Major Airlines,USA,6.71B,3.66,13.92,35.80%,100315520
AAMC,2020-03-24,7,Altisource Asset Management Corporation,Financial,Asset Management,USA,17.36M,-,10.92,3.37%,10362
AAME,2020-03-24,8,Atlantic American Corporation,Financial,Life Insurance,USA,45.10M,-,2.4,7.25%,418
AAN,2020-03-24,9,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,1.40B,50.14,20.81,32.38%,1579468
AAOI,2020-03-24,10,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,154.85M,-,7.7,11.59%,841587
AAON,2020-03-24,11,"AAON, Inc.",Industrial Goods,General Building Materials,USA,2.28B,44.60,45.49,-4.73%,354841
AAP,2020-03-24,12,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,6.17B,12.64,86.38,10.04%,1666815
AAPL,2020-03-24,13,Apple Inc.,Consumer Goods,Electronic Equipment,USA,1088.56B,19.50,246.88,10.03%,71183780
AAT,2020-03-24,14,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,1.43B,28.25,23.87,8.25%,403828
AAU,2020-03-24,15,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,34.80M,-,0.29,19.83%,557083
AAWW,2020-03-24,16,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,612.60M,-,23.68,-2.95%,1119731
AAXJ,2020-03-24,17,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,57.55,6.95%,1122192
AAXN,2020-03-24,18,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,3.53B,5371.54,69.83,10.12%,823897
AB,2020-03-24,19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,1.26B,6.80,16.91,10.45%,1460383
ABB,2020-03-24,20,ABB Ltd,Industrial Goods,Diversified Machinery,Switzerland,35.69B,35.88,16.83,13.33%,3175453
ABBV,2020-03-24,21,AbbVie Inc.,Healthcare,Drug Manufacturers - Major,USA,99.97B,12.78,67.49,4.64%,18305988
ABC,2020-03-24,22,AmerisourceBergen Corporation,Services,Drugs Wholesale,USA,16.24B,25.91,79.85,8.01%,1945581
ABCB,2020-03-24,23,Ameris Bancorp,Financial,Regional - Mid-Atlantic Banks,USA,1.51B,7.64,21.75,14.84%,655352
ABEO,2020-03-24,24,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,165.37M,-,2.07,6.15%,925173
ABEQ,2020-03-24,25,Absolute Core Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,19.56,7.69%,11870
ABEV,2020-03-24,26,Ambev S.A.,Consumer Goods,Beverages - Brewers,Brazil,35.39B,12.78,2.25,0.00%,29126657
ABG,2020-03-24,27,"Asbury Automotive Group, Inc.",Services,Auto Dealerships,USA,1.02B,5.59,53.53,16.83%,297645
ABIO,2020-03-24,28,"ARCA biopharma, Inc.",Healthcare,Biotechnology,USA,4.15M,-,2.6,2.36%,7329
ABM,2020-03-24,29,ABM Industries Incorporated,Services,Business Services,USA,1.44B,9.86,21.02,2.79%,1096265
ABMD,2020-03-24,30,"Abiomed, Inc.",Healthcare,Medical Appliances & Equipment,USA,6.75B,26.95,143.67,8.56%,738651
ABR,2020-03-24,31,"Arbor Realty Trust, Inc.",Financial,Mortgage Investment,USA,483.53M,3.38,4.27,0.00%,3180396
ABT,2020-03-24,32,Abbott Laboratories,Healthcare,Medical Appliances & Equipment,USA,130.75B,34.48,69.69,10.94%,10885620
ABTX,2020-03-24,33,"Allegiance Bancshares, Inc.",Financial,Regional - Southwest Banks,USA,472.78M,10.01,24.74,9.08%,113307
ABUS,2020-03-24,34,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,92.16M,-,1.95,18.18%,297000
AC,2020-03-24,35,"Associated Capital Group, Inc.",Financial,Asset Management,USA,602.29M,16.38,28.41,8.52%,25303
ACA,2020-03-24,36,"Arcosa, Inc.",Industrial Goods,Farm & Construction Machinery,USA,1.70B,15.21,35.27,15.87%,513392
ACAD,2020-03-24,37,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,5.65B,-,38.06,8.74%,1346479
ACAM,2020-03-24,38,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,288.77M,-,9.45,-1.46%,16
ACAMU,2020-03-24,39,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,656.59M,-,9.66,-1.43%,240
ACB,2020-03-24,40,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Other,Canada,-,3.32,0.72,5.04%,31037460
ACBI,2020-03-24,41,"Atlantic Capital Bancshares, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,233.26M,8.86,10.67,12.20%,87024
ACC,2020-03-24,42,"American Campus Communities, Inc.",Financial,REIT - Residential,USA,3.36B,40.70,24.46,17.82%,1938024
ACCO,2020-03-24,43,ACCO Brands Corporation,Consumer Goods,Office Supplies,USA,396.22M,3.90,4.18,7.46%,524811
ACEL,2020-03-24,44,TPG Pace Holdings Corp.,Services,Gaming Activities,USA,633.43M,-,6.97,21.64%,349697
ACER,2020-03-24,45,Acer Therapeutics Inc.,Healthcare,Biotechnology,USA,19.67M,-,1.34,13.56%,123310
ACES,2020-03-24,46,ALPS Clean Energy ETF,Financial,Exchange Traded Fund,USA,-,-,27.53,12.55%,82345
ACET,2020-03-24,47,Aceto Corporation,Healthcare,Drugs - Generic,USA,-,-,-,-,0
ACGL,2020-03-24,48,Arch Capital Group Ltd.,Financial,Property & Casualty Insurance,Bermuda,10.58B,6.61,25.60,10.06%,4464839
ACGLO,2020-03-24,49,Arch Capital Group Ltd.,Financial,Insurance Brokers,Bermuda,8.04B,5.16,19.95,5.00%,24226
ACGLP,2020-03-24,50,Arch Capital Group Ltd.,Financial,Insurance Brokers,Bermuda,7.76B,4.97,19.25,11.85%,63429
ACH,2020-03-24,51,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,5.98B,64.55,4.97,6.65%,137493
ACHC,2020-03-24,52,"Acadia Healthcare Company, Inc.",Healthcare,Specialized Health Services,USA,895.82M,10.12,12.55,6.54%,2023720
ACHV,2020-03-24,53,"Achieve Life Sciences, Inc.",Healthcare,Biotechnology,Canada,9.09M,-,0.29,-1.11%,1173454
ACIA,2020-03-24,54,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.71B,86.45,66.39,2.93%,1051003
ACIO,2020-03-24,55,Aptus Collared Income Opportunity ETF,Financial,Exchange Traded Fund,USA,-,-,22.20,0.67%,147101
ACIU,2020-03-24,56,AC Immune SA,Healthcare,Biotechnology,Switzerland,355.08M,7.67,5.80,7.81%,160879
ACIW,2020-03-24,57,"ACI Worldwide, Inc.",Technology,Technical & System Software,USA,2.62B,40.45,22.65,5.35%,1693332
ACLS,2020-03-24,58,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,598.75M,35.06,17.60,17.49%,395639
ACM,2020-03-24,59,AECOM,Services,Technical Services,USA,4.07B,-,25.86,5.46%,3306356
