Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-05-01,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,23.74B,30.63,74.21,-3.20%,1593945
AA,2020-05-01,Alcoa Corporation,Basic Materials,Aluminum,USA,1.52B,-,7.69,-5.64%,9035607
AAL,2020-05-01,American Airlines Group Inc.,Industrials,Airlines,USA,5.08B,-,10.64,-11.41%,98541152
AAN,2020-05-01,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,2.13B,73.52,30.51,-4.39%,1254644
AAON,2020-05-01,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.48B,44.52,45.41,-4.68%,228221
AAP,2020-05-01,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,8.35B,17.06,116.59,-3.57%,498923
AAPL,2020-05-01,Apple Inc.,Technology,Consumer Electronics,USA,1285.52B,22.83,289.07,-1.61%,59874352
AAT,2020-05-01,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.70B,35.65,27.38,-3.32%,337463
AAWW,2020-05-01,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,852.75M,-,31.95,-2.74%,552248
AAXN,2020-05-01,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,4.35B,5347.69,69.52,-4.39%,560574
AB,2020-05-01,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.29B,8.26,21.75,-7.13%,523156
ABB,2020-05-01,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,40.81B,40.51,18.39,-1.97%,1913894
ABBV,2020-05-01,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,122.93B,15.69,82.84,0.78%,12641919
ABC,2020-05-01,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,18.46B,28.03,86.38,-3.66%,1118492
ABCB,2020-05-01,Ameris Bancorp,Financial,Banks - Regional,USA,1.77B,10.38,23.7,-6.80%,416882
ABEV,2020-05-01,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,32.88B,11.87,2.09,-2.79%,18725983
ABG,2020-05-01,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,1.30B,6.87,65.73,-2.62%,297010
ABM,2020-05-01,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.30B,15.61,33.24,-3.62%,418598
ABMD,2020-05-01,"Abiomed, Inc.",Healthcare,Medical Devices,USA,8.62B,41.46,183.49,-4.06%,834989
ABR,2020-05-01,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,762.19M,5.28,6.68,-3.05%,2263873
ABT,2020-05-01,Abbott Laboratories,Healthcare,Medical Devices,USA,162.89B,45.08,89.85,-2.43%,6789120
ABTX,2020-05-01,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,510.41M,9.90,24.48,-2.39%,97650
AC,2020-05-01,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,857.40M,20.70,35.98,-5.98%,14328
ACA,2020-05-01,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,1.80B,14.67,35.23,-5.47%,541863
ACAD,2020-05-01,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,7.53B,-,44.93,-7.00%,1177122
ACAM,2020-05-01,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,381.97M,109.45,9.96,-0.40%,19976
ACB,2020-05-01,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,821.90M,3.26,0.7,-4.99%,17789581
ACC,2020-05-01,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,4.86B,42.66,32.76,-7.17%,1208555
ACCO,2020-05-01,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,698.91M,6.64,7.11,-3.92%,837883
ACEL,2020-05-01,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,761.17M,-,9.79,0.62%,229575
ACGL,2020-05-01,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,9.81B,5.96,23.11,-3.83%,2150974
ACGLO,2020-05-01,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,10.05B,6.44,24.94,0.08%,17731
