Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-04-02,1,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,23.27B,29.83,72.29,4.89%,1811028
AA,2020-04-02,2,Alcoa Corporation,Basic Materials,Aluminum,USA,1.18B,-,6.08,-2.72%,10251655
AAAU,2020-04-02,3,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,16.18,1.95%,99190
AACG,2020-04-02,4,ATA Creativity Global,Services,Education & Training Services,China,27.14M,-,0.92,-2.53%,5156
AADR,2020-04-02,5,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,39.5,1.21%,9858
AAL,2020-04-02,6,American Airlines Group Inc.,Services,Major Airlines,USA,4.78B,2.64,10.06,-5.89%,64728353
AAMC,2020-04-02,7,Altisource Asset Management Corporation,Financial,Asset Management,USA,20.17M,-,12.53,-9.53%,5321
AAME,2020-04-02,8,Atlantic American Corporation,Financial,Life Insurance,USA,43.60M,-,2.1,-2.33%,3592
AAN,2020-04-02,9,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,1.28B,46.19,19.17,-2.89%,1099005
AAOI,2020-04-02,10,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,144.73M,-,7.69,5.05%,652655
AAON,2020-04-02,11,"AAON, Inc.",Industrial Goods,General Building Materials,USA,2.63B,47.22,48.16,2.73%,189833
AAP,2020-04-02,12,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,6.22B,12.93,88.41,-0.85%,3034449
AAPL,2020-04-02,13,Apple Inc.,Consumer Goods,Electronic Equipment,USA,1117.97B,19.34,244.93,1.67%,41318261
AAT,2020-04-02,14,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,1.35B,26.86,22.7,0.44%,337492
AAU,2020-04-02,15,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,33.08M,-,0.3,11.78%,292459
AAWW,2020-04-02,16,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,665.99M,-,23.5,-1.88%,475485
AAXJ,2020-04-02,17,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,59.02,3.42%,1942254
AAXN,2020-04-02,18,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,3.83B,4818.46,62.64,-3.21%,508126
AB,2020-04-02,19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,1.92B,7.43,18.49,8.96%,556038
ABB,2020-04-02,20,ABB Ltd,Industrial Goods,Diversified Machinery,Switzerland,38.31B,35.99,16.88,1.75%,3218598
ABBV,2020-04-02,21,AbbVie Inc.,Healthcare,Drug Manufacturers - Major,USA,112.71B,14.23,75.13,2.33%,7965622
ABC,2020-04-02,22,AmerisourceBergen Corporation,Services,Drugs Wholesale,USA,17.77B,27.22,83.89,-2.71%,2564587
ABCB,2020-04-02,23,Ameris Bancorp,Financial,Regional - Mid-Atlantic Banks,USA,1.62B,8.05,22.92,1.69%,438795
ABEO,2020-04-02,24,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,179.86M,-,2.11,6.03%,1337417
ABEQ,2020-04-02,25,Absolute Core Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,19.93,1.15%,18222
ABEV,2020-04-02,26,Ambev S.A.,Consumer Goods,Beverages - Brewers,Brazil,36.34B,13.12,2.31,2.67%,23893962
ABG,2020-04-02,27,"Asbury Automotive Group, Inc.",Services,Auto Dealerships,USA,993.11M,4.91,47.0,-0.53%,278570
ABIO,2020-04-02,28,"ARCA biopharma, Inc.",Healthcare,Biotechnology,USA,4.60M,-,2.82,4.83%,3529
ABM,2020-04-02,29,ABM Industries Incorporated,Services,Business Services,USA,1.62B,11.39,24.24,3.77%,468539
ABMD,2020-04-02,30,"Abiomed, Inc.",Healthcare,Medical Appliances & Equipment,USA,6.63B,26.88,143.28,-0.83%,479502
ABR,2020-04-02,31,"Arbor Realty Trust, Inc.",Financial,Mortgage Investment,USA,450.38M,3.38,4.28,-5.93%,2663936
ABT,2020-04-02,32,Abbott Laboratories,Healthcare,Medical Appliances & Equipment,USA,142.44B,39.31,79.44,3.75%,10038390
ABTX,2020-04-02,33,"Allegiance Bancshares, Inc.",Financial,Regional - Southwest Banks,USA,505.06M,9.31,23.02,3.51%,84255
ABUS,2020-04-02,34,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,128.76M,-,1.0,-5.66%,516904
AC,2020-04-02,35,"Associated Capital Group, Inc.",Financial,Asset Management,USA,626.27M,15.63,27.17,3.78%,14642
ACA,2020-04-02,36,"Arcosa, Inc.",Industrial Goods,Farm & Construction Machinery,USA,1.90B,15.78,36.6,-2.14%,354472
ACAD,2020-04-02,37,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,6.59B,-,41.68,6.16%,1054608
ACAM,2020-04-02,38,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,378.50M,-,10.0,0.00%,125987
ACAMU,2020-04-02,39,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,-,-,9.9,0.00%,0
ACB,2020-04-02,40,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Other,Canada,974.10M,3.86,0.83,3.00%,32948333
ACBI,2020-04-02,41,"Atlantic Capital Bancshares, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,239.55M,8.99,10.82,2.17%,73575
ACC,2020-04-02,42,"American Campus Communities, Inc.",Financial,REIT - Residential,USA,3.61B,43.66,26.24,3.84%,1611174
ACCO,2020-04-02,43,ACCO Brands Corporation,Consumer Goods,Office Supplies,USA,460.32M,4.48,4.8,2.35%,911994
ACEL,2020-04-02,44,TPG Pace Holdings Corp.,Services,Gaming Activities,USA,596.45M,-,7.39,-0.40%,90134
ACER,2020-04-02,45,Acer Therapeutics Inc.,Healthcare,Biotechnology,USA,20.73M,-,1.72,-0.86%,30963
ACES,2020-04-02,46,ALPS Clean Energy ETF,Financial,Exchange Traded Fund,USA,-,-,27.2,1.08%,20912
ACGL,2020-04-02,47,Arch Capital Group Ltd.,Financial,Property & Casualty Insurance,Bermuda,10.92B,6.79,26.32,1.15%,2276391
ACGLO,2020-04-02,48,Arch Capital Group Ltd.,Financial,Insurance Brokers,Bermuda,8.52B,5.47,21.15,-1.90%,32392
ACGLP,2020-04-02,49,Arch Capital Group Ltd.,Financial,Insurance Brokers,Bermuda,8.40B,5.39,20.85,-5.31%,53024
ACH,2020-04-02,50,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,6.05B,63.90,4.92,4.90%,66369
ACHC,2020-04-02,51,"Acadia Healthcare Company, Inc.",Healthcare,Specialized Health Services,USA,1.57B,14.26,17.68,3.03%,1472045
ACHV,2020-04-02,52,"Achieve Life Sciences, Inc.",Healthcare,Biotechnology,Canada,9.16M,-,0.31,-1.91%,348506
ACIA,2020-04-02,53,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.78B,87.01,66.82,0.18%,502573
ACIO,2020-04-02,54,Aptus Collared Income Opportunity ETF,Financial,Exchange Traded Fund,USA,-,-,22.7,0.98%,21471
ACIU,2020-04-02,55,AC Immune SA,Healthcare,Biotechnology,Switzerland,535.53M,9.97,7.58,6.01%,187439
ACIW,2020-04-02,56,"ACI Worldwide, Inc.",Technology,Technical & System Software,USA,2.79B,39.66,22.21,-1.11%,1068691
ACLS,2020-04-02,57,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,637.44M,34.40,17.27,-1.31%,375506
ACM,2020-04-02,58,AECOM,Services,Technical Services,USA,4.50B,-,27.53,1.25%,1316244
ACMR,2020-04-02,59,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,525.91M,28.08,27.52,0.66%,258751
ACN,2020-04-02,60,Accenture plc,Technology,Information Technology Services,Ireland,108.79B,20.30,156.27,1.03%,2988813
ACNB,2020-04-02,61,ACNB Corporation,Financial,Regional - Southwest Banks,USA,263.57M,7.69,25.84,3.32%,33217
ACOR,2020-04-02,62,"Acorda Therapeutics, Inc.",Healthcare,Biotechnology,USA,43.31M,-,0.85,6.24%,1110696
ACP,2020-04-02,63,Aberdeen Income Credit Strategies Fund,Financial,Closed-End Fund - Debt,United Kingdom,117.67M,-,6.75,0.75%,107685
