Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-05-08,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,25.50B,32.90,79.71,1.54%,1933456
AA,2020-05-08,Alcoa Corporation,Basic Materials,Aluminum,USA,1.59B,-,8.07,7.74%,11301492
AAL,2020-05-08,American Airlines Group Inc.,Industrials,Airlines,USA,4.84B,-,10.14,6.29%,58201001
AAN,2020-05-08,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,2.50B,86.22,35.78,7.29%,1193302
AAON,2020-05-08,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.67B,47.98,48.94,0.74%,335167
AAP,2020-05-08,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,8.95B,18.27,124.85,4.38%,911514
AAPL,2020-05-08,Apple Inc.,Technology,Consumer Electronics,USA,1379.17B,24.49,310.13,2.10%,33297022
AAT,2020-05-08,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.73B,36.22,27.82,4.04%,254892
AAWW,2020-05-08,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1.03B,-,38.68,0.36%,797720
AAXN,2020-05-08,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,5.39B,6625.38,86.13,22.55%,3485354
AB,2020-05-08,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.40B,8.66,22.8,0.88%,203082
ABB,2020-05-08,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,40.68B,40.37,18.33,2.63%,1519861
ABBV,2020-05-08,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,124.60B,15.90,83.96,-0.31%,18661178
ABC,2020-05-08,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,18.83B,28.58,88.09,-0.73%,1175222
ABCB,2020-05-08,Ameris Bancorp,Financial,Banks - Regional,USA,1.75B,10.27,23.45,7.57%,531776
ABEV,2020-05-08,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,33.83B,12.22,2.15,7.50%,18685325
ABG,2020-05-08,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,1.38B,7.26,69.52,6.30%,226707
ABM,2020-05-08,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.32B,15.74,33.5,6.08%,381004
ABMD,2020-05-08,"Abiomed, Inc.",Healthcare,Medical Devices,USA,8.79B,42.27,187.07,-0.67%,389798
ABR,2020-05-08,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,856.89M,5.94,7.51,8.21%,4351739
ABT,2020-05-08,Abbott Laboratories,Healthcare,Medical Devices,USA,169.87B,47.01,93.7,-0.31%,6133559
ABTX,2020-05-08,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,503.11M,9.76,24.13,5.88%,95475
AC,2020-05-08,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,841.91M,20.33,35.33,-3.79%,29691
ACA,2020-05-08,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,1.66B,13.58,32.61,0.49%,841296
ACAD,2020-05-08,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,8.50B,-,50.72,2.80%,1999753
ACAM,2020-05-08,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,385.99M,110.60,10.06,1.05%,2634
ACB,2020-05-08,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,785.08M,3.11,0.67,-3.19%,29471765
ACC,2020-05-08,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,4.60B,40.36,31.0,-0.29%,1264415
ACCO,2020-05-08,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,627.15M,5.96,6.38,5.98%,1030699
ACEL,2020-05-08,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,699.75M,-,9.0,-4.66%,214812
ACGL,2020-05-08,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,11.01B,6.70,25.95,5.02%,3114217
ACGLO,2020-05-08,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,9.90B,6.35,24.57,0.90%,13194
ACGLP,2020-05-08,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,9.60B,6.16,23.82,-0.71%,57142
ACH,2020-05-08,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,6.24B,39.39,5.16,2.38%,49529
ACHC,2020-05-08,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,USA,2.52B,21.41,26.55,7.49%,656428
ACIA,2020-05-08,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.87B,89.56,68.79,0.42%,608858
ACIU,2020-05-08,AC Immune SA,Healthcare,Biotechnology,Switzerland,584.83M,11.01,7.74,3.20%,51694
ACIW,2020-05-08,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,USA,3.24B,48.21,27.0,0.48%,703458
ACLS,2020-05-08,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,895.22M,52.28,26.25,1.69%,375874
ACM,2020-05-08,AECOM,Industrials,Engineering & Construction,USA,5.94B,-,36.14,2.82%,1954459
ACMR,2020-05-08,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,949.06M,47.61,46.66,5.59%,707742
ACN,2020-05-08,Accenture plc,Technology,Information Technology Services,Ireland,128.32B,24.49,188.56,0.77%,1739098
ACTT,2020-05-08,Act II Global Acquisition Corp.,Financial,Shell Companies,USA,375.31M,-,9.95,-0.40%,549676
ADAP,2020-05-08,Adaptimmune Therapeutics plc,Healthcare,Biotechnology,United Kingdom,579.33M,-,4.44,24.37%,3180720
ADBE,2020-05-08,Adobe Inc.,Technology,Software - Infrastructure,USA,182.11B,55.64,367.51,0.20%,2546282
ADC,2020-05-08,Agree Realty Corporation,Real Estate,REIT - Retail,USA,3.63B,33.76,64.82,2.00%,458116
ADI,2020-05-08,"Analog Devices, Inc.",Technology,Semiconductors,USA,42.77B,33.96,109.83,3.27%,1286159
ADM,2020-05-08,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,USA,21.44B,14.49,36.39,4.69%,2885279
ADNT,2020-05-08,Adient plc,Consumer Cyclical,Auto Parts,Ireland,1.74B,-,17.75,14.66%,1872492
ADP,2020-05-08,"Automatic Data Processing, Inc.",Industrials,Staffing & Employment Services,USA,65.85B,25.03,146.0,-1.20%,1738358
ADPT,2020-05-08,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,USA,4.79B,-,36.04,-0.06%,732185
ADS,2020-05-08,Alliance Data Systems Corporation,Financial,Credit Services,USA,2.43B,4.38,47.18,3.69%,1214765
ADSK,2020-05-08,"Autodesk, Inc.",Technology,Software - Application,USA,43.28B,191.97,184.29,0.16%,1004901
ADSW,2020-05-08,"Advanced Disposal Services, Inc.",Industrials,Waste Management,USA,2.91B,-,32.56,-0.43%,1904183
ADT,2020-05-08,ADT Inc.,Industrials,Security & Protection Services,USA,4.54B,-,5.65,0.36%,1835342
ADTN,2020-05-08,"ADTRAN, Inc.",Technology,Communication Equipment,USA,563.90M,-,11.39,-2.27%,790004
ADUS,2020-05-08,Addus HomeCare Corporation,Healthcare,Medical Care Facilities,USA,1.29B,54.85,82.61,-0.47%,97984
ADVM,2020-05-08,"Adverum Biotechnologies, Inc.",Healthcare,Biotechnology,USA,1.55B,-,19.59,-0.56%,1040575
ADX,2020-05-08,"Adams Diversified Equity Fund, Inc.",Financial,Closed-End Fund - Equity,USA,1.55B,3.24,14.24,1.57%,146067
AEE,2020-05-08,Ameren Corporation,Utilities,Utilities - Regulated Electric,USA,17.80B,21.15,70.86,1.74%,1219119
AEG,2020-05-08,Aegon N.V.,Financial,Insurance - Diversified,Netherlands,5.06B,3.09,2.37,-0.42%,10018106
AEGN,2020-05-08,Aegion Corporation,Industrials,Engineering & Construction,USA,476.64M,-,14.19,1.50%,71380
AEIS,2020-05-08,"Advanced Energy Industries, Inc.",Industrials,Electrical Equipment & Parts,USA,2.53B,42.90,62.93,4.88%,235201
AEL,2020-05-08,American Equity Investment Life Holding Company,Financial,Insurance - Life,USA,2.13B,8.09,21.65,7.13%,858301
AEM,2020-05-08,Agnico Eagle Mines Limited,Basic Materials,Gold,Canada,15.13B,33.38,65.89,0.53%,1542025
AEO,2020-05-08,"American Eagle Outfitters, Inc.",Consumer Cyclical,Apparel Retail,USA,1.37B,7.23,8.09,7.15%,5223034
AEP,2020-05-08,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,USA,40.35B,20.58,79.86,1.60%,2398269
AER,2020-05-08,AerCap Holdings N.V.,Industrials,Airports & Air Services,Netherlands,4.24B,3.60,30.42,7.68%,1388065
AERI,2020-05-08,"Aerie Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,756.17M,-,15.27,5.67%,807289
AES,2020-05-08,The AES Corporation,Utilities,Utilities - Diversified,USA,8.76B,28.41,12.87,6.19%,7502060
AFB,2020-05-08,AllianceBernstein National Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,368.22M,6.80,12.81,0.31%,38466
AFG,2020-05-08,"American Financial Group, Inc.",Financial,Insurance - Property & Casualty,USA,6.31B,6.67,65.74,5.56%,614720
AFIN,2020-05-08,"American Finance Trust, Inc.",Real Estate,REIT - Diversified,USA,848.80M,-,7.46,7.03%,353557
AFL,2020-05-08,Aflac Incorporated,Financial,Insurance - Life,USA,26.64B,9.13,36.26,1.09%,2559910
AFYA,2020-05-08,Afya Limited,Consumer Defensive,Education & Training Services,Brazil,2.14B,27.47,21.4,3.43%,279064
AG,2020-05-08,First Majestic Silver Corp.,Basic Materials,Silver,Canada,1.74B,-,8.28,-1.08%,4113401
AGCO,2020-05-08,AGCO Corporation,Industrials,Farm & Heavy Construction Machinery,USA,4.03B,39.12,51.13,3.40%,374602
AGEN,2020-05-08,Agenus Inc.,Healthcare,Biotechnology,USA,442.85M,-,2.53,-0.39%,1245006
AGI,2020-05-08,Alamos Gold Inc.,Basic Materials,Gold,Canada,3.24B,48.65,8.27,-3.05%,2943056
