Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
AEGN,2020-05-29,Aegion Corporation,Industrials,Engineering & Construction,USA,455.10M,-,15.01,0.60%,153080
AEIS,2020-05-29,"Advanced Energy Industries, Inc.",Industrials,Electrical Equipment & Parts,USA,2.57B,43.28,66.83,2.47%,595773
AEL,2020-05-29,American Equity Investment Life Holding Company,Financial,Insurance - Life,USA,2.03B,3.89,21.69,-1.81%,872228
AEM,2020-05-29,Agnico Eagle Mines Limited,Basic Materials,Gold,Canada,15.34B,37.06,64.0,0.64%,1944492
AEO,2020-05-29,"American Eagle Outfitters, Inc.",Consumer Cyclical,Apparel Retail,USA,1.52B,8.19,9.16,-3.98%,6864108
AEP,2020-05-29,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,USA,41.49B,22.89,85.25,0.18%,3421390
AER,2020-05-29,AerCap Holdings N.V.,Industrials,Airports & Air Services,Ireland,4.21B,3.62,32.24,-0.59%,2517375
AERI,2020-05-29,"Aerie Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,663.20M,-,14.03,-1.34%,1393831
AES,2020-05-29,The AES Corporation,Utilities,Utilities - Diversified,USA,8.35B,28.58,12.49,-3.10%,7815893
AFB,2020-05-29,AllianceBernstein National Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,382.31M,7.06,13.3,0.45%,64174
AFG,2020-05-29,"American Financial Group, Inc.",Financial,Insurance - Property & Casualty,USA,5.48B,20.78,60.24,-5.37%,3386859
AFIN,2020-05-29,"American Finance Trust, Inc.",Real Estate,REIT - Diversified,USA,799.27M,-,7.32,-3.68%,589516
AFL,2020-05-29,Aflac Incorporated,Financial,Insurance - Life,USA,26.28B,9.18,36.47,-0.44%,17170668
AFYA,2020-05-29,Afya Limited,Consumer Defensive,Education & Training Services,Brazil,1.97B,25.52,19.65,4.24%,702616
AG,2020-05-29,First Majestic Silver Corp.,Basic Materials,Silver,Canada,2.10B,-,10.01,7.52%,8153900
AGCO,2020-05-29,AGCO Corporation,Industrials,Farm & Heavy Construction Machinery,USA,4.08B,41.87,55.23,-4.30%,650707
AGEN,2020-05-29,Agenus Inc.,Healthcare,Biotechnology,USA,633.20M,-,3.73,29.51%,16217117
AGI,2020-05-29,Alamos Gold Inc.,Basic Materials,Gold,Canada,3.17B,47.65,8.1,1.25%,2039302
AGIO,2020-05-29,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,3.39B,-,51.74,-3.02%,760768
AGLE,2020-05-29,"Aeglea BioTherapeutics, Inc.",Healthcare,Biotechnology,USA,381.83M,-,8.81,-1.01%,142374
AGM,2020-05-29,Federal Agricultural Mortgage Corporation,Financial,Credit Services,USA,684.91M,8.52,64.13,-2.05%,46565
AGMH,2020-05-29,AGM Group Holdings Inc.,Technology,Software - Application,Hong Kong,458.80M,-,21.29,1.38%,2479
AGNC,2020-05-29,AGNC Investment Corp.,Real Estate,REIT - Mortgage,USA,7.17B,-,12.94,-1.15%,41188079
AGNCM,2020-05-29,AGNC Investment Corp.,Real Estate,REIT - Mortgage,USA,10.87B,-,22.74,-0.26%,13171
AGNCN,2020-05-29,AGNC Investment Corp.,Real Estate,REIT - Mortgage,USA,11.02B,-,23.06,0.26%,19191
AGO,2020-05-29,Assured Guaranty Ltd.,Financial,Insurance - Specialty,Bermuda,2.26B,8.87,25.93,-5.67%,778817
AGR,2020-05-29,"Avangrid, Inc.",Utilities,Utilities - Regulated Electric,USA,13.52B,19.04,44.48,1.18%,1076324
AGRO,2020-05-29,Adecoagro S.A.,Consumer Defensive,Farm Products,Luxembourg,484.19M,-,4.31,0.70%,612089
AGX,2020-05-29,"Argan, Inc.",Industrials,Engineering & Construction,USA,572.61M,-,36.99,-0.67%,141427
AGYS,2020-05-29,"Agilysys, Inc.",Technology,Software - Application,USA,466.52M,-,19.23,-1.03%,392804
AHCO,2020-05-29,AdaptHealth Corp.,Healthcare,Medical Devices,USA,1.20B,-,16.18,-0.37%,68545
AHH,2020-05-29,"Armada Hoffler Properties, Inc.",Real Estate,REIT - Diversified,USA,500.91M,20.72,8.62,-5.27%,567209
AIG,2020-05-29,"American International Group, Inc.",Financial,Insurance - Diversified,USA,26.28B,6.11,30.06,-3.41%,8146836
AIMC,2020-05-29,Altra Industrial Motion Corp.,Industrials,Specialty Industrial Machinery,USA,2.04B,-,31.0,0.19%,421274
AIMT,2020-05-29,"Aimmune Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.11B,-,16.61,-2.29%,1151050
AIN,2020-05-29,Albany International Corp.,Consumer Cyclical,Textile Manufacturing,USA,1.95B,17.36,60.3,-3.41%,216489
AINV,2020-05-29,Apollo Investment Corporation,Financial,Asset Management,USA,706.90M,-,10.1,0.20%,689795
AIR,2020-05-29,AAR Corp.,Industrials,Aerospace & Defense,USA,708.77M,10.43,20.17,-2.75%,477882
AIT,2020-05-29,"Applied Industrial Technologies, Inc.",Industrials,Industrial Distribution,USA,2.23B,63.81,58.0,-1.29%,250943
AIV,2020-05-29,Apartment Investment and Management Company,Real Estate,REIT - Residential,USA,5.47B,27.23,36.87,-0.83%,1393175
AIZ,2020-05-29,"Assurant, Inc.",Financial,Insurance - Specialty,USA,6.10B,18.59,102.58,-0.88%,430873
AIZP,2020-05-29,"Assurant, Inc.",Financial,Insurance - Specialty,USA,6.45B,18.20,103.99,-2.23%,11706
AJG,2020-05-29,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,17.86B,27.05,94.28,0.30%,1369279
AJRD,2020-05-29,"Aerojet Rocketdyne Holdings, Inc.",Industrials,Aerospace & Defense,USA,3.49B,27.41,43.85,0.37%,775268
AKAM,2020-05-29,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,USA,17.27B,35.18,105.8,2.81%,6074563
AKBA,2020-05-29,"Akebia Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.68B,-,11.64,1.13%,2230452
AKCA,2020-05-29,"Akcea Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.51B,-,14.9,-1.32%,310655
AKO-A,2020-05-29,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,Chile,1.79B,11.87,11.32,-1.91%,996
AKO-B,2020-05-29,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,Chile,1.95B,10.01,13.85,0.73%,3089
AKR,2020-05-29,Acadia Realty Trust,Real Estate,REIT - Retail,USA,1.03B,31.45,11.73,-4.32%,1288930
AKRO,2020-05-29,"Akero Therapeutics, Inc.",Healthcare,Biotechnology,USA,705.41M,-,25.42,1.44%,268916
AL,2020-05-29,Air Lease Corporation,Industrials,Rental & Leasing Services,USA,3.42B,5.99,30.11,-0.89%,1912607
ALB,2020-05-29,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,8.12B,16.06,76.52,0.78%,1573979
ALBO,2020-05-29,"Albireo Pharma, Inc.",Healthcare,Biotechnology,USA,398.99M,-,26.76,-0.96%,45830
ALC,2020-05-29,Alcon Inc.,Healthcare,Medical Instruments & Supplies,Switzerland,31.02B,-,63.54,2.34%,1950923
ALE,2020-05-29,"ALLETE, Inc.",Utilities,Utilities - Diversified,USA,3.04B,16.76,58.73,2.21%,534037
ALEC,2020-05-29,"Alector, Inc.",Healthcare,Biotechnology,USA,2.47B,-,32.7,3.91%,966667
ALEX,2020-05-29,"Alexander & Baldwin, Inc.",Real Estate,REIT - Diversified,USA,847.76M,-,11.41,-4.04%,575930
ALG,2020-05-29,Alamo Group Inc.,Industrials,Farm & Heavy Construction Machinery,USA,1.20B,19.32,103.32,-0.28%,66062
ALGN,2020-05-29,"Align Technology, Inc.",Healthcare,Medical Devices,USA,18.73B,10.30,245.62,-1.43%,1453613
ALGT,2020-05-29,Allegiant Travel Company,Industrials,Airlines,USA,1.79B,12.29,106.55,0.58%,308031
ALK,2020-05-29,"Alaska Air Group, Inc.",Industrials,Airlines,USA,4.30B,8.02,34.19,-0.78%,3452982
ALKS,2020-05-29,Alkermes plc,Healthcare,Biotechnology,Ireland,2.59B,-,16.36,-1.86%,2104752
ALL,2020-05-29,The Allstate Corporation,Financial,Insurance - Property & Casualty,USA,31.04B,8.21,97.81,-0.46%,2018337
ALLE,2020-05-29,Allegion plc,Industrials,Security & Protection Services,Ireland,9.17B,29.14,99.7,-0.21%,866935
ALLK,2020-05-29,Allakos Inc.,Healthcare,Biotechnology,USA,3.09B,-,65.0,-6.37%,465492
ALLO,2020-05-29,"Allogene Therapeutics, Inc.",Healthcare,Biotechnology,USA,5.61B,-,48.16,3.48%,2285812
ALLT,2020-05-29,Allot Ltd.,Technology,Communication Equipment,Israel,368.34M,-,10.67,1.72%,103502
ALLY,2020-05-29,Ally Financial Inc.,Financial,Credit Services,USA,6.61B,6.78,17.44,-5.06%,10764812
ALNY,2020-05-29,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,15.68B,-,135.27,1.63%,868631
ALRM,2020-05-29,"Alarm.com Holdings, Inc.",Technology,Software - Application,USA,2.25B,44.36,47.29,0.72%,630539
ALRS,2020-05-29,Alerus Financial Corporation,Financial,Banks - Regional,USA,309.12M,11.16,18.13,-2.32%,17267
ALSN,2020-05-29,"Allison Transmission Holdings, Inc.",Consumer Cyclical,Auto Parts,USA,4.30B,7.89,37.72,0.53%,751808
ALTR,2020-05-29,Altair Engineering Inc.,Technology,Software - Infrastructure,USA,2.82B,-,39.09,3.96%,376057
ALV,2020-05-29,"Autoliv, Inc.",Consumer Cyclical,Auto Parts,Sweden,5.55B,13.07,63.58,-0.84%,652655
ALX,2020-05-29,"Alexander's, Inc.",Real Estate,REIT - Retail,USA,1.31B,28.43,259.84,-1.06%,45772
ALXN,2020-05-29,"Alexion Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,26.38B,11.30,119.9,4.79%,4137666
AM,2020-05-29,Antero Midstream Corporation,Energy,Oil & Gas Midstream,USA,2.28B,-,4.78,5.75%,9006539
AMAL,2020-05-29,Amalgamated Bank,Financial,Banks - Regional,USA,347.68M,7.79,11.23,-6.73%,44277
AMAT,2020-05-29,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,USA,52.19B,17.89,56.18,2.76%,10757351
AMBA,2020-05-29,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,USA,1.92B,-,56.74,2.33%,387154
AMBC,2020-05-29,"Ambac Financial Group, Inc.",Financial,Insurance - Specialty,USA,614.37M,-,13.42,-6.02%,536462
AMC,2020-05-29,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment,USA,540.55M,-,5.13,1.18%,5126987
AMCR,2020-05-29,Amcor plc,Consumer Cyclical,Packaging & Containers,Switzerland,16.27B,30.30,10.21,2.10%,26591177
AMCX,2020-05-29,AMC Networks Inc.,Communication Services,Broadcasting,USA,1.55B,5.25,28.27,-1.19%,640141
AMD,2020-05-29,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,62.95B,132.19,53.8,3.98%,64403429
AME,2020-05-29,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,USA,21.00B,22.49,91.71,-0.19%,1640032
AMED,2020-05-29,"Amedisys, Inc.",Healthcare,Medical Care Facilities,USA,6.21B,49.87,192.05,0.59%,288597
AMEH,2020-05-29,"Apollo Medical Holdings, Inc.",Healthcare,Medical Care Facilities,USA,1.02B,48.94,18.89,2.66%,147175
AMG,2020-05-29,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,3.26B,16.84,66.62,-3.30%,570358
AMGN,2020-05-29,Amgen Inc.,Healthcare,Drug Manufacturers - General,USA,135.52B,17.99,229.7,2.49%,4221088
AMH,2020-05-29,American Homes 4 Rent,Real Estate,REIT - Residential,USA,7.55B,84.41,25.24,0.92%,3021192
AMK,2020-05-29,"AssetMark Financial Holdings, Inc.",Financial,Asset Management,USA,1.95B,-,26.7,3.29%,132597
AMKR,2020-05-29,"Amkor Technology, Inc.",Technology,Semiconductors,USA,2.58B,12.27,10.58,1.73%,1172734
AMN,2020-05-29,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,2.16B,22.71,44.36,-3.31%,737358
AMOT,2020-05-29,Allied Motion Technologies Inc.,Technology,Electronic Components,USA,347.42M,20.70,36.19,-2.40%,42837
AMP,2020-05-29,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,17.70B,5.19,140.07,-2.49%,1666715
AMPH,2020-05-29,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,857.81M,17.85,18.64,0.11%,329371
AMRC,2020-05-29,"Ameresco, Inc.",Industrials,Engineering & Construction,USA,999.82M,22.15,21.46,0.47%,187870
AMRN,2020-05-29,Amarin Corporation plc,Healthcare,Biotechnology,Ireland,2.66B,-,6.86,0.44%,6518959
AMRS,2020-05-29,"Amyris, Inc.",Basic Materials,Specialty Chemicals,USA,630.59M,-,3.73,17.67%,2043542
AMRX,2020-05-29,"Amneal Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1.41B,-,4.87,0.62%,1365201
AMSF,2020-05-29,"AMERISAFE, Inc.",Financial,Insurance - Specialty,USA,1.18B,14.10,61.38,-2.66%,134482
AMSWA,2020-05-29,"American Software, Inc.",Technology,Software - Application,USA,606.06M,77.49,19.45,5.88%,364207
AMT,2020-05-29,American Tower Corporation (REIT),Real Estate,REIT - Specialty,USA,114.38B,60.40,258.17,0.02%,2076675
AMTB,2020-05-29,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,521.34M,13.44,13.04,3.08%,168550
AMTD,2020-05-29,TD Ameritrade Holding Corporation,Financial,Capital Markets,USA,20.41B,10.57,37.27,-1.06%,4769316
AMWD,2020-05-29,American Woodmark Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,1.04B,12.67,62.76,0.24%,153108
AMX,2020-05-29,"America Movil, S.A.B. de C.V.",Communication Services,Telecom Services,Mexico,43.55B,53.04,13.26,-1.63%,3840572
AMZN,2020-05-29,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,USA,1223.11B,116.67,2442.37,1.72%,3472261
AN,2020-05-29,"AutoNation, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,3.45B,28.55,39.48,-4.71%,917503
ANAB,2020-05-29,"AnaptysBio, Inc.",Healthcare,Biotechnology,USA,508.67M,-,19.08,-0.83%,325813
ANAT,2020-05-29,American National Insurance Company,Financial,Insurance - Diversified,USA,2.00B,14.27,75.15,-1.96%,57341
ANDE,2020-05-29,"The Andersons, Inc.",Consumer Defensive,Food Distribution,USA,438.83M,-,12.96,-0.69%,307321
ANET,2020-05-29,"Arista Networks, Inc.",Technology,Computer Hardware,USA,17.91B,23.60,233.46,4.73%,954012
ANF,2020-05-29,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail,USA,729.04M,20.94,11.62,0.17%,3349600
ANGI,2020-05-29,ANGI Homeservices Inc.,Communication Services,Internet Content & Information,USA,5.19B,361.67,10.85,3.33%,1678019
ANGO,2020-05-29,"AngioDynamics, Inc.",Healthcare,Medical Instruments & Supplies,USA,387.97M,-,10.21,-2.76%,309779
ANIK,2020-05-29,"Anika Therapeutics, Inc.",Healthcare,Biotechnology,USA,465.73M,18.36,33.53,-1.90%,165109
ANIP,2020-05-29,"ANI Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,384.83M,-,31.06,-2.30%,177490
ANSS,2020-05-29,"ANSYS, Inc.",Technology,Software - Application,USA,24.28B,59.52,283.0,2.87%,773095
ANTM,2020-05-29,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,74.57B,15.92,294.11,0.94%,1740203
AOBC,2020-05-29,American Outdoor Brands Corporation,Industrials,Aerospace & Defense,USA,651.87M,44.77,11.82,9.55%,1529780
AOD,2020-05-29,Aberdeen Total Dynamic Dividend Fund,Financial,Closed-End Fund - Foreign,USA,792.84M,8.30,7.52,0.27%,353154
AON,2020-05-29,Aon Plc,Financial,Insurance Brokers,United Kingdom,45.83B,28.34,196.95,-0.88%,3166558
AOS,2020-05-29,A. O. Smith Corporation,Industrials,Specialty Industrial Machinery,USA,7.74B,23.66,47.5,1.95%,2631746
APA,2020-05-29,Apache Corporation,Energy,Oil & Gas E&P,USA,4.08B,-,10.79,-9.10%,46750991
APAM,2020-05-29,Artisan Partners Asset Management Inc.,Financial,Asset Management,USA,2.26B,10.81,28.97,-1.80%,481385
APD,2020-05-29,"Air Products and Chemicals, Inc.",Basic Materials,Chemicals,USA,53.64B,27.36,241.65,0.40%,1189353
APEI,2020-05-29,"American Public Education, Inc.",Consumer Defensive,Education & Training Services,USA,476.16M,43.35,31.43,-0.82%,140022
APG,2020-05-29,APi Group Corporation,Industrials,Engineering & Construction,USA,1.91B,-,11.27,2.45%,1378712
APH,2020-05-29,Amphenol Corporation,Technology,Electronic Components,USA,28.72B,26.28,96.56,1.27%,1945583
APHA,2020-05-29,Aphria Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.13B,14.15,4.23,-1.86%,7112491
APLE,2020-05-29,"Apple Hospitality REIT, Inc.",Real Estate,REIT - Hotel & Motel,USA,2.39B,17.45,10.21,-1.73%,5258950
APLS,2020-05-29,"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2.51B,-,33.69,-1.09%,936506
APLT,2020-05-29,"Applied Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.04B,-,45.52,-2.98%,300055
APO,2020-05-29,"Apollo Global Management, Inc.",Financial,Asset Management,USA,19.78B,-,47.6,0.85%,9113994
APOG,2020-05-29,"Apogee Enterprises, Inc.",Industrials,Building Products & Equipment,USA,535.25M,8.92,20.65,-4.04%,293339
APPF,2020-05-29,"AppFolio, Inc.",Technology,Software - Application,USA,5.29B,162.91,158.51,3.13%,138023
APPN,2020-05-29,Appian Corporation,Technology,Software - Infrastructure,USA,3.77B,-,56.96,-3.91%,3062475
APPS,2020-05-29,"Digital Turbine, Inc.",Technology,Software - Application,USA,558.28M,-,6.42,5.94%,1879855
APRE,2020-05-29,"Aprea Therapeutics, Inc.",Healthcare,Biotechnology,USA,585.55M,-,26.86,1.82%,159955
APTO,2020-05-29,Aptose Biosciences Inc.,Healthcare,Biotechnology,Canada,679.18M,-,7.38,3.80%,298251
APTS,2020-05-29,"Preferred Apartment Communities, Inc.",Real Estate,REIT - Residential,USA,341.81M,-,6.99,-5.92%,1259551
APTV,2020-05-29,Aptiv PLC,Consumer Cyclical,Auto Parts,Ireland,19.25B,8.31,75.35,2.34%,2529864
APXT,2020-05-29,Apex Technology Acquisition Corporation,Financial,Shell Companies,USA,440.26M,-,9.79,0.00%,45691
APY,2020-05-29,Apergy Corporation,Energy,Oil & Gas Equipment & Services,USA,715.08M,-,9.07,1.80%,15367429
AQN,2020-05-29,Algonquin Power & Utilities Corp.,Utilities,Utilities - Renewable,Canada,7.38B,19.44,14.0,-0.57%,678848
AQUA,2020-05-29,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA,2.25B,33.65,18.81,-0.79%,670932
AR,2020-05-29,Antero Resources Corporation,Energy,Oil & Gas E&P,USA,775.07M,-,2.99,-6.27%,12907297
ARCB,2020-05-29,ArcBest Corporation,Industrials,Trucking,USA,568.48M,16.07,22.39,-0.04%,149879
ARCC,2020-05-29,Ares Capital Corporation,Financial,Asset Management,USA,6.23B,-,14.75,-2.19%,2737986
ARCE,2020-05-29,Arco Platform Limited,Consumer Defensive,Education & Training Services,Brazil,2.65B,2308.57,48.48,-0.96%,190733
ARCH,2020-05-29,"Arch Coal, Inc.",Energy,Thermal Coal,USA,514.18M,4.32,32.96,-4.30%,446241
