Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-05-07,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,25.11B,32.40,78.5,0.81%,1186591
AA,2020-05-07,Alcoa Corporation,Basic Materials,Aluminum,USA,1.48B,-,7.49,-2.85%,10962249
AAL,2020-05-07,American Airlines Group Inc.,Industrials,Airlines,USA,4.55B,-,9.54,3.14%,61192099
AAN,2020-05-07,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,2.33B,80.36,33.35,15.80%,1567534
AAON,2020-05-07,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.65B,47.63,48.58,3.54%,464541
AAP,2020-05-07,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,8.57B,17.50,119.61,-1.28%,902573
AAPL,2020-05-07,Apple Inc.,Technology,Consumer Electronics,USA,1350.76B,23.99,303.74,1.03%,28469543
AAT,2020-05-07,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.66B,34.82,26.74,-0.11%,528086
AAWW,2020-05-07,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1.03B,-,38.54,8.56%,1556265
AAXN,2020-05-07,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,4.40B,5406.15,70.28,6.28%,780654
AB,2020-05-07,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.38B,8.59,22.6,3.20%,364273
ABB,2020-05-07,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,39.64B,39.34,17.86,1.08%,2162744
ABBV,2020-05-07,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,124.98B,15.95,84.22,-1.40%,11817600
ABC,2020-05-07,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,18.96B,28.79,88.74,3.79%,1752594
ABCB,2020-05-07,Ameris Bancorp,Financial,Banks - Regional,USA,1.62B,9.54,21.8,-0.55%,353144
ABEV,2020-05-07,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,31.47B,11.36,2.0,-4.76%,51897003
ABG,2020-05-07,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,1.29B,6.83,65.4,0.79%,278166
ABM,2020-05-07,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.18B,14.83,31.58,1.67%,363926
ABMD,2020-05-07,"Abiomed, Inc.",Healthcare,Medical Devices,USA,8.85B,42.55,188.33,0.76%,654013
ABR,2020-05-07,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,791.85M,5.49,6.94,3.74%,2524485
ABT,2020-05-07,Abbott Laboratories,Healthcare,Medical Devices,USA,170.40B,47.16,93.99,3.19%,7246461
ABTX,2020-05-07,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,475.17M,9.22,22.79,2.98%,106369
AC,2020-05-07,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,875.04M,21.13,36.72,6.16%,14956
ACA,2020-05-07,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,1.65B,13.52,32.45,-1.19%,534124
ACAD,2020-05-07,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,8.27B,-,49.34,2.41%,942150
ACAM,2020-05-07,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,381.97M,109.45,9.96,-0.10%,35
