Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-04-07,1,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,23.53B,30.55,74.03,-0.44%,2456404
AA,2020-04-07,2,Alcoa Corporation,Basic Materials,Aluminum,USA,1.33B,-,7.03,7.33%,16025350
AAAU,2020-04-07,3,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,16.54,-0.66%,213856
AACG,2020-04-07,4,ATA Creativity Global,Services,Education & Training Services,China,24.88M,-,0.9,-4.77%,19112
AADR,2020-04-07,5,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,41.7,1.07%,7004
AAL,2020-04-07,6,American Airlines Group Inc.,Services,Major Airlines,USA,4.67B,2.69,10.22,7.58%,137651597
AAMC,2020-04-07,7,Altisource Asset Management Corporation,Financial,Asset Management,USA,22.11M,-,13.24,-4.47%,2092
AAME,2020-04-07,8,Atlantic American Corporation,Financial,Life Insurance,USA,44.85M,-,2.19,-0.90%,1269
AAN,2020-04-07,9,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,1.57B,55.13,22.88,3.34%,1424454
AAOI,2020-04-07,10,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,165.87M,-,7.94,0.25%,578018
AAON,2020-04-07,11,"AAON, Inc.",Industrial Goods,General Building Materials,USA,2.62B,46.03,46.95,-2.65%,283153
AAP,2020-04-07,12,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,7.19B,14.55,99.44,3.79%,1254343
AAPL,2020-04-07,13,Apple Inc.,Consumer Goods,Electronic Equipment,USA,1151.68B,20.49,259.43,-1.16%,50534490
AAT,2020-04-07,14,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,1.57B,29.21,24.68,4.36%,633592
AAU,2020-04-07,15,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,34.92M,-,0.28,-0.77%,326660
AAWW,2020-04-07,16,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,699.75M,-,23.14,5.33%,847495
AAXJ,2020-04-07,17,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,61.27,0.44%,2170625
AAXN,2020-04-07,18,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,4.18B,5304.62,68.96,1.41%,768889
AB,2020-04-07,19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.11B,8.10,20.14,7.76%,760056
ABB,2020-04-07,20,ABB Ltd,Industrial Goods,Diversified Machinery,Switzerland,39.81B,37.80,17.73,0.85%,3140715
ABBV,2020-04-07,21,AbbVie Inc.,Healthcare,Drug Manufacturers - Major,USA,114.00B,14.28,75.39,-0.45%,11454622
ABC,2020-04-07,22,AmerisourceBergen Corporation,Services,Drugs Wholesale,USA,18.52B,28.29,87.2,1.05%,1310280
ABCB,2020-04-07,23,Ameris Bancorp,Financial,Regional - Mid-Atlantic Banks,USA,1.76B,8.03,22.86,2.24%,381144
ABEO,2020-04-07,24,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,194.12M,-,2.3,0.44%,1351818
ABEQ,2020-04-07,25,Absolute Core Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,20.73,0.20%,4672
ABEV,2020-04-07,26,Ambev S.A.,Consumer Goods,Beverages - Brewers,Brazil,37.28B,13.47,2.37,6.28%,22309537
ABG,2020-04-07,27,"Asbury Automotive Group, Inc.",Services,Auto Dealerships,USA,1.06B,5.12,49.04,2.92%,268811
ABIO,2020-04-07,28,"ARCA biopharma, Inc.",Healthcare,Biotechnology,USA,4.41M,-,2.76,-2.65%,15016
ABM,2020-04-07,29,ABM Industries Incorporated,Services,Business Services,USA,1.87B,12.36,26.32,1.35%,923156
ABMD,2020-04-07,30,"Abiomed, Inc.",Healthcare,Medical Appliances & Equipment,USA,6.98B,28.66,152.78,1.68%,936784
ABR,2020-04-07,31,"Arbor Realty Trust, Inc.",Financial,Mortgage Investment,USA,640.29M,4.32,5.46,9.42%,4315900
