Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
AGYS,2020-05-19,"Agilysys, Inc.",Technology,Software - Application,USA,422.46M,-,18.4,-2.65%,110300
AHCO,2020-05-19,AdaptHealth Corp.,Healthcare,Medical Devices,USA,1.24B,-,16.67,1.03%,33440
AHH,2020-05-19,"Armada Hoffler Properties, Inc.",Real Estate,REIT - Diversified,USA,441.60M,18.15,7.55,-2.45%,444008
AIG,2020-05-19,"American International Group, Inc.",Financial,Insurance - Diversified,USA,24.15B,5.61,27.63,-2.88%,5449196
AIMC,2020-05-19,Altra Industrial Motion Corp.,Industrials,Specialty Industrial Machinery,USA,1.74B,-,27.03,-3.05%,341286
AIMT,2020-05-19,"Aimmune Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.10B,-,16.56,-5.15%,612689
AIN,2020-05-19,Albany International Corp.,Consumer Cyclical,Textile Manufacturing,USA,1.71B,15.24,52.96,-3.29%,167066
AINV,2020-05-19,Apollo Investment Corporation,Financial,Asset Management,USA,583.54M,9.55,8.76,-0.90%,516240
AIR,2020-05-19,AAR Corp.,Industrials,Aerospace & Defense,USA,594.92M,8.86,17.13,-2.95%,290066
AIT,2020-05-19,"Applied Industrial Technologies, Inc.",Industrials,Industrial Distribution,USA,2.08B,58.94,53.58,-3.44%,122846
AIV,2020-05-19,Apartment Investment and Management Company,Real Estate,REIT - Residential,USA,5.23B,26.01,35.22,-3.48%,1452220
AIZ,2020-05-19,"Assurant, Inc.",Financial,Insurance - Specialty,USA,5.94B,17.76,97.98,-0.32%,776760
AIZP,2020-05-19,"Assurant, Inc.",Financial,Insurance - Specialty,USA,6.30B,17.77,101.53,0.09%,75100
AJG,2020-05-19,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,16.96B,25.89,90.22,-0.09%,998804
AJRD,2020-05-19,"Aerojet Rocketdyne Holdings, Inc.",Industrials,Aerospace & Defense,USA,3.16B,25.01,40.02,-0.92%,2286637
AKAM,2020-05-19,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,USA,15.65B,32.36,97.3,-0.82%,1247374
AKBA,2020-05-19,"Akebia Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.64B,-,11.89,-1.74%,1082851
AKCA,2020-05-19,"Akcea Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.40B,-,14.15,-4.26%,206802
AKO-A,2020-05-19,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,Chile,1.81B,12.03,11.48,-0.17%,929
AKO-B,2020-05-19,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,Chile,2.05B,10.35,14.0,-0.43%,1065
AKR,2020-05-19,Acadia Realty Trust,Real Estate,REIT - Retail,USA,1.01B,30.62,11.42,-1.81%,442985
AKRO,2020-05-19,"Akero Therapeutics, Inc.",Healthcare,Biotechnology,USA,651.79M,-,23.22,2.34%,166335
AL,2020-05-19,Air Lease Corporation,Industrials,Rental & Leasing Services,USA,2.92B,5.03,25.29,-3.14%,1520381
ALB,2020-05-19,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,6.75B,13.33,63.51,-0.66%,1315347
ALBO,2020-05-19,"Albireo Pharma, Inc.",Healthcare,Biotechnology,USA,376.52M,-,25.27,-3.66%,67711
ALC,2020-05-19,Alcon Inc.,Healthcare,Medical Instruments & Supplies,Switzerland,29.35B,-,60.11,-0.64%,1305998
ALE,2020-05-19,"ALLETE, Inc.",Utilities,Utilities - Diversified,USA,2.75B,15.02,52.63,-1.61%,318472
ALEC,2020-05-19,"Alector, Inc.",Healthcare,Biotechnology,USA,2.21B,-,28.81,1.69%,336889
ALEX,2020-05-19,"Alexander & Baldwin, Inc.",Real Estate,REIT - Diversified,USA,772.19M,-,10.67,-3.96%,267642
ALG,2020-05-19,Alamo Group Inc.,Industrials,Farm & Heavy Construction Machinery,USA,1.06B,16.92,90.51,-2.80%,31918
ALGN,2020-05-19,"Align Technology, Inc.",Healthcare,Medical Devices,USA,17.88B,9.41,224.37,-2.20%,1152494
ALGT,2020-05-19,Allegiant Travel Company,Industrials,Airlines,USA,1.34B,9.56,82.9,-3.10%,303683
ALK,2020-05-19,"Alaska Air Group, Inc.",Industrials,Airlines,USA,3.58B,6.72,28.66,-1.34%,3174001
ALKS,2020-05-19,Alkermes plc,Healthcare,Biotechnology,Ireland,2.56B,-,16.17,-1.82%,969248
ALL,2020-05-19,The Allstate Corporation,Financial,Insurance - Property & Casualty,USA,30.87B,8.16,97.27,-1.79%,1177961
ALLE,2020-05-19,Allegion plc,Industrials,Security & Protection Services,Ireland,8.75B,27.54,94.25,-1.70%,699192
ALLK,2020-05-19,Allakos Inc.,Healthcare,Biotechnology,USA,3.34B,-,70.99,-1.09%,701032
ALLO,2020-05-19,"Allogene Therapeutics, Inc.",Healthcare,Biotechnology,USA,5.66B,-,48.15,-0.39%,1160766
ALLT,2020-05-19,Allot Ltd.,Technology,Communication Equipment,Israel,365.74M,-,10.54,-1.40%,172413
ALLY,2020-05-19,Ally Financial Inc.,Financial,Credit Services,USA,6.00B,6.20,15.96,-3.68%,3594499
ALNY,2020-05-19,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,15.99B,-,142.41,-1.70%,484768
ALRM,2020-05-19,"Alarm.com Holdings, Inc.",Technology,Software - Application,USA,2.37B,46.77,49.86,0.46%,275956
ALSN,2020-05-19,"Allison Transmission Holdings, Inc.",Consumer Cyclical,Auto Parts,USA,4.02B,7.39,35.32,-2.24%,541024
ALTR,2020-05-19,Altair Engineering Inc.,Technology,Software - Infrastructure,USA,2.49B,-,34.55,0.03%,239775
ALV,2020-05-19,"Autoliv, Inc.",Consumer Cyclical,Auto Parts,Sweden,5.53B,13.03,63.4,1.83%,565822
ALX,2020-05-19,"Alexander's, Inc.",Real Estate,REIT - Retail,USA,1.23B,26.04,237.96,-1.54%,6625
ALXN,2020-05-19,"Alexion Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,22.43B,9.54,101.22,-1.46%,1996333
AM,2020-05-19,Antero Midstream Corporation,Energy,Oil & Gas Midstream,USA,1.90B,-,4.03,1.00%,7424756
AMAT,2020-05-19,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,USA,53.28B,17.67,55.47,2.04%,10512538
AMBA,2020-05-19,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,USA,1.91B,-,55.89,1.73%,322105
AMBC,2020-05-19,"Ambac Financial Group, Inc.",Financial,Insurance - Specialty,USA,617.23M,-,13.2,-3.58%,341382
AMC,2020-05-19,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment,USA,478.48M,-,4.56,-3.39%,4897231
AMCR,2020-05-19,Amcor plc,Consumer Cyclical,Packaging & Containers,Switzerland,14.78B,27.89,9.4,-2.49%,4584180
AMCX,2020-05-19,AMC Networks Inc.,Communication Services,Broadcasting,USA,1.49B,5.29,28.45,2.01%,600730
AMD,2020-05-19,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,65.34B,136.29,55.47,1.61%,59937623
AME,2020-05-19,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,USA,19.24B,20.61,84.01,0.88%,1549184
AMED,2020-05-19,"Amedisys, Inc.",Healthcare,Medical Care Facilities,USA,6.14B,49.32,189.94,-1.69%,226856
AMEH,2020-05-19,"Apollo Medical Holdings, Inc.",Healthcare,Medical Care Facilities,USA,847.05M,43.39,16.75,1.95%,67026
AMG,2020-05-19,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,3.06B,16.45,65.09,-2.27%,245144
AMGN,2020-05-19,Amgen Inc.,Healthcare,Drug Manufacturers - General,USA,134.18B,17.82,227.43,-2.47%,3796572
AMH,2020-05-19,American Homes 4 Rent,Real Estate,REIT - Residential,USA,7.21B,80.40,24.04,0.54%,2571920
AMK,2020-05-19,"AssetMark Financial Holdings, Inc.",Financial,Asset Management,USA,1.75B,-,25.55,-1.50%,112051
AMKR,2020-05-19,"Amkor Technology, Inc.",Technology,Semiconductors,USA,2.44B,11.40,9.82,-1.85%,703756
AMN,2020-05-19,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,2.14B,22.31,43.57,3.00%,861886
AMOT,2020-05-19,Allied Motion Technologies Inc.,Technology,Electronic Components,USA,305.21M,18.54,32.4,-0.15%,75954
AMP,2020-05-19,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,15.81B,4.76,128.54,-2.57%,915948
AMPH,2020-05-19,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,857.60M,17.98,18.77,-0.37%,382957
AMRC,2020-05-19,"Ameresco, Inc.",Industrials,Engineering & Construction,USA,904.80M,20.42,19.79,-1.30%,199328
AMRN,2020-05-19,Amarin Corporation plc,Healthcare,Biotechnology,Ireland,2.82B,-,7.41,-2.88%,8874437
AMRS,2020-05-19,"Amyris, Inc.",Basic Materials,Specialty Chemicals,USA,528.42M,-,3.54,0.85%,2652553
AMRX,2020-05-19,"Amneal Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1.35B,-,4.53,3.42%,1978698
AMSF,2020-05-19,"AMERISAFE, Inc.",Financial,Insurance - Specialty,USA,1.13B,13.59,59.16,-0.07%,86053
AMSWA,2020-05-19,"American Software, Inc.",Technology,Software - Application,USA,531.36M,66.61,16.72,-2.17%,188268
AMT,2020-05-19,American Tower Corporation (REIT),Real Estate,REIT - Specialty,USA,101.96B,53.81,229.97,-2.57%,1541394
AMTB,2020-05-19,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,467.66M,12.42,12.05,-6.88%,65555
AMTD,2020-05-19,TD Ameritrade Holding Corporation,Financial,Capital Markets,USA,18.93B,9.69,34.15,-3.83%,2744344
AMWD,2020-05-19,American Woodmark Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,883.37M,10.84,53.7,-2.06%,175130
AMX,2020-05-19,"America Movil, S.A.B. de C.V.",Communication Services,Telecom Services,Mexico,41.61B,51.54,12.37,-4.77%,2934082
AMZN,2020-05-19,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,USA,1211.05B,117.00,2449.33,0.95%,4289073
AN,2020-05-19,"AutoNation, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,3.24B,27.29,37.74,-3.75%,852211
ANAB,2020-05-19,"AnaptysBio, Inc.",Healthcare,Biotechnology,USA,486.87M,-,18.59,-6.06%,305923
ANAT,2020-05-19,American National Insurance Company,Financial,Insurance - Diversified,USA,1.83B,12.98,68.33,-2.94%,43150
ANDE,2020-05-19,"The Andersons, Inc.",Consumer Defensive,Food Distribution,USA,405.03M,-,11.32,-2.83%,247591
ANET,2020-05-19,"Arista Networks, Inc.",Technology,Computer Hardware,USA,16.25B,22.22,219.76,1.92%,488549
ANF,2020-05-19,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail,USA,732.97M,20.99,11.65,-1.77%,2074526
ANGI,2020-05-19,ANGI Homeservices Inc.,Communication Services,Internet Content & Information,USA,5.28B,353.67,10.61,0.00%,2504814
ANGO,2020-05-19,"AngioDynamics, Inc.",Healthcare,Medical Instruments & Supplies,USA,416.54M,-,11.04,1.10%,330198
ANIK,2020-05-19,"Anika Therapeutics, Inc.",Healthcare,Biotechnology,USA,447.60M,17.85,32.6,-2.92%,157489
ANIP,2020-05-19,"ANI Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,374.73M,-,31.15,-5.58%,107523
ANSS,2020-05-19,"ANSYS, Inc.",Technology,Software - Application,USA,22.30B,55.19,262.41,-0.42%,388636
ANTM,2020-05-19,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,70.95B,15.22,281.1,0.41%,1010917
AOBC,2020-05-19,American Outdoor Brands Corporation,Industrials,Aerospace & Defense,USA,562.75M,38.71,10.22,2.82%,606919
AOD,2020-05-19,Aberdeen Total Dynamic Dividend Fund,Financial,Closed-End Fund - Foreign,USA,753.83M,7.89,7.15,-0.42%,274075
AON,2020-05-19,Aon Plc,Financial,Insurance Brokers,United Kingdom,45.72B,28.14,195.54,-0.66%,1028662
AOS,2020-05-19,A. O. Smith Corporation,Industrials,Specialty Industrial Machinery,USA,6.74B,20.91,41.98,-3.49%,1631322
APA,2020-05-19,Apache Corporation,Energy,Oil & Gas E&P,USA,4.29B,-,11.36,-4.70%,14530397
APAM,2020-05-19,Artisan Partners Asset Management Inc.,Financial,Asset Management,USA,2.16B,10.14,27.19,-2.82%,400179
APD,2020-05-19,"Air Products and Chemicals, Inc.",Basic Materials,Chemicals,USA,52.21B,26.72,236.03,-1.22%,717424
APEI,2020-05-19,"American Public Education, Inc.",Consumer Defensive,Education & Training Services,USA,451.15M,43.03,31.2,-7.66%,83649
APG,2020-05-19,APi Group Corporation,Industrials,Engineering & Construction,USA,1.70B,-,10.0,1.73%,907610
APH,2020-05-19,Amphenol Corporation,Technology,Electronic Components,USA,26.68B,24.26,89.12,0.77%,1112680
APHA,2020-05-19,Aphria Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,947.26M,11.84,3.54,-1.12%,8192966
APLE,2020-05-19,"Apple Hospitality REIT, Inc.",Real Estate,REIT - Hotel & Motel,USA,2.19B,12.66,9.72,6.58%,5119821
APLS,2020-05-19,"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2.25B,-,30.43,-7.08%,703047
APLT,2020-05-19,"Applied Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.02B,-,47.36,4.41%,123917
APO,2020-05-19,"Apollo Global Management, Inc.",Financial,Asset Management,USA,18.55B,-,43.25,-0.60%,1406504
APOG,2020-05-19,"Apogee Enterprises, Inc.",Industrials,Building Products & Equipment,USA,502.34M,8.20,18.99,-2.11%,319210
APPF,2020-05-19,"AppFolio, Inc.",Technology,Software - Application,USA,4.18B,132.31,128.74,-2.99%,177554
APPN,2020-05-19,Appian Corporation,Technology,Software - Infrastructure,USA,3.60B,-,56.86,7.49%,1744332
APPS,2020-05-19,"Digital Turbine, Inc.",Technology,Software - Application,USA,508.86M,-,5.69,-0.35%,747782
APRE,2020-05-19,"Aprea Therapeutics, Inc.",Healthcare,Biotechnology,USA,619.64M,-,30.92,-16.61%,237138
APTO,2020-05-19,Aptose Biosciences Inc.,Healthcare,Biotechnology,Canada,664.56M,-,7.65,-3.16%,451872
APTS,2020-05-19,"Preferred Apartment Communities, Inc.",Real Estate,REIT - Residential,USA,342.16M,-,7.26,-0.82%,403879
APTV,2020-05-19,Aptiv PLC,Consumer Cyclical,Auto Parts,Ireland,17.89B,7.72,70.0,-0.26%,2332914
APXT,2020-05-19,Apex Technology Acquisition Corporation,Financial,Shell Companies,USA,433.15M,-,9.76,-0.20%,108197
APY,2020-05-19,Apergy Corporation,Energy,Oil & Gas Equipment & Services,USA,685.50M,-,8.64,-4.11%,2517689
AQN,2020-05-19,Algonquin Power & Utilities Corp.,Utilities,Utilities - Renewable,Canada,7.26B,13.29,13.76,0.22%,646737
AQUA,2020-05-19,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA,2.04B,31.48,17.6,-4.14%,703083
AR,2020-05-19,Antero Resources Corporation,Energy,Oil & Gas E&P,USA,795.48M,-,3.0,-0.99%,9574038
ARCB,2020-05-19,ArcBest Corporation,Industrials,Trucking,USA,502.35M,14.44,20.11,-2.33%,270092
ARCC,2020-05-19,Ares Capital Corporation,Financial,Asset Management,USA,5.87B,-,13.9,1.02%,1985171
ARCE,2020-05-19,Arco Platform Limited,Consumer Defensive,Education & Training Services,Brazil,2.80B,2581.00,51.62,0.12%,151141
ARCH,2020-05-19,"Arch Coal, Inc.",Energy,Thermal Coal,USA,474.91M,4.11,31.37,1.88%,380421
ARCO,2020-05-19,Arcos Dorados Holdings Inc.,Consumer Cyclical,Restaurants,Uruguay,719.40M,54.92,3.46,0.58%,587186
ARCT,2020-05-19,Arcturus Therapeutics Holdings Inc.,Healthcare,Biotechnology,USA,1.01B,-,55.56,2.79%,1540552
ARD,2020-05-19,Ardagh Group S.A.,Consumer Cyclical,Packaging & Containers,Luxembourg,2.82B,-,11.56,1.31%,112329
