Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-03-23,1,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,20.55B,26.15,63.37,-4.65%,2959770
AA,2020-03-23,2,Alcoa Corporation,Basic Materials,Aluminum,USA,1.05B,-,5.67,3.47%,6990788
AAAU,2020-03-23,3,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,15.49,4.24%,421324
AACG,2020-03-23,4,ATA Creativity Global,Services,Education & Training Services,China,23.55M,-,0.84,-6.67%,9018
AADR,2020-03-23,5,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,35.16,-0.36%,40829
AAL,2020-03-23,6,American Airlines Group Inc.,Services,Major Airlines,USA,4.94B,2.69,10.25,-1.25%,55494090
AAMC,2020-03-23,7,Altisource Asset Management Corporation,Financial,Asset Management,USA,16.80M,-,10.56,-7.34%,5643
AAME,2020-03-23,8,Atlantic American Corporation,Financial,Life Insurance,USA,42.05M,-,2.24,-3.13%,217
AAN,2020-03-23,9,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,1.06B,37.88,15.72,4.80%,2372841
AAOI,2020-03-23,10,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,138.77M,-,6.9,2.37%,954761
AAON,2020-03-23,11,"AAON, Inc.",Industrial Goods,General Building Materials,USA,2.40B,46.81,47.75,5.20%,311096
AAP,2020-03-23,12,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,5.61B,11.49,78.5,4.62%,1349896
AAPL,2020-03-23,13,Apple Inc.,Consumer Goods,Electronic Equipment,USA,989.31B,17.72,224.37,-2.12%,83134921
AAT,2020-03-23,14,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,1.32B,26.09,22.05,-1.83%,367639
AAU,2020-03-23,15,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,29.04M,-,0.24,-5.10%,396236
AAWW,2020-03-23,16,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,631.23M,-,24.4,6.41%,1023292
AAXJ,2020-03-23,17,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,53.81,-2.16%,1296077
AAXN,2020-03-23,18,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,3.20B,4877.69,63.41,4.33%,840679
AB,2020-03-23,19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,1.14B,6.16,15.31,-10.26%,1319214
ABB,2020-03-23,20,ABB Ltd,Industrial Goods,Diversified Machinery,Switzerland,31.49B,31.66,14.85,-6.95%,5972531
ABBV,2020-03-23,21,AbbVie Inc.,Healthcare,Drug Manufacturers - Major,USA,95.54B,12.21,64.5,-6.28%,19087849
ABC,2020-03-23,22,AmerisourceBergen Corporation,Services,Drugs Wholesale,USA,15.04B,23.99,73.93,-8.29%,2232426
ABCB,2020-03-23,23,Ameris Bancorp,Financial,Regional - Mid-Atlantic Banks,USA,1.32B,6.65,18.94,-8.77%,570393
ABEO,2020-03-23,24,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,155.79M,-,1.95,-8.45%,1196954
ABEQ,2020-03-23,25,Absolute Core Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,18.16,-2.67%,4689
ABEV,2020-03-23,26,Ambev S.A.,Consumer Goods,Beverages - Brewers,Brazil,35.39B,12.78,2.25,-6.25%,38691069
ABG,2020-03-23,27,"Asbury Automotive Group, Inc.",Services,Auto Dealerships,USA,875.16M,4.79,45.82,-9.45%,245156
ABIO,2020-03-23,28,"ARCA biopharma, Inc.",Healthcare,Biotechnology,USA,4.06M,-,2.54,-2.31%,6260
ABM,2020-03-23,29,ABM Industries Incorporated,Services,Business Services,USA,1.40B,9.59,20.45,-2.85%,581785
ABMD,2020-03-23,30,"Abiomed, Inc.",Healthcare,Medical Appliances & Equipment,USA,6.22B,24.82,132.34,1.40%,1294407
ABR,2020-03-23,31,"Arbor Realty Trust, Inc.",Financial,Mortgage Investment,USA,483.53M,3.38,4.27,-11.41%,3917759
ABT,2020-03-23,32,Abbott Laboratories,Healthcare,Medical Appliances & Equipment,USA,117.86B,31.08,62.82,-7.62%,12888422
ABTX,2020-03-23,33,"Allegiance Bancshares, Inc.",Financial,Regional - Southwest Banks,USA,433.41M,9.17,22.68,-8.99%,137940
ABUS,2020-03-23,34,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,77.98M,-,1.65,14.58%,173037
AC,2020-03-23,35,"Associated Capital Group, Inc.",Financial,Asset Management,USA,555.02M,15.10,26.18,-4.73%,19007
