Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
ADI,2020-05-20,"Analog Devices, Inc.",Technology,Semiconductors,USA,43.72B,35.43,114.57,7.75%,4752447
ADM,2020-05-20,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,USA,19.66B,12.80,35.35,1.52%,1816976
ADNT,2020-05-20,Adient plc,Consumer Cyclical,Auto Parts,Ireland,1.56B,-,16.68,2.21%,1194821
ADP,2020-05-20,"Automatic Data Processing, Inc.",Industrials,Staffing & Employment Services,USA,57.97B,23.11,134.78,1.26%,5442234
ADPT,2020-05-20,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,USA,5.08B,-,40.33,0.65%,732949
ADS,2020-05-20,Alliance Data Systems Corporation,Financial,Credit Services,USA,2.17B,5.47,44.08,3.35%,1486083
ADSK,2020-05-20,"Autodesk, Inc.",Technology,Software - Application,USA,43.26B,204.83,196.64,0.99%,1028500
ADSW,2020-05-20,"Advanced Disposal Services, Inc.",Industrials,Waste Management,USA,2.87B,-,31.95,-1.63%,3209897
ADT,2020-05-20,ADT Inc.,Industrials,Security & Protection Services,USA,4.71B,-,6.2,-3.28%,1833263
ADTN,2020-05-20,"ADTRAN, Inc.",Technology,Communication Equipment,USA,528.01M,-,11.01,0.09%,281307
ADUS,2020-05-20,Addus HomeCare Corporation,Healthcare,Medical Care Facilities,USA,1.36B,60.33,90.85,2.08%,134468
ADVM,2020-05-20,"Adverum Biotechnologies, Inc.",Healthcare,Biotechnology,USA,1.51B,-,19.92,5.29%,1078119
ADX,2020-05-20,"Adams Diversified Equity Fund, Inc.",Financial,Closed-End Fund - Equity,USA,1.57B,3.27,14.4,1.27%,284140
AEE,2020-05-20,Ameren Corporation,Utilities,Utilities - Regulated Electric,USA,17.35B,22.24,70.33,-0.45%,1475898
AEG,2020-05-20,Aegon N.V.,Financial,Insurance - Diversified,Netherlands,5.33B,3.32,2.51,2.87%,2127047
AEGN,2020-05-20,Aegion Corporation,Industrials,Engineering & Construction,USA,427.67M,-,14.18,8.41%,144298
AEIS,2020-05-20,"Advanced Energy Industries, Inc.",Industrials,Electrical Equipment & Parts,USA,2.57B,42.03,64.9,3.94%,247514
AEL,2020-05-20,American Equity Investment Life Holding Company,Financial,Insurance - Life,USA,1.83B,3.64,20.27,7.42%,846890
AEM,2020-05-20,Agnico Eagle Mines Limited,Basic Materials,Gold,Canada,15.37B,33.83,66.79,-1.79%,1255613
AEO,2020-05-20,"American Eagle Outfitters, Inc.",Consumer Cyclical,Apparel Retail,USA,1.32B,7.56,8.46,-2.31%,6430633
AEP,2020-05-20,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,USA,38.37B,20.88,77.75,0.79%,2155067
AER,2020-05-20,AerCap Holdings N.V.,Industrials,Airports & Air Services,Ireland,3.75B,3.17,28.26,1.07%,1358245
AERI,2020-05-20,"Aerie Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,740.04M,-,16.06,0.75%,892353
AES,2020-05-20,The AES Corporation,Utilities,Utilities - Diversified,USA,8.68B,29.68,12.97,1.25%,5265580
AFB,2020-05-20,AllianceBernstein National Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,360.46M,6.65,12.54,0.32%,95491
AFG,2020-05-20,"American Financial Group, Inc.",Financial,Insurance - Property & Casualty,USA,5.30B,20.03,58.08,3.94%,665300
AFIN,2020-05-20,"American Finance Trust, Inc.",Real Estate,REIT - Diversified,USA,783.47M,-,7.23,1.97%,296980
AFL,2020-05-20,Aflac Incorporated,Financial,Insurance - Life,USA,24.80B,8.76,34.8,3.48%,4779104
AFYA,2020-05-20,Afya Limited,Consumer Defensive,Education & Training Services,Brazil,1.63B,24.03,17.66,-9.44%,909866
AG,2020-05-20,First Majestic Silver Corp.,Basic Materials,Silver,Canada,2.03B,-,9.71,3.08%,6657464
AGCO,2020-05-20,AGCO Corporation,Industrials,Farm & Heavy Construction Machinery,USA,3.82B,38.73,51.09,5.47%,399265
AGEN,2020-05-20,Agenus Inc.,Healthcare,Biotechnology,USA,408.40M,-,2.5,0.81%,2378024
AGI,2020-05-20,Alamos Gold Inc.,Basic Materials,Gold,Canada,3.29B,49.41,8.4,-0.71%,2461128
AGIO,2020-05-20,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,3.34B,-,50.15,4.81%,712696
AGLE,2020-05-20,"Aeglea BioTherapeutics, Inc.",Healthcare,Biotechnology,USA,358.43M,-,8.53,3.14%,134625
AGM,2020-05-20,Federal Agricultural Mortgage Corporation,Financial,Credit Services,USA,673.99M,8.37,62.99,7.51%,70674
AGMH,2020-05-20,AGM Group Holdings Inc.,Technology,Software - Application,Hong Kong,450.42M,-,20.67,0.00%,2577
AGNC,2020-05-20,AGNC Investment Corp.,Real Estate,REIT - Mortgage,USA,7.39B,-,13.25,2.00%,12137239
AGNCM,2020-05-20,AGNC Investment Corp.,Real Estate,REIT - Mortgage,USA,10.67B,-,22.32,0.45%,17898
AGNCN,2020-05-20,AGNC Investment Corp.,Real Estate,REIT - Mortgage,USA,10.81B,-,22.63,0.58%,28906
AGO,2020-05-20,Assured Guaranty Ltd.,Financial,Insurance - Specialty,Bermuda,2.31B,8.91,26.05,2.20%,575399
AGR,2020-05-20,"Avangrid, Inc.",Utilities,Utilities - Regulated Electric,USA,12.90B,17.34,40.51,0.37%,361188
AGRO,2020-05-20,Adecoagro S.A.,Consumer Defensive,Farm Products,Luxembourg,452.44M,-,3.83,1.59%,173017
AGX,2020-05-20,"Argan, Inc.",Industrials,Engineering & Construction,USA,558.63M,-,37.02,-0.16%,159107
AGYS,2020-05-20,"Agilysys, Inc.",Technology,Software - Application,USA,443.36M,-,19.31,4.95%,136077
AHCO,2020-05-20,AdaptHealth Corp.,Healthcare,Medical Devices,USA,1.22B,-,16.45,-1.32%,50721
AHH,2020-05-20,"Armada Hoffler Properties, Inc.",Real Estate,REIT - Diversified,USA,464.41M,19.09,7.94,5.17%,552678
AIG,2020-05-20,"American International Group, Inc.",Financial,Insurance - Diversified,USA,24.51B,5.70,28.04,1.48%,5102091
AIMC,2020-05-20,Altra Industrial Motion Corp.,Industrials,Specialty Industrial Machinery,USA,1.83B,-,28.35,4.88%,367852
AIMT,2020-05-20,"Aimmune Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.15B,-,17.31,4.53%,652436
AIN,2020-05-20,Albany International Corp.,Consumer Cyclical,Textile Manufacturing,USA,1.78B,15.92,55.32,4.46%,151821
AINV,2020-05-20,Apollo Investment Corporation,Financial,Asset Management,USA,608.85M,9.97,9.14,4.34%,656491
AIR,2020-05-20,AAR Corp.,Industrials,Aerospace & Defense,USA,616.80M,9.19,17.76,3.68%,250137
AIT,2020-05-20,"Applied Industrial Technologies, Inc.",Industrials,Industrial Distribution,USA,2.17B,61.34,55.76,4.07%,153924
AIV,2020-05-20,Apartment Investment and Management Company,Real Estate,REIT - Residential,USA,5.33B,26.49,35.87,1.85%,764213
AIZ,2020-05-20,"Assurant, Inc.",Financial,Insurance - Specialty,USA,6.12B,18.29,100.93,3.01%,560498
AIZP,2020-05-20,"Assurant, Inc.",Financial,Insurance - Specialty,USA,6.44B,18.16,103.76,2.20%,50818
AJG,2020-05-20,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,17.05B,26.02,90.69,0.52%,1002312
AJRD,2020-05-20,"Aerojet Rocketdyne Holdings, Inc.",Industrials,Aerospace & Defense,USA,3.20B,25.31,40.5,1.20%,840533
AKAM,2020-05-20,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,USA,16.18B,33.45,100.58,3.37%,1665080
AKBA,2020-05-20,"Akebia Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.74B,-,12.64,6.31%,1267768
AKCA,2020-05-20,"Akcea Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.47B,-,14.85,4.95%,217428
AKO-A,2020-05-20,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,Chile,1.89B,12.58,12.0,4.53%,41
AKO-B,2020-05-20,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,Chile,2.05B,10.35,14.0,0.00%,2026
AKR,2020-05-20,Acadia Realty Trust,Real Estate,REIT - Retail,USA,1.03B,31.13,11.61,1.66%,631369
AKRO,2020-05-20,"Akero Therapeutics, Inc.",Healthcare,Biotechnology,USA,683.50M,-,24.35,4.87%,218731
AL,2020-05-20,Air Lease Corporation,Industrials,Rental & Leasing Services,USA,3.01B,5.18,26.04,2.97%,1653110
ALB,2020-05-20,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,7.24B,14.30,68.14,7.29%,1636456
ALBO,2020-05-20,"Albireo Pharma, Inc.",Healthcare,Biotechnology,USA,382.04M,-,25.64,1.46%,103040
ALC,2020-05-20,Alcon Inc.,Healthcare,Medical Instruments & Supplies,Switzerland,30.14B,-,61.73,2.70%,1873330
ALE,2020-05-20,"ALLETE, Inc.",Utilities,Utilities - Diversified,USA,2.82B,15.42,54.04,2.68%,315612
ALEC,2020-05-20,"Alector, Inc.",Healthcare,Biotechnology,USA,2.34B,-,30.6,6.21%,331405
ALEX,2020-05-20,"Alexander & Baldwin, Inc.",Real Estate,REIT - Diversified,USA,784.49M,-,10.84,1.59%,432294
ALG,2020-05-20,Alamo Group Inc.,Industrials,Farm & Heavy Construction Machinery,USA,1.10B,17.54,93.82,3.66%,59808
ALGN,2020-05-20,"Align Technology, Inc.",Healthcare,Medical Devices,USA,18.81B,9.90,236.02,5.19%,1381713
ALGT,2020-05-20,Allegiant Travel Company,Industrials,Airlines,USA,1.40B,9.99,86.59,4.45%,272157
ALK,2020-05-20,"Alaska Air Group, Inc.",Industrials,Airlines,USA,3.78B,7.10,30.26,5.58%,2664341
ALKS,2020-05-20,Alkermes plc,Healthcare,Biotechnology,Ireland,2.66B,-,16.85,4.21%,1021467
ALL,2020-05-20,The Allstate Corporation,Financial,Insurance - Property & Casualty,USA,30.78B,8.14,96.99,-0.29%,2386118
ALLE,2020-05-20,Allegion plc,Industrials,Security & Protection Services,Ireland,9.04B,28.45,97.34,3.28%,814731
ALLK,2020-05-20,Allakos Inc.,Healthcare,Biotechnology,USA,3.64B,-,77.31,8.90%,303969
ALLO,2020-05-20,"Allogene Therapeutics, Inc.",Healthcare,Biotechnology,USA,5.71B,-,48.6,0.93%,721440
ALLT,2020-05-20,Allot Ltd.,Technology,Communication Equipment,Israel,417.10M,-,12.02,14.04%,991093
ALLY,2020-05-20,Ally Financial Inc.,Financial,Credit Services,USA,6.18B,6.40,16.46,3.13%,5235721
ALNY,2020-05-20,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,16.11B,-,143.45,0.73%,737404
ALRM,2020-05-20,"Alarm.com Holdings, Inc.",Technology,Software - Application,USA,2.26B,44.60,47.54,-4.65%,3934929
ALSN,2020-05-20,"Allison Transmission Holdings, Inc.",Consumer Cyclical,Auto Parts,USA,4.11B,7.55,36.11,2.24%,543072
ALTR,2020-05-20,Altair Engineering Inc.,Technology,Software - Infrastructure,USA,2.58B,-,35.85,3.76%,263794
ALV,2020-05-20,"Autoliv, Inc.",Consumer Cyclical,Auto Parts,Sweden,5.59B,13.16,64.02,0.98%,294887
ALX,2020-05-20,"Alexander's, Inc.",Real Estate,REIT - Retail,USA,1.24B,26.31,240.45,1.05%,6616
ALXN,2020-05-20,"Alexion Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,23.03B,9.79,103.91,2.66%,1862931
AM,2020-05-20,Antero Midstream Corporation,Energy,Oil & Gas Midstream,USA,2.06B,-,4.38,8.68%,13197958
AMAL,2020-05-20,Amalgamated Bank,Financial,Banks - Regional,USA,313.46M,7.21,10.4,4.94%,41068
AMAT,2020-05-20,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,USA,54.63B,18.11,56.88,2.54%,9785547
AMBA,2020-05-20,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,USA,1.97B,-,57.75,3.33%,298881
AMBC,2020-05-20,"Ambac Financial Group, Inc.",Financial,Insurance - Specialty,USA,640.61M,-,13.7,3.79%,305035
AMC,2020-05-20,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment,USA,488.97M,-,4.66,2.19%,3473274
AMCR,2020-05-20,Amcor plc,Consumer Cyclical,Packaging & Containers,Switzerland,14.86B,28.04,9.45,0.53%,5555585
AMCX,2020-05-20,AMC Networks Inc.,Communication Services,Broadcasting,USA,1.59B,5.62,30.26,6.36%,931472
AMD,2020-05-20,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,66.42B,138.55,56.39,1.66%,50608128
AME,2020-05-20,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,USA,19.42B,20.81,84.83,0.98%,1027046
AMED,2020-05-20,"Amedisys, Inc.",Healthcare,Medical Care Facilities,USA,6.13B,49.23,189.57,-0.19%,211474
AMEH,2020-05-20,"Apollo Medical Holdings, Inc.",Healthcare,Medical Care Facilities,USA,875.87M,44.87,17.32,3.40%,83821
AMG,2020-05-20,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,3.10B,16.67,65.93,1.29%,257498
AMGN,2020-05-20,Amgen Inc.,Healthcare,Drug Manufacturers - General,USA,134.44B,17.85,227.87,0.19%,3702171
AMH,2020-05-20,American Homes 4 Rent,Real Estate,REIT - Residential,USA,7.09B,79.06,23.64,-1.66%,3587685
AMK,2020-05-20,"AssetMark Financial Holdings, Inc.",Financial,Asset Management,USA,1.80B,-,26.35,3.13%,65504
AMKR,2020-05-20,"Amkor Technology, Inc.",Technology,Semiconductors,USA,2.49B,11.62,10.02,1.98%,875895
AMN,2020-05-20,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,2.22B,23.15,45.21,3.76%,972453
AMOT,2020-05-20,Allied Motion Technologies Inc.,Technology,Electronic Components,USA,315.76M,19.18,33.52,3.46%,28452
AMP,2020-05-20,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,16.19B,4.87,131.63,2.40%,894320
AMPH,2020-05-20,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,838.64M,17.58,18.35,-2.21%,456618
AMRC,2020-05-20,"Ameresco, Inc.",Industrials,Engineering & Construction,USA,931.32M,21.02,20.37,2.93%,186898
AMRN,2020-05-20,Amarin Corporation plc,Healthcare,Biotechnology,Ireland,2.84B,-,7.46,0.67%,4917456
AMRS,2020-05-20,"Amyris, Inc.",Basic Materials,Specialty Chemicals,USA,538.86M,-,3.61,1.98%,1716318
AMRX,2020-05-20,"Amneal Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1.36B,-,4.57,0.88%,1201162
AMSF,2020-05-20,"AMERISAFE, Inc.",Financial,Insurance - Specialty,USA,1.18B,14.20,61.82,4.50%,111754
AMSWA,2020-05-20,"American Software, Inc.",Technology,Software - Application,USA,541.85M,67.93,17.05,1.97%,95220
AMT,2020-05-20,American Tower Corporation (REIT),Real Estate,REIT - Specialty,USA,102.04B,53.85,230.14,0.07%,1344294
AMTB,2020-05-20,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,470.38M,12.49,12.12,0.58%,79811
AMTD,2020-05-20,TD Ameritrade Holding Corporation,Financial,Capital Markets,USA,19.41B,9.93,35.01,2.52%,2245200
AMWD,2020-05-20,American Woodmark Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,946.04M,11.61,57.51,7.09%,244158
AMX,2020-05-20,"America Movil, S.A.B. de C.V.",Communication Services,Telecom Services,Mexico,43.43B,53.79,12.91,4.37%,4118112
AMZN,2020-05-20,"Amazon.com, Inc.",Consumer Cyclical,Internet Retail,USA,1235.08B,119.32,2497.94,1.98%,3950804
AN,2020-05-20,"AutoNation, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,3.30B,27.81,38.46,1.91%,790327
ANAB,2020-05-20,"AnaptysBio, Inc.",Healthcare,Biotechnology,USA,514.63M,-,19.65,5.70%,309781
ANAT,2020-05-20,American National Insurance Company,Financial,Insurance - Diversified,USA,1.87B,13.28,69.91,2.31%,39268
ANDE,2020-05-20,"The Andersons, Inc.",Consumer Defensive,Food Distribution,USA,408.61M,-,11.42,0.88%,484067
ANET,2020-05-20,"Arista Networks, Inc.",Technology,Computer Hardware,USA,16.62B,22.72,224.7,2.25%,719022
ANF,2020-05-20,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail,USA,714.73M,20.47,11.36,-2.49%,2578662
ANGI,2020-05-20,ANGI Homeservices Inc.,Communication Services,Internet Content & Information,USA,5.16B,345.67,10.37,-2.26%,2451266
ANGO,2020-05-20,"AngioDynamics, Inc.",Healthcare,Medical Instruments & Supplies,USA,398.81M,-,10.57,-4.26%,353557
ANIK,2020-05-20,"Anika Therapeutics, Inc.",Healthcare,Biotechnology,USA,455.70M,18.18,33.19,1.81%,173863
ANIP,2020-05-20,"ANI Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,378.95M,-,31.5,1.12%,108726
ANSS,2020-05-20,"ANSYS, Inc.",Technology,Software - Application,USA,23.14B,57.25,272.21,3.73%,441942
ANTM,2020-05-20,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,70.67B,15.16,280.0,-0.39%,1050148
AOBC,2020-05-20,American Outdoor Brands Corporation,Industrials,Aerospace & Defense,USA,558.90M,38.45,10.15,-0.68%,613592
AOD,2020-05-20,Aberdeen Total Dynamic Dividend Fund,Financial,Closed-End Fund - Foreign,USA,758.05M,7.94,7.19,0.56%,256963
AON,2020-05-20,Aon Plc,Financial,Insurance Brokers,United Kingdom,45.66B,28.10,195.27,-0.14%,1028529
AOS,2020-05-20,A. O. Smith Corporation,Industrials,Specialty Industrial Machinery,USA,6.82B,21.15,42.46,1.14%,1263966
APA,2020-05-20,Apache Corporation,Energy,Oil & Gas E&P,USA,4.52B,-,11.95,5.19%,15545232
APAM,2020-05-20,Artisan Partners Asset Management Inc.,Financial,Asset Management,USA,2.20B,10.31,27.63,1.62%,372698
APD,2020-05-20,"Air Products and Chemicals, Inc.",Basic Materials,Chemicals,USA,53.04B,27.15,239.8,1.60%,781688
APEI,2020-05-20,"American Public Education, Inc.",Consumer Defensive,Education & Training Services,USA,469.95M,44.83,32.5,4.17%,75396
APG,2020-05-20,APi Group Corporation,Industrials,Engineering & Construction,USA,1.73B,-,10.2,2.00%,775588
APH,2020-05-20,Amphenol Corporation,Technology,Electronic Components,USA,27.23B,24.76,90.96,2.06%,947633
APHA,2020-05-20,Aphria Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,971.34M,12.14,3.63,2.54%,6362856
APLE,2020-05-20,"Apple Hospitality REIT, Inc.",Real Estate,REIT - Hotel & Motel,USA,2.16B,12.50,9.6,-1.23%,3856028
APLS,2020-05-20,"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2.32B,-,31.42,3.25%,588028
APLT,2020-05-20,"Applied Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.10B,-,51.23,8.17%,269477
APO,2020-05-20,"Apollo Global Management, Inc.",Financial,Asset Management,USA,19.30B,-,44.99,4.02%,1075098
APOG,2020-05-20,"Apogee Enterprises, Inc.",Industrials,Building Products & Equipment,USA,519.80M,8.48,19.65,3.48%,314257
APPF,2020-05-20,"AppFolio, Inc.",Technology,Software - Application,USA,4.34B,137.28,133.57,3.75%,93946
APPN,2020-05-20,Appian Corporation,Technology,Software - Infrastructure,USA,3.67B,-,57.9,1.83%,1216756
APPS,2020-05-20,"Digital Turbine, Inc.",Technology,Software - Application,USA,518.69M,-,5.8,1.93%,1034849
APRE,2020-05-20,"Aprea Therapeutics, Inc.",Healthcare,Biotechnology,USA,655.11M,-,32.69,5.72%,88741
APTO,2020-05-20,Aptose Biosciences Inc.,Healthcare,Biotechnology,Canada,680.19M,-,7.83,2.35%,425849
APTS,2020-05-20,"Preferred Apartment Communities, Inc.",Real Estate,REIT - Residential,USA,337.44M,-,7.16,-1.38%,538217
APTV,2020-05-20,Aptiv PLC,Consumer Cyclical,Auto Parts,Ireland,18.32B,7.91,71.71,2.44%,2137184
APXT,2020-05-20,Apex Technology Acquisition Corporation,Financial,Shell Companies,USA,437.14M,-,9.85,0.92%,17783
APY,2020-05-20,Apergy Corporation,Energy,Oil & Gas Equipment & Services,USA,713.27M,-,8.99,4.05%,4566788
AQN,2020-05-20,Algonquin Power & Utilities Corp.,Utilities,Utilities - Renewable,Canada,7.09B,13.00,13.45,-2.25%,448500
AQUA,2020-05-20,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA,2.09B,32.29,18.05,2.56%,424871
AR,2020-05-20,Antero Resources Corporation,Energy,Oil & Gas E&P,USA,811.39M,-,3.06,2.00%,6119088
ARCB,2020-05-20,ArcBest Corporation,Industrials,Trucking,USA,519.83M,14.94,20.81,3.48%,152721
ARCC,2020-05-20,Ares Capital Corporation,Financial,Asset Management,USA,6.05B,-,14.31,2.95%,2057449
ARCE,2020-05-20,Arco Platform Limited,Consumer Defensive,Education & Training Services,Brazil,2.73B,2511.00,50.22,-2.71%,347900
ARCH,2020-05-20,"Arch Coal, Inc.",Energy,Thermal Coal,USA,510.18M,4.42,33.7,7.43%,383882
ARCO,2020-05-20,Arcos Dorados Holdings Inc.,Consumer Cyclical,Restaurants,Uruguay,736.04M,56.19,3.54,2.31%,1253190
ARCT,2020-05-20,Arcturus Therapeutics Holdings Inc.,Healthcare,Biotechnology,USA,1.03B,-,56.74,2.12%,738925
ARD,2020-05-20,Ardagh Group S.A.,Consumer Cyclical,Packaging & Containers,Luxembourg,2.82B,-,11.58,0.17%,67108
ARDX,2020-05-20,"Ardelyx, Inc.",Healthcare,Biotechnology,USA,720.82M,-,8.11,5.87%,1364081
