Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-03-11,1,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,21.83B,28.41,68.84,-5.58%,4985303
AA,2020-03-11,2,Alcoa Corporation,Basic Materials,Aluminum,USA,1.85B,-,9.2,-0.65%,9423010
AAAU,2020-03-11,3,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,16.33,-0.45%,199595
AACG,2020-03-11,4,ATA Creativity Global,Services,Education & Training Services,China,26.11M,-,0.96,-2.04%,35567
AADR,2020-03-11,5,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,45.09,-5.05%,81387
AAL,2020-03-11,6,American Airlines Group Inc.,Services,Major Airlines,USA,6.96B,4.27,16.26,-4.35%,43610594
AAMC,2020-03-11,7,Altisource Asset Management Corporation,Financial,Asset Management,USA,31.90M,-,19.94,0.00%,590
AAME,2020-03-11,8,Atlantic American Corporation,Financial,Life Insurance,USA,53.27M,-,2.58,-0.73%,1161
AAN,2020-03-11,9,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,2.08B,72.63,30.14,-10.27%,1523785
AAOI,2020-03-11,10,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,146.50M,-,7.04,-13.30%,933560
AAON,2020-03-11,11,"AAON, Inc.",Industrial Goods,General Building Materials,USA,2.29B,43.35,44.22,-14.90%,1265018
AAP,2020-03-11,12,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,8.72B,18.38,125.62,-7.09%,1814186
AAPL,2020-03-11,13,Apple Inc.,Consumer Goods,Electronic Equipment,USA,1221.36B,21.75,275.43,-3.47%,62818523
AAT,2020-03-11,14,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,2.19B,42.18,35.64,-8.07%,335277
AAU,2020-03-11,15,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,35.43M,-,0.31,2.44%,555710
AAWW,2020-03-11,16,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,487.80M,-,17.98,-15.39%,1937740
AAXJ,2020-03-11,17,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,64.62,-3.97%,2960896
AAXN,2020-03-11,18,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,3.63B,4651.54,60.47,-9.89%,1162780
AB,2020-03-11,19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.67B,10.70,26.61,-10.01%,848402
ABB,2020-03-11,20,ABB Ltd,Industrial Goods,Diversified Machinery,Switzerland,41.64B,40.15,18.83,-5.66%,2930060
ABBV,2020-03-11,21,AbbVie Inc.,Healthcare,Drug Manufacturers - Major,USA,128.27B,16.07,84.85,-3.06%,10334053
ABC,2020-03-11,22,AmerisourceBergen Corporation,Services,Drugs Wholesale,USA,17.73B,27.57,84.96,-1.29%,2381734
ABCB,2020-03-11,23,Ameris Bancorp,Financial,Regional - Mid-Atlantic Banks,USA,1.90B,9.03,25.74,-8.40%,735043
ABEO,2020-03-11,24,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,200.89M,-,2.19,-7.20%,1205745
ABEQ,2020-03-11,25,Absolute Core Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,21.83,0.11%,22996
ABEV,2020-03-11,26,Ambev S.A.,Consumer Goods,Beverages - Brewers,Brazil,44.83B,16.19,2.85,-8.65%,37762673
ABG,2020-03-11,27,"Asbury Automotive Group, Inc.",Services,Auto Dealerships,USA,1.42B,7.56,72.41,-10.99%,358173
ABIO,2020-03-11,28,"ARCA biopharma, Inc.",Healthcare,Biotechnology,USA,5.09M,-,3.19,-3.48%,11090
