Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-05-13,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,24.85B,33.08,80.16,0.39%,2642939
AA,2020-05-13,Alcoa Corporation,Basic Materials,Aluminum,USA,1.30B,-,6.98,-4.25%,8477399
AAL,2020-05-13,American Airlines Group Inc.,Industrials,Airlines,USA,3.88B,-,9.11,-5.60%,68420230
AAN,2020-05-13,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,1.98B,-,29.69,-9.76%,1736012
AAON,2020-05-13,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.40B,45.60,46.51,-2.16%,233879
AAP,2020-05-13,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,8.28B,17.45,119.24,-4.22%,1176394
AAPL,2020-05-13,Apple Inc.,Technology,Consumer Electronics,USA,1341.39B,24.12,307.65,-1.21%,50010943
AAT,2020-05-13,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.43B,31.13,23.91,-4.47%,318272
AAWW,2020-05-13,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,939.75M,-,36.34,-1.94%,610377
AAXN,2020-05-13,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,3.91B,-,80.17,-3.97%,877827
AB,2020-05-13,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.05B,8.04,21.15,-1.35%,396275
ABB,2020-05-13,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,37.93B,39.34,17.86,-1.11%,1992117
ABBV,2020-05-13,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,131.64B,16.83,88.87,-1.76%,19653310
ABC,2020-05-13,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,17.45B,11.08,84.15,-5.00%,1515840
ABCB,2020-05-13,Ameris Bancorp,Financial,Banks - Regional,USA,1.29B,8.11,18.52,-8.13%,560777
ABEV,2020-05-13,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,30.52B,11.02,1.94,-3.96%,38247730
ABG,2020-05-13,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,1.12B,6.91,58.54,-8.10%,330473
ABM,2020-05-13,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,1.98B,13.93,29.66,-7.51%,457553
ABMD,2020-05-13,"Abiomed, Inc.",Healthcare,Medical Devices,USA,8.41B,41.93,185.6,-2.97%,486400
ABR,2020-05-13,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,696.88M,4.97,6.29,-4.41%,3823940
ABT,2020-05-13,Abbott Laboratories,Healthcare,Medical Devices,USA,163.52B,46.24,92.16,-1.75%,11600388
ABTX,2020-05-13,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,431.07M,10.83,22.37,-0.20%,176137
