Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-05-28,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,26.87B,35.78,86.69,0.59%,1764215
AA,2020-05-28,Alcoa Corporation,Basic Materials,Aluminum,USA,1.78B,-,9.48,-2.87%,15616285
AAL,2020-05-28,American Airlines Group Inc.,Industrials,Airlines,USA,4.73B,-,10.98,-8.35%,70132481
AAN,2020-05-28,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,2.43B,-,36.24,-5.58%,547925
AAON,2020-05-28,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.83B,44.26,54.22,-1.38%,205545
AAP,2020-05-28,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,9.66B,25.23,138.44,-2.31%,1066283
AAPL,2020-05-28,Apple Inc.,Technology,Consumer Electronics,USA,1387.60B,24.95,318.25,0.04%,33281977
AAT,2020-05-28,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.68B,35.36,27.16,-3.31%,350632
AAWW,2020-05-28,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1.02B,-,38.9,-0.74%,468409
AAXN,2020-05-28,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,4.52B,-,73.2,-3.30%,651391
AB,2020-05-28,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.43B,9.59,25.25,-3.15%,365972
ABB,2020-05-28,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,43.23B,43.35,19.68,0.61%,2284306
ABBV,2020-05-28,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,160.25B,15.93,90.03,0.06%,8754098
ABC,2020-05-28,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,19.02B,12.43,94.4,1.15%,1212037
ABCB,2020-05-28,Ameris Bancorp,Financial,Banks - Regional,USA,1.71B,10.85,24.78,-7.30%,492484
ABEV,2020-05-28,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,37.44B,13.52,2.38,-8.11%,47944869
ABG,2020-05-28,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,1.49B,8.99,76.21,-3.63%,172494
ABM,2020-05-28,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.23B,15.73,33.48,-0.06%,310036
ABMD,2020-05-28,"Abiomed, Inc.",Healthcare,Medical Devices,USA,9.79B,49.11,217.36,4.62%,788618
ABR,2020-05-28,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,909.07M,19.06,8.56,0.59%,2360331
ABT,2020-05-28,Abbott Laboratories,Healthcare,Medical Devices,USA,162.92B,46.21,92.1,1.48%,5287893
ABTX,2020-05-28,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,535.41M,12.69,26.22,-6.12%,91987
AC,2020-05-28,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,959.87M,-,43.71,0.53%,29818
ACA,2020-05-28,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,1.84B,15.94,38.28,-3.70%,220535
ACAD,2020-05-28,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,7.95B,-,50.69,0.12%,1014440
ACAM,2020-05-28,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,380.75M,123.09,9.97,0.00%,401033
ACB,2020-05-28,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.69B,71.02,15.34,0.26%,13670164
ACC,2020-05-28,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,4.68B,43.53,33.43,-3.41%,953086
ACCO,2020-05-28,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,585.12M,5.47,6.34,-4.37%,501865
ACEL,2020-05-28,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,744.98M,-,9.54,0.63%,261499
ACGL,2020-05-28,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,11.73B,9.29,29.04,-2.94%,2077802
ACGLO,2020-05-28,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,10.15B,8.08,25.2,0.44%,15557
ACGLP,2020-05-28,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,9.73B,7.74,24.15,0.62%,53248
ACH,2020-05-28,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,5.92B,36.54,4.75,-0.63%,173345
ACHC,2020-05-28,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,USA,2.63B,22.85,29.36,1.94%,950589
ACIA,2020-05-28,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.76B,69.08,66.66,-0.88%,1762881
ACIU,2020-05-28,AC Immune SA,Healthcare,Biotechnology,Switzerland,543.03M,-,7.63,-1.04%,59617
ACIW,2020-05-28,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,USA,3.04B,46.27,26.51,-3.07%,533444
ACLS,2020-05-28,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,836.10M,39.14,25.6,-6.84%,467221
ACM,2020-05-28,AECOM,Industrials,Engineering & Construction,USA,6.16B,-,38.68,-1.33%,1470011
ACMR,2020-05-28,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,1.10B,59.85,58.65,-0.86%,305658
ACN,2020-05-28,Accenture plc,Technology,Information Technology Services,Ireland,133.32B,26.19,201.67,0.87%,2262681
ACTT,2020-05-28,Act II Global Acquisition Corp.,Financial,Shell Companies,USA,377.97M,-,10.09,-0.20%,699097
ADAP,2020-05-28,Adaptimmune Therapeutics plc,Healthcare,Biotechnology,United Kingdom,643.27M,-,4.86,1.67%,548668
ADBE,2020-05-28,Adobe Inc.,Technology,Software - Infrastructure,USA,183.08B,57.51,379.83,1.24%,2850046
ADC,2020-05-28,Agree Realty Corporation,Real Estate,REIT - Retail,USA,3.39B,32.84,63.06,-3.36%,937379
ADCT,2020-05-28,ADC Therapeutics SA,Healthcare,Biotechnology,Switzerland,2.54B,-,37.95,5.01%,278753
ADI,2020-05-28,"Analog Devices, Inc.",Technology,Semiconductors,USA,40.86B,37.04,110.96,-3.24%,2241799
ADM,2020-05-28,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,USA,21.96B,14.12,39.0,0.00%,4332160
ADNT,2020-05-28,Adient plc,Consumer Cyclical,Auto Parts,Ireland,1.60B,-,17.11,-5.89%,1176276
ADP,2020-05-28,"Automatic Data Processing, Inc.",Industrials,Staffing & Employment Services,USA,62.26B,24.82,144.8,0.09%,2539166
ADPT,2020-05-28,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,USA,4.74B,-,38.92,-0.41%,737305
ADS,2020-05-28,Alliance Data Systems Corporation,Financial,Credit Services,USA,2.39B,6.09,49.0,-5.75%,1494782
ADSK,2020-05-28,"Autodesk, Inc.",Technology,Software - Application,USA,44.18B,211.07,202.63,1.41%,3577941
ADSW,2020-05-28,"Advanced Disposal Services, Inc.",Industrials,Waste Management,USA,2.83B,-,31.31,-1.79%,1318072
ADT,2020-05-28,ADT Inc.,Industrials,Security & Protection Services,USA,5.22B,-,6.97,1.60%,1347071
ADTN,2020-05-28,"ADTRAN, Inc.",Technology,Communication Equipment,USA,534.24M,-,11.14,-2.11%,274010
ADUS,2020-05-28,Addus HomeCare Corporation,Healthcare,Medical Care Facilities,USA,1.49B,64.32,96.87,-0.51%,136231
ADVM,2020-05-28,"Adverum Biotechnologies, Inc.",Healthcare,Biotechnology,USA,1.61B,-,20.32,-3.33%,880244
ADX,2020-05-28,"Adams Diversified Equity Fund, Inc.",Financial,Closed-End Fund - Equity,USA,1.60B,3.34,14.68,0.14%,206215
AEE,2020-05-28,Ameren Corporation,Utilities,Utilities - Regulated Electric,USA,18.22B,23.38,73.94,4.86%,2379626
AEG,2020-05-28,Aegon N.V.,Financial,Insurance - Diversified,Netherlands,5.79B,3.63,2.78,-0.71%,2638133
AEGN,2020-05-28,Aegion Corporation,Industrials,Engineering & Construction,USA,452.37M,-,14.92,-5.57%,121478
AEIS,2020-05-28,"Advanced Energy Industries, Inc.",Industrials,Electrical Equipment & Parts,USA,2.50B,42.24,65.22,-1.33%,376202
AEL,2020-05-28,American Equity Investment Life Holding Company,Financial,Insurance - Life,USA,2.07B,3.96,22.09,-3.79%,537100
AEM,2020-05-28,Agnico Eagle Mines Limited,Basic Materials,Gold,Canada,15.24B,36.82,63.59,0.73%,983778
AEO,2020-05-28,"American Eagle Outfitters, Inc.",Consumer Cyclical,Apparel Retail,USA,1.58B,8.53,9.54,-7.38%,7040433
AEP,2020-05-28,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,USA,41.42B,22.85,85.1,4.49%,3258553
AER,2020-05-28,AerCap Holdings N.V.,Industrials,Airports & Air Services,Ireland,4.23B,3.64,32.43,-1.79%,1959056
AERI,2020-05-28,"Aerie Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,672.18M,-,14.22,-1.18%,1522008
AES,2020-05-28,The AES Corporation,Utilities,Utilities - Diversified,USA,8.62B,29.50,12.89,0.94%,8416535
AFB,2020-05-28,AllianceBernstein National Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,380.58M,7.02,13.24,0.99%,52538
AFG,2020-05-28,"American Financial Group, Inc.",Financial,Insurance - Property & Casualty,USA,5.79B,21.96,63.66,-5.00%,1951659
AFIN,2020-05-28,"American Finance Trust, Inc.",Real Estate,REIT - Diversified,USA,829.84M,-,7.6,-6.40%,452541
AFL,2020-05-28,Aflac Incorporated,Financial,Insurance - Life,USA,26.40B,9.22,36.63,-1.45%,4096978
AFYA,2020-05-28,Afya Limited,Consumer Defensive,Education & Training Services,Brazil,1.89B,24.48,18.85,4.43%,309026
AG,2020-05-28,First Majestic Silver Corp.,Basic Materials,Silver,Canada,1.95B,-,9.31,-1.69%,5073482
AGCO,2020-05-28,AGCO Corporation,Industrials,Farm & Heavy Construction Machinery,USA,4.26B,43.75,57.71,-0.72%,962627
AGEN,2020-05-28,Agenus Inc.,Healthcare,Biotechnology,USA,488.91M,-,2.88,4.73%,4137966
AGI,2020-05-28,Alamos Gold Inc.,Basic Materials,Gold,Canada,3.13B,47.06,8.0,-0.37%,2816995
AGIO,2020-05-28,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,3.49B,-,53.35,0.58%,636555
AGLE,2020-05-28,"Aeglea BioTherapeutics, Inc.",Healthcare,Biotechnology,USA,385.73M,-,8.9,-1.55%,172355
AGM,2020-05-28,Federal Agricultural Mortgage Corporation,Financial,Credit Services,USA,699.22M,8.69,65.47,-3.32%,45659
AGMH,2020-05-28,AGM Group Holdings Inc.,Technology,Software - Application,Hong Kong,452.55M,-,21.0,0.53%,2239
AGNC,2020-05-28,AGNC Investment Corp.,Real Estate,REIT - Mortgage,USA,7.26B,-,13.09,-2.97%,9382706
AGNCM,2020-05-28,AGNC Investment Corp.,Real Estate,REIT - Mortgage,USA,10.89B,-,22.8,0.18%,33661
