Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-03-28,1,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,23.00B,29.27,70.91,-3.81%,1775149
AA,2020-03-28,2,Alcoa Corporation,Basic Materials,Aluminum,USA,1.21B,-,6.55,-4.24%,10071379
AAAU,2020-03-28,3,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,16.29,-0.67%,172450
AACG,2020-03-28,4,ATA Creativity Global,Services,Education & Training Services,China,27.02M,-,0.96,-3.60%,3923
AADR,2020-03-28,5,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,40.42,-3.97%,6914
AAL,2020-03-28,6,American Airlines Group Inc.,Services,Major Airlines,USA,6.77B,3.69,14.04,-10.34%,50430836
AAMC,2020-03-28,7,Altisource Asset Management Corporation,Financial,Asset Management,USA,22.37M,-,14.07,0.64%,958
AAME,2020-03-28,8,Atlantic American Corporation,Financial,Life Insurance,USA,42.28M,-,2.25,-1.32%,510
AAN,2020-03-28,9,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,1.59B,56.99,23.65,-0.17%,1047019
AAOI,2020-03-28,10,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,150.43M,-,7.48,7.47%,1425903
AAON,2020-03-28,11,"AAON, Inc.",Industrial Goods,General Building Materials,USA,2.32B,45.35,46.26,-4.44%,228642
AAP,2020-03-28,12,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,6.83B,13.99,95.6,-1.57%,758628
AAPL,2020-03-28,13,Apple Inc.,Consumer Goods,Electronic Equipment,USA,1092.35B,19.57,247.74,-4.14%,50826256
AAT,2020-03-28,14,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,1.47B,29.22,24.69,1.06%,472982
AAU,2020-03-28,15,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,36.10M,-,0.3,6.90%,201980
AAWW,2020-03-28,16,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,573.54M,-,22.17,-8.43%,768694
AAXJ,2020-03-28,17,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,58.29,-4.99%,1237126
AAXN,2020-03-28,18,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,3.76B,5723.85,74.41,-2.76%,824607
AB,2020-03-28,19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,1.40B,7.53,18.72,-5.31%,649925
ABB,2020-03-28,20,ABB Ltd,Industrial Goods,Diversified Machinery,Switzerland,38.63B,38.85,18.22,-3.90%,2870732
ABBV,2020-03-28,21,AbbVie Inc.,Healthcare,Drug Manufacturers - Major,USA,107.64B,13.76,72.67,-1.57%,12205712
ABC,2020-03-28,22,AmerisourceBergen Corporation,Services,Drugs Wholesale,USA,16.64B,26.53,81.78,-2.83%,1599736
ABCB,2020-03-28,23,Ameris Bancorp,Financial,Regional - Mid-Atlantic Banks,USA,1.57B,7.91,22.52,-1.92%,466635
ABEO,2020-03-28,24,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,164.57M,-,2.06,-1.90%,853871
ABEQ,2020-03-28,25,Absolute Core Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,20.0,-2.69%,5375
ABEV,2020-03-28,26,Ambev S.A.,Consumer Goods,Beverages - Brewers,Brazil,39.48B,14.26,2.51,-4.92%,21843041
ABG,2020-03-28,27,"Asbury Automotive Group, Inc.",Services,Auto Dealerships,USA,1.06B,5.80,55.5,-8.75%,338364
ABIO,2020-03-28,28,"ARCA biopharma, Inc.",Healthcare,Biotechnology,USA,4.20M,-,2.63,-3.31%,7152
ABM,2020-03-28,29,ABM Industries Incorporated,Services,Business Services,USA,1.51B,10.31,21.99,-0.27%,1455694
ABMD,2020-03-28,30,"Abiomed, Inc.",Healthcare,Medical Appliances & Equipment,USA,6.83B,27.24,145.24,-2.63%,499863
ABR,2020-03-28,31,"Arbor Realty Trust, Inc.",Financial,Mortgage Investment,USA,774.56M,5.41,6.84,5.72%,2542695
ABT,2020-03-28,32,Abbott Laboratories,Healthcare,Medical Appliances & Equipment,USA,139.88B,36.89,74.56,-1.65%,8320672
ABTX,2020-03-28,33,"Allegiance Bancshares, Inc.",Financial,Regional - Southwest Banks,USA,452.72M,9.58,23.69,-7.24%,106705
ABUS,2020-03-28,34,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,57.18M,-,1.21,-46.46%,7995383
AC,2020-03-28,35,"Associated Capital Group, Inc.",Financial,Asset Management,USA,612.89M,16.67,28.91,-2.73%,6925
ACA,2020-03-28,36,"Arcosa, Inc.",Industrial Goods,Farm & Construction Machinery,USA,1.75B,15.69,36.38,-6.96%,270691
ACAD,2020-03-28,37,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,5.76B,-,38.83,-1.75%,1032915
ACAM,2020-03-28,38,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,303.74M,-,9.94,0.91%,33059
ACAMU,2020-03-28,39,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,672.90M,-,9.9,2.48%,776
ACB,2020-03-28,40,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Other,Canada,-,4.77,1.03,13.81%,127576348
ACBI,2020-03-28,41,"Atlantic Capital Bancshares, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,255.12M,9.69,11.67,-2.51%,73209
ACC,2020-03-28,42,"American Campus Communities, Inc.",Financial,REIT - Residential,USA,4.15B,50.22,30.18,1.14%,2703873
ACCO,2020-03-28,43,ACCO Brands Corporation,Consumer Goods,Office Supplies,USA,488.17M,4.81,5.15,0.78%,810887
ACEL,2020-03-28,44,TPG Pace Holdings Corp.,Services,Gaming Activities,USA,687.05M,-,7.56,-3.08%,172981
ACER,2020-03-28,45,Acer Therapeutics Inc.,Healthcare,Biotechnology,USA,27.16M,-,1.85,-16.29%,96560
ACES,2020-03-28,46,ALPS Clean Energy ETF,Financial,Exchange Traded Fund,USA,-,-,28.38,-5.02%,38020
ACET,2020-03-28,47,Aceto Corporation,Healthcare,Drugs - Generic,USA,-,-,-,-,0
ACGL,2020-03-28,48,Arch Capital Group Ltd.,Financial,Property & Casualty Insurance,Bermuda,12.01B,7.50,29.07,-2.02%,3075057
ACGLO,2020-03-28,49,Arch Capital Group Ltd.,Financial,Insurance Brokers,Bermuda,8.92B,5.72,22.13,-2.53%,57324
ACGLP,2020-03-28,50,Arch Capital Group Ltd.,Financial,Insurance Brokers,Bermuda,9.01B,5.78,22.35,-2.06%,62519
ACH,2020-03-28,51,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,6.03B,65.06,5.01,-3.84%,41291
ACHC,2020-03-28,52,"Acadia Healthcare Company, Inc.",Healthcare,Specialized Health Services,USA,1.29B,14.54,18.03,-0.17%,2089618
ACHV,2020-03-28,53,"Achieve Life Sciences, Inc.",Healthcare,Biotechnology,Canada,9.98M,-,0.31,7.17%,520452
ACIA,2020-03-28,54,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.76B,87.77,67.41,-0.13%,592454
ACIO,2020-03-28,55,Aptus Collared Income Opportunity ETF,Financial,Exchange Traded Fund,USA,-,-,22.65,0.35%,137463
ACIU,2020-03-28,56,AC Immune SA,Healthcare,Biotechnology,Switzerland,388.75M,8.40,6.35,-4.37%,179320
ACIW,2020-03-28,57,"ACI Worldwide, Inc.",Technology,Technical & System Software,USA,2.68B,41.38,23.17,-7.39%,688735
ACLS,2020-03-28,58,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,603.51M,35.34,17.74,-10.36%,256469
