Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-05-14,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,25.31B,33.69,81.64,1.85%,2164351
AA,2020-05-14,Alcoa Corporation,Basic Materials,Aluminum,USA,1.27B,-,6.81,-2.44%,8878803
AAL,2020-05-14,American Airlines Group Inc.,Industrials,Airlines,USA,3.90B,-,9.15,0.44%,71709737
AAN,2020-05-14,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,2.14B,-,32.08,8.05%,1181874
AAON,2020-05-14,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.37B,45.04,45.94,-1.23%,252801
AAP,2020-05-14,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,8.41B,17.72,121.13,1.59%,1376237
AAPL,2020-05-14,Apple Inc.,Technology,Consumer Electronics,USA,1349.63B,24.27,309.54,0.61%,39569161
AAT,2020-05-14,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.47B,32.01,24.58,2.80%,473689
AAWW,2020-05-14,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,964.84M,-,37.31,2.67%,462558
AAXN,2020-05-14,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,3.69B,-,75.6,-5.70%,851593
AB,2020-05-14,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.09B,8.19,21.55,1.89%,476655
ABB,2020-05-14,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,37.18B,38.57,17.51,-1.96%,2581962
ABBV,2020-05-14,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,133.22B,17.03,89.94,1.20%,13358128
ABC,2020-05-14,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,17.43B,11.07,84.03,-0.14%,1486230
ABCB,2020-05-14,Ameris Bancorp,Financial,Banks - Regional,USA,1.32B,8.31,18.97,2.43%,550421
ABEV,2020-05-14,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,32.10B,11.59,2.04,5.15%,31481091
ABG,2020-05-14,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,1.16B,7.16,60.65,3.60%,325379
ABM,2020-05-14,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.04B,14.29,30.42,2.56%,469533
ABMD,2020-05-14,"Abiomed, Inc.",Healthcare,Medical Devices,USA,8.35B,41.63,184.27,-0.72%,337957
ABR,2020-05-14,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,712.39M,5.08,6.43,2.23%,3174470
ABT,2020-05-14,Abbott Laboratories,Healthcare,Medical Devices,USA,162.85B,46.05,91.78,-0.41%,7948336
ABTX,2020-05-14,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,433.00M,10.88,22.47,0.45%,129627
AC,2020-05-14,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,796.98M,19.69,34.22,7.71%,54484
ACA,2020-05-14,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,1.54B,13.40,32.18,-0.28%,318151
ACAD,2020-05-14,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,7.18B,-,47.36,2.91%,1582246
ACAM,2020-05-14,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,379.81M,110.33,10.04,0.10%,491
ACB,2020-05-14,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,7.76B,30.74,6.64,14.48%,10803567
ACC,2020-05-14,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,3.80B,35.82,27.51,2.65%,3134261
ACCO,2020-05-14,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,533.76M,4.80,5.56,1.83%,608919
ACEL,2020-05-14,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,594.94M,-,7.25,-2.03%,433606
ACGL,2020-05-14,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,9.21B,7.31,22.85,2.74%,2519853
ACGLO,2020-05-14,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,9.72B,7.74,24.13,-1.11%,28604
ACGLP,2020-05-14,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,9.33B,7.43,23.16,-2.07%,106728
ACH,2020-05-14,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,5.61B,36.72,4.81,-2.24%,33901
ACHC,2020-05-14,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,USA,2.15B,19.04,24.47,0.60%,746902
ACIA,2020-05-14,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.83B,70.57,68.1,-0.22%,685706
ACIU,2020-05-14,AC Immune SA,Healthcare,Biotechnology,Switzerland,495.07M,-,7.11,-8.26%,146214
ACIW,2020-05-14,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,USA,2.75B,41.66,23.87,0.38%,1097453
ACLS,2020-05-14,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,811.32M,38.37,25.09,1.56%,417116
ACM,2020-05-14,AECOM,Industrials,Engineering & Construction,USA,4.83B,-,30.99,2.79%,2566066
ACMR,2020-05-14,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,1.03B,61.26,60.03,19.39%,1274707
ACN,2020-05-14,Accenture plc,Technology,Information Technology Services,Ireland,118.20B,23.38,179.99,-0.56%,2767961
ACTT,2020-05-14,Act II Global Acquisition Corp.,Financial,Shell Companies,USA,378.01M,-,10.04,0.00%,285426
ADAP,2020-05-14,Adaptimmune Therapeutics plc,Healthcare,Biotechnology,United Kingdom,455.10M,-,4.35,-4.19%,806301
ADBE,2020-05-14,Adobe Inc.,Technology,Software - Infrastructure,USA,170.89B,53.81,355.39,-0.88%,2739795
ADC,2020-05-14,Agree Realty Corporation,Real Estate,REIT - Retail,USA,3.10B,30.53,58.62,0.24%,603107
ADI,2020-05-14,"Analog Devices, Inc.",Technology,Semiconductors,USA,38.85B,32.62,105.49,1.63%,2052967
ADM,2020-05-14,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,USA,19.23B,12.37,34.16,0.95%,2447796
ADNT,2020-05-14,Adient plc,Consumer Cyclical,Auto Parts,Ireland,1.46B,-,15.53,0.39%,1852718
ADP,2020-05-14,"Automatic Data Processing, Inc.",Industrials,Staffing & Employment Services,USA,58.70B,23.14,134.95,0.27%,2164832
ADPT,2020-05-14,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,USA,4.32B,-,34.07,-4.22%,1131125
ADS,2020-05-14,Alliance Data Systems Corporation,Financial,Credit Services,USA,1.87B,4.89,39.38,6.26%,2269713
ADSK,2020-05-14,"Autodesk, Inc.",Technology,Software - Application,USA,38.93B,185.28,177.87,0.57%,1221316
ADSW,2020-05-14,"Advanced Disposal Services, Inc.",Industrials,Waste Management,USA,2.94B,-,32.58,0.03%,1658274
ADT,2020-05-14,ADT Inc.,Industrials,Security & Protection Services,USA,4.49B,-,5.85,3.54%,1388285
ADTN,2020-05-14,"ADTRAN, Inc.",Technology,Communication Equipment,USA,506.37M,-,10.29,0.10%,287214
ADUS,2020-05-14,Addus HomeCare Corporation,Healthcare,Medical Care Facilities,USA,1.26B,53.66,80.81,-0.93%,103978
ADVM,2020-05-14,"Adverum Biotechnologies, Inc.",Healthcare,Biotechnology,USA,1.38B,-,17.19,-1.21%,1107981
ADX,2020-05-14,"Adams Diversified Equity Fund, Inc.",Financial,Closed-End Fund - Equity,USA,1.51B,3.15,13.86,1.17%,325684
AEE,2020-05-14,Ameren Corporation,Utilities,Utilities - Regulated Electric,USA,16.90B,20.51,68.72,0.54%,1989215
AEG,2020-05-14,Aegon N.V.,Financial,Insurance - Diversified,Netherlands,4.82B,2.98,2.26,0.89%,4085782
AEGN,2020-05-14,Aegion Corporation,Industrials,Engineering & Construction,USA,366.09M,-,12.11,-1.94%,135026
AEIS,2020-05-14,"Advanced Energy Industries, Inc.",Industrials,Electrical Equipment & Parts,USA,2.31B,39.07,60.32,2.20%,264572
AEL,2020-05-14,American Equity Investment Life Holding Company,Financial,Insurance - Life,USA,1.63B,6.66,17.82,6.20%,1200059
AEM,2020-05-14,Agnico Eagle Mines Limited,Basic Materials,Gold,Canada,15.69B,33.49,66.1,1.77%,1596870
AEO,2020-05-14,"American Eagle Outfitters, Inc.",Consumer Cyclical,Apparel Retail,USA,1.17B,6.76,7.57,-0.53%,5464502
AEP,2020-05-14,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,USA,38.09B,20.97,78.1,0.48%,3761035
AER,2020-05-14,AerCap Holdings N.V.,Industrials,Airports & Air Services,Ireland,3.32B,2.90,25.85,3.44%,1986848
AERI,2020-05-14,"Aerie Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,647.39M,-,14.72,0.27%,697141
AES,2020-05-14,The AES Corporation,Utilities,Utilities - Diversified,USA,7.85B,27.05,11.82,1.81%,7523102
AFB,2020-05-14,AllianceBernstein National Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,359.60M,6.64,12.51,-1.03%,48900
AFG,2020-05-14,"American Financial Group, Inc.",Financial,Insurance - Property & Casualty,USA,4.71B,5.61,55.3,1.34%,910944
AFIN,2020-05-14,"American Finance Trust, Inc.",Real Estate,REIT - Diversified,USA,639.52M,-,6.31,0.00%,474926
AFL,2020-05-14,Aflac Incorporated,Financial,Insurance - Life,USA,23.25B,8.25,32.76,2.41%,5191761
AFYA,2020-05-14,Afya Limited,Consumer Defensive,Education & Training Services,Brazil,1.78B,27.00,19.79,2.01%,292346
AG,2020-05-14,First Majestic Silver Corp.,Basic Materials,Silver,Canada,1.66B,-,7.9,3.27%,9039198
AGCO,2020-05-14,AGCO Corporation,Industrials,Farm & Heavy Construction Machinery,USA,3.32B,34.63,45.68,0.24%,421668
AGEN,2020-05-14,Agenus Inc.,Healthcare,Biotechnology,USA,371.46M,-,2.29,-9.49%,5465852
AGI,2020-05-14,Alamos Gold Inc.,Basic Materials,Gold,Canada,3.20B,48.18,8.19,5.41%,3895265
AGIO,2020-05-14,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,3.06B,-,44.75,-1.78%,760999
AGM,2020-05-14,Federal Agricultural Mortgage Corporation,Financial,Credit Services,USA,578.66M,6.58,57.18,2.71%,73283
AGMH,2020-05-14,AGM Group Holdings Inc.,Technology,Software - Application,Hong Kong,436.16M,-,20.02,0.83%,3749
AGN,2020-05-14,Allergan plc,Healthcare,Drug Manufacturers - General,Ireland,63.64B,-,193.02,0.00%,0
AGNC,2020-05-14,AGNC Investment Corp.,Real Estate,REIT - Mortgage,USA,6.97B,-,12.41,5.80%,8568808
AGNCM,2020-05-14,AGNC Investment Corp.,Real Estate,REIT - Mortgage,USA,10.38B,-,21.72,0.00%,25011
AGNCN,2020-05-14,AGNC Investment Corp.,Real Estate,REIT - Mortgage,USA,10.65B,-,22.28,-0.62%,79561
AGO,2020-05-14,Assured Guaranty Ltd.,Financial,Insurance - Specialty,Bermuda,2.38B,6.21,25.09,5.20%,1212008
AGR,2020-05-14,"Avangrid, Inc.",Utilities,Utilities - Regulated Electric,USA,12.42B,17.50,40.89,2.25%,1159519
AGRO,2020-05-14,Adecoagro S.A.,Consumer Defensive,Farm Products,Luxembourg,440.19M,-,3.64,0.00%,309168
AGX,2020-05-14,"Argan, Inc.",Industrials,Engineering & Construction,USA,508.67M,-,32.86,-1.94%,213271
AGYS,2020-05-14,"Agilysys, Inc.",Technology,Software - Application,USA,393.51M,-,17.05,1.91%,155814
AHCO,2020-05-14,AdaptHealth Corp.,Healthcare,Medical Devices,USA,1.16B,-,16.37,-0.79%,91153
AHH,2020-05-14,"Armada Hoffler Properties, Inc.",Real Estate,REIT - Diversified,USA,412.83M,17.60,7.32,2.09%,619705
AIG,2020-05-14,"American International Group, Inc.",Financial,Insurance - Diversified,USA,22.52B,5.23,25.76,3.21%,6948436
AIMC,2020-05-14,Altra Industrial Motion Corp.,Industrials,Specialty Industrial Machinery,USA,1.58B,-,24.57,-0.81%,549085
AIMT,2020-05-14,"Aimmune Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.07B,-,16.65,5.65%,1147043
AIN,2020-05-14,Albany International Corp.,Consumer Cyclical,Textile Manufacturing,USA,1.52B,14.31,49.72,1.39%,291605
AINV,2020-05-14,Apollo Investment Corporation,Financial,Asset Management,USA,542.90M,8.89,8.15,1.75%,451189
AIR,2020-05-14,AAR Corp.,Industrials,Aerospace & Defense,USA,523.28M,7.80,15.08,-0.85%,489341
AIT,2020-05-14,"Applied Industrial Technologies, Inc.",Industrials,Industrial Distribution,USA,1.95B,55.34,50.3,3.16%,267571
AIV,2020-05-14,Apartment Investment and Management Company,Real Estate,REIT - Residential,USA,4.98B,10.52,33.55,-2.13%,1638902
AIZ,2020-05-14,"Assurant, Inc.",Financial,Insurance - Specialty,USA,5.32B,16.14,89.05,1.47%,669718
AIZP,2020-05-14,"Assurant, Inc.",Financial,Insurance - Specialty,USA,5.81B,16.39,93.61,-0.39%,93394
AJG,2020-05-14,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,16.32B,24.82,86.49,0.77%,1404181
AJRD,2020-05-14,"Aerojet Rocketdyne Holdings, Inc.",Industrials,Aerospace & Defense,USA,3.01B,24.28,38.85,-2.29%,519992
AKAM,2020-05-14,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,USA,15.71B,32.33,97.23,1.95%,1764850
AKBA,2020-05-14,"Akebia Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.54B,-,12.12,2.62%,1906301
AKCA,2020-05-14,"Akcea Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.52B,-,14.52,-6.02%,176891
AKO-A,2020-05-14,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,Chile,1.76B,11.71,11.17,-0.76%,755
AKO-B,2020-05-14,Embotelladora Andina S.A.,Consumer Defensive,Beverages - Non-Alcoholic,Chile,1.87B,10.21,13.57,-3.83%,1132
AKR,2020-05-14,Acadia Realty Trust,Real Estate,REIT - Retail,USA,926.61M,28.53,10.64,3.91%,938009
AKRO,2020-05-14,"Akero Therapeutics, Inc.",Healthcare,Biotechnology,USA,636.81M,-,22.51,9.64%,270447
AL,2020-05-14,Air Lease Corporation,Industrials,Rental & Leasing Services,USA,2.54B,4.46,22.4,2.00%,1633341
ALB,2020-05-14,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,6.33B,12.52,59.71,-0.35%,1332226
ALBO,2020-05-14,"Albireo Pharma, Inc.",Healthcare,Biotechnology,USA,369.94M,-,25.87,-1.03%,49734
ALC,2020-05-14,Alcon Inc.,Healthcare,Medical Instruments & Supplies,Switzerland,27.32B,-,55.96,-0.97%,1761187
ALE,2020-05-14,"ALLETE, Inc.",Utilities,Utilities - Diversified,USA,2.59B,14.27,50.01,-3.68%,688431
ALEC,2020-05-14,"Alector, Inc.",Healthcare,Biotechnology,USA,2.14B,-,26.84,-10.74%,725068
ALEX,2020-05-14,"Alexander & Baldwin, Inc.",Real Estate,REIT - Diversified,USA,731.68M,-,10.12,1.61%,423093
ALG,2020-05-14,Alamo Group Inc.,Industrials,Farm & Heavy Construction Machinery,USA,978.94M,15.87,84.61,-2.84%,74746
ALGN,2020-05-14,"Align Technology, Inc.",Healthcare,Medical Devices,USA,16.50B,8.64,206.09,2.54%,880394
ALGT,2020-05-14,Allegiant Travel Company,Industrials,Airlines,USA,1.07B,5.22,74.39,-4.20%,578220
ALK,2020-05-14,"Alaska Air Group, Inc.",Industrials,Airlines,USA,3.22B,6.13,26.14,2.43%,3502128
ALKS,2020-05-14,Alkermes plc,Healthcare,Biotechnology,Ireland,2.35B,-,14.89,-3.37%,1689187
ALL,2020-05-14,The Allstate Corporation,Financial,Insurance - Property & Casualty,USA,29.52B,7.88,93.92,2.00%,1687165
ALLE,2020-05-14,Allegion plc,Industrials,Security & Protection Services,Ireland,8.67B,27.34,93.57,-0.10%,1442468
ALLK,2020-05-14,Allakos Inc.,Healthcare,Biotechnology,USA,3.11B,-,65.28,-0.44%,301951
ALLO,2020-05-14,"Allogene Therapeutics, Inc.",Healthcare,Biotechnology,USA,5.14B,-,42.12,35.96%,8576591
ALLT,2020-05-14,Allot Ltd.,Technology,Communication Equipment,Israel,361.09M,-,10.46,-4.47%,338344
ALLY,2020-05-14,Ally Financial Inc.,Financial,Credit Services,USA,5.68B,5.87,15.11,8.08%,6572519
ALNY,2020-05-14,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,16.25B,-,136.2,-2.34%,935058
ALRM,2020-05-14,"Alarm.com Holdings, Inc.",Technology,Software - Application,USA,2.27B,46.08,49.08,0.02%,351642
ALSN,2020-05-14,"Allison Transmission Holdings, Inc.",Consumer Cyclical,Auto Parts,USA,3.71B,7.11,34.0,2.22%,928966
ALTR,2020-05-14,Altair Engineering Inc.,Technology,Software - Infrastructure,USA,2.21B,-,31.89,-0.84%,208772
ALV,2020-05-14,"Autoliv, Inc.",Consumer Cyclical,Auto Parts,Sweden,5.01B,11.80,57.4,3.24%,501862
ALX,2020-05-14,"Alexander's, Inc.",Real Estate,REIT - Retail,USA,1.18B,24.87,227.31,-2.23%,9312
ALXN,2020-05-14,"Alexion Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,22.36B,9.51,100.92,-1.49%,1862656
AM,2020-05-14,Antero Midstream Corporation,Energy,Oil & Gas Midstream,USA,1.62B,-,3.57,-4.03%,8982466
AMAT,2020-05-14,"Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,USA,49.86B,17.99,54.43,5.71%,14413240
