Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
ACHC,2020-04-27,"Acadia Healthcare Company, Inc.",Healthcare,Specialized Health Services,USA,2.16B,19.80,24.55,10.14%,425900
ACHV,2020-04-27,"Achieve Life Sciences, Inc.",Healthcare,Biotechnology,Canada,12.96M,-,0.4,6.05%,1262346
ACIA,2020-04-27,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.84B,89.04,68.38,-0.18%,393055
ACIO,2020-04-27,Aptus Collared Income Opportunity ETF,Financial,Exchange Traded Fund,USA,-,-,24.11,0.93%,5762
ACIU,2020-04-27,AC Immune SA,Healthcare,Biotechnology,Switzerland,549.62M,11.07,7.74,-2.03%,79179
ACIW,2020-04-27,"ACI Worldwide, Inc.",Technology,Technical & System Software,USA,3.13B,47.55,26.63,10.31%,926838
ACLS,2020-04-27,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,762.63M,46.04,23.11,6.55%,349264
ACM,2020-04-27,AECOM,Services,Technical Services,USA,5.36B,-,34.76,2.36%,2663455
ACMR,2020-04-27,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,713.64M,38.80,38.02,4.16%,616846
ACN,2020-04-27,Accenture plc,Technology,Information Technology Services,Ireland,118.34B,23.31,179.43,2.26%,2443961
ACNB,2020-04-27,ACNB Corporation,Financial,Regional - Southwest Banks,USA,236.01M,8.09,27.19,11.39%,33596
ACOR,2020-04-27,"Acorda Therapeutics, Inc.",Healthcare,Biotechnology,USA,51.32M,-,1.05,1.45%,1501807
ACP,2020-04-27,Aberdeen Income Credit Strategies Fund,Financial,Closed-End Fund - Debt,United Kingdom,128.93M,-,7.4,-0.32%,171911
ACRE,2020-04-27,Ares Commercial Real Estate Corporation,Financial,Mortgage Investment,USA,238.00M,5.59,7.16,8.32%,767457
ACRS,2020-04-27,"Aclaris Therapeutics, Inc.",Healthcare,Biotechnology,USA,53.17M,-,1.21,12.04%,207571
ACRX,2020-04-27,"AcelRx Pharmaceuticals, Inc.",Healthcare,Medical Appliances & Equipment,USA,122.24M,-,1.52,5.56%,1183625
ACSG,2020-04-27,Xtrackers MSCI ACWI ex USA ESG Leaders Equity ETF,Financial,Exchange Traded Fund,USA,-,-,23.2,1.30%,1338
ACSI,2020-04-27,American Customer Satisfaction ETF,Financial,Exchange Traded Fund,USA,-,-,30.78,2.97%,659
ACST,2020-04-27,Acasti Pharma Inc.,Healthcare,Biotechnology,Canada,48.14M,-,0.53,-1.17%,879496
ACT,2020-04-27,AdvisorShares Vice ETF,Financial,Exchange Traded Fund,USA,-,-,21.5,2.42%,1727
ACTG,2020-04-27,Acacia Research Corporation,Services,Business Services,USA,139.17M,-,2.68,3.47%,102265
ACTT,2020-04-27,Act II Global Acquisition Corp.,Conglomerates,Conglomerates,USA,374.25M,-,9.98,0.20%,90646
ACU,2020-04-27,Acme United Corporation,Consumer Goods,Housewares & Accessories,USA,74.94M,13.87,22.04,3.28%,28588
ACV,2020-04-27,AllianzGI Diversified Income & Convertible Fund,Consumer Goods,Personal Products,USA,210.49M,-,20.34,1.29%,69651
ACWF,2020-04-27,iShares Edge MSCI Multifactor Global ETF,Financial,Exchange Traded Fund,USA,-,-,26.32,2.08%,3402
ACWI,2020-04-27,iShares MSCI ACWI ETF,Financial,Exchange Traded Fund,USA,-,-,67.99,1.63%,10858590
ACWV,2020-04-27,iShares Edge MSCI Min Vol Global ETF,Financial,Exchange Traded Fund,USA,-,-,87.06,1.41%,1026092
ACWX,2020-04-27,iShares MSCI ACWI ex U.S. ETF,Financial,Exchange Traded Fund,USA,-,-,39.6,1.51%,1814351
ACY,2020-04-27,AeroCentury Corp.,Services,Rental & Leasing Services,USA,2.66M,-,1.59,16.91%,21242
ADAP,2020-04-27,Adaptimmune Therapeutics plc,Healthcare,Biotechnology,United Kingdom,443.60M,-,3.4,-1.45%,121933
ADBE,2020-04-27,Adobe Inc.,Technology,Application Software,USA,168.61B,52.76,348.5,1.28%,2361714
ADC,2020-04-27,Agree Realty Corporation,Financial,Property Management,USA,3.11B,32.19,61.81,1.71%,952988
ADES,2020-04-27,"Advanced Emissions Solutions, Inc.",Industrial Goods,Pollution & Treatment Controls,USA,131.71M,3.69,7.17,7.98%,132781
ADI,2020-04-27,"Analog Devices, Inc.",Technology,Semiconductor - Integrated Circuits,USA,39.90B,33.40,108.03,1.99%,1846257
ADIL,2020-04-27,"Adial Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,14.65M,-,1.45,3.96%,10621
ADM,2020-04-27,Archer-Daniels-Midland Company,Consumer Goods,Farm Products,USA,20.46B,14.55,36.54,1.53%,1904902
ADMA,2020-04-27,"ADMA Biologics, Inc.",Healthcare,Biotechnology,USA,259.01M,-,3.18,3.92%,2611280
ADME,2020-04-27,Aptus Drawdown Managed Equity ETF,Financial,Exchange Traded Fund,USA,-,-,30.15,0.95%,4328
ADMP,2020-04-27,Adamis Pharmaceuticals Corporation,Healthcare,Drug Delivery,USA,28.51M,-,0.41,5.17%,790309
ADMS,2020-04-27,"Adamas Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,USA,97.28M,-,3.32,0.30%,267223
ADNT,2020-04-27,Adient plc,Consumer Goods,Auto Parts,Ireland,1.22B,-,13.02,5.34%,1645595
ADP,2020-04-27,"Automatic Data Processing, Inc.",Technology,Business Software & Services,USA,62.66B,25.14,142.22,2.15%,1778569
ADPT,2020-04-27,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,USA,4.30B,-,32.02,10.03%,1519129
ADRE,2020-04-27,Invesco BLDRS Emerging Markets 50 ADR Index Fund,Financial,Exchange Traded Fund,USA,-,-,35.81,2.08%,6952
ADRO,2020-04-27,"Aduro Biotech, Inc.",Healthcare,Biotechnology,USA,255.31M,-,3.13,-0.95%,535976
ADS,2020-04-27,Alliance Data Systems Corporation,Services,Business Services,USA,1.93B,3.84,41.39,2.45%,2001486
ADSK,2020-04-27,"Autodesk, Inc.",Technology,Technical & System Software,USA,40.02B,190.11,182.51,1.20%,1683680
ADSW,2020-04-27,"Advanced Disposal Services, Inc.",Industrial Goods,Waste Management,USA,2.92B,-,32.33,-0.06%,1668794
ADT,2020-04-27,ADT Inc.,Services,Security & Protection Services,USA,4.15B,-,5.53,4.54%,1801222
ADTN,2020-04-27,"ADTRAN, Inc.",Technology,Communication Equipment,USA,478.87M,-,9.99,4.39%,278869
ADUS,2020-04-27,Addus HomeCare Corporation,Healthcare,Home Health Care,USA,1.24B,52.78,79.49,3.02%,108135
ADVM,2020-04-27,"Adverum Biotechnologies, Inc.",Healthcare,Biotechnology,USA,1.00B,-,12.5,-3.55%,1178932
ADX,2020-04-27,"Adams Diversified Equity Fund, Inc.",Financial,Closed-End Fund - Equity,USA,1.53B,3.20,14.07,1.37%,219090
ADXS,2020-04-27,"Advaxis, Inc.",Healthcare,Biotechnology,USA,39.72M,-,0.65,11.56%,1548440
AE,2020-04-27,"Adams Resources & Energy, Inc.",Basic Materials,Oil & Gas Refining & Marketing,USA,101.53M,13.35,25.9,2.09%,4542
AEE,2020-04-27,Ameren Corporation,Utilities,Electric Utilities,USA,18.75B,21.92,73.42,-0.30%,1103431
AEF,2020-04-27,"Aberdeen Emerging Markets Equity Income Fund, Inc.",Financial,Asset Management,United Kingdom,276.09M,3.52,5.44,1.12%,38533
AEG,2020-04-27,Aegon N.V.,Financial,Life Insurance,Netherlands,5.08B,3.22,2.44,3.39%,2513995
AEGN,2020-04-27,Aegion Corporation,Industrial Goods,Heavy Construction,USA,456.62M,-,15.13,6.93%,89859
AEHR,2020-04-27,Aehr Test Systems,Technology,Semiconductor Equipment & Materials,USA,40.04M,223.75,1.79,4.07%,28017
AEIS,2020-04-27,"Advanced Energy Industries, Inc.",Technology,Diversified Electronics,USA,1.97B,34.63,50.8,3.29%,248131
AEL,2020-04-27,American Equity Investment Life Holding Company,Financial,Life Insurance,USA,1.80B,7.35,19.68,6.90%,679918
AEM,2020-04-27,Agnico Eagle Mines Limited,Basic Materials,Gold,Canada,13.78B,30.81,60.82,-0.15%,1556416
AEMD,2020-04-27,"Aethlon Medical, Inc.",Healthcare,Medical Appliances & Equipment,USA,13.78M,-,1.46,2.10%,238055
AEO,2020-04-27,"American Eagle Outfitters, Inc.",Services,Apparel Stores,USA,1.25B,6.96,7.79,14.06%,14810281
AEP,2020-04-27,"American Electric Power Company, Inc.",Utilities,Electric Utilities,USA,42.36B,21.55,83.62,0.47%,1930876
AER,2020-04-27,AerCap Holdings N.V.,Services,"Air Services, Other",Netherlands,3.15B,2.82,23.83,7.05%,1856363
AERI,2020-04-27,"Aerie Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Major,USA,667.72M,-,14.74,3.08%,1014422
AES,2020-04-27,The AES Corporation,Utilities,Electric Utilities,USA,8.82B,29.32,13.28,3.27%,3525257
AESE,2020-04-27,Allied Esports Entertainment Inc.,Conglomerates,Conglomerates,USA,44.86M,-,1.9,-9.52%,92673
AESR,2020-04-27,Anfield U.S. Equity Sector Rotation ETF,Financial,Exchange Traded Fund,USA,-,-,9.19,1.15%,3391
AEY,2020-04-27,"ADDvantage Technologies Group, Inc.",Services,Electronics Wholesale,USA,24.88M,-,2.43,-0.41%,56448
AEZS,2020-04-27,Aeterna Zentaris Inc.,Healthcare,Biotechnology,Canada,18.80M,-,0.82,3.65%,73197
AFB,2020-04-27,AllianceBernstein National Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,355.00M,6.55,12.35,-1.91%,83233
AFG,2020-04-27,"American Financial Group, Inc.",Financial,Property & Casualty Insurance,USA,5.92B,6.54,64.51,4.64%,529698
AFH,2020-04-27,"Atlas Financial Holdings, Inc.",Financial,Property & Casualty Insurance,USA,5.20M,-,0.43,10.86%,113958
AFI,2020-04-27,"Armstrong Flooring, Inc.",Industrial Goods,General Building Materials,USA,41.18M,-,1.88,26.17%,323263
AFIF,2020-04-27,Anfield Universal Fixed Income ETF,Financial,Exchange Traded Fund,USA,-,-,9.77,-0.10%,16209
AFIN,2020-04-27,"American Finance Trust, Inc.",Financial,REIT - Diversified,USA,760.12M,-,7.14,12.80%,679552
AFINP,2020-04-27,"American Finance Trust, Inc.",Financial,REIT - Diversified,USA,-,-,18.3,1.61%,63066
AFK,2020-04-27,VanEck Vectors Africa Index ETF,Financial,Exchange Traded Fund,USA,-,-,14.39,-0.40%,14342
AFL,2020-04-27,Aflac Incorporated,Financial,Accident & Health Insurance,USA,27.26B,8.43,37.27,2.70%,3086198
AFLG,2020-04-27,First Trust Active Factor Large Cap ETF,Financial,Exchange Traded Fund,USA,-,-,17.24,0.00%,0
AFMD,2020-04-27,Affimed N.V.,Healthcare,Biotechnology,Germany,175.48M,-,2.24,0.00%,704634
AFT,2020-04-27,Apollo Senior Floating Rate Fund Inc.,Financial,Asset Management,USA,180.96M,6.45,11.62,-1.94%,115023
AFTY,2020-04-27,Pacer CSOP FTSE China A50 ETF,Financial,Exchange Traded Fund,USA,-,-,15.71,1.38%,5687
AFYA,2020-04-27,Afya Limited,Services,Education & Training Services,Brazil,1.76B,23.56,18.45,6.96%,130179
AG,2020-04-27,First Majestic Silver Corp.,Basic Materials,Silver,Canada,1.63B,-,7.77,0.91%,4214657
AGCO,2020-04-27,AGCO Corporation,Industrial Goods,Farm & Construction Machinery,USA,3.76B,38.82,50.74,1.99%,495846
AGD,2020-04-27,Aberdeen Global Dynamic Dividend Fund,Financial,Closed-End Fund - Foreign,USA,101.40M,7.25,8.08,2.15%,105529
AGE,2020-04-27,"AgeX Therapeutics, Inc.",Healthcare,Biotechnology,USA,29.07M,-,0.86,0.16%,51861
AGEN,2020-04-27,Agenus Inc.,Healthcare,Biotechnology,USA,462.27M,-,2.84,1.79%,1834164
AGFS,2020-04-27,"AgroFresh Solutions, Inc.",Conglomerates,Conglomerates,USA,92.20M,-,1.83,0.00%,32595
AGG,2020-04-27,iShares Core U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,116.82,-0.46%,5392500
AGGP,2020-04-27,IQ Enhanced Core Plus Bond U.S. ETF,Financial,Exchange Traded Fund,USA,-,-,19.95,-0.09%,6848
AGGY,2020-04-27,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,-,-,52.88,-0.56%,214776
AGI,2020-04-27,Alamos Gold Inc.,Basic Materials,Gold,Canada,3.18B,33.88,8.13,0.62%,4983376
AGIO,2020-04-27,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,3.24B,-,46.92,0.90%,706901
AGLE,2020-04-27,"Aeglea BioTherapeutics, Inc.",Healthcare,Biotechnology,USA,163.89M,-,5.55,-2.12%,69104
AGM,2020-04-27,Federal Agricultural Mortgage Corporation,Financial,Credit Services,USA,646.60M,7.02,61.0,4.17%,53747
AGM-A,2020-04-27,Federal Agricultural Mortgage Corporation,Financial,Credit Services,USA,57.37M,6.41,55.66,0.00%,0
AGMH,2020-04-27,AGM Group Holdings Inc.,Technology,Application Software,Hong Kong,374.59M,-,17.19,2.20%,2920
AGN,2020-04-27,Allergan plc,Healthcare,Drugs - Generic,USA,61.86B,-,188.24,0.72%,3416470
AGNC,2020-04-27,AGNC Investment Corp.,Financial,Mortgage Investment,USA,6.90B,10.71,12.31,1.48%,9165879
AGNCM,2020-04-27,AGNC Investment Corp.,Financial,Mortgage Investment,USA,10.24B,18.47,21.42,1.18%,40436
AGNCN,2020-04-27,AGNC Investment Corp.,Financial,Mortgage Investment,USA,10.78B,19.46,22.57,0.31%,45508
AGNCO,2020-04-27,AGNC Investment Corp.,Financial,Mortgage Investment,USA,-,18.53,21.5,0.84%,47767
AGND,2020-04-27,WisdomTree Negative Duration U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,-,-,37.79,0.27%,715
AGO,2020-04-27,Assured Guaranty Ltd.,Financial,Surety & Title Insurance,Bermuda,2.64B,7.38,29.8,4.67%,655603
AGQ,2020-04-27,ProShares Ultra Silver,Financial,Exchange Traded Fund,USA,-,-,21.17,-0.52%,183070
AGR,2020-04-27,"Avangrid, Inc.",Utilities,Gas Utilities,USA,14.20B,20.15,45.57,1.38%,378703
AGRO,2020-04-27,Adecoagro S.A.,Consumer Goods,Farm Products,Luxembourg,476.39M,-,4.03,-1.23%,164372
AGRX,2020-04-27,"Agile Therapeutics, Inc.",Healthcare,Drugs - Generic,USA,204.39M,-,2.39,3.91%,2234384
AGS,2020-04-27,"PlayAGS, Inc.",Services,Gaming Activities,USA,125.49M,-,3.54,13.46%,1044142
AGT,2020-04-27,iShares MSCI Argentina and Global Exposure ETF,Financial,Exchange Traded Fund,USA,-,-,14.78,1.71%,956
AGTC,2020-04-27,Applied Genetic Technologies Corporation,Healthcare,Biotechnology,USA,100.12M,-,3.97,2.06%,200238
AGX,2020-04-27,"Argan, Inc.",Industrial Goods,Heavy Construction,USA,578.05M,-,36.47,2.39%,503134
AGYS,2020-04-27,"Agilysys, Inc.",Technology,Application Software,USA,434.95M,-,18.43,5.62%,134276
AGZ,2020-04-27,iShares Agency Bond ETF,Financial,Exchange Traded Fund,USA,-,-,120.46,-0.03%,55686
AGZD,2020-04-27,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,-,-,46.44,0.18%,33181
AHC,2020-04-27,A.H. Belo Corporation,Services,Publishing - Newspapers,USA,30.83M,-,1.43,-2.05%,37810
AHCO,2020-04-27,AdaptHealth Corp.,Healthcare,Medical Appliances & Equipment,USA,1.17B,-,16.03,0.00%,34007
AHH,2020-04-27,"Armada Hoffler Properties, Inc.",Financial,REIT - Diversified,USA,481.99M,22.46,9.12,4.59%,347022
AHPI,2020-04-27,"Allied Healthcare Products, Inc.",Healthcare,Medical Appliances & Equipment,USA,49.00M,-,12.07,-6.07%,177250
AHT,2020-04-27,"Ashford Hospitality Trust, Inc.",Financial,REIT - Hotel/Motel,USA,73.15M,-,0.72,15.50%,1814159
AI,2020-04-27,Arlington Asset Investment Corp.,Financial,Mortgage Investment,USA,102.82M,7.95,2.72,3.82%,354967
AIA,2020-04-27,iShares Asia 50 ETF,Financial,Exchange Traded Fund,USA,-,-,59.32,1.64%,161468
AIEQ,2020-04-27,AI Powered Equity ETF,Financial,Exchange Traded Fund,USA,-,-,25.8,1.22%,22417
AIF,2020-04-27,Apollo Tactical Income Fund Inc.,Financial,Asset Management,USA,164.60M,5.63,11.38,-1.04%,48131
AIG,2020-04-27,"American International Group, Inc.",Financial,Property & Casualty Insurance,USA,21.24B,6.56,24.18,3.55%,7484672
AIH,2020-04-27,Aesthetic Medical International Holdings Group Limited,Healthcare,Specialized Health Services,China,206.31M,-,8.49,-1.28%,102228
AIHS,2020-04-27,Senmiao Technology Limited,Financial,Credit Services,China,11.94M,-,0.4,2.00%,76821
AIIQ,2020-04-27,AI Powered International Equity ETF,Financial,Exchange Traded Fund,USA,-,-,22.66,1.59%,2912
AIKI,2020-04-27,AIkido Pharma Inc.,Healthcare,Biotechnology,USA,28.11M,-,0.79,4.72%,3105282
AIM,2020-04-27,AIM ImmunoTech Inc.,Healthcare,Drug Manufacturers - Other,USA,55.23M,-,1.9,-1.55%,1386162
AIMC,2020-04-27,Altra Industrial Motion Corp.,Industrial Goods,Industrial Electrical Equipment,USA,1.37B,10.81,21.32,9.45%,430088
AIMT,2020-04-27,"Aimmune Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.22B,-,18.42,4.42%,908677
AIN,2020-04-27,Albany International Corp.,Industrial Goods,Textile Industrial,USA,1.55B,11.99,49.11,5.39%,168586
AINC,2020-04-27,Ashford Inc.,Financial,Asset Management,USA,17.49M,-,6.97,1.16%,13357
AINV,2020-04-27,Apollo Investment Corporation,Financial,Asset Management,USA,580.21M,9.50,8.71,8.06%,847157
AIQ,2020-04-27,Global X Future Analytics Tech ETF,Financial,Exchange Traded Fund,USA,-,-,17.55,0.75%,25926
AIR,2020-04-27,AAR Corp.,Industrial Goods,Aerospace/Defense Products & Services,USA,575.08M,8.71,16.83,2.94%,252130
AIRG,2020-04-27,"Airgain, Inc.",Technology,Communication Equipment,USA,81.53M,94.51,8.6,11.25%,69788
AIRI,2020-04-27,Air Industries Group,Industrial Goods,Aerospace/Defense Products & Services,USA,35.87M,-,1.17,-1.68%,35585
AIRR,2020-04-27,First Trust RBA American Industrial RenaissanceTM ETF,Financial,Exchange Traded Fund,USA,-,-,21.48,4.99%,44751
AIRT,2020-04-27,"Air T, Inc.",Services,Air Delivery & Freight Services,USA,37.72M,22.52,12.05,4.78%,2370
AIT,2020-04-27,"Applied Industrial Technologies, Inc.",Services,Industrial Equipment Wholesale,USA,1.93B,13.10,49.99,3.63%,397314
AIV,2020-04-27,Apartment Investment and Management Company,Financial,REIT - Residential,USA,5.73B,11.47,36.57,4.22%,1263091
AIZ,2020-04-27,"Assurant, Inc.",Financial,Accident & Health Insurance,USA,6.60B,19.32,108.37,3.55%,522856
AIZP,2020-04-27,"Assurant, Inc.",Financial,Insurance Brokers,USA,6.79B,18.74,109.47,2.58%,26023
AJG,2020-04-27,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,15.22B,21.91,77.38,2.79%,1029659
AJRD,2020-04-27,"Aerojet Rocketdyne Holdings, Inc.",Industrial Goods,Aerospace/Defense - Major Diversified,USA,3.33B,24.45,41.54,-0.53%,517004
AJX,2020-04-27,Great Ajax Corp.,Financial,Mortgage Investment,USA,168.67M,6.30,7.46,5.67%,128183
AJXA,2020-04-27,Great Ajax Corp. 7.25 CV SR NT 24,Financial,Exchange Traded Fund,USA,-,-,20.89,0.19%,947
AKAM,2020-04-27,"Akamai Technologies, Inc.",Technology,Internet Information Providers,USA,17.08B,35.48,103.07,0.28%,2224697
AKBA,2020-04-27,"Akebia Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.05B,-,7.84,1.69%,752801
AKCA,2020-04-27,"Akcea Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.73B,-,17.95,-0.28%,132896
AKER,2020-04-27,"Akers Biosciences, Inc.",Healthcare,Medical Instruments & Supplies,USA,17.56M,-,3.85,-1.28%,513244
AKG,2020-04-27,Asanko Gold Inc.,Basic Materials,Gold,Canada,275.57M,-,1.17,0.00%,674257
AKO-A,2020-04-27,Embotelladora Andina S.A.,Consumer Goods,Beverages - Soft Drinks,Chile,1.59B,10.58,10.09,-3.90%,3842
AKO-B,2020-04-27,Embotelladora Andina S.A.,Consumer Goods,Beverages - Soft Drinks,Chile,1.54B,8.80,11.29,-1.91%,48439
AKR,2020-04-27,Acadia Realty Trust,Financial,Property Management,USA,985.82M,18.38,11.32,7.20%,1151716
AKRO,2020-04-27,"Akero Therapeutics, Inc.",Healthcare,Biotechnology,USA,642.39M,-,22.06,13.13%,157304
AKRX,2020-04-27,"Akorn, Inc.",Healthcare,Drugs - Generic,USA,44.61M,-,0.3,3.27%,8094521
AKTS,2020-04-27,"Akoustis Technologies, Inc.",Technology,Communication Equipment,USA,325.96M,-,8.69,6.11%,1124040
AKTX,2020-04-27,"Akari Therapeutics, Plc",Healthcare,Biotechnology,United Kingdom,52.02M,-,1.79,5.92%,171216
AL,2020-04-27,Air Lease Corporation,Services,Rental & Leasing Services,USA,2.46B,4.29,21.82,6.03%,1842985
