Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-03-16,1,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,23.26B,28.56,61.13,-11.66%,4702300
AA,2020-03-16,2,Alcoa Corporation,Basic Materials,Aluminum,USA,1.82B,-,6.81,-14.88%,7302877
AAAU,2020-03-16,3,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,14.58,-4.02%,409532
AACG,2020-03-16,4,ATA Creativity Global,Services,Education & Training Services,China,25.90M,-,0.85,-0.58%,16220
AADR,2020-03-16,5,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,37.87,-7.41%,32518
AAL,2020-03-16,6,American Airlines Group Inc.,Services,Major Airlines,USA,7.37B,3.76,15.92,11.25%,84378816
AAMC,2020-03-16,7,Altisource Asset Management Corporation,Financial,Asset Management,USA,29.47M,-,14.08,-11.64%,4709
AAME,2020-03-16,8,Atlantic American Corporation,Financial,Life Insurance,USA,52.48M,-,2.42,-3.20%,1406
AAN,2020-03-16,9,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,2.18B,72.60,24.2,-19.68%,1546111
AAOI,2020-03-16,10,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,153.18M,-,5.64,-7.69%,756971
AAON,2020-03-16,11,"AAON, Inc.",Industrial Goods,General Building Materials,USA,2.91B,51.08,51.29,-1.55%,554843
AAP,2020-03-16,12,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,9.06B,16.63,95.25,-16.22%,1405751
AAPL,2020-03-16,13,Apple Inc.,Consumer Goods,Electronic Equipment,USA,1349.52B,21.95,242.21,-12.86%,78926188
AAT,2020-03-16,14,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,2.37B,39.85,24.58,-27.00%,503078
AAU,2020-03-16,15,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,32.16M,-,0.25,-8.96%,479661
AAWW,2020-03-16,16,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,508.90M,-,18.71,4.53%,1217608
AAXJ,2020-03-16,17,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,55.41,-11.37%,1835591
AAXN,2020-03-16,18,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,3.96B,4802.31,53.92,-13.63%,987425
AB,2020-03-16,19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.80B,9.71,19.97,-17.34%,826745
ABB,2020-03-16,20,ABB Ltd,Industrial Goods,Diversified Machinery,Switzerland,43.26B,37.57,15.47,-12.20%,3481007
ABBV,2020-03-16,21,AbbVie Inc.,Healthcare,Drug Manufacturers - Major,USA,136.55B,16.17,74.27,-13.00%,20140428
ABC,2020-03-16,22,AmerisourceBergen Corporation,Services,Drugs Wholesale,USA,19.56B,29.20,80.63,-10.41%,2472721
ABCB,2020-03-16,23,Ameris Bancorp,Financial,Regional - Mid-Atlantic Banks,USA,1.90B,9.02,21.83,-15.03%,976479
ABEO,2020-03-16,24,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,183.76M,-,1.45,-16.67%,1335756
ABEQ,2020-03-16,25,Absolute Core Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,19.68,-5.66%,14195
ABEV,2020-03-16,26,Ambev S.A.,Consumer Goods,Beverages - Brewers,Brazil,41.53B,15.00,2.11,-20.08%,26383635
ABG,2020-03-16,27,"Asbury Automotive Group, Inc.",Services,Auto Dealerships,USA,1.31B,5.76,46.39,-15.82%,343048
ABIO,2020-03-16,28,"ARCA biopharma, Inc.",Healthcare,Biotechnology,USA,4.56M,-,2.45,-9.26%,27838
ABM,2020-03-16,29,ABM Industries Incorporated,Services,Business Services,USA,2.21B,12.80,26.42,-3.15%,638802
ABMD,2020-03-16,30,"Abiomed, Inc.",Healthcare,Medical Appliances & Equipment,USA,7.10B,26.79,142.44,-0.27%,1224332
ABR,2020-03-16,31,"Arbor Realty Trust, Inc.",Financial,Mortgage Investment,USA,1.14B,6.72,7.26,-14.59%,3053795
ABT,2020-03-16,32,Abbott Laboratories,Healthcare,Medical Appliances & Equipment,USA,150.44B,40.40,73.66,-9.79%,13620189
ABTX,2020-03-16,33,"Allegiance Bancshares, Inc.",Financial,Regional - Southwest Banks,USA,579.46M,10.73,23.22,-12.44%,155846
ABUS,2020-03-16,34,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,163.26M,-,1.42,-33.02%,858388
AC,2020-03-16,35,"Associated Capital Group, Inc.",Financial,Asset Management,USA,851.67M,20.52,31.86,-10.48%,19832
ACA,2020-03-16,36,"Arcosa, Inc.",Industrial Goods,Farm & Construction Machinery,USA,2.02B,16.03,33.1,-10.97%,306099
ACAD,2020-03-16,37,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,5.77B,-,31.65,-11.17%,2654799
ACAM,2020-03-16,38,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,304.35M,-,9.65,-3.11%,187162
ACAMU,2020-03-16,39,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,699.26M,-,10.25,0.00%,0
ACB,2020-03-16,40,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Other,Canada,900.11M,3.56,0.69,-10.12%,20715248
ACBI,2020-03-16,41,"Atlantic Capital Bancshares, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,339.91M,12.14,12.53,-14.30%,93207
ACC,2020-03-16,42,"American Campus Communities, Inc.",Financial,REIT - Residential,USA,5.64B,62.95,25.83,-31.72%,2419611
ACCO,2020-03-16,43,ACCO Brands Corporation,Consumer Goods,Office Supplies,USA,615.30M,5.09,4.85,-11.01%,1207906
ACEL,2020-03-16,44,"Accel Entertainment, Inc.",Services,Gaming Activities,USA,755.86M,-,8.2,-5.75%,176208
ACER,2020-03-16,45,Acer Therapeutics Inc.,Healthcare,Biotechnology,USA,35.99M,-,2.65,-7.67%,76402
ACES,2020-03-16,46,ALPS Clean Energy ETF,Financial,Exchange Traded Fund,USA,-,-,27.28,-8.31%,58619
ACGL,2020-03-16,47,Arch Capital Group Ltd.,Financial,Property & Casualty Insurance,Bermuda,15.58B,8.46,27.24,-16.88%,2918697
ACGLO,2020-03-16,48,Arch Capital Group Ltd.,Financial,Insurance Brokers,Bermuda,9.30B,5.96,22.13,-4.07%,99072
ACGLP,2020-03-16,49,Arch Capital Group Ltd.,Financial,Insurance Brokers,Bermuda,9.17B,5.88,21.85,-3.96%,81265
ACH,2020-03-16,50,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,7.34B,75.00,5.31,-9.23%,63460
ACHC,2020-03-16,51,"Acadia Healthcare Company, Inc.",Healthcare,Specialized Health Services,USA,2.31B,17.60,17.18,-21.26%,1352563
ACHV,2020-03-16,52,"Achieve Life Sciences, Inc.",Healthcare,Biotechnology,Canada,7.59M,-,0.23,-25.54%,1527154
ACIA,2020-03-16,53,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.82B,87.23,64.63,-3.52%,996028
ACIO,2020-03-16,54,Aptus Collared Income Opportunity ETF,Financial,Exchange Traded Fund,USA,-,-,23.99,-1.52%,38486
ACIU,2020-03-16,55,AC Immune SA,Healthcare,Biotechnology,Switzerland,351.32M,5.99,4.25,-8.99%,147803
ACIW,2020-03-16,56,"ACI Worldwide, Inc.",Technology,Technical & System Software,USA,3.20B,47.71,22.84,-14.52%,1323087
ACLS,2020-03-16,57,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,740.49M,40.26,16.71,-17.32%,474996
ACM,2020-03-16,58,AECOM,Services,Technical Services,USA,6.25B,-,27.76,-16.89%,5271356
ACMR,2020-03-16,59,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,454.66M,25.05,21.01,-8.13%,520187
ACN,2020-03-16,60,Accenture plc,Technology,Information Technology Services,Ireland,118.41B,22.22,152.57,-8.37%,5271171
ACNB,2020-03-16,61,ACNB Corporation,Financial,Regional - Southwest Banks,USA,235.81M,7.43,20.51,-17.89%,28598
ACOR,2020-03-16,62,"Acorda Therapeutics, Inc.",Healthcare,Biotechnology,USA,49.64M,-,0.8,-8.03%,659811
