Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
ADRE,2020-04-01,95,Invesco BLDRS Emerging Markets 50 ADR Index Fund,Financial,Exchange Traded Fund,USA,-,-,32.15,-3.80%,3401
ADRO,2020-04-01,96,"Aduro BioTech, Inc.",Healthcare,Biotechnology,USA,210.01M,-,2.42,-11.68%,381153
ADS,2020-04-01,97,Alliance Data Systems Corporation,Services,Business Services,USA,1.52B,2.88,31.04,-7.76%,1525898
ADSK,2020-04-01,98,"Autodesk, Inc.",Technology,Technical & System Software,USA,34.73B,145.02,139.22,-10.81%,3169341
ADSW,2020-04-01,99,"Advanced Disposal Services, Inc.",Industrial Goods,Waste Management,USA,2.93B,-,32.59,-0.64%,1387692
ADT,2020-04-01,100,ADT Inc.,Services,Security & Protection Services,USA,3.07B,-,4.09,-5.32%,1914581
ADTN,2020-04-01,101,"ADTRAN, Inc.",Technology,Communication Equipment,USA,368.14M,-,7.68,0.00%,641898
ADUS,2020-04-01,102,Addus HomeCare Corporation,Healthcare,Home Health Care,USA,1.06B,43.35,65.29,-3.42%,124055
ADVM,2020-04-01,103,"Adverum Biotechnologies, Inc.",Healthcare,Biotechnology,USA,736.61M,-,8.74,-10.54%,1310799
ADX,2020-04-01,104,"Adams Diversified Equity Fund, Inc.",Financial,Closed-End Fund - Equity,USA,1.26B,2.70,11.9,-5.48%,464189
ADXS,2020-04-01,105,"Advaxis, Inc.",Healthcare,Biotechnology,USA,33.81M,-,0.53,0.45%,977558
AE,2020-04-01,106,"Adams Resources & Energy, Inc.",Basic Materials,Oil & Gas Refining & Marketing,USA,78.69M,10.54,20.44,-13.02%,9742
AEE,2020-04-01,107,Ameren Corporation,Utilities,Electric Utilities,USA,16.65B,20.22,67.73,-7.00%,1973097
AEF,2020-04-01,108,"Aberdeen Emerging Markets Equity Income Fund, Inc.",Financial,Asset Management,United Kingdom,299.14M,-,5.01,-3.28%,178818
AEG,2020-04-01,109,Aegon N.V.,Financial,Life Insurance,Netherlands,5.01B,3.06,2.36,-5.22%,2345844
AEGN,2020-04-01,110,Aegion Corporation,Industrial Goods,Heavy Construction,USA,534.64M,-,16.38,-8.64%,185900
AEHR,2020-04-01,111,Aehr Test Systems,Technology,Semiconductor Equipment & Materials,USA,34.53M,-,1.59,-4.79%,60128
AEIS,2020-04-01,112,"Advanced Energy Industries, Inc.",Technology,Diversified Electronics,USA,1.87B,30.10,44.15,-8.95%,269671
AEL,2020-04-01,113,American Equity Investment Life Holding Company,Financial,Life Insurance,USA,1.63B,6.11,16.34,-13.09%,895397
AEM,2020-04-01,114,Agnico Eagle Mines Limited,Basic Materials,Gold,Canada,10.57B,21.11,41.59,4.52%,2126875
AEMD,2020-04-01,115,"Aethlon Medical, Inc.",Healthcare,Medical Appliances & Equipment,USA,11.71M,-,1.36,-10.53%,227605
AEO,2020-04-01,116,"American Eagle Outfitters, Inc.",Services,Apparel Stores,USA,1.24B,6.27,7.02,-11.70%,3773533
AEP,2020-04-01,117,"American Electric Power Company, Inc.",Utilities,Electric Utilities,USA,36.19B,19.21,74.57,-6.76%,3530291
AER,2020-04-01,118,AerCap Holdings N.V.,Services,"Air Services, Other",Netherlands,3.08B,2.38,20.08,-11.89%,2033784
AERI,2020-04-01,119,"Aerie Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Major,USA,638.32M,-,13.29,-1.56%,704723
AES,2020-04-01,120,The AES Corporation,Utilities,Electric Utilities,USA,8.54B,28.26,12.8,-5.88%,7007639
AESE,2020-04-01,121,Allied Esports Entertainment Inc.,Conglomerates,Conglomerates,USA,36.56M,-,1.54,-1.91%,23712
AESR,2020-04-01,122,Anfield U.S. Equity Sector Rotation ETF,Financial,Exchange Traded Fund,USA,-,-,7.89,-5.17%,27060
AEY,2020-04-01,123,"ADDvantage Technologies Group, Inc.",Services,Electronics Wholesale,USA,21.22M,-,2.08,-5.45%,56448
AEZS,2020-04-01,124,Aeterna Zentaris Inc.,Healthcare,Biotechnology,Canada,11.63M,-,0.5,-3.12%,105232
AFB,2020-04-01,125,AllianceBernstein National Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,360.46M,6.65,12.54,-1.65%,88080
AFG,2020-04-01,126,"American Financial Group, Inc.",Financial,Property & Casualty Insurance,USA,5.96B,6.60,65.11,-7.09%,808218
AFH,2020-04-01,127,"Atlas Financial Holdings, Inc.",Financial,Property & Casualty Insurance,USA,3.80M,-,0.34,-0.85%,45106
AFI,2020-04-01,128,"Armstrong Flooring, Inc.",Industrial Goods,General Building Materials,USA,33.14M,-,1.35,-5.59%,177793
AFIF,2020-04-01,129,Anfield Universal Fixed Income ETF,Financial,Exchange Traded Fund,USA,-,-,9.71,0.24%,6990
AFIN,2020-04-01,130,"American Finance Trust, Inc.",Financial,REIT - Diversified,USA,581.15M,-,5.38,-13.92%,716413
AFINP,2020-04-01,131,"American Finance Trust, Inc.",Financial,REIT - Diversified,USA,-,-,16.69,-6.60%,68750
AFK,2020-04-01,132,VanEck Vectors Africa Index ETF,Financial,Exchange Traded Fund,USA,-,-,12.16,-3.80%,15871
AFL,2020-04-01,133,Aflac Incorporated,Financial,Accident & Health Insurance,USA,23.29B,7.21,31.9,-6.83%,5236879
AFLG,2020-04-01,134,First Trust Active Factor Large Cap ETF,Financial,Exchange Traded Fund,USA,-,-,15.12,-4.44%,800
AFMC,2020-04-01,135,First Trust Active Factor Mid Cap ETF,Financial,Exchange Traded Fund,USA,-,-,13.37,-6.99%,192
AFMD,2020-04-01,136,Affimed N.V.,Healthcare,Biotechnology,Germany,122.00M,-,1.59,0.63%,5112062
AFSM,2020-04-01,137,First Trust Active Factor Small Cap ETF,Financial,Exchange Traded Fund,USA,-,-,12.79,-4.65%,10
AFT,2020-04-01,138,Apollo Senior Floating Rate Fund Inc.,Financial,Asset Management,USA,172.71M,6.15,11.09,-4.48%,112654
AFTY,2020-04-01,139,Pacer CSOP FTSE China A50 ETF,Financial,Exchange Traded Fund,USA,-,-,14.69,-1.59%,3728
AFYA,2020-04-01,140,Afya Limited,Services,Education & Training Services,Brazil,1.62B,18.35,17.95,-5.82%,174172
AG,2020-04-01,141,First Majestic Silver Corp.,Basic Materials,Silver,Canada,1.25B,-,6.11,-1.29%,5413113
AGCO,2020-04-01,142,AGCO Corporation,Industrial Goods,Farm & Construction Machinery,USA,3.46B,34.19,44.68,-5.44%,602591
AGD,2020-04-01,143,Aberdeen Global Dynamic Dividend Fund,Financial,Closed-End Fund - Foreign,USA,88.47M,6.33,7.05,-3.95%,107604
AGE,2020-04-01,144,"AgeX Therapeutics, Inc.",Healthcare,Biotechnology,USA,41.58M,-,0.8,-14.18%,143033
AGEN,2020-04-01,145,Agenus Inc.,Healthcare,Biotechnology,USA,387.59M,-,2.31,-5.71%,1298529
AGFS,2020-04-01,146,"AgroFresh Solutions, Inc.",Conglomerates,Conglomerates,USA,81.32M,-,1.58,-3.66%,227798
AGG,2020-04-01,147,iShares Core U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,114.73,-0.55%,13575944
AGGP,2020-04-01,148,IQ Enhanced Core Plus Bond U.S. ETF,Financial,Exchange Traded Fund,USA,-,-,19.95,-0.08%,42340
AGGY,2020-04-01,149,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,-,-,51.53,-0.23%,267867
AGI,2020-04-01,150,Alamos Gold Inc.,Basic Materials,Gold,Canada,2.10B,22.33,5.36,7.20%,4482573
AGIO,2020-04-01,151,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2.54B,-,34.45,-2.90%,724888
AGLE,2020-04-01,152,"Aeglea BioTherapeutics, Inc.",Healthcare,Biotechnology,USA,139.97M,-,4.37,-6.22%,57441
AGM,2020-04-01,153,Federal Agricultural Mortgage Corporation,Financial,Credit Services,USA,576.32M,6.01,52.25,-6.08%,53312
AGM-A,2020-04-01,154,Federal Agricultural Mortgage Corporation,Financial,Credit Services,USA,54.38M,6.07,52.76,10.01%,72
AGMH,2020-04-01,155,AGM Group Holdings Inc.,Technology,Application Software,Hong Kong,333.19M,-,15.29,-0.97%,2681
AGN,2020-04-01,156,Allergan plc,Healthcare,Drugs - Generic,USA,58.39B,-,174.9,-1.24%,3293118
AGNC,2020-04-01,157,AGNC Investment Corp.,Financial,Mortgage Investment,USA,5.25B,8.26,9.49,-10.30%,15576381
AGNCM,2020-04-01,158,AGNC Investment Corp.,Financial,Mortgage Investment,USA,8.36B,15.08,17.49,-6.92%,246510
AGNCN,2020-04-01,159,AGNC Investment Corp.,Financial,Mortgage Investment,USA,8.73B,15.76,18.28,-6.02%,174476
AGNCO,2020-04-01,160,AGNC Investment Corp.,Financial,Mortgage Investment,USA,-,14.96,17.35,-6.22%,420286
AGND,2020-04-01,161,WisdomTree Negative Duration U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,-,-,37.25,0.43%,2235
AGO,2020-04-01,162,Assured Guaranty Ltd.,Financial,Surety & Title Insurance,Bermuda,2.49B,5.93,23.93,-7.21%,849923
AGQ,2020-04-01,163,ProShares Ultra Silver,Financial,Exchange Traded Fund,USA,-,-,18.07,-2.01%,290991
AGR,2020-04-01,164,"Avangrid, Inc.",Utilities,Gas Utilities,USA,13.15B,18.22,41.2,-5.89%,712768
AGRO,2020-04-01,165,Adecoagro S.A.,Consumer Goods,Farm Products,Luxembourg,417.69M,-,3.55,-8.74%,661355
AGRX,2020-04-01,166,"Agile Therapeutics, Inc.",Healthcare,Drugs - Generic,USA,158.79M,-,1.86,0.00%,857767
AGS,2020-04-01,167,"PlayAGS, Inc.",Services,Gaming Activities,USA,64.38M,-,1.75,-33.96%,702339
AGT,2020-04-01,168,iShares MSCI Argentina and Global Exposure ETF,Financial,Exchange Traded Fund,USA,-,-,13.43,-4.55%,10509
AGTC,2020-04-01,169,Applied Genetic Technologies Corporation,Healthcare,Biotechnology,USA,81.71M,-,3.05,-7.01%,170629
AGX,2020-04-01,170,"Argan, Inc.",Industrial Goods,Heavy Construction,USA,584.49M,-,35.51,2.72%,289671
AGYS,2020-04-01,171,"Agilysys, Inc.",Technology,Application Software,USA,394.50M,-,15.55,-6.89%,237278
AGZ,2020-04-01,172,iShares Agency Bond ETF,Financial,Exchange Traded Fund,USA,-,-,120.62,0.05%,87171
AGZD,2020-04-01,173,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,-,-,46.46,0.85%,279911
AHC,2020-04-01,174,A.H. Belo Corporation,Services,Publishing - Newspapers,USA,31.78M,-,1.44,-16.28%,64494
AHCO,2020-04-01,175,AdaptHealth Corp.,Healthcare,Medical Appliances & Equipment,USA,1.17B,-,16.25,1.56%,20785
AHH,2020-04-01,176,"Armada Hoffler Properties, Inc.",Financial,REIT - Diversified,USA,551.77M,23.82,9.67,-9.63%,854232
AHPI,2020-04-01,177,"Allied Healthcare Products, Inc.",Healthcare,Medical Appliances & Equipment,USA,77.47M,-,20.07,14.62%,1013791
AHT,2020-04-01,178,"Ashford Hospitality Trust, Inc.",Financial,REIT - Hotel/Motel,USA,69.20M,-,0.62,-16.11%,974216
AI,2020-04-01,179,Arlington Asset Investment Corp.,Financial,Mortgage Investment,USA,90.85M,5.64,1.93,-11.87%,765099
AIA,2020-04-01,180,iShares Asia 50 ETF,Financial,Exchange Traded Fund,USA,-,-,53.64,-3.72%,125073
AIEQ,2020-04-01,181,AI Powered Equity ETF,Financial,Exchange Traded Fund,USA,-,-,21.7,-3.18%,16323
AIF,2020-04-01,182,Apollo Tactical Income Fund Inc.,Financial,Asset Management,USA,157.22M,5.37,10.87,-4.06%,106667
AIG,2020-04-01,183,"American International Group, Inc.",Financial,Property & Casualty Insurance,USA,20.35B,5.87,21.61,-10.89%,10477046
AIH,2020-04-01,184,Aesthetic Medical International Holdings Group Limited,Healthcare,Specialized Health Services,China,215.84M,-,9.05,-0.22%,103192
AIHS,2020-04-01,185,Senmiao Technology Limited,Financial,Credit Services,China,13.11M,-,0.41,-6.69%,23104
AIIQ,2020-04-01,186,AI Powered International Equity ETF,Financial,Exchange Traded Fund,USA,-,-,19.52,-3.45%,497
AIKI,2020-04-01,187,AIkido Pharma Inc.,Healthcare,Biotechnology,USA,8.15M,-,0.57,12.45%,3087537
AIM,2020-04-01,188,AIM ImmunoTech Inc.,Healthcare,Drug Manufacturers - Other,USA,75.01M,-,2.92,14.06%,8278307
AIMC,2020-04-01,189,Altra Industrial Motion Corp.,Industrial Goods,Industrial Electrical Equipment,USA,1.17B,7.93,15.64,-10.58%,506261
AIMT,2020-04-01,190,"Aimmune Therapeutics, Inc.",Healthcare,Biotechnology,USA,914.32M,-,13.61,-5.62%,1431741
AIN,2020-04-01,191,Albany International Corp.,Industrial Goods,Textile Industrial,USA,1.40B,10.62,43.49,-8.11%,303012
AINC,2020-04-01,192,Ashford Inc.,Financial,Asset Management,USA,13.54M,-,6.24,8.52%,4188
AINV,2020-04-01,193,Apollo Investment Corporation,Financial,Asset Management,USA,447.75M,6.55,6.01,-10.96%,981262
AIQ,2020-04-01,194,Global X Future Analytics Tech ETF,Financial,Exchange Traded Fund,USA,-,-,14.86,-4.68%,15040
AIR,2020-04-01,195,AAR Corp.,Industrial Goods,Aerospace/Defense Products & Services,USA,641.96M,8.53,16.49,-7.15%,951899
AIRG,2020-04-01,196,"Airgain, Inc.",Technology,Communication Equipment,USA,68.88M,72.64,6.61,-10.55%,79001
AIRI,2020-04-01,197,Air Industries Group,Industrial Goods,Aerospace/Defense Products & Services,USA,29.80M,-,0.97,-8.35%,52141
AIRR,2020-04-01,198,First Trust RBA American Industrial RenaissanceTM ETF,Financial,Exchange Traded Fund,USA,-,-,18.77,-6.07%,27846
AIRT,2020-04-01,199,"Air T, Inc.",Services,Air Delivery & Freight Services,USA,38.07M,23.25,12.44,-0.56%,332
AIT,2020-04-01,200,"Applied Industrial Technologies, Inc.",Services,Industrial Equipment Wholesale,USA,1.88B,11.34,43.27,-5.36%,191569
AIV,2020-04-01,201,Apartment Investment and Management Company,Financial,REIT - Residential,USA,4.80B,10.13,32.32,-8.05%,2222237
AIZ,2020-04-01,202,"Assurant, Inc.",Financial,Accident & Health Insurance,USA,6.15B,18.21,102.12,-1.89%,578050
AIZP,2020-04-01,203,"Assurant, Inc.",Financial,Insurance Brokers,USA,6.39B,17.62,102.9,-3.36%,48657
AJG,2020-04-01,204,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,14.71B,21.81,77.0,-5.53%,1603786
AJRD,2020-04-01,205,"Aerojet Rocketdyne Holdings, Inc.",Industrial Goods,Aerospace/Defense - Major Diversified,USA,3.33B,23.76,40.36,-3.51%,416045
AJX,2020-04-01,206,Great Ajax Corp.,Financial,Mortgage Investment,USA,131.24M,4.34,5.32,-16.35%,195509
AJXA,2020-04-01,207,Great Ajax Corp. 7.25 CV SR NT 24,Financial,Exchange Traded Fund,USA,-,-,17.55,-6.60%,12549
AKAM,2020-04-01,208,"Akamai Technologies, Inc.",Technology,Internet Information Providers,USA,15.45B,31.53,91.6,0.12%,2357107
