Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-03-18,1,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,23.68B,29.07,68.09,-3.34%,3158962
AA,2020-03-18,2,Alcoa Corporation,Basic Materials,Aluminum,USA,1.59B,-,5.5,-21.43%,8370045
AAAU,2020-03-18,3,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,14.88,-2.46%,242121
AACG,2020-03-18,4,ATA Creativity Global,Services,Education & Training Services,China,27.56M,-,0.72,-20.40%,23537
AADR,2020-03-18,5,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,34.46,-10.91%,15699
AAL,2020-03-18,6,American Airlines Group Inc.,Services,Major Airlines,USA,8.02B,4.09,11.56,-25.80%,73593252
AAMC,2020-03-18,7,Altisource Asset Management Corporation,Financial,Asset Management,USA,28.68M,-,11.25,-27.42%,8047
AAME,2020-03-18,8,Atlantic American Corporation,Financial,Life Insurance,USA,46.18M,-,2.06,-6.36%,69
AAN,2020-03-18,9,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,1.58B,52.67,18.43,-15.69%,1527879
AAOI,2020-03-18,10,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,149.42M,-,5.37,-9.90%,1009223
AAON,2020-03-18,11,"AAON, Inc.",Industrial Goods,General Building Materials,USA,2.67B,46.95,47.43,-0.96%,319852
AAP,2020-03-18,12,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,7.99B,14.67,87.84,-12.38%,1360611
AAPL,2020-03-18,13,Apple Inc.,Consumer Goods,Electronic Equipment,USA,1227.62B,19.97,243.04,-3.88%,64133359
AAT,2020-03-18,14,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,1.71B,28.84,21.65,-11.16%,479135
AAU,2020-03-18,15,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,31.54M,-,0.29,3.79%,336331
AAWW,2020-03-18,16,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,673.51M,-,19.88,-16.10%,1240130
AAXJ,2020-03-18,17,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,54.3,-7.27%,1118415
AAXN,2020-03-18,18,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,3.63B,4396.15,52.02,-8.98%,720343
AB,2020-03-18,19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.18B,7.56,14.55,-22.65%,1598766
