Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-03-10,1,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,23.12B,30.09,72.91,3.05%,3536864
AA,2020-03-10,2,Alcoa Corporation,Basic Materials,Aluminum,USA,1.86B,-,9.26,6.56%,10289463
AAAU,2020-03-10,3,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,16.4,-1.95%,230136
AACG,2020-03-10,4,ATA Creativity Global,Services,Education & Training Services,China,26.66M,-,0.98,1.03%,9133
AADR,2020-03-10,5,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,47.49,2.78%,89018
AAL,2020-03-10,6,American Airlines Group Inc.,Services,Major Airlines,USA,7.27B,4.47,17.0,15.25%,56745639
AAMC,2020-03-10,7,Altisource Asset Management Corporation,Financial,Asset Management,USA,31.91M,-,19.94,-2.76%,1238
AAME,2020-03-10,8,Atlantic American Corporation,Financial,Life Insurance,USA,53.66M,-,2.6,1.96%,1444
AAN,2020-03-10,9,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,2.31B,80.94,33.59,3.61%,1139469
AAOI,2020-03-10,10,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,168.98M,-,8.12,5.18%,827825
AAON,2020-03-10,11,"AAON, Inc.",Industrial Goods,General Building Materials,USA,2.69B,50.94,51.96,0.54%,387109
AAP,2020-03-10,12,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,9.39B,19.78,135.2,3.71%,1205539
AAPL,2020-03-10,13,Apple Inc.,Consumer Goods,Electronic Equipment,USA,1265.30B,22.54,285.34,7.20%,70721316
AAT,2020-03-10,14,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,2.38B,45.88,38.77,3.91%,548374
AAU,2020-03-10,15,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,34.59M,-,0.3,-10.49%,475067
AAWW,2020-03-10,16,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,576.51M,-,21.25,2.02%,829850
AAXJ,2020-03-10,17,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,67.29,3.86%,5462082
AAXN,2020-03-10,18,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,4.03B,5162.31,67.11,1.51%,775759
AB,2020-03-10,19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.96B,11.89,29.57,7.49%,847860
ABB,2020-03-10,20,ABB Ltd,Industrial Goods,Diversified Machinery,Switzerland,44.14B,42.56,19.96,4.94%,3606008
ABBV,2020-03-10,21,AbbVie Inc.,Healthcare,Drug Manufacturers - Major,USA,132.33B,16.57,87.53,2.65%,12939725
ABC,2020-03-10,22,AmerisourceBergen Corporation,Services,Drugs Wholesale,USA,17.96B,27.93,86.07,3.36%,2185255
ABCB,2020-03-10,23,Ameris Bancorp,Financial,Regional - Mid-Atlantic Banks,USA,2.07B,9.86,28.1,3.77%,635722
ABEO,2020-03-10,24,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,216.48M,-,2.36,0.00%,1344137
ABEQ,2020-03-10,25,Absolute Core Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,21.81,0.58%,21896
ABEV,2020-03-10,26,Ambev S.A.,Consumer Goods,Beverages - Brewers,Brazil,49.08B,17.73,3.12,1.30%,59940636
ABG,2020-03-10,27,"Asbury Automotive Group, Inc.",Services,Auto Dealerships,USA,1.60B,8.50,81.35,1.42%,277814
ABIO,2020-03-10,28,"ARCA biopharma, Inc.",Healthcare,Biotechnology,USA,5.28M,-,3.31,-2.51%,20017
ABM,2020-03-10,29,ABM Industries Incorporated,Services,Business Services,USA,2.20B,16.71,31.92,1.20%,365578
ABMD,2020-03-10,30,"Abiomed, Inc.",Healthcare,Medical Appliances & Equipment,USA,7.30B,30.90,164.73,5.35%,913897
ABR,2020-03-10,31,"Arbor Realty Trust, Inc.",Financial,Mortgage Investment,USA,1.23B,8.63,10.92,2.63%,1641585
ABT,2020-03-10,32,Abbott Laboratories,Healthcare,Medical Appliances & Equipment,USA,143.00B,40.02,80.88,5.01%,9353532
ABTX,2020-03-10,33,"Allegiance Bancshares, Inc.",Financial,Regional - Southwest Banks,USA,618.23M,11.53,28.32,5.83%,165160
ABUS,2020-03-10,34,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,174.39M,-,2.78,0.72%,321949
AC,2020-03-10,35,"Associated Capital Group, Inc.",Financial,Asset Management,USA,928.46M,23.08,40.02,2.07%,19547
ACA,2020-03-10,36,"Arcosa, Inc.",Industrial Goods,Farm & Construction Machinery,USA,1.95B,16.67,38.66,5.20%,339008
ACAD,2020-03-10,37,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,6.75B,-,41.01,4.30%,1139347
ACAM,2020-03-10,38,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,307.10M,-,10.05,0.45%,2062972
ACAMU,2020-03-10,39,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,700.37M,-,10.33,0.00%,0
ACB,2020-03-10,40,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Other,Canada,1.15B,4.54,0.98,3.29%,21903951
ACBI,2020-03-10,41,"Atlantic Capital Bancshares, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,359.46M,13.03,15.69,5.30%,93322
ACC,2020-03-10,42,"American Campus Communities, Inc.",Financial,REIT - Residential,USA,5.58B,67.72,40.7,-3.28%,3855458
ACCO,2020-03-10,43,ACCO Brands Corporation,Consumer Goods,Office Supplies,USA,705.24M,6.78,7.26,-0.68%,942709
ACEL,2020-03-10,44,"Accel Entertainment, Inc.",Services,Gaming Activities,USA,778.77M,-,10.05,1.82%,386965
ACER,2020-03-10,45,Acer Therapeutics Inc.,Healthcare,Biotechnology,USA,33.25M,-,3.26,3.49%,50324
ACES,2020-03-10,46,ALPS Clean Energy ETF,Financial,Exchange Traded Fund,USA,-,-,35.03,2.96%,180087
ACGL,2020-03-10,47,Arch Capital Group Ltd.,Financial,Property & Casualty Insurance,Bermuda,15.56B,9.76,37.83,3.22%,1846296
ACGLO,2020-03-10,48,Arch Capital Group Ltd.,Financial,Insurance Brokers,Bermuda,10.39B,6.66,25.79,1.78%,19408
ACGLP,2020-03-10,49,Arch Capital Group Ltd.,Financial,Insurance Brokers,Bermuda,10.16B,6.51,25.21,1.12%,50283
ACH,2020-03-10,50,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,6.91B,78.35,6.19,0.65%,79315
ACHC,2020-03-10,51,"Acadia Healthcare Company, Inc.",Healthcare,Specialized Health Services,USA,2.41B,21.18,26.26,-1.94%,735979
ACHV,2020-03-10,52,"Achieve Life Sciences, Inc.",Healthcare,Biotechnology,Canada,9.18M,-,0.43,0.45%,320760
ACIA,2020-03-10,53,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.84B,86.16,66.17,5.40%,1108782
ACIO,2020-03-10,54,Aptus Collared Income Opportunity ETF,Financial,Exchange Traded Fund,USA,-,-,24.13,0.71%,18793
ACIU,2020-03-10,55,AC Immune SA,Healthcare,Biotechnology,Switzerland,441.37M,7.91,6.12,3.03%,166070
ACIW,2020-03-10,56,"ACI Worldwide, Inc.",Technology,Technical & System Software,USA,3.23B,50.23,28.13,-2.80%,1472272
