Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-05-18,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,25.92B,34.53,83.66,2.54%,2032718
AA,2020-05-18,Alcoa Corporation,Basic Materials,Aluminum,USA,1.48B,-,7.8,17.12%,12892529
AAL,2020-05-18,American Airlines Group Inc.,Industrials,Airlines,USA,4.22B,-,9.87,9.18%,75727387
AAN,2020-05-18,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,2.31B,-,33.37,6.61%,931001
AAON,2020-05-18,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.56B,41.69,51.07,6.95%,217804
AAP,2020-05-18,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,9.10B,19.18,131.11,4.01%,1797534
AAPL,2020-05-18,Apple Inc.,Technology,Consumer Electronics,USA,1373.26B,24.69,314.96,2.36%,33746872
AAT,2020-05-18,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.57B,33.85,26.0,6.64%,413010
AAWW,2020-05-18,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1.06B,-,38.45,8.40%,728743
AAXN,2020-05-18,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,4.58B,-,74.86,1.29%,659322
AB,2020-05-18,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.26B,8.66,22.8,7.19%,644394
ABB,2020-05-18,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,39.69B,41.15,18.68,5.78%,2890592
ABBV,2020-05-18,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,159.83B,16.19,91.47,0.84%,16127047
ABC,2020-05-18,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,17.78B,11.75,89.2,4.02%,1046918
ABCB,2020-05-18,Ameris Bancorp,Financial,Banks - Regional,USA,1.48B,9.53,21.76,12.40%,639940
ABEV,2020-05-18,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,33.51B,12.10,2.13,5.45%,42588072
ABG,2020-05-18,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,1.35B,8.33,70.61,13.34%,228061
ABM,2020-05-18,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.18B,15.30,32.58,3.20%,406144
ABMD,2020-05-18,"Abiomed, Inc.",Healthcare,Medical Devices,USA,8.57B,43.17,191.05,3.31%,361761
ABR,2020-05-18,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,790.13M,15.35,7.2,11.46%,2838424
ABT,2020-05-18,Abbott Laboratories,Healthcare,Medical Devices,USA,163.03B,45.29,90.27,0.42%,7612835
ABTX,2020-05-18,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,499.42M,11.79,24.35,8.95%,141278
AC,2020-05-18,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,792.69M,-,36.58,3.48%,36664
ACA,2020-05-18,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,1.63B,14.15,33.97,5.17%,448289
ACAD,2020-05-18,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,7.56B,-,52.06,2.42%,1317671
ACAM,2020-05-18,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,383.51M,110.44,10.05,0.00%,0
ACB,2020-05-18,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.87B,79.17,17.1,52.68%,96049597
ACC,2020-05-18,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,4.10B,38.85,29.84,4.81%,1738261
ACCO,2020-05-18,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,579.62M,5.33,6.18,10.36%,573973
ACEL,2020-05-18,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,598.17M,-,8.74,5.43%,348963
ACGL,2020-05-18,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,9.83B,7.79,24.36,6.01%,1811194
ACGLO,2020-05-18,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,9.75B,7.76,24.19,0.54%,11343
ACGLP,2020-05-18,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,9.38B,7.47,23.29,1.13%,20023
ACH,2020-05-18,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,6.45B,40.15,5.26,10.04%,70826
ACHC,2020-05-18,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,USA,2.28B,20.16,25.9,4.77%,913674
ACIA,2020-05-18,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.86B,70.01,67.56,0.45%,875796
ACIU,2020-05-18,AC Immune SA,Healthcare,Biotechnology,Switzerland,508.86M,-,7.42,-0.40%,114253
ACIW,2020-05-18,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,USA,2.91B,44.71,25.62,5.26%,1190381
ACLS,2020-05-18,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,840.17M,36.62,23.95,1.83%,360008
ACM,2020-05-18,AECOM,Industrials,Engineering & Construction,USA,5.37B,-,34.69,8.34%,1654743
ACMR,2020-05-18,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,1.18B,64.91,63.61,8.35%,569839
ACN,2020-05-18,Accenture plc,Technology,Information Technology Services,Ireland,124.87B,25.04,192.75,4.82%,2238536
ACTT,2020-05-18,Act II Global Acquisition Corp.,Financial,Shell Companies,USA,375.42M,-,10.03,-0.30%,390185
