Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-04-24,1,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,23.28B,30.99,75.09,-0.11%,2093527
AA,2020-04-24,2,Alcoa Corporation,Basic Materials,Aluminum,USA,1.41B,-,7.29,-3.44%,20680315
AAAU,2020-04-24,3,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,17.3,0.87%,461691
AACG,2020-04-24,4,ATA Creativity Global,Services,Education & Training Services,China,21.25M,-,0.74,-3.14%,3908
AADR,2020-04-24,5,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,44.85,-0.19%,2805
AAL,2020-04-24,6,American Airlines Group Inc.,Services,Major Airlines,USA,4.85B,2.69,10.25,-0.19%,54106072
AAMC,2020-04-24,7,Altisource Asset Management Corporation,Financial,Asset Management,USA,20.39M,-,13.5,3.37%,13402
AAME,2020-04-24,8,Atlantic American Corporation,Financial,Life Insurance,USA,34.78M,-,1.74,-2.85%,94
AAN,2020-04-24,9,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,1.63B,58.17,24.14,2.20%,584051
AAOI,2020-04-24,10,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,179.93M,-,8.76,4.04%,495545
AAON,2020-04-24,11,"AAON, Inc.",Industrial Goods,General Building Materials,USA,2.56B,47.03,47.97,5.24%,248613
AAP,2020-04-24,12,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,7.87B,16.59,113.39,0.33%,890877
AAPL,2020-04-24,13,Apple Inc.,Consumer Goods,Electronic Equipment,USA,1214.27B,21.72,275.03,-0.39%,30856632
AAT,2020-04-24,14,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,1.65B,30.92,26.13,-0.08%,376687
AAU,2020-04-24,15,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,40.89M,-,0.38,1.61%,522892
AAWW,2020-04-24,16,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,722.57M,-,27.92,0.61%,602536
AAXJ,2020-04-24,17,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,62.66,-0.33%,1039207
AAXN,2020-04-24,18,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,4.29B,5442.31,70.75,-3.52%,502774
AB,2020-04-24,19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,1.94B,7.88,19.6,-0.31%,409348
ABB,2020-04-24,20,ABB Ltd,Industrial Goods,Diversified Machinery,Switzerland,37.71B,36.38,17.06,0.00%,2164523
ABBV,2020-04-24,21,AbbVie Inc.,Healthcare,Drug Manufacturers - Major,USA,121.09B,15.53,82.04,0.70%,7828608
ABC,2020-04-24,22,AmerisourceBergen Corporation,Services,Drugs Wholesale,USA,18.39B,28.31,87.26,0.88%,1034386
ABCB,2020-04-24,23,Ameris Bancorp,Financial,Regional - Mid-Atlantic Banks,USA,1.64B,7.65,21.77,-0.91%,362835
ABEO,2020-04-24,24,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,211.75M,-,2.4,0.42%,854148
ABEQ,2020-04-24,25,Absolute Core Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,21.5,0.42%,6105
ABEV,2020-04-24,26,Ambev S.A.,Consumer Goods,Beverages - Brewers,Brazil,33.35B,12.05,2.12,-2.30%,27604194
ABG,2020-04-24,27,"Asbury Automotive Group, Inc.",Services,Auto Dealerships,USA,1.05B,5.69,54.5,4.67%,223047
ABIO,2020-04-24,28,"ARCA biopharma, Inc.",Healthcare,Biotechnology,USA,6.60M,-,4.13,8.12%,8789
ABM,2020-04-24,29,ABM Industries Incorporated,Services,Business Services,USA,2.08B,14.63,31.15,1.20%,408845
ABMD,2020-04-24,30,"Abiomed, Inc.",Healthcare,Medical Appliances & Equipment,USA,7.66B,32.03,170.76,2.42%,443728
ABR,2020-04-24,31,"Arbor Realty Trust, Inc.",Financial,Mortgage Investment,USA,702.66M,4.85,6.14,2.33%,1468017
ABT,2020-04-24,32,Abbott Laboratories,Healthcare,Medical Appliances & Equipment,USA,166.09B,46.48,93.94,-1.61%,10422582
ABTX,2020-04-24,33,"Allegiance Bancshares, Inc.",Financial,Regional - Southwest Banks,USA,479.98M,9.08,22.45,1.08%,92486
ABUS,2020-04-24,34,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,84.05M,-,1.23,5.13%,489259
AC,2020-04-24,35,"Associated Capital Group, Inc.",Financial,Asset Management,USA,820.80M,20.71,36.0,-0.30%,11885
ACA,2020-04-24,36,"Arcosa, Inc.",Industrial Goods,Farm & Construction Machinery,USA,1.91B,16.52,38.32,1.11%,374277
ACAD,2020-04-24,37,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,7.41B,-,49.14,-0.55%,1013701
ACAM,2020-04-24,38,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,380.65M,109.62,9.98,0.00%,0
ACAMU,2020-04-24,39,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,-,112.64,10.25,0.00%,0
ACB,2020-04-24,40,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Other,Canada,836.51M,3.31,0.72,-0.32%,25118646
ACBI,2020-04-24,41,"Atlantic Capital Bancshares, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,244.18M,9.27,11.16,1.36%,60637
ACC,2020-04-24,42,"American Campus Communities, Inc.",Financial,REIT - Residential,USA,4.25B,49.93,30.01,-3.50%,2496314
ACCO,2020-04-24,43,ACCO Brands Corporation,Consumer Goods,Office Supplies,USA,533.41M,5.32,5.7,4.40%,378907
ACEL,2020-04-24,44,"Accel Entertainment, Inc.",Services,Gaming Activities,USA,698.87M,-,8.7,6.75%,114105
ACER,2020-04-24,45,Acer Therapeutics Inc.,Healthcare,Biotechnology,USA,21.07M,-,1.88,-1.82%,23076
ACES,2020-04-24,46,ALPS Clean Energy ETF,Financial,Exchange Traded Fund,USA,-,-,31.64,1.35%,28078
ACGL,2020-04-24,47,Arch Capital Group Ltd.,Financial,Property & Casualty Insurance,Bermuda,10.22B,6.26,24.26,-2.57%,1509710
ACGLO,2020-04-24,48,Arch Capital Group Ltd.,Financial,Insurance Brokers,Bermuda,9.96B,6.39,24.72,0.24%,32967
ACGLP,2020-04-24,49,Arch Capital Group Ltd.,Financial,Insurance Brokers,Bermuda,9.77B,6.27,24.25,0.75%,37977
ACH,2020-04-24,50,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,6.03B,37.25,4.88,0.62%,59212
ACHC,2020-04-24,51,"Acadia Healthcare Company, Inc.",Healthcare,Specialized Health Services,USA,1.96B,17.60,21.83,0.92%,575068
ACHV,2020-04-24,52,"Achieve Life Sciences, Inc.",Healthcare,Biotechnology,Canada,11.19M,-,0.34,-2.38%,406543
ACIA,2020-04-24,53,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.82B,89.17,68.48,0.05%,584175
ACIO,2020-04-24,54,Aptus Collared Income Opportunity ETF,Financial,Exchange Traded Fund,USA,-,-,23.65,-0.32%,13139
ACIU,2020-04-24,55,AC Immune SA,Healthcare,Biotechnology,Switzerland,518.92M,10.82,7.62,1.20%,69231
ACIW,2020-04-24,56,"ACI Worldwide, Inc.",Technology,Technical & System Software,USA,2.86B,43.29,24.24,-1.10%,790268
ACLS,2020-04-24,57,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,725.44M,42.87,21.52,-0.51%,167236
ACM,2020-04-24,58,AECOM,Services,Technical Services,USA,5.38B,-,33.16,2.82%,2144157
ACMR,2020-04-24,59,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,608.75M,36.56,35.83,-3.40%,288638
ACN,2020-04-24,60,Accenture plc,Technology,Information Technology Services,Ireland,115.45B,22.46,172.9,0.34%,3006273
ACNB,2020-04-24,61,ACNB Corporation,Financial,Regional - Southwest Banks,USA,220.01M,7.21,24.23,-0.08%,21881
ACOR,2020-04-24,62,"Acorda Therapeutics, Inc.",Healthcare,Biotechnology,USA,51.38M,-,1.07,-1.83%,1147976
ACP,2020-04-24,63,Aberdeen Income Credit Strategies Fund,Financial,Closed-End Fund - Debt,United Kingdom,128.82M,-,7.39,-0.14%,77555
ACRE,2020-04-24,64,Ares Commercial Real Estate Corporation,Financial,Mortgage Investment,USA,239.02M,5.30,6.8,0.44%,440642
ACRS,2020-04-24,65,"Aclaris Therapeutics, Inc.",Healthcare,Biotechnology,USA,44.24M,-,1.04,-5.45%,199659
ACRX,2020-04-24,66,"AcelRx Pharmaceuticals, Inc.",Healthcare,Medical Appliances & Equipment,USA,115.05M,-,1.42,0.00%,796295
ACSG,2020-04-24,67,Xtrackers MSCI ACWI ex USA ESG Leaders Equity ETF,Financial,Exchange Traded Fund,USA,-,-,22.7,1.49%,347
ACSI,2020-04-24,68,American Customer Satisfaction ETF,Financial,Exchange Traded Fund,USA,-,-,29.89,-0.09%,105
ACST,2020-04-24,69,Acasti Pharma Inc.,Healthcare,Biotechnology,Canada,49.42M,-,0.55,-2.39%,849802
ACT,2020-04-24,70,AdvisorShares Vice ETF,Financial,Exchange Traded Fund,USA,-,-,20.76,-0.72%,1525
ACTG,2020-04-24,71,Acacia Research Corporation,Services,Business Services,USA,125.43M,-,2.54,-4.51%,104356
ACTT,2020-04-24,72,Act II Global Acquisition Corp.,Conglomerates,Conglomerates,USA,370.51M,-,9.92,-0.40%,26
ACTTU,2020-04-24,73,Act II Global Acquisition Corp.,Conglomerates,Conglomerates,USA,-,-,10.59,0.00%,0
ACU,2020-04-24,74,Acme United Corporation,Consumer Goods,Housewares & Accessories,USA,75.11M,13.54,21.52,-1.50%,12590
ACV,2020-04-24,75,AllianzGI Diversified Income & Convertible Fund,Consumer Goods,Personal Products,USA,207.08M,-,20.01,-0.65%,22367
ACWF,2020-04-24,76,iShares Edge MSCI Multifactor Global ETF,Financial,Exchange Traded Fund,USA,-,-,25.51,-0.01%,14350
ACWI,2020-04-24,77,iShares MSCI ACWI ETF,Financial,Exchange Traded Fund,USA,-,-,66.22,-0.11%,3718600
ACWV,2020-04-24,78,iShares Edge MSCI Min Vol Global ETF,Financial,Exchange Traded Fund,USA,-,-,85.27,-0.59%,523142
ACWX,2020-04-24,79,iShares MSCI ACWI ex U.S. ETF,Financial,Exchange Traded Fund,USA,-,-,38.67,-0.39%,4025542
ACY,2020-04-24,80,AeroCentury Corp.,Services,Rental & Leasing Services,USA,2.08M,-,1.38,-5.48%,24935
ADAP,2020-04-24,81,Adaptimmune Therapeutics plc,Healthcare,Biotechnology,United Kingdom,422.94M,-,3.38,-0.29%,104735
ADBE,2020-04-24,82,Adobe Inc.,Technology,Application Software,USA,161.65B,50.78,335.37,-0.42%,2088522
ADC,2020-04-24,83,Agree Realty Corporation,Financial,Property Management,USA,3.10B,31.40,60.66,-0.85%,842021
ADES,2020-04-24,84,"Advanced Emissions Solutions, Inc.",Industrial Goods,Pollution & Treatment Controls,USA,127.45M,3.38,6.58,-0.15%,141645
ADI,2020-04-24,85,"Analog Devices, Inc.",Technology,Semiconductor - Integrated Circuits,USA,37.49B,31.48,101.81,-0.30%,2563428
ADIL,2020-04-24,86,"Adial Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,12.64M,-,1.43,3.62%,12028
ADM,2020-04-24,87,Archer-Daniels-Midland Company,Consumer Goods,Farm Products,USA,20.01B,14.23,35.74,0.96%,2417391
ADMA,2020-04-24,88,"ADMA Biologics, Inc.",Healthcare,Biotechnology,USA,248.84M,-,2.83,5.99%,2339915
ADME,2020-04-24,89,Aptus Drawdown Managed Equity ETF,Financial,Exchange Traded Fund,USA,-,-,29.67,-0.32%,11721
ADMP,2020-04-24,90,Adamis Pharmaceuticals Corporation,Healthcare,Drug Delivery,USA,27.46M,-,0.37,5.09%,1319423
ADMS,2020-04-24,91,"Adamas Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,USA,102.32M,-,3.29,-4.36%,163297
ADNT,2020-04-24,92,Adient plc,Consumer Goods,Auto Parts,Ireland,1.16B,-,12.16,7.99%,1506008
ADP,2020-04-24,93,"Automatic Data Processing, Inc.",Technology,Business Software & Services,USA,58.99B,24.02,135.92,-2.00%,2319695
ADPT,2020-04-24,94,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,USA,3.62B,-,28.5,-5.94%,1298190
ADRE,2020-04-24,95,Invesco BLDRS Emerging Markets 50 ADR Index Fund,Financial,Exchange Traded Fund,USA,-,-,35.39,-0.96%,8225
ADRO,2020-04-24,96,"Aduro BioTech, Inc.",Healthcare,Biotechnology,USA,232.20M,-,2.93,-1.01%,264706
ADS,2020-04-24,97,Alliance Data Systems Corporation,Services,Business Services,USA,2.01B,3.75,40.39,10.11%,2935264
ADSK,2020-04-24,98,"Autodesk, Inc.",Technology,Technical & System Software,USA,38.12B,182.86,175.55,0.10%,1569960
ADSW,2020-04-24,99,"Advanced Disposal Services, Inc.",Industrial Goods,Waste Management,USA,2.89B,-,32.16,-0.46%,1198373
ADT,2020-04-24,100,ADT Inc.,Services,Security & Protection Services,USA,4.07B,-,5.24,2.75%,1478515
ADTN,2020-04-24,101,"ADTRAN, Inc.",Technology,Communication Equipment,USA,444.05M,-,9.28,4.98%,253518
ADUS,2020-04-24,102,Addus HomeCare Corporation,Healthcare,Home Health Care,USA,1.22B,51.74,77.92,0.05%,108538
ADVM,2020-04-24,103,"Adverum Biotechnologies, Inc.",Healthcare,Biotechnology,USA,956.50M,-,12.5,-0.48%,824183
ADX,2020-04-24,104,"Adams Diversified Equity Fund, Inc.",Financial,Closed-End Fund - Equity,USA,1.49B,3.12,13.72,0.22%,525422
ADXS,2020-04-24,105,"Advaxis, Inc.",Healthcare,Biotechnology,USA,36.77M,-,0.58,-0.68%,744633
AE,2020-04-24,106,"Adams Resources & Energy, Inc.",Basic Materials,Oil & Gas Refining & Marketing,USA,110.38M,12.99,25.2,8.15%,5209
AEE,2020-04-24,107,Ameren Corporation,Utilities,Electric Utilities,USA,18.24B,22.15,74.19,-3.37%,1528121
AEF,2020-04-24,108,"Aberdeen Emerging Markets Equity Income Fund, Inc.",Financial,Asset Management,United Kingdom,278.12M,3.54,5.48,1.11%,226786
AEG,2020-04-24,109,Aegon N.V.,Financial,Life Insurance,Netherlands,4.92B,3.08,2.35,0.86%,3068246
AEGN,2020-04-24,110,Aegion Corporation,Industrial Goods,Heavy Construction,USA,452.64M,-,14.27,2.07%,93291
AEHR,2020-04-24,111,Aehr Test Systems,Technology,Semiconductor Equipment & Materials,USA,39.53M,216.25,1.73,2.98%,8562
AEIS,2020-04-24,112,"Advanced Energy Industries, Inc.",Technology,Diversified Electronics,USA,1.84B,33.35,48.92,-0.97%,354587
AEL,2020-04-24,113,American Equity Investment Life Holding Company,Financial,Life Insurance,USA,1.69B,6.65,17.79,0.06%,751464
AEM,2020-04-24,114,Agnico Eagle Mines Limited,Basic Materials,Gold,Canada,14.31B,30.39,59.98,6.08%,3625885
AEMD,2020-04-24,115,"Aethlon Medical, Inc.",Healthcare,Medical Appliances & Equipment,USA,13.18M,-,1.43,-0.69%,125651
AEO,2020-04-24,116,"American Eagle Outfitters, Inc.",Services,Apparel Stores,USA,1.13B,6.25,6.99,3.86%,30555694
AEP,2020-04-24,117,"American Electric Power Company, Inc.",Utilities,Electric Utilities,USA,40.87B,21.39,83.02,-2.33%,2417176
AER,2020-04-24,118,AerCap Holdings N.V.,Services,"Air Services, Other",Netherlands,3.13B,2.64,22.3,-0.36%,1476254
AERI,2020-04-24,119,"Aerie Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Major,USA,681.87M,-,14.01,2.49%,768641
AES,2020-04-24,120,The AES Corporation,Utilities,Electric Utilities,USA,8.80B,28.01,12.69,0.08%,4018869
AESE,2020-04-24,121,Allied Esports Entertainment Inc.,Conglomerates,Conglomerates,USA,50.58M,-,2.3,1.32%,19998
AESR,2020-04-24,122,Anfield U.S. Equity Sector Rotation ETF,Financial,Exchange Traded Fund,USA,-,-,8.98,-0.02%,454101
AEY,2020-04-24,123,"ADDvantage Technologies Group, Inc.",Services,Electronics Wholesale,USA,25.68M,-,2.5,1.21%,33850
AEZS,2020-04-24,124,Aeterna Zentaris Inc.,Healthcare,Biotechnology,Canada,20.61M,-,0.8,2.53%,43518
AFB,2020-04-24,125,AllianceBernstein National Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,368.80M,6.81,12.83,-0.77%,39451
AFG,2020-04-24,126,"American Financial Group, Inc.",Financial,Property & Casualty Insurance,USA,5.76B,6.18,60.97,-2.10%,502144
AFH,2020-04-24,127,"Atlas Financial Holdings, Inc.",Financial,Property & Casualty Insurance,USA,4.50M,-,0.38,-1.30%,67422
AFI,2020-04-24,128,"Armstrong Flooring, Inc.",Industrial Goods,General Building Materials,USA,31.76M,-,1.45,2.84%,147814
AFIF,2020-04-24,129,Anfield Universal Fixed Income ETF,Financial,Exchange Traded Fund,USA,-,-,9.76,-0.36%,480785
AFIN,2020-04-24,130,"American Finance Trust, Inc.",Financial,REIT - Diversified,USA,711.31M,-,6.47,1.89%,437365
AFINP,2020-04-24,131,"American Finance Trust, Inc.",Financial,REIT - Diversified,USA,-,-,18.45,1.88%,14455
AFK,2020-04-24,132,VanEck Vectors Africa Index ETF,Financial,Exchange Traded Fund,USA,-,-,14.06,1.51%,25335
AFL,2020-04-24,133,Aflac Incorporated,Financial,Accident & Health Insurance,USA,25.83B,7.92,35.04,-1.21%,3205894
AFLG,2020-04-24,134,First Trust Active Factor Large Cap ETF,Financial,Exchange Traded Fund,USA,-,-,17.0,0.00%,0
AFMC,2020-04-24,135,First Trust Active Factor Mid Cap ETF,Financial,Exchange Traded Fund,USA,-,-,15.23,0.00%,0
AFMD,2020-04-24,136,Affimed N.V.,Healthcare,Biotechnology,Germany,164.66M,-,2.17,-2.69%,550990
AFSM,2020-04-24,137,First Trust Active Factor Small Cap ETF,Financial,Exchange Traded Fund,USA,-,-,14.66,0.00%,0
AFT,2020-04-24,138,Apollo Senior Floating Rate Fund Inc.,Financial,Asset Management,USA,185.63M,6.61,11.92,-0.17%,52810
AFTY,2020-04-24,139,Pacer CSOP FTSE China A50 ETF,Financial,Exchange Traded Fund,USA,-,-,15.55,0.02%,4256
AFYA,2020-04-24,140,Afya Limited,Services,Education & Training Services,Brazil,1.67B,19.75,18.53,-2.68%,365912
