Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-05-26,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,26.70B,35.55,86.13,1.35%,3110911
AA,2020-05-26,Alcoa Corporation,Basic Materials,Aluminum,USA,1.64B,-,8.76,6.70%,8509688
AAL,2020-05-26,American Airlines Group Inc.,Industrials,Airlines,USA,4.80B,-,11.14,14.85%,101136884
AAN,2020-05-26,"Aaron's, Inc.",Industrials,Rental & Leasing Services,USA,2.43B,-,36.31,6.86%,467291
AAON,2020-05-26,"AAON, Inc.",Industrials,Building Products & Equipment,USA,2.86B,44.72,54.78,5.96%,206044
AAP,2020-05-26,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,9.46B,24.71,135.58,1.57%,807470
AAPL,2020-05-26,Apple Inc.,Technology,Consumer Electronics,USA,1380.97B,24.83,316.73,-0.68%,31252431
AAT,2020-05-26,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,1.67B,35.16,27.0,7.27%,502690
AAWW,2020-05-26,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1.03B,-,39.05,-0.59%,527455
AAXN,2020-05-26,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,4.68B,-,75.8,2.28%,503689
AB,2020-05-26,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,2.40B,9.47,24.93,2.72%,522653
ABB,2020-05-26,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,42.66B,42.78,19.42,3.46%,2899897
ABBV,2020-05-26,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,161.46B,16.05,90.71,-1.51%,11439261
ABC,2020-05-26,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,18.29B,11.96,90.78,-2.53%,1022136
ABCB,2020-05-26,Ameris Bancorp,Financial,Banks - Regional,USA,1.68B,10.63,24.27,12.10%,510635
ABEV,2020-05-26,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,36.97B,13.35,2.35,9.81%,35618166
ABG,2020-05-26,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,1.51B,9.13,77.39,7.38%,198744
ABM,2020-05-26,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,2.28B,16.05,34.16,4.85%,343210
ABMD,2020-05-26,"Abiomed, Inc.",Healthcare,Medical Devices,USA,9.42B,47.24,209.08,1.42%,855416
ABR,2020-05-26,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,888.89M,18.64,8.37,6.08%,2328627
ABT,2020-05-26,Abbott Laboratories,Healthcare,Medical Devices,USA,158.28B,44.90,89.48,-2.18%,6162135
ABTX,2020-05-26,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,540.93M,12.82,26.49,6.64%,77376
AC,2020-05-26,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,904.09M,-,41.17,3.08%,14550
ACA,2020-05-26,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,1.83B,15.90,38.18,6.89%,408979
ACAD,2020-05-26,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,8.03B,-,51.17,-0.14%,1144889
ACAM,2020-05-26,Acamar Partners Acquisition Corp.,Industrials,Conglomerates,USA,381.90M,123.46,10.0,0.00%,5
ACB,2020-05-26,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.72B,72.27,15.61,-2.50%,12420493
ACC,2020-05-26,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,4.75B,44.23,33.97,8.01%,1399211
ACCO,2020-05-26,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,562.05M,5.25,6.09,-0.33%,722333
ACEL,2020-05-26,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,759.03M,-,9.72,5.65%,214178
ACGL,2020-05-26,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,11.87B,9.40,29.39,3.83%,2572228
ACGLO,2020-05-26,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,10.06B,8.01,24.97,0.08%,20538
ACGLP,2020-05-26,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,9.63B,7.67,23.91,0.89%,36811
ACH,2020-05-26,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,6.15B,38.00,4.94,3.13%,185205
ACHC,2020-05-26,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,USA,2.56B,22.27,28.62,4.00%,538778
ACIA,2020-05-26,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.80B,70.02,67.57,-0.49%,718045
ACIU,2020-05-26,AC Immune SA,Healthcare,Biotechnology,Switzerland,535.20M,-,7.52,0.94%,121382
ACIW,2020-05-26,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,USA,3.07B,46.68,26.75,2.14%,611351
ACLS,2020-05-26,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,872.35M,40.84,26.71,6.84%,447045
ACM,2020-05-26,AECOM,Industrials,Engineering & Construction,USA,6.08B,-,38.17,6.56%,1540799
ACMR,2020-05-26,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,1.11B,60.41,59.2,11.97%,970194
ACN,2020-05-26,Accenture plc,Technology,Information Technology Services,Ireland,129.84B,25.51,196.4,1.39%,2352041
ACTT,2020-05-26,Act II Global Acquisition Corp.,Financial,Shell Companies,USA,377.60M,-,10.08,0.00%,402826
ADAP,2020-05-26,Adaptimmune Therapeutics plc,Healthcare,Biotechnology,United Kingdom,701.51M,-,5.3,-8.15%,1235028
ADBE,2020-05-26,Adobe Inc.,Technology,Software - Infrastructure,USA,181.54B,57.02,376.63,-2.24%,3500675
ADC,2020-05-26,Agree Realty Corporation,Real Estate,REIT - Retail,USA,3.48B,33.69,64.69,4.24%,585716
ADCT,2020-05-26,ADC Therapeutics SA,Healthcare,Biotechnology,Switzerland,2.44B,-,36.4,3.12%,342605
ADI,2020-05-26,"Analog Devices, Inc.",Technology,Semiconductors,USA,41.50B,37.62,112.7,1.48%,2112201
ADM,2020-05-26,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,USA,20.90B,13.44,37.13,4.95%,2715011
ADNT,2020-05-26,Adient plc,Consumer Cyclical,Auto Parts,Ireland,1.64B,-,17.53,4.10%,1475466
ADP,2020-05-26,"Automatic Data Processing, Inc.",Industrials,Staffing & Employment Services,USA,59.74B,23.82,138.92,3.00%,3080420
ADPT,2020-05-26,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,USA,4.80B,-,39.39,-5.61%,1225865
ADS,2020-05-26,Alliance Data Systems Corporation,Financial,Credit Services,USA,2.41B,6.14,49.42,17.53%,2629652
ADSK,2020-05-26,"Autodesk, Inc.",Technology,Software - Application,USA,43.50B,207.84,199.53,1.92%,1658290
ADSW,2020-05-26,"Advanced Disposal Services, Inc.",Industrials,Waste Management,USA,2.88B,-,31.9,-0.13%,725344
