Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
A,2020-03-25,1,"Agilent Technologies, Inc.",Healthcare,Medical Laboratories & Research,USA,21.73B,27.65,69.0,2.99%,2597160
AA,2020-03-25,2,Alcoa Corporation,Basic Materials,Aluminum,USA,1.34B,-,7.09,-2.48%,12575924
AAAU,2020-03-25,3,Perth Mint Physical Gold ETF,Financial,Exchange Traded Fund,USA,-,-,16.12,-1.47%,210271
AACG,2020-03-25,4,ATA Creativity Global,Services,Education & Training Services,China,24.19M,-,0.91,5.43%,8772
AADR,2020-03-25,5,AdvisorShares Dorsey Wright ADR ETF,Financial,Exchange Traded Fund,USA,-,-,40.68,6.19%,42096
AAL,2020-03-25,6,American Airlines Group Inc.,Services,Major Airlines,USA,6.71B,3.66,15.39,10.56%,93158772
AAMC,2020-03-25,7,Altisource Asset Management Corporation,Financial,Asset Management,USA,17.36M,-,13.52,23.83%,18517
AAME,2020-03-25,8,Atlantic American Corporation,Financial,Life Insurance,USA,45.10M,-,2.12,-11.66%,1063
AAN,2020-03-25,9,"Aaron's, Inc.",Services,Rental & Leasing Services,USA,1.40B,50.14,23.76,14.18%,1754057
AAOI,2020-03-25,10,"Applied Optoelectronics, Inc.",Technology,Semiconductor - Integrated Circuits,USA,154.85M,-,7.45,-3.25%,480615
AAON,2020-03-25,11,"AAON, Inc.",Industrial Goods,General Building Materials,USA,2.28B,44.60,42.75,-6.02%,370961
AAP,2020-03-25,12,"Advance Auto Parts, Inc.",Services,Auto Parts Stores,USA,6.17B,12.64,90.37,4.62%,1066318
AAPL,2020-03-25,13,Apple Inc.,Consumer Goods,Electronic Equipment,USA,1088.56B,19.50,245.52,-0.55%,73891772
AAT,2020-03-25,14,"American Assets Trust, Inc.",Financial,REIT - Retail,USA,1.43B,28.25,22.88,-4.15%,854092
AAU,2020-03-25,15,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,34.80M,-,0.32,12.07%,761563
AAWW,2020-03-25,16,"Atlas Air Worldwide Holdings, Inc.",Services,"Air Services, Other",USA,612.60M,-,22.75,-3.93%,662190
AAXJ,2020-03-25,17,iShares MSCI All Country Asia ex Japan ETF,Financial,Exchange Traded Fund,USA,-,-,59.39,3.20%,3566000
AAXN,2020-03-25,18,"Axon Enterprise, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,3.53B,5371.54,71.15,1.89%,803018
AB,2020-03-25,19,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,1.26B,6.80,18.02,6.56%,1198965
ABB,2020-03-25,20,ABB Ltd,Industrial Goods,Diversified Machinery,Switzerland,35.69B,35.88,17.65,4.87%,4518911
ABBV,2020-03-25,21,AbbVie Inc.,Healthcare,Drug Manufacturers - Major,USA,99.97B,12.78,67.91,0.62%,19947579
ABC,2020-03-25,22,AmerisourceBergen Corporation,Services,Drugs Wholesale,USA,16.24B,25.91,75.35,-5.64%,2282645
ABCB,2020-03-25,23,Ameris Bancorp,Financial,Regional - Mid-Atlantic Banks,USA,1.51B,7.64,21.56,-0.87%,516439
ABEO,2020-03-25,24,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,165.37M,-,2.17,4.83%,1712547
ABEQ,2020-03-25,25,Absolute Core Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,20.33,3.93%,10833
ABEV,2020-03-25,26,Ambev S.A.,Consumer Goods,Beverages - Brewers,Brazil,35.39B,12.78,2.37,5.33%,27219670
ABG,2020-03-25,27,"Asbury Automotive Group, Inc.",Services,Auto Dealerships,USA,1.02B,5.59,58.67,9.60%,356670
ABIO,2020-03-25,28,"ARCA biopharma, Inc.",Healthcare,Biotechnology,USA,4.15M,-,2.55,-1.92%,23289
ABM,2020-03-25,29,ABM Industries Incorporated,Services,Business Services,USA,1.44B,9.86,21.01,-0.05%,1153584
ABMD,2020-03-25,30,"Abiomed, Inc.",Healthcare,Medical Appliances & Equipment,USA,6.75B,26.95,146.89,2.24%,468040
ABR,2020-03-25,31,"Arbor Realty Trust, Inc.",Financial,Mortgage Investment,USA,483.53M,3.38,5.05,18.27%,4888030
ABT,2020-03-25,32,Abbott Laboratories,Healthcare,Medical Appliances & Equipment,USA,130.75B,34.48,70.75,1.52%,9148167
ABTX,2020-03-25,33,"Allegiance Bancshares, Inc.",Financial,Regional - Southwest Banks,USA,472.78M,10.01,24.03,-2.87%,108689
ABUS,2020-03-25,34,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,92.16M,-,2.15,10.26%,273384
AC,2020-03-25,35,"Associated Capital Group, Inc.",Financial,Asset Management,USA,602.29M,16.38,28.25,-0.56%,14230
ACA,2020-03-25,36,"Arcosa, Inc.",Industrial Goods,Farm & Construction Machinery,USA,1.70B,15.21,35.17,-0.28%,412429
ACAD,2020-03-25,37,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,5.65B,-,38.06,0.00%,1146126
ACAM,2020-03-25,38,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,288.77M,-,9.88,4.55%,2102
ACAMU,2020-03-25,39,Acamar Partners Acquisition Corp.,Conglomerates,Conglomerates,USA,656.59M,-,9.66,0.00%,0
ACB,2020-03-25,40,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Other,Canada,-,3.32,0.75,4.06%,46787985
ACBI,2020-03-25,41,"Atlantic Capital Bancshares, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,233.26M,8.86,10.48,-1.78%,88202
ACC,2020-03-25,42,"American Campus Communities, Inc.",Financial,REIT - Residential,USA,3.36B,40.70,28.30,15.70%,2058614
ACCO,2020-03-25,43,ACCO Brands Corporation,Consumer Goods,Office Supplies,USA,396.22M,3.90,4.51,7.89%,1259044
ACEL,2020-03-25,44,TPG Pace Holdings Corp.,Services,Gaming Activities,USA,633.43M,-,7.88,13.06%,235810
ACER,2020-03-25,45,Acer Therapeutics Inc.,Healthcare,Biotechnology,USA,19.67M,-,1.97,47.01%,154556
ACES,2020-03-25,46,ALPS Clean Energy ETF,Financial,Exchange Traded Fund,USA,-,-,29.01,5.38%,87835
ACET,2020-03-25,47,Aceto Corporation,Healthcare,Drugs - Generic,USA,-,-,-,-,0
ACGL,2020-03-25,48,Arch Capital Group Ltd.,Financial,Property & Casualty Insurance,Bermuda,10.58B,6.61,25.72,0.47%,6405837
ACGLO,2020-03-25,49,Arch Capital Group Ltd.,Financial,Insurance Brokers,Bermuda,8.04B,5.16,21.18,6.17%,57926
ACGLP,2020-03-25,50,Arch Capital Group Ltd.,Financial,Insurance Brokers,Bermuda,7.76B,4.97,22.11,14.86%,61761
ACH,2020-03-25,51,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,5.98B,64.55,5.21,4.83%,52945
ACHC,2020-03-25,52,"Acadia Healthcare Company, Inc.",Healthcare,Specialized Health Services,USA,895.82M,10.12,13.79,9.88%,2949447
ACHV,2020-03-25,53,"Achieve Life Sciences, Inc.",Healthcare,Biotechnology,Canada,9.09M,-,0.30,4.90%,1175696
ACIA,2020-03-25,54,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2.71B,86.45,66.39,0.00%,854575
ACIO,2020-03-25,55,Aptus Collared Income Opportunity ETF,Financial,Exchange Traded Fund,USA,-,-,22.53,1.49%,7199
ACIU,2020-03-25,56,AC Immune SA,Healthcare,Biotechnology,Switzerland,355.08M,7.67,6.07,4.66%,170801
