Ticker,Date,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
ACWX,2020-03-09,79,iShares MSCI ACWI ex U.S. ETF,Financial,Exchange Traded Fund,USA,-,-,40.5,-8.00%,1536462
ACY,2020-03-09,80,AeroCentury Corp.,Services,Rental & Leasing Services,USA,5.58M,-,3.58,-1.92%,46
ADAP,2020-03-09,81,Adaptimmune Therapeutics plc,Healthcare,Biotechnology,United Kingdom,410.40M,-,2.96,-15.19%,562819
ADBE,2020-03-09,82,Adobe Inc.,Technology,Application Software,USA,154.04B,50.85,305.79,-9.20%,5265130
ADC,2020-03-09,83,Agree Realty Corporation,Financial,Property Management,USA,3.33B,37.71,72.86,-4.94%,506634
ADES,2020-03-09,84,"Advanced Emissions Solutions, Inc.",Industrial Goods,Pollution & Treatment Controls,USA,147.64M,4.38,7.75,-11.63%,221798
ADI,2020-03-09,85,"Analog Devices, Inc.",Technology,Semiconductor - Integrated Circuits,USA,36.53B,30.15,97.51,-8.87%,4924629
ADIL,2020-03-09,86,"Adial Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,14.94M,-,1.33,-8.90%,39885
ADM,2020-03-09,87,Archer-Daniels-Midland Company,Consumer Goods,Farm Products,USA,20.05B,14.06,35.3,-6.22%,6745527
ADMA,2020-03-09,88,"ADMA Biologics, Inc.",Healthcare,Biotechnology,USA,246.73M,-,2.67,-10.70%,2423617
ADME,2020-03-09,89,Aptus Drawdown Managed Equity ETF,Financial,Exchange Traded Fund,USA,-,-,29.5,-2.41%,87585
ADMP,2020-03-09,90,Adamis Pharmaceuticals Corporation,Healthcare,Drug Delivery,USA,36.01M,-,0.47,-8.47%,470731
ADMS,2020-03-09,91,"Adamas Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,USA,92.39M,-,3.35,-13.88%,353102
ADNT,2020-03-09,92,Adient plc,Consumer Goods,Auto Parts,Ireland,1.59B,-,17.01,-15.62%,1888364
ADP,2020-03-09,93,"Automatic Data Processing, Inc.",Technology,Business Software & Services,USA,65.78B,26.67,150.92,-5.17%,4546152
ADPT,2020-03-09,94,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,USA,3.16B,-,24.6,-9.02%,1327531
ADRE,2020-03-09,95,Invesco BLDRS Emerging Markets 50 ADR Index Fund,Financial,Exchange Traded Fund,USA,-,-,36.62,-6.69%,47591
ADRO,2020-03-09,96,"Aduro BioTech, Inc.",Healthcare,Biotechnology,USA,255.61M,-,3.07,-4.66%,887482
ADS,2020-03-09,97,Alliance Data Systems Corporation,Services,Business Services,USA,3.07B,5.85,63.02,-13.21%,1142344
ADSK,2020-03-09,98,"Autodesk, Inc.",Technology,Technical & System Software,USA,37.37B,166.03,160.05,-7.71%,3104581
ADSW,2020-03-09,99,"Advanced Disposal Services, Inc.",Industrial Goods,Waste Management,USA,2.94B,-,32.76,-0.91%,3350560
ADT,2020-03-09,100,ADT Inc.,Services,Security & Protection Services,USA,4.15B,-,5.27,-10.98%,1776608
ADTN,2020-03-09,101,"ADTRAN, Inc.",Technology,Communication Equipment,USA,348.62M,-,7.07,-10.17%,210148
ADUS,2020-03-09,102,Addus HomeCare Corporation,Healthcare,Home Health Care,USA,1.09B,46.77,70.43,-7.81%,170453
ADVM,2020-03-09,103,"Adverum Biotechnologies, Inc.",Healthcare,Biotechnology,USA,830.93M,-,10.01,-15.67%,1839479
ADX,2020-03-09,104,"Adams Diversified Equity Fund, Inc.",Financial,Closed-End Fund - Equity,USA,1.42B,3.05,13.41,-7.26%,500953
ADXS,2020-03-09,105,"Advaxis, Inc.",Healthcare,Biotechnology,USA,46.05M,-,0.73,-7.94%,2393677
AE,2020-03-09,106,"Adams Resources & Energy, Inc.",Basic Materials,Oil & Gas Refining & Marketing,USA,106.24M,61.60,24.76,-11.77%,5440
AEE,2020-03-09,107,Ameren Corporation,Utilities,Electric Utilities,USA,20.26B,24.36,81.6,-4.39%,4267080
AEF,2020-03-09,108,"Aberdeen Emerging Markets Equity Income Fund, Inc.",Financial,Asset Management,United Kingdom,314.66M,10.13,6.2,-7.05%,110717
AEG,2020-03-09,109,Aegon N.V.,Financial,Life Insurance,Netherlands,5.76B,3.33,2.62,-14.94%,5402508
AEGN,2020-03-09,110,Aegion Corporation,Industrial Goods,Heavy Construction,USA,492.90M,-,16.43,-8.87%,192176
AEHR,2020-03-09,111,Aehr Test Systems,Technology,Semiconductor Equipment & Materials,USA,42.18M,-,1.64,-8.89%,82181
AEIS,2020-03-09,112,"Advanced Energy Industries, Inc.",Technology,Diversified Electronics,USA,2.10B,37.16,54.51,-11.29%,322921
AEL,2020-03-09,113,American Equity Investment Life Holding Company,Financial,Life Insurance,USA,1.85B,7.00,18.72,-17.09%,731225
AEM,2020-03-09,114,Agnico Eagle Mines Limited,Basic Materials,Gold,Canada,11.91B,25.02,49.29,-7.11%,2181099
AEMD,2020-03-09,115,"Aethlon Medical, Inc.",Healthcare,Medical Appliances & Equipment,USA,23.34M,-,2.72,13.33%,3222545
AEO,2020-03-09,116,"American Eagle Outfitters, Inc.",Services,Apparel Stores,USA,1.81B,9.74,10.92,-8.54%,6372885
AEP,2020-03-09,117,"American Electric Power Company, Inc.",Utilities,Electric Utilities,USA,47.45B,24.47,94.96,-2.80%,6641644
AER,2020-03-09,118,AerCap Holdings N.V.,Services,"Air Services, Other",Netherlands,5.57B,4.99,42.19,-11.09%,2563946
AERI,2020-03-09,119,"Aerie Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Major,USA,750.09M,-,14.5,-4.35%,1022159
AES,2020-03-09,120,The AES Corporation,Utilities,Electric Utilities,USA,9.72B,32.19,14.58,-13.32%,6964957
AESE,2020-03-09,121,Allied Esports Entertainment Inc.,Conglomerates,Conglomerates,USA,49.83M,-,2.09,-6.70%,22915
AESR,2020-03-09,122,Anfield U.S. Equity Sector Rotation ETF,Financial,Exchange Traded Fund,USA,-,-,8.76,-6.70%,548
AEY,2020-03-09,123,"ADDvantage Technologies Group, Inc.",Services,Electronics Wholesale,USA,29.73M,-,2.7,-12.34%,321228
AEZS,2020-03-09,124,Aeterna Zentaris Inc.,Healthcare,Biotechnology,Canada,16.22M,-,0.69,-10.43%,346332
AFB,2020-03-09,125,AllianceBernstein National Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,404.44M,7.46,14.07,-3.03%,61081
AFG,2020-03-09,126,"American Financial Group, Inc.",Financial,Property & Casualty Insurance,USA,7.65B,8.59,84.72,-8.70%,878051
AFH,2020-03-09,127,"Atlas Financial Holdings, Inc.",Financial,Property & Casualty Insurance,USA,6.21M,-,0.52,-5.64%,183533
AFI,2020-03-09,128,"Armstrong Flooring, Inc.",Industrial Goods,General Building Materials,USA,41.73M,-,1.74,-8.90%,171246
AFIF,2020-03-09,129,Anfield Universal Fixed Income ETF,Financial,Exchange Traded Fund,USA,-,-,10.09,0.10%,2344
AFIN,2020-03-09,130,"American Finance Trust, Inc.",Financial,REIT - Diversified,USA,1.02B,-,9.18,-9.20%,818542
AFINP,2020-03-09,131,"American Finance Trust, Inc.",Financial,REIT - Diversified,USA,-,-,22.82,-8.76%,132366
AFK,2020-03-09,132,VanEck Vectors Africa Index ETF,Financial,Exchange Traded Fund,USA,-,-,15.16,-11.58%,22842
AFL,2020-03-09,133,Aflac Incorporated,Financial,Accident & Health Insurance,USA,27.69B,8.50,37.59,-7.82%,7859598
AFLG,2020-03-09,134,First Trust Active Factor Large Cap ETF,Financial,Exchange Traded Fund,USA,-,-,17.4,-7.41%,50710
AFMC,2020-03-09,135,First Trust Active Factor Mid Cap ETF,Financial,Exchange Traded Fund,USA,-,-,16.43,-8.64%,7525
AFMD,2020-03-09,136,Affimed N.V.,Healthcare,Biotechnology,Germany,162.14M,-,2.0,-10.71%,866355
AFSM,2020-03-09,137,First Trust Active Factor Small Cap ETF,Financial,Exchange Traded Fund,USA,-,-,15.97,-11.56%,12446
AFT,2020-03-09,138,Apollo Senior Floating Rate Fund Inc.,Financial,Asset Management,USA,212.26M,7.56,13.63,-6.06%,131123
AFTY,2020-03-09,139,Pacer CSOP FTSE China A50 ETF,Financial,Exchange Traded Fund,USA,-,-,16.24,-2.06%,17576
AFYA,2020-03-09,140,Afya Limited,Services,Education & Training Services,Brazil,2.09B,20.06,21.38,-7.65%,741879
AG,2020-03-09,141,First Majestic Silver Corp.,Basic Materials,Silver,Canada,1.46B,-,7.11,-10.23%,3733527
AGCO,2020-03-09,142,AGCO Corporation,Industrial Goods,Farm & Construction Machinery,USA,4.27B,43.60,56.98,-7.21%,775695
AGD,2020-03-09,143,Aberdeen Global Dynamic Dividend Fund,Financial,Closed-End Fund - Foreign,USA,108.68M,7.77,8.66,-8.07%,53469
AGE,2020-03-09,144,"AgeX Therapeutics, Inc.",Healthcare,Biotechnology,USA,37.51M,-,0.94,-7.84%,98205
AGEN,2020-03-09,145,Agenus Inc.,Healthcare,Biotechnology,USA,322.84M,-,2.35,-3.69%,4498105
AGFS,2020-03-09,146,"AgroFresh Solutions, Inc.",Conglomerates,Conglomerates,USA,103.30M,-,1.99,-4.78%,61177
AGG,2020-03-09,147,iShares Core U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,117.71,-0.13%,12944695
AGGP,2020-03-09,148,IQ Enhanced Core Plus Bond U.S. ETF,Financial,Exchange Traded Fund,USA,-,-,20.1,-0.27%,14122
AGGY,2020-03-09,149,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,-,-,53.98,-1.04%,876491
AGI,2020-03-09,150,Alamos Gold Inc.,Basic Materials,Gold,Canada,2.35B,25.08,6.02,-7.24%,3689201
AGIO,2020-03-09,151,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,3.14B,-,44.25,-5.65%,525270
AGLE,2020-03-09,152,"Aeglea BioTherapeutics, Inc.",Healthcare,Biotechnology,USA,185.37M,-,6.13,-2.85%,63713
AGM,2020-03-09,153,Federal Agricultural Mortgage Corporation,Financial,Credit Services,USA,741.14M,8.08,70.25,-3.24%,97930
AGM-A,2020-03-09,154,Federal Agricultural Mortgage Corporation,Financial,Credit Services,USA,67.77M,7.57,65.75,-0.38%,178
AGMH,2020-03-09,155,AGM Group Holdings Inc.,Technology,Application Software,Hong Kong,323.48M,-,15.18,-0.49%,3705
AGN,2020-03-09,156,Allergan plc,Healthcare,Drugs - Generic,USA,61.31B,-,185.46,-3.38%,5194445
AGNC,2020-03-09,157,AGNC Investment Corp.,Financial,Mortgage Investment,USA,8.73B,13.57,15.59,-8.83%,12976760
AGNCM,2020-03-09,158,AGNC Investment Corp.,Financial,Mortgage Investment,USA,11.64B,20.99,24.35,-2.68%,89076
AGNCN,2020-03-09,159,AGNC Investment Corp.,Financial,Mortgage Investment,USA,11.89B,21.46,24.89,-1.70%,117623
AGNCO,2020-03-09,160,AGNC Investment Corp.,Financial,Mortgage Investment,USA,-,21.03,24.4,-2.79%,191033
AGND,2020-03-09,161,WisdomTree Negative Duration U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,-,-,37.87,-2.61%,12713
AGO,2020-03-09,162,Assured Guaranty Ltd.,Financial,Surety & Title Insurance,Bermuda,3.47B,9.18,37.07,-10.78%,1213204
AGQ,2020-03-09,163,ProShares Ultra Silver,Financial,Exchange Traded Fund,USA,-,-,27.8,-4.07%,258041
AGR,2020-03-09,164,"Avangrid, Inc.",Utilities,Gas Utilities,USA,15.69B,22.07,49.91,-2.65%,1122956
AGRO,2020-03-09,165,Adecoagro S.A.,Consumer Goods,Farm Products,Luxembourg,637.34M,-,5.24,-22.94%,1291864
AGRX,2020-03-09,166,"Agile Therapeutics, Inc.",Healthcare,Drugs - Generic,USA,172.02M,-,2.18,-14.84%,3923399
AGS,2020-03-09,167,"PlayAGS, Inc.",Services,Gaming Activities,USA,214.71M,-,5.64,-9.18%,718576
AGT,2020-03-09,168,iShares MSCI Argentina and Global Exposure ETF,Financial,Exchange Traded Fund,USA,-,-,17.0,-13.43%,21099
AGTC,2020-03-09,169,Applied Genetic Technologies Corporation,Healthcare,Biotechnology,USA,96.89M,-,3.77,-11.92%,398957
AGX,2020-03-09,170,"Argan, Inc.",Industrial Goods,Heavy Construction,USA,567.34M,-,36.65,-10.59%,137102
AGYS,2020-03-09,171,"Agilysys, Inc.",Technology,Application Software,USA,611.34M,-,24.25,-8.04%,236476
AGZ,2020-03-09,172,iShares Agency Bond ETF,Financial,Exchange Traded Fund,USA,-,-,121.78,0.77%,119306
AGZD,2020-03-09,173,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,Financial,Exchange Traded Fund,USA,-,-,47.1,-0.76%,42380
AHC,2020-03-09,174,A.H. Belo Corporation,Services,Publishing - Newspapers,USA,47.50M,3.52,2.13,-7.39%,79808
AHCO,2020-03-09,175,AdaptHealth Corp.,Healthcare,Medical Appliances & Equipment,USA,1.13B,-,15.24,-7.86%,124352
AHH,2020-03-09,176,"Armada Hoffler Properties, Inc.",Financial,REIT - Diversified,USA,1.19B,37.86,15.37,-13.94%,315997
AHPI,2020-03-09,177,"Allied Healthcare Products, Inc.",Healthcare,Medical Appliances & Equipment,USA,54.62M,-,13.29,-26.53%,773373
AHT,2020-03-09,178,"Ashford Hospitality Trust, Inc.",Financial,REIT - Hotel/Motel,USA,169.57M,-,1.56,-15.68%,1517053
AI,2020-03-09,179,Arlington Asset Investment Corp.,Financial,Mortgage Investment,USA,189.51M,14.53,4.97,-11.57%,527194
AIA,2020-03-09,180,iShares Asia 50 ETF,Financial,Exchange Traded Fund,USA,-,-,59.13,-4.34%,196055
AIEQ,2020-03-09,181,AI Powered Equity ETF,Financial,Exchange Traded Fund,USA,-,-,24.34,-7.61%,63157
AIF,2020-03-09,182,Apollo Tactical Income Fund Inc.,Financial,Asset Management,USA,193.82M,17.07,13.4,-7.65%,252656
AIG,2020-03-09,183,"American International Group, Inc.",Financial,Property & Casualty Insurance,USA,30.78B,8.91,32.81,-13.29%,19557452
AIHS,2020-03-09,184,Senmiao Technology Limited,Financial,Credit Services,China,13.64M,-,0.42,-9.66%,72376
AIIQ,2020-03-09,185,AI Powered International Equity ETF,Financial,Exchange Traded Fund,USA,-,-,22.01,-8.37%,3705
AIM,2020-03-09,186,AIM ImmunoTech Inc.,Healthcare,Biotechnology,USA,148.17M,-,6.1,190.48%,88052956
AIMC,2020-03-09,187,Altra Industrial Motion Corp.,Industrial Goods,Industrial Electrical Equipment,USA,1.47B,10.99,21.68,-14.85%,729535
AIMT,2020-03-09,188,"Aimmune Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.31B,-,18.6,-9.75%,1648535
AIN,2020-03-09,189,Albany International Corp.,Industrial Goods,Textile Industrial,USA,1.91B,14.42,59.07,-9.58%,311037
AINC,2020-03-09,190,Ashford Inc.,Financial,Asset Management,USA,36.91M,-,15.91,-12.10%,51564
AINV,2020-03-09,191,Apollo Investment Corporation,Financial,Asset Management,USA,888.50M,14.25,13.07,-14.80%,2332685
AIQ,2020-03-09,192,Global X Future Analytics Tech ETF,Financial,Exchange Traded Fund,USA,-,-,16.03,-5.09%,25487
AIR,2020-03-09,193,AAR Corp.,Industrial Goods,Aerospace/Defense Products & Services,USA,1.09B,12.03,30.25,-16.83%,331730
AIRG,2020-03-09,194,"Airgain, Inc.",Technology,Communication Equipment,USA,70.11M,78.46,7.14,-8.81%,49759
AIRI,2020-03-09,195,Air Industries Group,Industrial Goods,Aerospace/Defense Products & Services,USA,34.18M,-,1.09,-7.63%,234721
AIRR,2020-03-09,196,First Trust RBA American Industrial RenaissanceTM ETF,Financial,Exchange Traded Fund,USA,-,-,22.57,-8.84%,16134
AIRT,2020-03-09,197,"Air T, Inc.",Services,Air Delivery & Freight Services,USA,49.47M,34.37,18.39,-0.60%,201
AIT,2020-03-09,198,"Applied Industrial Technologies, Inc.",Services,Industrial Equipment Wholesale,USA,1.86B,12.79,48.82,-13.13%,407047
AIV,2020-03-09,199,Apartment Investment and Management Company,Financial,REIT - Residential,USA,7.11B,14.80,47.19,-5.26%,1857299
AIZ,2020-03-09,200,"Assurant, Inc.",Financial,Accident & Health Insurance,USA,6.58B,19.45,109.05,-8.89%,715382
AIZP,2020-03-09,201,"Assurant, Inc.",Financial,Insurance Brokers,USA,6.83B,18.84,110.01,-6.83%,62430
AJG,2020-03-09,202,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,17.94B,26.66,94.14,-6.64%,1547990
AJRD,2020-03-09,203,"Aerojet Rocketdyne Holdings, Inc.",Industrial Goods,Aerospace/Defense - Major Diversified,USA,3.66B,26.66,45.3,-6.66%,1000586
AJX,2020-03-09,204,Great Ajax Corp.,Financial,Mortgage Investment,USA,295.65M,10.41,12.76,-8.20%,315296
AJXA,2020-03-09,205,Great Ajax Corp. 7.25 CV SR NT 24,Financial,Exchange Traded Fund,USA,-,-,25.0,-4.40%,9610
AKAM,2020-03-09,206,"Akamai Technologies, Inc.",Technology,Internet Information Providers,USA,13.72B,28.44,82.62,-8.83%,1896358
AKBA,2020-03-09,207,"Akebia Therapeutics, Inc.",Healthcare,Biotechnology,USA,991.36M,-,8.05,-11.15%,1684157
AKCA,2020-03-09,208,"Akcea Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.48B,-,14.13,-15.49%,377460
