,0
1958-12-01,3.01
1959-01-01,3.09
1959-02-01,3.13
1959-03-01,3.13
1959-04-01,3.27
1959-05-01,3.33
1959-06-01,3.52
1959-07-01,3.82
1959-08-01,3.87
1959-09-01,4.7
1959-10-01,4.53
1959-11-01,4.54
1959-12-01,4.85
1960-01-01,4.74
1960-02-01,4.3
1960-03-01,3.61
1960-04-01,3.55
1960-05-01,3.58
1960-06-01,2.74
1960-07-01,2.71
1960-08-01,2.59
1960-09-01,2.83
1960-10-01,2.73
1960-11-01,2.66
1960-12-01,2.5
1961-01-01,2.47
1961-02-01,2.6
1961-03-01,2.54
1961-04-01,2.47
1961-05-01,2.45
1961-06-01,2.54
1961-07-01,2.45
1961-08-01,2.66
1961-09-01,2.68
1961-10-01,2.66
1961-11-01,2.7
1961-12-01,2.88
1962-01-01,2.94
1962-02-01,2.93
1962-03-01,2.87
1962-04-01,2.83
1962-05-01,2.78
1962-06-01,2.8
1962-07-01,3.08
1962-08-01,2.99
1962-09-01,2.93
1962-10-01,2.84
1962-11-01,2.89
1962-12-01,2.91
1963-01-01,2.96
1963-02-01,2.98
1963-03-01,2.95
1963-04-01,2.98
1963-05-01,3.01
1963-06-01,3.08
1963-07-01,3.31
1963-08-01,3.44
1963-09-01,3.5
1963-10-01,3.58
1963-11-01,3.65
1963-12-01,3.66
1964-01-01,3.64
1964-02-01,3.67
1964-03-01,3.72
1964-04-01,3.66
1964-05-01,3.6
1964-06-01,3.56
1964-07-01,3.56
1964-08-01,3.61
1964-09-01,3.68
1964-10-01,3.72
1964-11-01,3.81
1964-12-01,3.95
1965-01-01,3.94
1965-02-01,4.0
1965-03-01,4.0
1965-04-01,3.99
1965-05-01,3.95
1965-06-01,3.86
1965-07-01,3.9
1965-08-01,3.95
1965-09-01,4.07
1965-10-01,4.19
1965-11-01,4.24
1965-12-01,4.55
1966-01-01,4.71
1966-02-01,4.82
1966-03-01,4.78
1966-04-01,4.74
1966-05-01,4.81
1966-06-01,4.65
1966-07-01,4.93
1966-08-01,5.27
1966-09-01,5.79
1966-10-01,5.62
1966-11-01,5.54
1966-12-01,5.07
1967-01-01,4.74
1967-02-01,4.59
1967-03-01,4.22
1967-04-01,3.89
1967-05-01,3.8
1967-06-01,3.89
1967-07-01,4.72
1967-08-01,4.83
1967-09-01,4.96
1967-10-01,5.07
1967-11-01,5.25
1967-12-01,5.49
1968-01-01,5.24
1968-02-01,5.17
1968-03-01,5.33
1968-04-01,5.49
1968-05-01,5.83
1968-06-01,5.64
1968-07-01,5.41
1968-08-01,5.23
1968-09-01,5.25
1968-10-01,5.41
1968-11-01,5.6
1968-12-01,6.06
1969-01-01,6.28
1969-02-01,6.3
1969-03-01,6.16
1969-04-01,6.13
1969-05-01,6.15
1969-06-01,6.75
1969-07-01,7.24
1969-08-01,7.19
1969-09-01,7.32
1969-10-01,7.29
1969-11-01,7.62
1969-12-01,7.9
1970-01-01,7.78
1970-02-01,7.22
1970-03-01,6.58
1970-04-01,6.6
1970-05-01,7.02
1970-06-01,6.86
1970-07-01,6.51
1970-08-01,6.55
1970-09-01,6.46
1970-10-01,6.21
1970-11-01,5.42
1970-12-01,4.89
1971-01-01,4.47
1971-02-01,3.78
1971-03-01,3.5
1971-04-01,4.03
1971-05-01,4.36
1971-06-01,4.97
1971-07-01,5.63
1971-08-01,5.22
1971-09-01,4.97
1971-10-01,4.6
1971-11-01,4.38
1971-12-01,4.23
1972-01-01,3.66
1972-02-01,3.63
1972-03-01,4.12
1972-04-01,4.23
1972-05-01,4.12
1972-06-01,4.35
1972-07-01,4.5
1972-08-01,4.55
1972-09-01,5.13
1972-10-01,5.13
1972-11-01,5.09
1972-12-01,5.3
1973-01-01,5.62
1973-02-01,5.83
1973-03-01,6.51
1973-04-01,6.52
1973-05-01,6.62
1973-06-01,7.23
1973-07-01,8.12
1973-08-01,8.65
1973-09-01,8.45
1973-10-01,7.32
1973-11-01,7.96
1973-12-01,7.56
1974-01-01,7.65
1974-02-01,6.96
1974-03-01,7.83
1974-04-01,8.32
1974-05-01,8.4
1974-06-01,8.12
1974-07-01,7.94
1974-08-01,9.11
1974-09-01,8.53
1974-10-01,7.74
1974-11-01,7.52
1974-12-01,7.11
1975-01-01,6.36
1975-02-01,5.62
1975-03-01,5.62
1975-04-01,6.0
1975-05-01,5.59
1975-06-01,5.61
1975-07-01,6.5
1975-08-01,6.94
1975-09-01,6.92
1975-10-01,6.25
1975-11-01,5.8
1975-12-01,5.85
1976-01-01,5.14
1976-02-01,5.2
1976-03-01,5.44
1976-04-01,5.18
1976-05-01,5.62
1976-06-01,5.77
1976-07-01,5.53
1976-08-01,5.4
1976-09-01,5.3
1976-10-01,5.06
1976-11-01,4.88
1976-12-01,4.51
1977-01-01,4.83
1977-02-01,4.9
1977-03-01,4.88
1977-04-01,4.8
1977-05-01,5.2
