,0
2002-12-18,6595.0
2002-12-25,4662.0
2003-01-01,4420.0
2003-01-08,5490.0
2003-01-15,5192.0
2003-01-22,6119.0
2003-01-29,7030.0
2003-02-05,5664.0
2003-02-12,3527.0
2003-02-19,4407.0
2003-02-26,4950.0
2003-03-05,5501.0
2003-03-12,4775.0
2003-03-19,3607.0
2003-03-26,5927.0
2003-04-02,6199.0
2003-04-09,6872.0
2003-04-16,8821.0
2003-04-23,9285.0
2003-04-30,10583.0
2003-05-07,6050.0
2003-05-14,7199.0
2003-05-21,7608.0
2003-05-28,4825.0
2003-06-04,6126.0
2003-06-11,6031.0
2003-06-18,8086.0
2003-06-25,5306.0
2003-07-02,5707.0
2003-07-09,6356.0
2003-07-16,5724.0
2003-07-23,6058.0
2003-07-30,6174.0
2003-08-06,6400.0
2003-08-13,5720.0
2003-08-20,6533.0
2003-08-27,5441.0
2003-09-03,4525.0
2003-09-10,5039.0
2003-09-17,7247.0
2003-09-24,6837.0
2003-10-01,4922.0
2003-10-08,4935.0
2003-10-15,4857.0
2003-10-22,5123.0
2003-10-29,5672.0
2003-11-05,4615.0
2003-11-12,4614.0
2003-11-19,5175.0
2003-11-26,5377.0
2003-12-03,4374.0
2003-12-10,5162.0
2003-12-17,7455.0
2003-12-24,4670.0
2003-12-31,5723.0
2004-01-07,4915.0
2004-01-14,5398.0
2004-01-21,7740.0
2004-01-28,5247.0
2004-02-04,5728.0
2004-02-11,5247.0
2004-02-18,5004.0
2004-02-25,5209.0
2004-03-03,4698.0
2004-03-10,4415.0
2004-03-17,6415.0
2004-03-24,4404.0
2004-03-31,5884.0
2004-04-07,4561.0
2004-04-14,4902.0
2004-04-21,5886.0
2004-04-28,6540.0
2004-05-05,5960.0
2004-05-12,4949.0
2004-05-19,4451.0
2004-05-26,4844.0
2004-06-02,1592.0
2004-06-09,5215.0
2004-06-16,7067.0
2004-06-23,7202.0
2004-06-30,6032.0
2004-07-07,2915.0
2004-07-14,5369.0
2004-07-21,4879.0
2004-07-28,4447.0
2004-08-04,5081.0
2004-08-11,4617.0
2004-08-18,4665.0
2004-08-25,3668.0
2004-09-01,6374.0
2004-09-08,3701.0
2004-09-15,7626.0
2004-09-22,4845.0
2004-09-29,5436.0
2004-10-06,5576.0
2004-10-13,5466.0
2004-10-20,4785.0
2004-10-27,4582.0
2004-11-03,4971.0
2004-11-10,4565.0
2004-11-17,4851.0
2004-11-24,4575.0
2004-12-01,5264.0
2004-12-08,4831.0
2004-12-15,5019.0
2004-12-22,4047.0
2004-12-29,5734.0
2005-01-05,4791.0
2005-01-12,4951.0
2005-01-19,5142.0
2005-01-26,5117.0
2005-02-02,5097.0
2005-02-09,4747.0
2005-02-16,5010.0
2005-02-23,4487.0
2005-03-02,4906.0
2005-03-09,4599.0
2005-03-16,4746.0
2005-03-23,4677.0
2005-03-30,5198.0
2005-04-06,4530.0
2005-04-13,4926.0
2005-04-20,4102.0
2005-04-27,6356.0
2005-05-04,4618.0
2005-05-11,4998.0
2005-05-18,5080.0
2005-05-25,5518.0
2005-06-01,4039.0
2005-06-08,4626.0
2005-06-15,9849.0
2005-06-22,5099.0
2005-06-29,4173.0
2005-07-06,4544.0
2005-07-13,4790.0
2005-07-20,4660.0
2005-07-27,4417.0
2005-08-03,4813.0
2005-08-10,5679.0
2005-08-17,5669.0
2005-08-24,4603.0
2005-08-31,5650.0
2005-09-07,4445.0
2005-09-14,5319.0
2005-09-21,5718.0
2005-09-28,4479.0
2005-10-05,4786.0
2005-10-12,5265.0
2005-10-19,4469.0
2005-10-26,4727.0
2005-11-02,4499.0
2005-11-09,5388.0
2005-11-16,4416.0
2005-11-23,4162.0
2005-11-30,4634.0
2005-12-07,5076.0
2005-12-14,4990.0
2005-12-21,5290.0
2005-12-28,4243.0
2006-01-04,3922.0
2006-01-11,4465.0
2006-01-18,5429.0
2006-01-25,5266.0
2006-02-01,5095.0
2006-02-08,3973.0
2006-02-15,5125.0
2006-02-22,4334.0
2006-03-01,5427.0
2006-03-08,4851.0
2006-03-15,2844.0
2006-03-22,4414.0
2006-03-29,4619.0
2006-04-05,4663.0
2006-04-12,4334.0
2006-04-19,5245.0
2006-04-26,5610.0
2006-05-03,5215.0
2006-05-10,4931.0
2006-05-17,5055.0
2006-05-24,5188.0
2006-05-31,2637.0
2006-06-07,5552.0
2006-06-14,4468.0
2006-06-21,5385.0
2006-06-28,4879.0
2006-07-05,5528.0
2006-07-12,5024.0
2006-07-19,5272.0
2006-07-26,4824.0
2006-08-02,5471.0
2006-08-09,2907.0
2006-08-16,4443.0
2006-08-23,4943.0
2006-08-30,4919.0
2006-09-06,4373.0
2006-09-13,4690.0
2006-09-20,5216.0
2006-09-27,4585.0
2006-10-04,6222.0
2006-10-11,4103.0
2006-10-18,5540.0
2006-10-25,5346.0
2006-11-01,5007.0
2006-11-08,4624.0
2006-11-15,4820.0
2006-11-22,4128.0
2006-11-29,4807.0
2006-12-06,4523.0
2006-12-13,4500.0
2006-12-20,5436.0
2006-12-27,4470.0
2007-01-03,6156.0
2007-01-10,4999.0
2007-01-17,5533.0
2007-01-24,5412.0
2007-01-31,6053.0
2007-02-07,5255.0
2007-02-14,5102.0
2007-02-21,5304.0
2007-02-28,5194.0
2007-03-07,4449.0
2007-03-14,5113.0
2007-03-21,4721.0
2007-03-28,4772.0
2007-04-04,4973.0
2007-04-11,4758.0
2007-04-18,5235.0
2007-04-25,12250.0
2007-05-02,25350.0
2007-05-09,4726.0
2007-05-16,4125.0
2007-05-23,4312.0
2007-05-30,4637.0
2007-06-06,5396.0
2007-06-13,4742.0
2007-06-20,6022.0
2007-06-27,4039.0
2007-07-04,4117.0
2007-07-11,4914.0
2007-07-18,4100.0
2007-07-25,4931.0
2007-08-01,4769.0
2007-08-08,4670.0
2007-08-15,5109.0
2007-08-22,5329.0
2007-08-29,4924.0
2007-09-05,4489.0
2007-09-12,5188.0
2007-09-19,4455.0
2007-09-26,4943.0
2007-10-03,5645.0
2007-10-10,4166.0
2007-10-17,5105.0
2007-10-24,4737.0
2007-10-31,4307.0
2007-11-07,4902.0
2007-11-14,5540.0
2007-11-21,5324.0
2007-11-28,4711.0
2007-12-05,5079.0
2007-12-12,4333.0
2007-12-19,4586.0
2007-12-26,4529.0
2008-01-02,7277.0
2008-01-09,5363.0
2008-01-16,5674.0
2008-01-23,4871.0
2008-01-30,5082.0
2008-02-06,4841.0
2008-02-13,4979.0
2008-02-20,4525.0
2008-02-27,5103.0
2008-03-05,4794.0
2008-03-12,5249.0
2008-03-19,5364.0
2008-03-26,4944.0
2008-04-02,6013.0
2008-04-09,3437.0
2008-04-16,4614.0
2008-04-23,5570.0
2008-04-30,4955.0
2008-05-07,5730.0
2008-05-14,4020.0
2008-05-21,4420.0
2008-05-28,4415.0
2008-06-04,5278.0
2008-06-11,4369.0
2008-06-18,4172.0
2008-06-25,4208.0
2008-07-02,4139.0
2008-07-09,4355.0
2008-07-16,4036.0
2008-07-23,6720.0
2008-07-30,4271.0
2008-08-06,4798.0
2008-08-13,4715.0
2008-08-20,5177.0
2008-08-27,4989.0
2008-09-03,5606.0
2008-09-10,5412.0
2008-09-17,5512.0
2008-09-24,5175.0
2008-10-01,5278.0
2008-10-08,5544.0
2008-10-15,23983.0
2008-10-22,55625.0
2008-10-29,19484.0
2008-11-05,18652.0
2008-11-12,52985.0
2008-11-19,68457.0
2008-11-26,17355.0
2008-12-03,57345.0
2008-12-10,41646.0
2008-12-17,120443.0
2008-12-24,118058.0
2008-12-31,106123.0
2009-01-07,62686.0
2009-01-14,31173.0
2009-01-21,46705.0
2009-01-28,38717.0
2009-02-04,47708.0
2009-02-11,20266.0
2009-02-18,20501.0
2009-02-25,25109.0
2009-03-04,68282.0
2009-03-11,34431.0
2009-03-18,100379.0
2009-03-25,56198.0
2009-04-01,37754.0
2009-04-08,23684.0
2009-04-15,94509.0
2009-04-22,93533.0
2009-04-29,62810.0
2009-05-06,70683.0
2009-05-13,57167.0
2009-05-20,37929.0
2009-05-27,11048.0
2009-06-03,37634.0
2009-06-10,17166.0
2009-06-17,132837.0
2009-06-24,78847.0
2009-07-01,78142.0
2009-07-08,36910.0
2009-07-15,65234.0
2009-07-22,61601.0
2009-07-29,57825.0
2009-08-05,61522.0
2009-08-12,35758.0
2009-08-19,40294.0
2009-08-26,12828.0
2009-09-02,58716.0
2009-09-09,4500.0
2009-09-16,72399.0
2009-09-23,50907.0
2009-09-30,108324.0
2009-10-07,31005.0
2009-10-14,15570.0
2009-10-21,73730.0
2009-10-28,30563.0
2009-11-04,81576.0
2009-11-11,62930.0
2009-11-18,62309.0
