,0
2002-12-18,53295.0
2002-12-25,53298.0
2003-01-01,53300.0
2003-01-08,53300.0
2003-01-15,51240.0
2003-01-22,51240.0
2003-01-29,51240.0
2003-02-05,51239.0
2003-02-12,51356.0
2003-02-19,50961.0
2003-02-26,51659.0
2003-03-05,51730.0
2003-03-12,51734.0
2003-03-19,51738.0
2003-03-26,52287.0
2003-04-02,52293.0
2003-04-09,52301.0
2003-04-16,52309.0
2003-04-23,51529.0
2003-04-30,51538.0
2003-05-07,51544.0
2003-05-14,51550.0
2003-05-21,46663.0
2003-05-28,46669.0
2003-06-04,46670.0
2003-06-11,46668.0
2003-06-18,46665.0
2003-06-25,46663.0
2003-07-02,46661.0
2003-07-09,46659.0
2003-07-16,46657.0
2003-07-23,46656.0
2003-07-30,46654.0
2003-08-06,44824.0
2003-08-13,44825.0
2003-08-20,50383.0
2003-08-27,50384.0
2003-09-03,50385.0
2003-09-10,51655.0
2003-09-17,51656.0
2003-09-24,51658.0
2003-10-01,51660.0
2003-10-08,51664.0
2003-10-15,51669.0
2003-10-22,51673.0
2003-10-29,51958.0
2003-11-05,51962.0
2003-11-12,51966.0
2003-11-19,50183.0
2003-11-26,50975.0
2003-12-03,51318.0
2003-12-10,51316.0
2003-12-17,51315.0
2003-12-24,51313.0
2003-12-31,51312.0
2004-01-07,51309.0
2004-01-14,51305.0
2004-01-21,47663.0
2004-01-28,47661.0
2004-02-04,47660.0
2004-02-11,47744.0
2004-02-18,48816.0
2004-02-25,49240.0
2004-03-03,49241.0
2004-03-10,49740.0
2004-03-17,49744.0
2004-03-24,49998.0
2004-03-31,50002.0
2004-04-07,50007.0
2004-04-14,50012.0
2004-04-21,50017.0
2004-04-28,50022.0
2004-05-05,50027.0
2004-05-12,50033.0
2004-05-19,50576.0
2004-05-26,50582.0
2004-06-02,51299.0
2004-06-09,51577.0
2004-06-16,51580.0
2004-06-23,51583.0
2004-06-30,51586.0
2004-07-07,51591.0
2004-07-14,51854.0
2004-07-21,51859.0
2004-07-28,51865.0
2004-08-04,51869.0
2004-08-11,51872.0
2004-08-18,49803.0
2004-08-25,49806.0
2004-09-01,49808.0
2004-09-08,49807.0
2004-09-15,49805.0
2004-09-22,50203.0
2004-09-29,50517.0
2004-10-06,50517.0
2004-10-13,50518.0
2004-10-20,50539.0
2004-10-27,50942.0
2004-11-03,51060.0
2004-11-10,50330.0
2004-11-17,53998.0
2004-11-24,54001.0
2004-12-01,54003.0
2004-12-08,54009.0
2004-12-15,54358.0
2004-12-22,54364.0
2004-12-29,54371.0
2005-01-05,54373.0
2005-01-12,54373.0
2005-01-19,51786.0
2005-01-26,51786.0
2005-02-02,51786.0
2005-02-09,51782.0
2005-02-16,47225.0
2005-02-23,50279.0
2005-03-02,50277.0
2005-03-09,50279.0
2005-03-16,50281.0
2005-03-23,50283.0
2005-03-30,50284.0
2005-04-06,50289.0
2005-04-13,50294.0
2005-04-20,49885.0
2005-04-27,49890.0
2005-05-04,50365.0
2005-05-11,51144.0
2005-05-18,53621.0
2005-05-25,53677.0
2005-06-01,53758.0
2005-06-08,53764.0
2005-06-15,53769.0
2005-06-22,54145.0
2005-06-29,54151.0
2005-07-06,54151.0
2005-07-13,54150.0
2005-07-20,52889.0
2005-07-27,52888.0
2005-08-03,52887.0
2005-08-10,52888.0
2005-08-17,51932.0
2005-08-24,52433.0
2005-08-31,52433.0
2005-09-07,52437.0
2005-09-14,52583.0
2005-09-21,52588.0
2005-09-28,52592.0
2005-10-05,52597.0
2005-10-12,52601.0
2005-10-19,52606.0
2005-10-26,52611.0
2005-11-02,52617.0
2005-11-09,53429.0
2005-11-16,53440.0
2005-11-23,56681.0
2005-11-30,56690.0
2005-12-07,56692.0
2005-12-14,56694.0
2005-12-21,56696.0
2005-12-28,56698.0
2006-01-04,56694.0
2006-01-11,57306.0
2006-01-18,55762.0
2006-01-25,56577.0
2006-02-01,56647.0
2006-02-08,56643.0
2006-02-15,53056.0
2006-02-22,54931.0
2006-03-01,54953.0
2006-03-08,55355.0
2006-03-15,55362.0
2006-03-22,55368.0
2006-03-29,55375.0
2006-04-05,55378.0
2006-04-12,55380.0
2006-04-19,55382.0
2006-04-26,55384.0
2006-05-03,55387.0
2006-05-10,55392.0
2006-05-17,55397.0
2006-05-24,59595.0
2006-05-31,59600.0
2006-06-07,60688.0
2006-06-14,60696.0
2006-06-21,60704.0
2006-06-28,60712.0
2006-07-05,60717.0
2006-07-12,60722.0
2006-07-19,61341.0
2006-07-26,61347.0
2006-08-02,61352.0
2006-08-09,61355.0
2006-08-16,58151.0
2006-08-23,59710.0
2006-08-30,59713.0
2006-09-06,59717.0
2006-09-13,60269.0
2006-09-20,60272.0
2006-09-27,60276.0
2006-10-04,60279.0
2006-10-11,60282.0
2006-10-18,61742.0
2006-10-25,61745.0
2006-11-01,61746.0
2006-11-08,62057.0
2006-11-15,62048.0
2006-11-22,67249.0
2006-11-29,67241.0
2006-12-06,67678.0
2006-12-13,67668.0
2006-12-20,67659.0
2006-12-27,67650.0
2007-01-03,67644.0
2007-01-10,67642.0
2007-01-17,67537.0
2007-01-24,69783.0
2007-01-31,69780.0
2007-02-07,69783.0
2007-02-14,65326.0
2007-02-21,66523.0
2007-02-28,66526.0
2007-03-07,66533.0
2007-03-14,66539.0
2007-03-21,66546.0
2007-03-28,66552.0
2007-04-04,66562.0
2007-04-11,66839.0
2007-04-18,66851.0
2007-04-25,66887.0
2007-05-02,66901.0
2007-05-09,66921.0
2007-05-16,66941.0
2007-05-23,74477.0
2007-05-30,74496.0
2007-06-06,74512.0
2007-06-13,74526.0
2007-06-20,74541.0
2007-06-27,74556.0
2007-07-04,74570.0
2007-07-11,74583.0
2007-07-18,69332.0
2007-07-25,69342.0
2007-08-01,69350.0
2007-08-08,69353.0
2007-08-15,66060.0
2007-08-22,75486.0
2007-08-29,75489.0
2007-09-05,75489.0
2007-09-12,75489.0
2007-09-19,75489.0
2007-09-26,75488.0
2007-10-03,75487.0
2007-10-10,75484.0
2007-10-17,75481.0
2007-10-24,75478.0
2007-10-31,75475.0
2007-11-07,75480.0
2007-11-14,75484.0
2007-11-21,81927.0
2007-11-28,81931.0
2007-12-05,81935.0
2007-12-12,81938.0
2007-12-19,81942.0
2007-12-26,81945.0
2008-01-02,81950.0
2008-01-09,81960.0
2008-01-16,81969.0
2008-01-23,84395.0
2008-01-30,84407.0
2008-02-06,84408.0
2008-02-13,84406.0
2008-02-20,88939.0
2008-02-27,88938.0
2008-03-05,88945.0
2008-03-12,88956.0
2008-03-19,88966.0
2008-03-26,88977.0
2008-04-02,88986.0
2008-04-09,88993.0
2008-04-16,85901.0
2008-04-23,85907.0
2008-04-30,85914.0
2008-05-07,83432.0
2008-05-14,83199.0
2008-05-21,90046.0
2008-05-28,90065.0
2008-06-04,90080.0
2008-06-11,90094.0
2008-06-18,90108.0
2008-06-25,90121.0
2008-07-02,90136.0
2008-07-09,90155.0
2008-07-16,89829.0
2008-07-23,89847.0
2008-07-30,89865.0
2008-08-06,89886.0
2008-08-13,89907.0
2008-08-20,91812.0
2008-08-27,91834.0
2008-09-03,91851.0
2008-09-10,91863.0
2008-09-17,93341.0
2008-09-24,93353.0
2008-10-01,93362.0
2008-10-08,93353.0
2008-10-15,94336.0
2008-10-22,94327.0
2008-10-29,94317.0
2008-11-05,94312.0
2008-11-12,94309.0
2008-11-19,96956.0
2008-11-26,96952.0
2008-12-03,96940.0
2008-12-10,96916.0
2008-12-17,97373.0
2008-12-24,97345.0
2008-12-31,97325.0
2009-01-07,97280.0
2009-01-14,96462.0
2009-01-21,97383.0
2009-01-28,97338.0
2009-02-04,97304.0
2009-02-11,97278.0
2009-02-18,99442.0
2009-02-25,99416.0
2009-03-04,100588.0
2009-03-11,100598.0
2009-03-18,100928.0
2009-03-25,100938.0
2009-04-01,109586.0
2009-04-08,109906.0
2009-04-15,110944.0
2009-04-22,117956.0
2009-04-29,118003.0
2009-05-06,127410.0
2009-05-13,127416.0
2009-05-20,128320.0
2009-05-27,137233.0
2009-06-03,138134.0
2009-06-10,153118.0
2009-06-17,153325.0
2009-06-24,166750.0
