,0
2002-12-18,79836.0
2002-12-25,79838.0
2003-01-01,79840.0
2003-01-08,79840.0
2003-01-15,79840.0
2003-01-22,79840.0
2003-01-29,79840.0
2003-02-05,79837.0
2003-02-12,79834.0
2003-02-19,79831.0
2003-02-26,79828.0
2003-03-05,79831.0
2003-03-12,79837.0
2003-03-19,79842.0
2003-03-26,79904.0
2003-04-02,79911.0
2003-04-09,79921.0
2003-04-16,79932.0
2003-04-23,79942.0
2003-04-30,79952.0
2003-05-07,79960.0
2003-05-14,79968.0
2003-05-21,79975.0
2003-05-28,79983.0
2003-06-04,79985.0
2003-06-11,79982.0
2003-06-18,79979.0
2003-06-25,79976.0
2003-07-02,79973.0
2003-07-09,79971.0
2003-07-16,79969.0
2003-07-23,79967.0
2003-07-30,79965.0
2003-08-06,79966.0
2003-08-13,79967.0
2003-08-20,76928.0
2003-08-27,76929.0
2003-09-03,76931.0
2003-09-10,77085.0
2003-09-17,77086.0
2003-09-24,77088.0
2003-10-01,77090.0
2003-10-08,77095.0
2003-10-15,77100.0
2003-10-22,77105.0
2003-10-29,77110.0
2003-11-05,77114.0
2003-11-12,77119.0
2003-11-19,77123.0
2003-11-26,77128.0
2003-12-03,77151.0
2003-12-10,77150.0
2003-12-17,77149.0
2003-12-24,77147.0
2003-12-31,77146.0
2004-01-07,77142.0
2004-01-14,77139.0
2004-01-21,77135.0
2004-01-28,77131.0
2004-02-04,77129.0
2004-02-11,77127.0
2004-02-18,77126.0
2004-02-25,77359.0
2004-03-03,77361.0
2004-03-10,77413.0
2004-03-17,77419.0
2004-03-24,77426.0
2004-03-31,77432.0
2004-04-07,77440.0
2004-04-14,77447.0
2004-04-21,77455.0
2004-04-28,77462.0
2004-05-05,77470.0
2004-05-12,77479.0
2004-05-19,76618.0
2004-05-26,76627.0
2004-06-02,76719.0
2004-06-09,76723.0
2004-06-16,76728.0
2004-06-23,76732.0
2004-06-30,76737.0
2004-07-07,76745.0
2004-07-14,76786.0
2004-07-21,76794.0
2004-07-28,76802.0
2004-08-04,76808.0
2004-08-11,76813.0
2004-08-18,75911.0
2004-08-25,75916.0
2004-09-01,75919.0
2004-09-08,75917.0
2004-09-15,75915.0
2004-09-22,76312.0
2004-09-29,76315.0
2004-10-06,76316.0
2004-10-13,76316.0
2004-10-20,76317.0
2004-10-27,76718.0
2004-11-03,76720.0
2004-11-10,76822.0
2004-11-17,75630.0
2004-11-24,75633.0
2004-12-01,75637.0
2004-12-08,75644.0
2004-12-15,75748.0
2004-12-22,75755.0
2004-12-29,75763.0
2005-01-05,75766.0
2005-01-12,75766.0
2005-01-19,75767.0
2005-01-26,75768.0
2005-02-02,78806.0
2005-02-09,78797.0
2005-02-16,80000.0
2005-02-23,76934.0
2005-03-02,76929.0
2005-03-09,76934.0
2005-03-16,76938.0
2005-03-23,76943.0
2005-03-30,76947.0
2005-04-06,76959.0
2005-04-13,76971.0
2005-04-20,76984.0
2005-04-27,76996.0
2005-05-04,77241.0
2005-05-11,77258.0
2005-05-18,77275.0
2005-05-25,77291.0
2005-06-01,78008.0
2005-06-08,78023.0
2005-06-15,78038.0
2005-06-22,78140.0
2005-06-29,78155.0
2005-07-06,78156.0
2005-07-13,78153.0
2005-07-20,78151.0
2005-07-27,78149.0
2005-08-03,78148.0
2005-08-10,78149.0
2005-08-17,76983.0
2005-08-24,76984.0
2005-08-31,76985.0
2005-09-07,76996.0
2005-09-14,77104.0
2005-09-21,77115.0
2005-09-28,77125.0
2005-10-05,77136.0
2005-10-12,77148.0
2005-10-19,77159.0
