Ticker,Date,Net Flows*
BFIT,2020-03-27,-1.59
BDEC,2020-03-27,0.0
BBUS,2020-03-27,0.0
BBEU,2020-03-27,0.0
BBC,2020-03-27,0.0
BBAX,2020-03-27,0.0
BAUG,2020-03-27,0.0
BAR,2020-03-27,0.0
BAL,2020-03-27,-0.2
BBSA,2020-03-27,0.0
AWTM,2020-03-27,0.0
AVUV,2020-03-27,0.0
BCI,2020-03-27,3.56
AVDV,2020-03-27,0.0
AVDE,2020-03-27,8.03
ATMP,2020-03-27,-0.17
ASHX,2020-03-27,0.0
AWAY,2020-03-27,0.0
AVUS,2020-03-27,6.27
ASHS,2020-03-27,0.0
ASHR,2020-03-27,0.0
BCD,2020-03-27,0.0
ASET,2020-03-27,0.0
ARMR,2020-03-27,0.0
ARKW,2020-03-27,21.97
ARKQ,2020-03-27,0.0
ARKF,2020-03-27,0.0
ARGT,2020-03-27,-0.01
AOK,2020-03-27,1.69
BDRY,2020-03-27,0.0
BCM,2020-03-27,0.09
BBCA,2020-03-27,0.0
AFTY,2020-03-27,0.0
AVEM,2020-03-27,0.0
ALFA,2020-03-27,0.0
AFMC,2020-03-27,0.0
BBJP,2020-03-27,0.0
ABEQ,2020-03-27,0.0
BDCZ,2020-03-27,0.0
AOM,2020-03-27,5.5
AGG,2020-03-27,114.27
BDCY,2020-03-27,0.0
AFK,2020-03-27,0.0
AESR,2020-03-27,1.87
ADME,2020-03-27,0.0
ARCM,2020-03-27,0.0
AIIQ,2020-03-27,0.0
BBRE,2020-03-27,-19.31
ACWX,2020-03-27,37.68
AMUB,2020-03-27,0.0
AFSM,2020-03-27,0.0
ACIO,2020-03-27,0.0
AADR,2020-03-27,0.0
ACSG,2020-03-27,0.0
BAB,2020-03-27,0.0
AFIF,2020-03-27,7.71
AGGY,2020-03-27,0.0
ALTY,2020-03-27,-0.01
AMLP,2020-03-27,-10.44
AIRR,2020-03-27,0.0
AFLG,2020-03-27,0.0
ACWV,2020-03-27,0.0
AIEQ,2020-03-27,0.0
ACWI,2020-03-27,277.5
AIA,2020-03-27,0.0
BBIN,2020-03-27,0.0
AAAU,2020-03-27,0.0
ACWF,2020-03-27,0.0
AGZD,2020-03-27,0.0
AGGP,2020-03-27,0.0
BBP,2020-03-27,0.0
AGQ,2020-03-27,0.0
AUSF,2020-03-27,-0.01
ASEA,2020-03-27,0.01
AGT,2020-03-27,0.0
ACSI,2020-03-27,0.0
AGZ,2020-03-27,0.0
ARKG,2020-03-27,0.0
AOR,2020-03-27,-2.09
AIQ,2020-03-27,0.01
BDCS,2020-03-27,-3.06
BBH,2020-03-27,0.0
BATT,2020-03-27,0.0
ARKK,2020-03-27,22.97
AAXJ,2020-03-27,35.53
ALTS,2020-03-27,0.0
AMCA,2020-03-27,0.0
AMJ,2020-03-27,1.76
AMOM,2020-03-27,0.0
ACES,2020-03-27,0.0
ACT,2020-03-27,0.0
AMU,2020-03-27,0.0
AMZA,2020-03-27,0.0
ANGL,2020-03-27,7.42
ADRE,2020-03-27,0.0
AOA,2020-03-27,7.23
CBON,2020-03-27,0.0
CATH,2020-03-27,0.03
CAPE,2020-03-27,-5.78
BZQ,2020-03-27,2.92
BYLD,2020-03-27,0.0
BWZ,2020-03-27,0.0
CARZ,2020-03-27,0.0
BUYZ,2020-03-27,0.0
BUL,2020-03-27,0.0
BUG,2020-03-27,-0.0
BTAL,2020-03-27,-5.04
BSV,2020-03-27,48.95
BSMT,2020-03-27,0.0
BSMQ,2020-03-27,0.0
BSJR,2020-03-27,0.0
BSJQ,2020-03-27,0.0
CALF,2020-03-27,-3.7
BSJP,2020-03-27,0.0
BSJO,2020-03-27,0.0
