,country,name,full_name,symbol,currency,class,market
907,china,FTSE China 200 Oil Equipment Services & Distributi,FTSE China 200 Oil Equipment Services & Distribution HKD,FTXIN30570H,HKD,other_indices,global_indices
908,china,FTSE China 200 Oil & Gas Producers HKD,FTSE China 200 Oil & Gas Producers HKD,FTXIN30530H,HKD,other_indices,global_indices
909,china,FTSE China A50 Shariah,FTSE China A50 Shariah,TRIGPCSSA50,CNY,other_indices,global_indices
910,china,FTSE China A50 CNHUSD Net Total Return,FTSE China A50 CNHUSD Net Total Return,TFTA50CNHNU,USD,other_indices,global_indices
911,china,FTSE Custom China 50 CAD Total Return,FTSE Custom China 50 CAD Total Return,TRIGPBGI028,CAD,other_indices,global_indices
912,china,FTSE China 50 3x Daily Leveraged,FTSE China 50 3x Daily Leveraged,FTXIN0UL3X,USD,other_indices,global_indices
913,china,FTSE China 50 2x Daily Leveraged,FTSE China 50 2x Daily Leveraged,FTXIN0UL2X,USD,other_indices,global_indices
914,china,FTSE China 50 3x Daily Short,FTSE China 50 3x Daily Short,FTXIN0US3X,USD,other_indices,global_indices
915,china,FTSE China A Net Tax,FTSE China A Net Tax,TRIFQCAN,CNY,other_indices,global_indices
916,china,FTSE Custom China 50 CAD,FTSE Custom China 50 CAD,FTGPBGI028,CAD,other_indices,global_indices
917,china,FTSE China 50 Daily Short,FTSE China 50 Daily Short,FTXIN0US1X,USD,other_indices,global_indices
918,china,FTSE China 50 2x Daily Short,FTSE China 50 2x Daily Short,FTXIN0US2X,USD,other_indices,global_indices
919,china,FTSE China A-H 50,FTSE China A-H 50,TRIFCAH50,CNY,other_indices,global_indices
920,china,FTSE Emerging Markets All Cap China A Inclusion Ne,FTSE Emerging Markets All Cap China A Inclusion Net Tax US RIC,TRIFQEACR,USD,other_indices,global_indices
921,china,FTSE Emerging incl China Overseas non-R/QFII GDP W,FTSE Emerging incl China Overseas non-R/QFII GDP Weighted,TRIGDPECO,USD,other_indices,global_indices
922,china,FTSE China 50 Net Tax USD,FTSE China 50 Net Tax USD,TRIXIN0UN,USD,other_indices,global_indices
923,china,FTSE China A 200 Total Return USD,FTSE China A 200 Total Return USD,TFTXIN3U,USD,other_indices,global_indices
924,china,FTSE Emerging incl China Overseas non-R/QFII Total,FTSE Emerging incl China Overseas non-R/QFII Total Return,TRIFQECOQ,USD,other_indices,global_indices
925,china,FTSE Emerging incl China Overseas non-R/QFII Net T,FTSE Emerging incl China Overseas non-R/QFII Net Tax,TRIFQECONQ,USD,other_indices,global_indices
926,china,FTSE China Health Care Equipment & Services Total,FTSE China Health Care Equipment & Services Total Return USD,TFTWICHN4530U,USD,other_indices,global_indices
927,china,FTSE China Alternative Energy Total Return JPY,FTSE China Alternative Energy Total Return JPY,TFTWICHN0580Y,JPY,other_indices,global_indices
928,china,FTSE China Financial Services Total Return GBP,FTSE China Financial Services Total Return GBP,TFTWICHN8770S,GBP,other_indices,global_indices
929,china,FTSE China Support Services Price JPY,FTSE China Support Services Price JPY,FTWICHN2790Y,JPY,other_indices,global_indices
930,china,FTSE China Real Estate Investment & Services Price,FTSE China Real Estate Investment & Services Price JPY,FTWICHN8630Y,JPY,other_indices,global_indices
931,china,FTSE China Real Estate Investment & Services Price,FTSE China Real Estate Investment & Services Price USD,FTWICHN8630U,USD,other_indices,global_indices
932,china,FTSE China Real Estate Investment & Services Price,FTSE China Real Estate Investment & Services Price EUR,FTWICHN8630E,EUR,other_indices,global_indices
933,china,FTSE China Real Estate Investment & Services Price,FTSE China Real Estate Investment & Services Price GBP,FTWICHN8630S,GBP,other_indices,global_indices
934,china,FTSE China Mobile Telecommunications Price JPY,FTSE China Mobile Telecommunications Price JPY,FTWICHN6570Y,JPY,other_indices,global_indices
935,china,FTSE China Mobile Telecommunications Price EUR,FTSE China Mobile Telecommunications Price EUR,FTWICHN6570E,EUR,other_indices,global_indices
936,china,FTSE China Mobile Telecommunications Price USD,FTSE China Mobile Telecommunications Price USD,FTWICHN6570U,USD,other_indices,global_indices
937,china,FTSE China Support Services Price GBP,FTSE China Support Services Price GBP,FTWICHN2790S,GBP,other_indices,global_indices
938,china,FTSE China Mobile Telecommunications Price GBP,FTSE China Mobile Telecommunications Price GBP,FTWICHN6570S,GBP,other_indices,global_indices
939,china,FTSE China Health Care Equipment & Services Price,FTSE China Health Care Equipment & Services Price GBP,FTWICHN4530S,GBP,other_indices,global_indices
940,china,FTSE China Health Care Equipment & Services Price,FTSE China Health Care Equipment & Services Price USD,FTWICHN4530U,USD,other_indices,global_indices
941,china,FTSE China Health Care Equipment & Services Price,FTSE China Health Care Equipment & Services Price EUR,FTWICHN4530E,EUR,other_indices,global_indices
942,china,FTSE China Food Producers Price EUR,FTSE China Food Producers Price EUR,FTWICHN3570E,EUR,other_indices,global_indices
943,china,FTSE China Food Producers Price USD,FTSE China Food Producers Price USD,FTWICHN3570U,USD,other_indices,global_indices
944,china,FTSE China Food Producers Price JPY,FTSE China Food Producers Price JPY,FTWICHN3570Y,JPY,other_indices,global_indices
945,china,FTSE China Food Producers Price GBP,FTSE China Food Producers Price GBP,FTWICHN3570S,GBP,other_indices,global_indices
946,china,FTSE China Financial Services Price JPY,FTSE China Financial Services Price JPY,FTWICHN8770Y,JPY,other_indices,global_indices
947,china,FTSE China Health Care Equipment & Services Price,FTSE China Health Care Equipment & Services Price JPY,FTWICHN4530Y,JPY,other_indices,global_indices
948,china,FTSE China Support Services Price EUR,FTSE China Support Services Price EUR,FTWICHN2790E,EUR,other_indices,global_indices
949,china,FTSE China Support Services Price USD,FTSE China Support Services Price USD,FTWICHN2790U,USD,other_indices,global_indices
950,china,FTSE China Alternative Energy Total Return EUR,FTSE China Alternative Energy Total Return EUR,TFTWICHN0580E,EUR,other_indices,global_indices
951,china,FTSE China Real Estate Investment & Services Total,FTSE China Real Estate Investment & Services Total Return USD,TFTWICHN8630U,USD,other_indices,global_indices
952,china,FTSE China Health Care Equipment & Services Total,FTSE China Health Care Equipment & Services Total Return EUR,TFTWICHN4530E,EUR,other_indices,global_indices
953,china,FTSE China Food Producers Total Return JPY,FTSE China Food Producers Total Return JPY,TFTWICHN3570Y,JPY,other_indices,global_indices
954,china,FTSE China Financial Services Total Return JPY,FTSE China Financial Services Total Return JPY,TFTWICHN8770Y,JPY,other_indices,global_indices
955,china,FTSE China Real Estate Investment & Services Total,FTSE China Real Estate Investment & Services Total Return GBP,TFTWICHN8630S,GBP,other_indices,global_indices
956,china,FTSE China Support Services Total Return JPY,FTSE China Support Services Total Return JPY,TFTWICHN2790Y,JPY,other_indices,global_indices
957,china,FTSE China Financial Services Total Return EUR,FTSE China Financial Services Total Return EUR,TFTWICHN8770E,EUR,other_indices,global_indices
958,china,FTSE China Health Care Equipment & Services Total,FTSE China Health Care Equipment & Services Total Return JPY,TFTWICHN4530Y,JPY,other_indices,global_indices
959,china,FTSE China Alternative Energy Total Return USD,FTSE China Alternative Energy Total Return USD,TFTWICHN0580U,USD,other_indices,global_indices
960,china,FTSE China Alternative Energy Total Return GBP,FTSE China Alternative Energy Total Return GBP,TFTWICHN0580S,GBP,other_indices,global_indices
961,china,FTSE China Mobile Telecommunications Total Return,FTSE China Mobile Telecommunications Total Return EUR,TFTWICHN6570E,EUR,other_indices,global_indices
962,china,FTSE China Food Producers Total Return EUR,FTSE China Food Producers Total Return EUR,TFTWICHN3570E,EUR,other_indices,global_indices
963,china,FTSE China Mobile Telecommunications Total Return,FTSE China Mobile Telecommunications Total Return JPY,TFTWICHN6570Y,JPY,other_indices,global_indices
964,china,FTSE China Support Services Total Return GBP,FTSE China Support Services Total Return GBP,TFTWICHN2790S,GBP,other_indices,global_indices
965,china,FTSE China Support Services Total Return EUR,FTSE China Support Services Total Return EUR,TFTWICHN2790E,EUR,other_indices,global_indices
966,china,FTSE China Mobile Telecommunications Total Return,FTSE China Mobile Telecommunications Total Return USD,TFTWICHN6570U,USD,other_indices,global_indices
967,china,FTSE China Food Producers Total Return GBP,FTSE China Food Producers Total Return GBP,TFTWICHN3570S,GBP,other_indices,global_indices
968,china,FTSE China Financial Services Total Return USD,FTSE China Financial Services Total Return USD,TFTWICHN8770U,USD,other_indices,global_indices
969,china,FTSE China Real Estate Investment & Services Total,FTSE China Real Estate Investment & Services Total Return JPY,TFTWICHN8630Y,JPY,other_indices,global_indices
970,china,FTSE China 200 Chemicals HKD,FTSE China 200 Chemicals HKD,FTXIN31350H,HKD,other_indices,global_indices
971,china,FTSE China 200 Industrial Metals HKD,FTSE China 200 Industrial Metals HKD,FTXIN31750H,HKD,other_indices,global_indices
972,china,FTSE China 200 Mining HKD,FTSE China 200 Mining HKD,FTXIN31770H,HKD,other_indices,global_indices
973,china,FTSE China 200 Construction & Materials HKD,FTSE China 200 Construction & Materials HKD,FTXIN32350H,HKD,other_indices,global_indices
974,china,FTSE China 200 Beverages USD,FTSE China 200 Beverages USD,FTXIN33530U,USD,other_indices,global_indices
975,china,FTSE China 200 Automobiles & Parts USD,FTSE China 200 Automobiles & Parts USD,FTXIN33350U,USD,other_indices,global_indices
976,china,FTSE China 200 Industrial Transportation USD,FTSE China 200 Industrial Transportation USD,FTXIN32770U,USD,other_indices,global_indices
977,china,FTSE China 200 Industrial Engineering USD,FTSE China 200 Industrial Engineering USD,FTXIN32750U,USD,other_indices,global_indices
978,china,FTSE China 200 Electronic & Electrical Equipment U,FTSE China 200 Electronic & Electrical Equipment USD,FTXIN32730U,USD,other_indices,global_indices
979,china,FTSE China 200 General Industrials USD,FTSE China 200 General Industrials USD,FTXIN32720U,USD,other_indices,global_indices
980,china,FTSE China 200 Aerospace & Defence USD,FTSE China 200 Aerospace & Defence USD,FTXIN32710U,USD,other_indices,global_indices
981,china,FTSE China 200 Construction & Materials USD,FTSE China 200 Construction & Materials USD,FTXIN32350U,USD,other_indices,global_indices
982,china,FTSE China 200 Food Producers USD,FTSE China 200 Food Producers USD,FTXIN33570U,USD,other_indices,global_indices
983,china,FTSE China 200 Mining USD,FTSE China 200 Mining USD,FTXIN31770U,USD,other_indices,global_indices
984,china,FTSE China 200 Chemicals USD,FTSE China 200 Chemicals USD,FTXIN31350U,USD,other_indices,global_indices
985,china,FTSE China 200 Oil Equipment Services & Distributi,FTSE China 200 Oil Equipment Services & Distribution USD,FTXIN30570U,USD,other_indices,global_indices
986,china,FTSE China 200 Oil & Gas Producers USD,FTSE China 200 Oil & Gas Producers USD,FTXIN30530U,USD,other_indices,global_indices
987,china,FTSE China 200 Technology Hardware & Equipment CNY,FTSE China 200 Technology Hardware & Equipment CNY,FTXIN39570C,CNY,other_indices,global_indices
988,china,FTSE China 200 Software and Computer Services CNY,FTSE China 200 Software and Computer Services CNY,FTXIN39530C,CNY,other_indices,global_indices
989,china,FTSE China 200 General Financial CNY,FTSE China 200 General Financial CNY,FTXIN38770C,CNY,other_indices,global_indices
990,china,FTSE China 200 Life Insurance CNY,FTSE China 200 Life Insurance CNY,FTXIN38570C,CNY,other_indices,global_indices
991,china,FTSE China 200 Banks CNY,FTSE China 200 Banks CNY,FTXIN38350C,CNY,other_indices,global_indices
992,china,FTSE China 200 Industrial Metals USD,FTSE China 200 Industrial Metals USD,FTXIN31750U,USD,other_indices,global_indices
993,china,FTSE China 200 Household Goods USD,FTSE China 200 Household Goods USD,FTXIN33720U,USD,other_indices,global_indices
994,china,FTSE China 200 Leisure Goods USD,FTSE China 200 Leisure Goods USD,FTXIN33740U,USD,other_indices,global_indices
995,china,FTSE China 200 Personal Goods USD,FTSE China 200 Personal Goods USD,FTXIN33760U,USD,other_indices,global_indices
996,china,MSCI China A Onshore Price CNY,MSCI China A Onshore Price CNY,MICNA0000PCN,CNY,other_indices,global_indices
997,china,MSCI China A International Pr USD,MSCI China A International Pr USD,MICNA0000PUS,USD,other_indices,global_indices
998,china,FTSE China 200 Real Estate Investment and Services,FTSE China 200 Real Estate Investment and Services CNY,FTXIN38630C,CNY,other_indices,global_indices
999,china,FTSE China 200 Alternate Energy HKD,FTSE China 200 Alternate Energy HKD,FTXIN30580H,HKD,other_indices,global_indices
1000,china,FTSE China 200 Real Estate Investment and Services,FTSE China 200 Real Estate Investment and Services HKD,FTXIN38630H,HKD,other_indices,global_indices
1001,china,FTSE China 200 Real Estate Investment and Services,FTSE China 200 Real Estate Investment and Services USD,FTXIN38630U,USD,other_indices,global_indices
1002,china,FTSE China 200 Alternate Energy USD,FTSE China 200 Alternate Energy USD,FTXIN30580U,USD,other_indices,global_indices
1003,china,FTSE China 200 Alternate Energy CNY,FTSE China 200 Alternate Energy CNY,FTXIN30580C,CNY,other_indices,global_indices
1004,china,FTSE China 200 General Financial USD,FTSE China 200 General Financial USD,FTXIN38770U,USD,other_indices,global_indices
1005,china,FTSE China 200 Banks USD,FTSE China 200 Banks USD,FTXIN38350U,USD,other_indices,global_indices
1006,china,FTSE China 200 Electricity USD,FTSE China 200 Electricity USD,FTXIN37530U,USD,other_indices,global_indices
1007,china,FTSE China 200 Pharmaceuticals & Biotechnology USD,FTSE China 200 Pharmaceuticals & Biotechnology USD,FTXIN34570U,USD,other_indices,global_indices
1008,china,FTSE China 200 Technology Hardware & Equipment USD,FTSE China 200 Technology Hardware & Equipment USD,FTXIN39570U,USD,other_indices,global_indices
1009,china,FTSE China 200 Software and Computer Services USD,FTSE China 200 Software and Computer Services USD,FTXIN39530U,USD,other_indices,global_indices
1010,china,FTSE China 200 Life Insurance USD,FTSE China 200 Life Insurance USD,FTXIN38570U,USD,other_indices,global_indices
1011,china,FTSE China 200 Mobile Telecommunication USD,FTSE China 200 Mobile Telecommunication USD,FTXIN36570U,USD,other_indices,global_indices
1012,china,FTSE China 200 Travel & Leisure USD,FTSE China 200 Travel & Leisure USD,FTXIN35750U,USD,other_indices,global_indices
1013,china,FTSE China 200 Media USD,FTSE China 200 Media USD,FTXIN35550U,USD,other_indices,global_indices
1014,china,FTSE China 200 General Retailers USD,FTSE China 200 General Retailers USD,FTXIN35370U,USD,other_indices,global_indices
1015,china,FTSE China 200 Electricity CNY,FTSE China 200 Electricity CNY,FTXIN37530C,CNY,other_indices,global_indices
1016,china,FTSE China Financial Services Price USD,FTSE China Financial Services Price USD,FTWICHN8770U,USD,other_indices,global_indices
1017,china,FTSE China 200 Mobile Telecommunication CNY,FTSE China 200 Mobile Telecommunication CNY,FTXIN36570C,CNY,other_indices,global_indices
1018,china,FTSE China 200 Media CNY,FTSE China 200 Media CNY,FTXIN35550C,CNY,other_indices,global_indices
1019,china,FTSE China 200 Oil & Gas Producers CNY,FTSE China 200 Oil & Gas Producers CNY,FTXIN30530C,CNY,other_indices,global_indices
1020,china,FTSE China 200 Life Insurance HKD,FTSE China 200 Life Insurance HKD,FTXIN38570H,HKD,other_indices,global_indices
1021,china,FTSE China 200 Mobile Telecommunication HKD,FTSE China 200 Mobile Telecommunication HKD,FTXIN36570H,HKD,other_indices,global_indices
1022,china,FTSE China 200 Travel & Leisure HKD,FTSE China 200 Travel & Leisure HKD,FTXIN35750H,HKD,other_indices,global_indices
1023,china,FTSE China 200 Media HKD,FTSE China 200 Media HKD,FTXIN35550H,HKD,other_indices,global_indices
1024,china,FTSE China 200 General Retailers HKD,FTSE China 200 General Retailers HKD,FTXIN35370H,HKD,other_indices,global_indices
1025,china,FTSE China 200 Pharmaceuticals & Biotechnology HKD,FTSE China 200 Pharmaceuticals & Biotechnology HKD,FTXIN34570H,HKD,other_indices,global_indices
1026,china,FTSE China 200 Personal Goods HKD,FTSE China 200 Personal Goods HKD,FTXIN33760H,HKD,other_indices,global_indices
1027,china,FTSE China 200 Chemicals CNY,FTSE China 200 Chemicals CNY,FTXIN31350C,CNY,other_indices,global_indices
1028,china,FTSE China 200 Leisure Goods HKD,FTSE China 200 Leisure Goods HKD,FTXIN33740H,HKD,other_indices,global_indices
1029,china,FTSE China 200 Food Producers HKD,FTSE China 200 Food Producers HKD,FTXIN33570H,HKD,other_indices,global_indices
1030,china,FTSE China 200 Beverages HKD,FTSE China 200 Beverages HKD,FTXIN33530H,HKD,other_indices,global_indices
1031,china,FTSE China 200 Automobiles & Parts HKD,FTSE China 200 Automobiles & Parts HKD,FTXIN33350H,HKD,other_indices,global_indices
1032,china,FTSE China 200 Industrial Transportation HKD,FTSE China 200 Industrial Transportation HKD,FTXIN32770H,HKD,other_indices,global_indices
1033,china,FTSE China 200 Industrial Engineering HKD,FTSE China 200 Industrial Engineering HKD,FTXIN32750H,HKD,other_indices,global_indices
1034,china,FTSE China 200 Electronic & Electrical Equipment H,FTSE China 200 Electronic & Electrical Equipment HKD,FTXIN32730H,HKD,other_indices,global_indices
1035,china,FTSE China 200 General Industrials HKD,FTSE China 200 General Industrials HKD,FTXIN32720H,HKD,other_indices,global_indices
1036,china,FTSE China 200 Aerospace & Defence HKD,FTSE China 200 Aerospace & Defence HKD,FTXIN32710H,HKD,other_indices,global_indices
1037,china,FTSE China 200 Household Goods HKD,FTSE China 200 Household Goods HKD,FTXIN33720H,HKD,other_indices,global_indices
1038,china,FTSE China 200 Industrial Metals CNY,FTSE China 200 Industrial Metals CNY,FTXIN31750C,CNY,other_indices,global_indices
1039,china,FTSE China 200 Mining CNY,FTSE China 200 Mining CNY,FTXIN31770C,CNY,other_indices,global_indices
1040,china,FTSE China 200 Aerospace & Defence CNY,FTSE China 200 Aerospace & Defence CNY,FTXIN32710C,CNY,other_indices,global_indices
1041,china,FTSE China 200 General Retailers CNY,FTSE China 200 General Retailers CNY,FTXIN35370C,CNY,other_indices,global_indices
1042,china,FTSE China 200 Pharmaceuticals & Biotechnology CNY,FTSE China 200 Pharmaceuticals & Biotechnology CNY,FTXIN34570C,CNY,other_indices,global_indices
1043,china,FTSE China 200 Personal Goods CNY,FTSE China 200 Personal Goods CNY,FTXIN33760C,CNY,other_indices,global_indices
1044,china,FTSE China 200 Leisure Goods CNY,FTSE China 200 Leisure Goods CNY,FTXIN33740C,CNY,other_indices,global_indices
1045,china,FTSE China 200 Household Goods CNY,FTSE China 200 Household Goods CNY,FTXIN33720C,CNY,other_indices,global_indices
1046,china,FTSE China 200 Food Producers CNY,FTSE China 200 Food Producers CNY,FTXIN33570C,CNY,other_indices,global_indices
1047,china,FTSE China 200 Beverages CNY,FTSE China 200 Beverages CNY,FTXIN33530C,CNY,other_indices,global_indices
1048,china,FTSE China 200 Automobiles & Parts CNY,FTSE China 200 Automobiles & Parts CNY,FTXIN33350C,CNY,other_indices,global_indices
1049,china,FTSE China 200 Industrial Transportation CNY,FTSE China 200 Industrial Transportation CNY,FTXIN32770C,CNY,other_indices,global_indices
1050,china,FTSE China 200 Industrial Engineering CNY,FTSE China 200 Industrial Engineering CNY,FTXIN32750C,CNY,other_indices,global_indices
1051,china,FTSE China 200 Construction & Materials CNY,FTSE China 200 Construction & Materials CNY,FTXIN32350C,CNY,other_indices,global_indices
1052,china,FTSE China 200 Oil Equipment Services & Distributi,FTSE China 200 Oil Equipment Services & Distribution CNY,FTXIN30570C,CNY,other_indices,global_indices
1053,china,FTSE China 200 Technology Hardware & Equipment HKD,FTSE China 200 Technology Hardware & Equipment HKD,FTXIN39570H,HKD,other_indices,global_indices
1054,china,FTSE China 200 Software and Computer Services HKD,FTSE China 200 Software and Computer Services HKD,FTXIN39530H,HKD,other_indices,global_indices
1055,china,FTSE China 200 General Financial HKD,FTSE China 200 General Financial HKD,FTXIN38770H,HKD,other_indices,global_indices
1056,china,FTSE China 200 Banks HKD,FTSE China 200 Banks HKD,FTXIN38350H,HKD,other_indices,global_indices
1057,china,FTSE China 200 Electricity HKD,FTSE China 200 Electricity HKD,FTXIN37530H,HKD,other_indices,global_indices
1058,china,FTSE China 200 Electronic & Electrical Equipment C,FTSE China 200 Electronic & Electrical Equipment CNY,FTXIN32730C,CNY,other_indices,global_indices
1059,china,FTSE China 200 General Industrials CNY,FTSE China 200 General Industrials CNY,FTXIN32720C,CNY,other_indices,global_indices
1060,china,FTSE China 200 Travel & Leisure CNY,FTSE China 200 Travel & Leisure CNY,FTXIN35750C,CNY,other_indices,global_indices
1061,china,FTSE China Financial Services Price EUR,FTSE China Financial Services Price EUR,FTWICHN8770E,EUR,other_indices,global_indices
1062,china,FTSE China Financial Services Price GBP,FTSE China Financial Services Price GBP,FTWICHN8770S,GBP,other_indices,global_indices
1063,china,FTSE China Alternative Energy Price USD,FTSE China Alternative Energy Price USD,FTWICHN0580U,USD,other_indices,global_indices
1064,china,FTSE China Oil Equipment Servi JPY,FTSE China Oil Equipment Servi JPY,FTWICHN0570Y,JPY,other_indices,global_indices
1065,china,FTSE China Oil Equipment Servi USD,FTSE China Oil Equipment Servi USD,FTWICHN0570U,USD,other_indices,global_indices
1066,china,FTSE China Oil Equipment Servi EUR,FTSE China Oil Equipment Servi EUR,FTWICHN0570E,EUR,other_indices,global_indices
1067,china,FTSE China Oil Gas Producers GBP,FTSE China Oil Gas Producers GBP,FTWICHN0530S,GBP,other_indices,global_indices
1068,china,FTSE China Oil Gas Producers JPY,FTSE China Oil Gas Producers JPY,FTWICHN0530Y,JPY,other_indices,global_indices
1069,china,FTSE China Oil Gas Producers USD,FTSE China Oil Gas Producers USD,FTWICHN0530U,USD,other_indices,global_indices
1070,china,SME-Chinext 400,SME-Chinext 400,SZSC400,CNY,other_indices,world_indices
1071,china,FTSE China Oil Gas GBP,FTSE China Oil Gas GBP,FTWICHN0001S,GBP,other_indices,global_indices
1072,china,FTSE China Oil Equipment Servi GBP,FTSE China Oil Equipment Servi GBP,FTWICHN0570S,GBP,other_indices,global_indices
1073,china,FTSE China Oil Gas JPY,FTSE China Oil Gas JPY,FTWICHN0001Y,JPY,other_indices,global_indices
1074,china,FTSE China Oil Gas EUR,FTSE China Oil Gas EUR,FTWICHN0001E,EUR,other_indices,global_indices
1075,china,FTSE China Nonlife Insurance GBP,FTSE China Nonlife Insurance GBP,FTWICHN8530S,GBP,other_indices,global_indices
1076,china,FTSE China Nonlife Insurance JPY,FTSE China Nonlife Insurance JPY,FTWICHN8530Y,JPY,other_indices,global_indices
1077,china,FTSE China Nonlife Insurance USD,FTSE China Nonlife Insurance USD,FTWICHN8530U,USD,other_indices,global_indices
1078,china,FTSE China Nonlife Insurance EUR,FTSE China Nonlife Insurance EUR,FTWICHN8530E,EUR,other_indices,global_indices
1079,china,FTSE China Mining GBP,FTSE China Mining GBP,FTWICHN1770S,GBP,other_indices,global_indices
1080,china,FTSE China Mining JPY,FTSE China Mining JPY,FTWICHN1770Y,JPY,other_indices,global_indices
1081,china,FTSE China Mining USD,FTSE China Mining USD,FTWICHN1770U,USD,other_indices,global_indices
1082,china,FTSE China Oil Gas USD,FTSE China Oil Gas USD,FTWICHN0001U,USD,other_indices,global_indices
1083,china,FTSE China Personal Goods EUR,FTSE China Personal Goods EUR,FTWICHN3760E,EUR,other_indices,global_indices
1084,china,FTSE China Personal Goods USD,FTSE China Personal Goods USD,FTWICHN3760U,USD,other_indices,global_indices
1085,china,FTSE China Personal Goods JPY,FTSE China Personal Goods JPY,FTWICHN3760Y,JPY,other_indices,global_indices
1086,china,FTSE China Telecommunication USD,FTSE China Telecommunication USD,FTWICHN6000U,USD,other_indices,global_indices
1087,china,FTSE China Telecommunication EUR,FTSE China Telecommunication EUR,FTWICHN6000E,EUR,other_indices,global_indices
1088,china,FTSE China Technology Hardware  GBP,FTSE China Technology Hardware  GBP,FTWICHN9570S,GBP,other_indices,global_indices
1089,china,FTSE China Technology Hardware  JPY,FTSE China Technology Hardware  JPY,FTWICHN9570Y,JPY,other_indices,global_indices
1090,china,FTSE China Technology Hardware  USD,FTSE China Technology Hardware  USD,FTWICHN9570U,USD,other_indices,global_indices
1091,china,FTSE China Technology Hardware  EUR,FTSE China Technology Hardware  EUR,FTWICHN9570E,EUR,other_indices,global_indices
1092,china,FTSE China Technology GBP,FTSE China Technology GBP,FTWICHN9000S,GBP,other_indices,global_indices
1093,china,FTSE China Technology JPY,FTSE China Technology JPY,FTWICHN9000Y,JPY,other_indices,global_indices
1094,china,FTSE China Technology USD,FTSE China Technology USD,FTWICHN9000U,USD,other_indices,global_indices
1095,china,FTSE China Technology EUR,FTSE China Technology EUR,FTWICHN9000E,EUR,other_indices,global_indices
1096,china,FTSE China Software Computer S GBP,FTSE China Software Computer S GBP,FTWICHN9530S,GBP,other_indices,global_indices
1097,china,FTSE China Software Computer S JPY,FTSE China Software Computer S JPY,FTWICHN9530Y,JPY,other_indices,global_indices
1098,china,FTSE China Software Computer S USD,FTSE China Software Computer S USD,FTWICHN9530U,USD,other_indices,global_indices
1099,china,FTSE China Software Computer S EUR,FTSE China Software Computer S EUR,FTWICHN9530E,EUR,other_indices,global_indices
1100,china,FTSE China Pharmaceuticals Bio GBP,FTSE China Pharmaceuticals Bio GBP,FTWICHN4570S,GBP,other_indices,global_indices
1101,china,FTSE China Pharmaceuticals Bio JPY,FTSE China Pharmaceuticals Bio JPY,FTWICHN4570Y,JPY,other_indices,global_indices
1102,china,FTSE China Pharmaceuticals Bio USD,FTSE China Pharmaceuticals Bio USD,FTWICHN4570U,USD,other_indices,global_indices
1103,china,FTSE China Pharmaceuticals Bio EUR,FTSE China Pharmaceuticals Bio EUR,FTWICHN4570E,EUR,other_indices,global_indices
1104,china,FTSE China Personal Goods GBP,FTSE China Personal Goods GBP,FTWICHN3760S,GBP,other_indices,global_indices
1105,china,FTSE China Mining EUR,FTSE China Mining EUR,FTWICHN1770E,EUR,other_indices,global_indices
1106,china,FTSE China Telecommunication JPY,FTSE China Telecommunication JPY,FTWICHN6000Y,JPY,other_indices,global_indices
1107,china,FTSE China Life Insurance GBP,FTSE China Life Insurance GBP,FTWICHN8570S,GBP,other_indices,global_indices
1108,china,FTSE China Life Insurance USD,FTSE China Life Insurance USD,FTWICHN8570U,USD,other_indices,global_indices
1109,china,FTSE China Health Care USD,FTSE China Health Care USD,FTWICHN4000U,USD,other_indices,global_indices
1110,china,FTSE China Health Care EUR,FTSE China Health Care EUR,FTWICHN4000E,EUR,other_indices,global_indices
1111,china,FTSE China General Retailers GBP,FTSE China General Retailers GBP,FTWICHN5370S,GBP,other_indices,global_indices
1112,china,FTSE China General Retailers JPY,FTSE China General Retailers JPY,FTWICHN5370Y,JPY,other_indices,global_indices
1113,china,FTSE China General Retailers USD,FTSE China General Retailers USD,FTWICHN5370U,USD,other_indices,global_indices
1114,china,FTSE China General Retailers EUR,FTSE China General Retailers EUR,FTWICHN5370E,EUR,other_indices,global_indices
1115,china,FTSE China General Industrials GBP,FTSE China General Industrials GBP,FTWICHN2720S,GBP,other_indices,global_indices
1116,china,FTSE China General Industrials JPY,FTSE China General Industrials JPY,FTWICHN2720Y,JPY,other_indices,global_indices
1117,china,FTSE China Health Care JPY,FTSE China Health Care JPY,FTWICHN4000Y,JPY,other_indices,global_indices
1118,china,FTSE China General Industrials USD,FTSE China General Industrials USD,FTWICHN2720U,USD,other_indices,global_indices
1119,china,FTSE China Gas Water Multiutil GBP,FTSE China Gas Water Multiutil GBP,FTWICHN7570S,GBP,other_indices,global_indices
1120,china,FTSE China Gas Water Multiutil JPY,FTSE China Gas Water Multiutil JPY,FTWICHN7570Y,JPY,other_indices,global_indices
1121,china,FTSE China Gas Water Multiutil USD,FTSE China Gas Water Multiutil USD,FTWICHN7570U,USD,other_indices,global_indices
1122,china,FTSE China Gas Water Multiutil EUR,FTSE China Gas Water Multiutil EUR,FTWICHN7570E,EUR,other_indices,global_indices
1123,china,FTSE China Forestry Paper GBP,FTSE China Forestry Paper GBP,FTWICHN1730S,GBP,other_indices,global_indices
1124,china,FTSE China Forestry Paper JPY,FTSE China Forestry Paper JPY,FTWICHN1730Y,JPY,other_indices,global_indices
1125,china,FTSE China Forestry Paper USD,FTSE China Forestry Paper USD,FTWICHN1730U,USD,other_indices,global_indices
