,country,name,full_name,symbol,currency,class,market
237,austria,ATX Top Dividend Distributing,ATX Top Dividend Distributing,ATDDSTB,EUR,other_indices,world_indices
238,austria,ATX Top Dividend NTR,ATX Top Dividend Net Total Return,ADNR,EUR,other_indices,world_indices
239,austria,ATX Top Dividend TR,ATX Top Dividend TR,ADTR,EUR,other_indices,world_indices
240,austria,ATX TR,ATX TR,ATXTR,EUR,other_indices,world_indices
241,austria,ATX Global Players,ATX Global Players,ATXGP,EUR,other_indices,world_indices
242,austria,Bosnian BAM,Bosnian BAM,BATXBAM,BAM,other_indices,world_indices
243,austria,RTX Energy EUR,RTX Energy EUR,RXNRGEUR,EUR,other_indices,world_indices
244,austria,RDX Oil & Gas EUR,RDX Oil & Gas EUR,RDOILEUR,EUR,other_indices,world_indices
245,austria,ATX,ATX,ATX,EUR,major_indices,world_indices
246,austria,ATX 5,ATX 5,ATX5,EUR,additional_indices,world_indices
247,austria,ATX Prime,ATX Prime,ATXPRIME,EUR,additional_indices,world_indices
248,austria,FTSE Austria,FTSE Austria,FTWIAUTE,EUR,additional_indices,world_indices
