Ticker,etfcom,etfdb
PSK,True,True
PSL,True,True
PSM,True,True
PSMB,True,True
PSMC,True,True
PSMG,True,True
PSMM,True,True
PSP,True,True
PSQ,True,True
PSR,True,True
PST,True,True
PTBD,True,True
PTEU,True,True
PTF,True,True
PTH,True,True
PTIN,True,True
PTLC,True,True
PTMC,True,True
PTNQ,True,True
PUI,True,True
PULS,True,True
PUTW,True,True
PVI,True,True
PWB,True,True
PWC,True,True
PWS,True,True
PWV,True,True
PWZ,True,True
PXE,True,True
PXF,True,True
PXH,True,True
PXI,True,True
PXJ,True,True
PXQ,True,True
PY,True,True
PYPE,True,True
PYZ,True,True
PZA,True,True
PZD,True,True
PZT,True,True
QABA,True,True
QAI,True,True
QARP,True,True
QAT,True,True
QCLN,True,True
QDEF,True,True
QDF,True,True
QDIV,True,True
QDYN,True,True
QED,True,True
QEFA,True,True
QEMM,True,True
QGRO,True,True
QID,True,True
QINT,True,True
QLC,True,True
QLD,True,True
QLS,True,True
QLTA,True,True
QLV,True,True
QLVD,True,True
QLVE,True,True
QMJ,True,True
QMN,True,True
QMOM,True,True
QQEW,True,True
QQH,True,True
QQQ,True,True
QQQE,True,True
QQQN,True,True
QQXT,True,True
QRFT,True,True
QSY,True,True
QTEC,True,True
QTUM,True,True
QUAL,True,True
QUS,True,True
QVAL,True,True
QVM,True,True
QWLD,True,True
QYLD,True,True
QYLG,True,True
RAAX,True,True
RAFE,True,True
RALS,True,True
RAVI,True,True
RBIN,True,True
RBUS,True,True
RCD,True,True
RDIV,True,True
RDOG,True,True
RDVY,True,True
RECS,True,True
REET,True,True
REGL,True,True
REK,True,True
REM,True,True
REML,True,True
REMX,True,True
RESD,True,True
RESE,True,True
RESP,True,True
RETL,True,True
REVS,True,True
REW,True,True
REZ,True,True
RFAP,True,True
RFCI,True,True
RFDA,True,True
RFDI,True,True
RFEM,True,True
RFEU,True,True
RFFC,True,True
RFG,True,True
RFUN,True,True
RFV,True,True
RGI,True,True
RHS,True,True
RIGS,True,True
RINF,True,True
RING,True,True
RISE,True,True
RISN,True,True
RJA,True,True
RJI,True,True
RJN,True,True
RJZ,True,True
RLY,True,True
RNDM,True,True
RNDV,True,True
RNEM,True,True
RNLC,True,True
RNMC,True,True
RNSC,True,True
ROAM,True,True
ROBO,True,True
ROBT,True,True
RODE,True,True
RODI,True,True
RODM,True,True
ROKT,True,True
ROM,True,True
ROMO,True,True
ROOF,True,True
ROSC,True,True
ROUS,True,True
RPAR,True,True
RPG,True,True
RPV,True,True
RSP,True,True
RSX,True,True
RSXJ,True,True
RTH,True,True
RTM,True,True
RUSL,True,True
RVNU,True,True
RVRS,True,True
RWCD,False,True
RWDC,False,True
RWDE,False,True
RWED,False,True
RWGV,True,True
RWIU,False,True
RWJ,True,True
RWK,True,True
RWL,True,True
RWLS,False,True
RWM,True,True
RWO,True,True
RWR,True,True
RWSL,False,True
RWUI,False,True
RWVG,True,True
RWX,True,True
RXD,True,True
RXI,True,True
RXL,True,True
RYE,True,True
RYF,True,True
RYH,True,True
RYJ,True,True
RYLD,True,True
RYT,True,True
RYU,True,True
RZG,True,True
RZV,True,True
SAA,True,True
SBB,True,True
SBIO,True,True
SBM,True,True
SBUG,True,True
SCC,True,True
SCHA,True,True
SCHB,True,True
SCHC,True,True
SCHD,True,True
SCHE,True,True
SCHF,True,True
SCHG,True,True
SCHH,True,True
SCHI,True,True
SCHJ,True,True
SCHK,True,True
SCHM,True,True
SCHO,True,True
SCHP,True,True
SCHQ,True,True
SCHR,True,True
SCHV,True,True
SCHX,True,True
SCHZ,True,True
SCJ,True,True
SCO,True,True
SCZ,True,True
SDCI,True,True
SDD,True,True
SDEM,True,True
SDG,True,True
SDGA,True,True
SDIV,True,True
SDOG,True,True
SDOW,True,True
SDP,True,True
SDS,True,True
SDVY,True,True
SDY,True,True
SDYL,True,True
SECT,True,True
SEF,True,True
SEIX,True,True
SEPZ,True,False
SFHY,True,True
SFIG,True,True
SFY,True,True
SFYF,True,True
SFYX,True,True
SGDJ,True,True
SGDM,True,True
SGG,True,True
SGOL,True,True
SGOV,True,True
SH,True,True
SHAG,True,True
SHE,True,True
SHM,True,True
SHV,True,True
SHY,True,True
SHYD,True,True
SHYG,True,True
SHYL,True,True
SIJ,True,True
SIL,True,True
SILJ,True,True
SIMS,True,True
SIVR,True,True
SIXA,True,True
SIXH,True,True
SIXL,True,True
SIXS,True,True
SIZE,True,True
SJB,True,True
SJNK,True,True
SKF,True,True
SKOR,True,True
SKYY,True,True
SLQD,True,True
SLT,True,True
SLV,True,True
SLVO,True,True
SLVP,True,True
SLX,True,True
SLY,True,True
SLYG,True,True
SLYV,True,True
SMB,True,True
SMCP,True,True
SMDD,True,True
SMDV,True,True
SMDY,True,True
SMEZ,True,True
SMH,True,True
SMHB,True,True
SMIN,True,True
SMLF,True,True
SMLL,False,True
SMLV,True,True
SMMD,True,True
SMMU,True,True
SMMV,True,True
SMN,True,True
SMOG,True,True
SNLN,True,True
SNPE,True,True
SNSR,True,True
SNUG,True,True
SOCL,True,True
SOVB,True,True
SOXL,True,True
SOXS,True,True
SOXX,True,True
SOYB,True,True
SPAB,True,True
SPBO,True,True
SPD,True,False
SPDN,True,True
SPDV,True,True
SPDW,True,True
SPEM,True,True
SPEU,True,True
SPFF,True,True
SPGM,True,True
SPGP,True,True
SPHB,True,True
SPHD,True,True
SPHQ,True,True
SPHY,True,True
SPIB,True,True
SPIP,True,True
SPLB,True,True
SPLG,True,True
SPLV,True,True
SPMB,True,True
SPMD,True,True
SPMO,True,True
SPMV,True,True
SPQQ,True,False
SPSB,True,True
SPSK,True,True
SPSM,True,True
SPTI,True,True
SPTL,True,True
SPTM,True,True
SPTS,True,True
SPUC,True,False
SPUS,True,True
SPUU,True,True
SPVM,True,True
SPVU,True,True
SPXB,True,True
SPXE,True,True
SPXL,True,True
SPXN,True,True
SPXS,True,True
SPXT,True,True
SPXU,True,True
SPXV,True,True
SPY,True,True
SPYC,True,True
SPYD,True,True
SPYG,True,True
SPYV,True,True
SPYX,True,True
SQEW,True,True
SQLV,True,True
SQQQ,True,True
SRET,True,True
SRLN,True,True
SRS,True,True
SRTY,True,True
SRVR,True,True
SSG,True,True
SSLY,True,True
SSO,True,True
SSPY,True,True
SSUS,True,True
STIP,True,True
STLC,True,True
STLG,True,True
STLV,True,True
STMB,True,True
STOT,True,True
STPZ,True,True
STSB,True,True
SUB,True,True
SUSA,True,True
SUSB,True,True
SUSC,True,True
SUSL,True,True
SVXY,True,True
SWAN,True,True
SYE,True,True
SYG,True,True
SYLD,True,True
SYV,True,True
SZK,True,True
SZNE,True,True
TAAG,True,True
TADS,True,True
TAEQ,True,True
TAGS,True,True
TAIL,True,True
TAN,True,True
TAPR,True,True
TAWK,True,True
TAXF,True,True
TBF,True,True
TBJL,True,True
TBND,True,True
TBT,True,True
TBX,True,True
TCHP,True,True
TCTL,True,True
TDIV,True,True
TDSA,False,True
TDSB,False,True
TDSC,False,True
TDSD,False,True
TDSE,False,True
TDTF,True,True
TDTT,True,True
TDV,True,True
TDVG,True,True
TECB,True,True
TECL,True,True
TECS,True,True
TEGS,True,True
TEQI,True,True
TERM,True,True
TFI,True,True
TFIV,True,True
TFJL,True,True
TFLO,True,True
TFLT,True,True
TGRW,True,True
THCX,True,True
THD,True,True
THNQ,True,True
THY,True,True
TILT,True,True
TIP,True,True
TIPX,True,True
TIPZ,True,True
TLDH,True,True
TLEH,True,True
TLH,True,True
TLT,True,True
TLTD,True,True
TLTE,True,True
TMDV,True,True
TMF,True,True
TMFC,True,True
TMV,True,True
TNA,True,True
TOK,True,True
TOKE,True,True
TOLZ,True,True
TOTL,True,True
TPAY,True,True
TPHD,True,True
TPIF,True,True
TPLC,True,True
TPOR,True,True
TPSC,True,True
TPYP,True,True
TQQQ,True,True
TRND,True,True
TRTY,True,True
TTAC,True,True
TTAI,True,True
TTT,True,True
TTTN,True,True
TUR,True,True
TUSA,True,True
TWM,True,True
TYBS,False,True
TYD,True,True
TYO,True,True
TZA,True,True
UAE,True,True
UAG,True,True
UAPR,True,False
UAUD,True,True
UAUG,True,True
UBG,True,True
UBOT,True,True
UBR,True,True
UBT,True,True
UCC,True,True
UCHF,True,True
UCI,True,True
UCIB,True,True
UCO,True,True
UCON,True,True
UDEC,True,True
UDN,True,True
UDOW,True,True
UEUR,True,True
UEVM,True,True
UFEB,True,False
UFO,True,True
UGA,True,True
UGBP,True,True
UGE,True,True
UGL,True,True
UITB,True,True
UIVM,True,True
UJAN,True,False
UJB,True,True
UJPY,True,True
UJUL,True,True
UJUN,True,True
ULE,True,True
ULST,True,True
ULTR,True,True
ULVM,True,True
UMAR,True,True
UMAY,True,True
UMDD,True,True
UNG,True,True
UNL,True,True
UNOV,True,True
UOCT,True,True
UPRO,True,True
UPV,True,True
UPW,True,True
URA,True,True
URE,True,True
URNM,True,True
URTH,True,True
URTY,True,True
USAI,True,True
USCI,True,True
USD,True,True
USDU,True,True
USDY,True,True
USEP,True,True
USEQ,True,True
USFR,True,True
USHG,True,True
USHY,True,True
USI,True,True
USIG,True,True
USL,True,True
USLB,True,True
USMC,True,True
USMF,True,True
USMV,True,True
USO,True,True
USOI,True,True
USRT,True,True
USSG,True,True
UST,True,True
USTB,True,True
USV,True,True
USVM,True,True
USXF,True,True
UTES,True,True
UTRN,True,True
UTSL,True,True
UUP,True,True
UVXY,True,True
UWM,True,True
UXI,True,True
UYG,True,True
UYM,True,True
VALQ,True,True
VALT,True,True
VAMO,True,True
VAW,True,True
VB,True,True
VBK,True,True
VBND,True,True
VBR,True,True
VCEB,False,True
VCIT,True,True
VCLT,True,True
VCR,True,True
VCSH,True,True
VDC,True,True
VDE,True,True
VEA,True,True
VEGA,True,True
VEGI,True,True
VEGN,True,True
VETS,True,True
VEU,True,True
VFH,True,True
VFLQ,True,True
VFMF,True,True
VFMO,True,True
VFMV,True,True
VFQY,True,True
VFVA,True,True
VGIT,True,True
VGK,True,True
VGLT,True,True
VGSH,True,True
VGT,True,True
VHT,True,True
VIDI,True,True
VIG,True,True
VIGI,True,True
VIOG,True,True
VIOO,True,True
VIOV,True,True
VIRS,True,True
VIS,True,True
VIXM,True,True
VIXY,True,True
VLU,True,True
VLUE,True,True
VMBS,True,True
VMOT,True,True
VNLA,True,True
VNM,True,True
VNMC,True,False
VNQ,True,True
VNQI,True,True
VO,True,True
VOE,True,True
VONE,True,True
VONG,True,True
VONV,True,True
VOO,True,True
VOOG,True,True
VOOV,True,True
VOT,True,True
VOX,True,True
VPC,True,True
VPL,True,True
VPU,True,True
VRAI,True,True
VRIG,True,True
VRP,True,True
VSDA,True,True
VSGX,True,True
VSL,True,True
VSMV,True,True
VSS,True,True
VT,True,True
VTC,True,True
VTEB,True,True
VTHR,True,True
VTI,True,True
VTIP,True,True
VTV,True,True
VTWG,True,True
VTWO,True,True
VTWV,True,True
VUG,True,True
VUSE,True,True
VV,True,True
VWID,True,True
VWO,True,True
VWOB,True,True
VXF,True,True
VXUS,True,True
VXX,True,True
VXZ,True,True
VYM,True,True
VYMI,True,True
WANT,True,True
WBIE,True,True
WBIF,True,True
WBIG,True,True
WBII,True,True
WBIL,True,True
WBIN,True,True
WBIT,True,True
WBIY,True,True
WBND,True,True
WCLD,True,True
WDIV,True,True
WEAT,True,True
WEBL,True,True
WEBS,True,True
WFH,True,True
WFHY,True,True
WFIG,True,True
WIL,True,True
WINC,True,True
WIP,True,True
WIZ,True,True
WLDR,True,True
WOMN,True,True
WOOD,True,True
WPS,True,True
WTMF,True,True
WUGI,True,True
WWJD,True,True
XAR,True,True
XBI,True,True
XBUY,True,True
XCEM,True,True
XCOM,True,True
XDIV,True,True
XES,True,True
XHB,True,True
XHE,True,True
XHS,True,True
XITK,True,True
XJH,True,True
XJR,True,True
XLB,True,True
XLC,True,True
XLE,True,True
XLF,True,True
XLG,True,True
XLI,True,True
XLK,True,True
XLP,True,True
XLRE,True,True
XLSR,True,True
XLU,True,True
XLV,True,True
XLY,True,True
XME,True,True
XMHQ,True,True
XMLV,True,True
XMMO,True,True
XMPT,True,True
XMVM,True,True
XNTK,True,True
XOP,True,True
XOUT,True,True
XPH,True,True
XPP,True,True
XRLV,True,True
XRT,True,True
XSD,True,True
XSHD,True,True
XSHQ,True,True
XSLV,True,True
XSMO,True,True
XSOE,True,True
XSVM,True,True
XSW,True,True
XT,True,True
XTL,True,True
XTN,True,True
XVV,False,True
XVZ,True,True
XWEB,True,True
XYLD,True,True
XYLG,True,True
YANG,True,True
YCL,True,True
YCOM,True,True
YCS,True,True
YGRN,True,True
YINN,True,True
YLCO,True,True
YLD,True,True
YLDE,True,True
YOLO,True,True
YXI,True,True
YYY,True,True
ZCAN,True,True
ZDEU,True,True
ZGBR,True,True
ZHOK,True,True
ZIG,True,True
ZJPN,True,True
ZMLP,True,True
ZROZ,True,True
ZSL,True,True
