Date,Open,High,Low,Close,Adj Close,Volume
1972-08-24,1.183594,1.183594,1.171875,1.171875,0.014710,252800
1972-08-25,1.171875,1.187500,1.164063,1.179688,0.014808,224000
1972-08-28,1.179688,1.187500,1.175781,1.175781,0.014759,60800
1972-08-29,1.175781,1.183594,1.167969,1.171875,0.014710,291200
1972-08-30,1.171875,1.183594,1.156250,1.171875,0.014710,252800
1972-08-31,1.171875,1.203125,1.164063,1.191406,0.014955,460800
1972-09-01,1.195313,1.234375,1.195313,1.210938,0.015201,227200
1972-09-05,1.210938,1.218750,1.203125,1.210938,0.015201,182400
1972-09-06,1.210938,1.226563,1.203125,1.210938,0.015201,176000
1972-09-07,1.210938,1.226563,1.210938,1.226563,0.015397,131200
1972-09-08,1.230469,1.265625,1.230469,1.246094,0.015642,764800
1972-09-11,1.246094,1.261719,1.242188,1.250000,0.015691,160000
1972-09-12,1.250000,1.273438,1.250000,1.273438,0.015985,496000
1972-09-13,1.281250,1.304688,1.281250,1.300781,0.016328,758400
1972-09-14,1.304688,1.328125,1.304688,1.304688,0.016377,672000
1972-09-15,1.304688,1.312500,1.300781,1.312500,0.016476,176000
1972-09-18,1.304688,1.304688,1.289063,1.304688,0.016377,425600
1972-09-19,1.304688,1.308594,1.296875,1.308594,0.016426,412800
1972-09-20,1.296875,1.296875,1.257813,1.269531,0.015936,700800
1972-09-21,1.269531,1.296875,1.265625,1.281250,0.016083,713600
1972-09-22,1.281250,1.320313,1.273438,1.320313,0.016574,876800
1972-09-25,1.320313,1.324219,1.308594,1.324219,0.016623,332800
1972-09-26,1.324219,1.339844,1.320313,1.335938,0.016770,768000
1972-09-27,1.335938,1.335938,1.320313,1.320313,0.016574,556800
1972-09-28,1.320313,1.335938,1.296875,1.335938,0.016770,390400
1972-09-29,1.335938,1.335938,1.324219,1.335938,0.016770,793600
1972-10-02,1.335938,1.335938,1.328125,1.335938,0.016770,246400
1972-10-03,1.335938,1.335938,1.324219,1.335938,0.016770,371200
1972-10-04,1.335938,1.339844,1.328125,1.339844,0.016819,1376000
1972-10-05,1.339844,1.339844,1.281250,1.289063,0.016181,5353600
1972-10-06,1.289063,1.320313,1.273438,1.320313,0.016574,697600
1972-10-09,1.320313,1.320313,1.312500,1.320313,0.016574,211200
1972-10-10,1.320313,1.335938,1.316406,1.328125,0.016672,585600
1972-10-11,1.328125,1.332031,1.320313,1.332031,0.016721,358400
1972-10-12,1.332031,1.335938,1.316406,1.320313,0.016574,364800
1972-10-13,1.320313,1.343750,1.320313,1.339844,0.016819,336000
1972-10-16,1.339844,1.343750,1.308594,1.308594,0.016426,361600
1972-10-17,1.308594,1.316406,1.308594,1.308594,0.016426,1001600
1972-10-18,1.308594,1.320313,1.304688,1.312500,0.016476,166400
1972-10-19,1.312500,1.320313,1.281250,1.292969,0.016230,1561600
1972-10-20,1.292969,1.308594,1.277344,1.300781,0.016328,150400
1972-10-23,1.304688,1.320313,1.304688,1.320313,0.016574,198400
1972-10-24,1.320313,1.328125,1.289063,1.328125,0.016672,486400
1972-10-25,1.328125,1.367188,1.324219,1.367188,0.017162,716800
1972-10-26,1.367188,1.390625,1.367188,1.378906,0.017309,969600
1972-10-27,1.378906,1.398438,1.378906,1.390625,0.017456,204800
1972-10-30,1.390625,1.402344,1.386719,1.402344,0.017603,192000
1972-10-31,1.406250,1.437500,1.406250,1.437500,0.018045,896000
1972-11-01,1.437500,1.492188,1.437500,1.445313,0.018143,1123200
1972-11-02,1.445313,1.453125,1.429688,1.445313,0.018143,390400
1972-11-03,1.445313,1.449219,1.429688,1.441406,0.018094,304000
1972-11-06,1.441406,1.445313,1.425781,1.429688,0.017947,864000
1972-11-08,1.429688,1.476563,1.429688,1.464844,0.018388,1200000
1972-11-09,1.464844,1.492188,1.460938,1.488281,0.018682,400000
1972-11-10,1.488281,1.519531,1.488281,1.515625,0.019025,969600
1972-11-13,1.515625,1.519531,1.500000,1.500000,0.018829,403200
1972-11-14,1.492188,1.492188,1.453125,1.484375,0.018809,841600
1972-11-15,1.484375,1.492188,1.476563,1.480469,0.018760,550400
1972-11-16,1.472656,1.472656,1.445313,1.453125,0.018413,275200
1972-11-17,1.453125,1.464844,1.437500,1.441406,0.018265,470400
1972-11-20,1.441406,1.449219,1.437500,1.445313,0.018314,134400
1972-11-21,1.445313,1.449219,1.429688,1.441406,0.018265,518400
1972-11-22,1.441406,1.476563,1.425781,1.437500,0.018215,380800
1972-11-24,1.437500,1.437500,1.414063,1.437500,0.018215,268800
1972-11-27,1.437500,1.437500,1.414063,1.437500,0.018215,272000
1972-11-28,1.437500,1.457031,1.429688,1.437500,0.018215,688000
1972-11-29,1.437500,1.445313,1.429688,1.437500,0.018215,137600
1972-11-30,1.437500,1.476563,1.437500,1.476563,0.018710,531200
1972-12-01,1.476563,1.492188,1.476563,1.480469,0.018760,489600
1972-12-04,1.476563,1.476563,1.453125,1.468750,0.018611,953600
1972-12-05,1.468750,1.476563,1.460938,1.468750,0.018611,576000
1972-12-06,1.468750,1.480469,1.460938,1.480469,0.018760,252800
1972-12-07,1.480469,1.492188,1.472656,1.484375,0.018809,409600
1972-12-08,1.484375,1.500000,1.480469,1.496094,0.018958,377600
1972-12-11,1.500000,1.531250,1.500000,1.523438,0.019304,940800
1972-12-12,1.523438,1.527344,1.507813,1.515625,0.019205,3049600
1972-12-13,1.515625,1.519531,1.507813,1.507813,0.019106,313600
1972-12-14,1.507813,1.507813,1.445313,1.453125,0.018413,422400
1972-12-15,1.453125,1.468750,1.445313,1.445313,0.018314,496000
1972-12-18,1.445313,1.445313,1.398438,1.437500,0.018215,601600
1972-12-19,1.437500,1.445313,1.437500,1.437500,0.018215,374400
1972-12-20,1.433594,1.433594,1.425781,1.425781,0.018067,240000
1972-12-21,1.421875,1.421875,1.414063,1.414063,0.017918,128000
1972-12-22,1.414063,1.421875,1.414063,1.421875,0.018017,272000
1972-12-26,1.421875,1.429688,1.417969,1.421875,0.018017,105600
1972-12-27,1.421875,1.429688,1.382813,1.390625,0.017621,201600
1972-12-29,1.390625,1.402344,1.382813,1.390625,0.017621,496000
1973-01-02,1.390625,1.398438,1.378906,1.390625,0.017621,428800
1973-01-03,1.398438,1.445313,1.398438,1.429688,0.018116,313600
1973-01-04,1.429688,1.437500,1.414063,1.433594,0.018166,192000
1973-01-05,1.433594,1.437500,1.421875,1.429688,0.018116,272000
1973-01-08,1.429688,1.429688,1.421875,1.425781,0.018067,140800
1973-01-09,1.425781,1.441406,1.421875,1.425781,0.018067,217600
1973-01-10,1.425781,1.425781,1.382813,1.390625,0.017621,108800
1973-01-11,1.390625,1.414063,1.367188,1.371094,0.017374,496000
1973-01-12,1.367188,1.367188,1.296875,1.308594,0.016582,771200
1973-01-15,1.304688,1.304688,1.234375,1.234375,0.015641,707200
1973-01-16,1.234375,1.242188,1.203125,1.238281,0.015691,652800
1973-01-17,1.250000,1.308594,1.250000,1.292969,0.016384,1430400
1973-01-18,1.292969,1.304688,1.269531,1.273438,0.016136,1104000
1973-01-19,1.273438,1.285156,1.246094,1.269531,0.016087,739200
1973-01-22,1.269531,1.281250,1.265625,1.269531,0.016087,550400
1973-01-23,1.269531,1.289063,1.269531,1.269531,0.016087,553600
1973-01-24,1.269531,1.285156,1.265625,1.269531,0.016087,457600
1973-01-26,1.269531,1.300781,1.269531,1.296875,0.016433,300800
1973-01-29,1.296875,1.296875,1.281250,1.296875,0.016433,1856000
1973-01-30,1.296875,1.332031,1.289063,1.304688,0.016532,380800
1973-01-31,1.304688,1.312500,1.296875,1.304688,0.016532,204800
1973-02-01,1.296875,1.296875,1.257813,1.257813,0.015938,89600
1973-02-02,1.257813,1.273438,1.257813,1.257813,0.015938,2364800
1973-02-05,1.257813,1.257813,1.234375,1.234375,0.015641,195200
1973-02-06,1.226563,1.226563,1.210938,1.218750,0.015443,99200
1973-02-07,1.218750,1.234375,1.207031,1.210938,0.015344,467200
1973-02-08,1.210938,1.218750,1.191406,1.203125,0.015245,1584000
1973-02-09,1.203125,1.234375,1.195313,1.234375,0.015641,1491200
1973-02-12,1.242188,1.257813,1.242188,1.257813,0.015938,198400
1973-02-13,1.257813,1.285156,1.253906,1.257813,0.015938,2784000
1973-02-14,1.257813,1.265625,1.234375,1.234375,0.015641,204800
1973-02-15,1.234375,1.250000,1.218750,1.218750,0.015443,176000
1973-02-16,1.218750,1.230469,1.195313,1.230469,0.015774,163200
1973-02-20,1.230469,1.250000,1.230469,1.250000,0.016024,224000
1973-02-21,1.250000,1.257813,1.238281,1.238281,0.015874,198400
1973-02-22,1.234375,1.234375,1.218750,1.218750,0.015624,214400
1973-02-23,1.214844,1.214844,1.203125,1.203125,0.015423,169600
1973-02-26,1.203125,1.203125,1.191406,1.195313,0.015323,153600
1973-02-27,1.195313,1.203125,1.191406,1.199219,0.015373,339200
1973-02-28,1.199219,1.203125,1.195313,1.199219,0.015373,96000
1973-03-01,1.199219,1.203125,1.195313,1.199219,0.015373,243200
1973-03-02,1.199219,1.210938,1.195313,1.207031,0.015473,86400
1973-03-05,1.207031,1.238281,1.199219,1.238281,0.015874,124800
1973-03-06,1.238281,1.257813,1.238281,1.250000,0.016024,150400
1973-03-07,1.253906,1.265625,1.253906,1.261719,0.016175,230400
1973-03-08,1.257813,1.257813,1.242188,1.242188,0.015924,230400
1973-03-09,1.234375,1.234375,1.203125,1.210938,0.015524,220800
1973-03-12,1.210938,1.226563,1.203125,1.207031,0.015473,96000
1973-03-13,1.207031,1.214844,1.203125,1.207031,0.015473,112000
1973-03-14,1.207031,1.214844,1.203125,1.203125,0.015423,38400
1973-03-15,1.203125,1.210938,1.187500,1.187500,0.015223,176000
1973-03-16,1.179688,1.179688,1.125000,1.156250,0.014822,508800
1973-03-19,1.156250,1.156250,1.132813,1.140625,0.014622,89600
1973-03-20,1.136719,1.136719,1.121094,1.128906,0.014472,649600
1973-03-21,1.128906,1.140625,1.121094,1.121094,0.014372,454400
1973-03-22,1.121094,1.136719,1.109375,1.109375,0.014222,611200
1973-03-23,1.109375,1.140625,1.101563,1.140625,0.014622,380800
1973-03-26,1.140625,1.144531,1.132813,1.140625,0.014622,80000
1973-03-27,1.140625,1.164063,1.136719,1.152344,0.014772,86400
1973-03-28,1.152344,1.167969,1.140625,1.140625,0.014622,435200
1973-03-29,1.140625,1.156250,1.128906,1.140625,0.014622,134400
1973-03-30,1.140625,1.140625,1.132813,1.132813,0.014522,432000
1973-04-02,1.132813,1.140625,1.117188,1.117188,0.014322,361600
1973-04-03,1.113281,1.113281,1.093750,1.093750,0.014021,118400
1973-04-04,1.093750,1.101563,1.085938,1.085938,0.013921,44800
1973-04-05,1.085938,1.101563,1.082031,1.097656,0.014071,790400
1973-04-06,1.097656,1.097656,1.089844,1.093750,0.014021,73600
1973-04-09,1.093750,1.109375,1.093750,1.109375,0.014222,118400
1973-04-10,1.109375,1.128906,1.105469,1.113281,0.014272,336000
1973-04-11,1.113281,1.132813,1.109375,1.132813,0.014522,185600
1973-04-12,1.132813,1.152344,1.125000,1.152344,0.014772,172800
1973-04-13,1.144531,1.144531,1.125000,1.125000,0.014422,156800
1973-04-16,1.125000,1.152344,1.117188,1.152344,0.014772,512000
1973-04-17,1.152344,1.152344,1.148438,1.152344,0.014772,89600
1973-04-18,1.152344,1.187500,1.152344,1.187500,0.015223,192000
1973-04-19,1.187500,1.218750,1.183594,1.218750,0.015624,326400
1973-04-23,1.226563,1.250000,1.226563,1.238281,0.015874,166400
1973-04-24,1.238281,1.250000,1.218750,1.218750,0.015624,102400
1973-04-25,1.210938,1.210938,1.156250,1.156250,0.014822,809600
1973-04-26,1.156250,1.164063,1.125000,1.148438,0.014722,390400
1973-04-27,1.148438,1.148438,1.121094,1.128906,0.014472,169600
1973-04-30,1.128906,1.136719,1.117188,1.117188,0.014322,457600
1973-05-01,1.125000,1.128906,1.125000,1.128906,0.014472,137600
1973-05-02,1.136719,1.148438,1.136719,1.144531,0.014672,256000
1973-05-03,1.144531,1.167969,1.144531,1.164063,0.014923,86400
1973-05-04,1.164063,1.218750,1.160156,1.195313,0.015323,297600
1973-05-07,1.187500,1.187500,1.167969,1.171875,0.015023,352000
1973-05-08,1.171875,1.187500,1.167969,1.171875,0.015023,748800
1973-05-09,1.179688,1.203125,1.179688,1.195313,0.015323,92800
1973-05-10,1.191406,1.191406,1.187500,1.187500,0.015223,156800
1973-05-11,1.195313,1.210938,1.195313,1.210938,0.015524,406400
1973-05-14,1.210938,1.210938,1.187500,1.187500,0.015223,412800
1973-05-15,1.187500,1.187500,1.171875,1.187500,0.015223,89600
1973-05-16,1.187500,1.195313,1.187500,1.187500,0.015223,288000
1973-05-17,1.187500,1.187500,1.183594,1.187500,0.015223,48000
1973-05-18,1.187500,1.187500,1.152344,1.152344,0.014949,432000
1973-05-21,1.148438,1.148438,1.128906,1.132813,0.014696,576000
1973-05-22,1.136719,1.156250,1.136719,1.148438,0.014899,368000
1973-05-23,1.148438,1.171875,1.148438,1.148438,0.014899,204800
1973-05-24,1.148438,1.187500,1.144531,1.187500,0.015405,73600
1973-05-25,1.187500,1.203125,1.175781,1.183594,0.015355,1907200
1973-05-29,1.183594,1.183594,1.132813,1.132813,0.014696,256000
1973-05-30,1.125000,1.125000,1.109375,1.109375,0.014392,240000
1973-05-31,1.113281,1.125000,1.113281,1.117188,0.014493,121600
1973-06-01,1.105469,1.105469,1.085938,1.093750,0.014189,137600
1973-06-04,1.082031,1.082031,1.039063,1.039063,0.013480,256000
1973-06-05,1.035156,1.035156,1.023438,1.023438,0.013277,96000
1973-06-06,1.023438,1.027344,0.976563,0.992188,0.012872,92800
1973-06-07,0.992188,0.996094,0.980469,0.980469,0.012720,150400
1973-06-08,0.980469,1.000000,0.960938,0.992188,0.012872,368000
1973-06-11,0.992188,0.996094,0.984375,0.984375,0.012770,67200
1973-06-12,0.984375,0.984375,0.968750,0.984375,0.012770,182400
1973-06-13,0.984375,0.984375,0.968750,0.968750,0.012568,201600
1973-06-14,0.968750,0.976563,0.960938,0.960938,0.012466,284800
1973-06-15,0.960938,0.976563,0.957031,0.957031,0.012416,25600
1973-06-18,0.953125,0.953125,0.882813,0.882813,0.011453,326400
1973-06-19,0.890625,0.941406,0.890625,0.906250,0.011757,652800
1973-06-20,0.906250,0.914063,0.875000,0.886719,0.011503,428800
1973-06-21,0.886719,0.890625,0.875000,0.875000,0.011351,227200
1973-06-22,0.875000,0.921875,0.832031,0.875000,0.011351,1171200
1973-06-25,0.875000,0.882813,0.843750,0.855469,0.011098,265600
1973-06-26,0.859375,0.898438,0.859375,0.898438,0.011655,76800
1973-06-27,0.898438,0.917969,0.875000,0.898438,0.011655,115200
1973-06-28,0.890625,0.890625,0.878906,0.890625,0.011554,137600
1973-06-29,0.882813,0.882813,0.859375,0.863281,0.011199,121600
1973-07-02,0.863281,0.875000,0.843750,0.843750,0.010946,281600
1973-07-03,0.843750,0.851563,0.843750,0.851563,0.011047,163200
1973-07-05,0.851563,0.859375,0.843750,0.859375,0.011149,236800
1973-07-06,0.859375,0.867188,0.847656,0.859375,0.011149,105600
1973-07-09,0.863281,0.890625,0.863281,0.890625,0.011554,134400
1973-07-10,0.906250,0.933594,0.906250,0.925781,0.012010,428800
1973-07-11,0.941406,0.957031,0.941406,0.953125,0.012365,249600
1973-07-12,0.941406,0.941406,0.929688,0.929688,0.012061,201600
1973-07-13,0.921875,0.921875,0.867188,0.890625,0.011554,6524800
1973-07-16,0.890625,0.890625,0.878906,0.890625,0.011554,140800
1973-07-17,0.894531,0.914063,0.894531,0.902344,0.011706,553600
1973-07-18,0.902344,0.902344,0.882813,0.898438,0.011655,140800
1973-07-19,0.898438,0.906250,0.882813,0.890625,0.011554,236800
1973-07-20,0.898438,0.929688,0.898438,0.906250,0.011757,368000
1973-07-23,0.906250,0.921875,0.902344,0.902344,0.011706,156800
1973-07-24,0.902344,0.921875,0.894531,0.914063,0.011858,601600
1973-07-25,0.914063,0.933594,0.906250,0.914063,0.011858,742400
1973-07-26,0.914063,0.917969,0.886719,0.886719,0.011503,160000
1973-07-27,0.886719,0.957031,0.886719,0.957031,0.012416,630400
1973-07-30,0.957031,0.968750,0.953125,0.957031,0.012416,195200
1973-07-31,0.957031,0.964844,0.957031,0.957031,0.012416,185600
1973-08-01,0.957031,0.957031,0.875000,0.890625,0.011554,812800
1973-08-02,0.890625,0.910156,0.882813,0.898438,0.011655,236800
1973-08-03,0.894531,0.894531,0.875000,0.886719,0.011503,268800
1973-08-06,0.894531,0.914063,0.894531,0.914063,0.011858,195200
1973-08-07,0.914063,0.929688,0.894531,0.917969,0.012095,224000
1973-08-08,0.917969,0.917969,0.894531,0.902344,0.011889,262400
1973-08-09,0.902344,0.921875,0.890625,0.906250,0.011940,246400
1973-08-10,0.906250,0.917969,0.867188,0.871094,0.011477,140800
1973-08-13,0.871094,0.878906,0.835938,0.843750,0.011117,633600
1973-08-14,0.843750,0.867188,0.843750,0.843750,0.011117,160000
1973-08-15,0.843750,0.855469,0.835938,0.843750,0.011117,182400
1973-08-16,0.843750,0.855469,0.839844,0.855469,0.011271,92800
1973-08-17,0.855469,0.863281,0.835938,0.835938,0.011014,166400
1973-08-20,0.839844,0.851563,0.839844,0.843750,0.011117,118400
1973-08-21,0.843750,0.843750,0.835938,0.835938,0.011014,70400
1973-08-22,0.832031,0.832031,0.804688,0.804688,0.010602,358400
1973-08-23,0.804688,0.820313,0.804688,0.808594,0.010654,393600
1973-08-24,0.820313,0.867188,0.820313,0.851563,0.011220,204800
1973-08-27,0.851563,0.859375,0.843750,0.843750,0.011117,118400
1973-08-28,0.843750,0.859375,0.828125,0.839844,0.011066,1116800
1973-08-29,0.839844,0.839844,0.828125,0.835938,0.011014,297600
1973-08-30,0.835938,0.835938,0.824219,0.824219,0.010860,172800
1973-08-31,0.824219,0.832031,0.812500,0.828125,0.010911,1100800
1973-09-04,0.828125,0.863281,0.828125,0.851563,0.011220,665600
1973-09-05,0.851563,0.859375,0.843750,0.851563,0.011220,576000
1973-09-06,0.851563,0.871094,0.851563,0.867188,0.011426,534400
1973-09-07,0.867188,0.882813,0.859375,0.882813,0.011632,121600
1973-09-10,0.882813,0.906250,0.882813,0.906250,0.011940,73600
1973-09-11,0.906250,0.906250,0.886719,0.894531,0.011786,185600
1973-09-12,0.890625,0.890625,0.882813,0.882813,0.011632,636800
1973-09-13,0.882813,0.894531,0.875000,0.882813,0.011632,156800
1973-09-14,0.882813,0.906250,0.878906,0.898438,0.011838,278400
1973-09-17,0.898438,0.914063,0.886719,0.890625,0.011735,179200
1973-09-18,0.890625,0.898438,0.875000,0.898438,0.011838,512000
1973-09-19,0.898438,0.921875,0.875000,0.890625,0.011735,595200
1973-09-20,0.894531,0.914063,0.894531,0.898438,0.011838,118400
1973-09-21,0.902344,0.921875,0.902344,0.921875,0.012146,403200
1973-09-24,0.921875,0.949219,0.914063,0.945313,0.012455,547200
1973-09-25,0.945313,0.980469,0.937500,0.976563,0.012867,297600
1973-09-26,0.976563,0.988281,0.964844,0.980469,0.012918,460800
1973-09-27,0.980469,0.996094,0.980469,0.988281,0.013021,208000
1973-09-28,0.988281,1.000000,0.972656,1.000000,0.013176,121600
1973-10-01,1.000000,1.011719,0.984375,1.011719,0.013330,246400
1973-10-02,1.011719,1.062500,0.992188,1.031250,0.013587,851200
1973-10-03,1.031250,1.031250,1.000000,1.007813,0.013279,268800
1973-10-04,1.007813,1.011719,0.957031,0.976563,0.012867,806400
1973-10-05,0.976563,0.988281,0.957031,0.960938,0.012661,195200
1973-10-08,0.960938,1.011719,0.960938,1.003906,0.013227,732800
1973-10-09,1.003906,1.011719,0.968750,0.976563,0.012867,518400
1973-10-10,0.976563,0.976563,0.953125,0.957031,0.012610,400000
1973-10-11,0.960938,0.992188,0.960938,0.992188,0.013073,873600
1973-10-12,1.015625,1.054688,1.015625,1.015625,0.013382,476800
1973-10-15,1.015625,1.015625,0.984375,0.996094,0.013124,505600
1973-10-16,0.996094,1.003906,0.972656,1.003906,0.013227,870400
1973-10-17,1.003906,1.039063,1.003906,1.039063,0.013690,323200
1973-10-18,1.039063,1.085938,1.039063,1.070313,0.014102,374400
1973-10-19,1.070313,1.085938,1.054688,1.078125,0.014205,556800
1973-10-22,1.078125,1.085938,1.046875,1.085938,0.014308,262400
1973-10-23,1.085938,1.089844,1.042969,1.078125,0.014205,265600
1973-10-24,1.070313,1.070313,1.054688,1.054688,0.013896,124800
1973-10-25,1.040039,1.040039,1.015625,1.023438,0.013485,243200
1973-10-26,1.023438,1.031250,1.007813,1.027344,0.013536,876800
1973-10-29,1.027344,1.031250,1.015625,1.023438,0.013485,272000
1973-10-30,1.023438,1.031250,0.984375,0.984375,0.012970,1446400
1973-10-31,0.984375,0.996094,0.968750,0.972656,0.012815,185600
1973-11-01,0.972656,0.972656,0.937500,0.945313,0.012455,233600
1973-11-02,0.929688,0.929688,0.894531,0.906250,0.011940,1241600
1973-11-05,0.906250,0.910156,0.898438,0.902344,0.011889,166400
1973-11-06,0.906250,0.929688,0.906250,0.906250,0.011940,172800
1973-11-07,0.906250,0.929688,0.906250,0.921875,0.012146,188800
1973-11-08,0.921875,0.953125,0.917969,0.945313,0.012455,211200
1973-11-09,0.945313,0.960938,0.933594,0.937500,0.012352,220800
1973-11-12,0.937500,0.957031,0.933594,0.937500,0.012352,320000
1973-11-13,0.937500,0.945313,0.914063,0.945313,0.012455,371200
1973-11-14,0.933594,0.933594,0.875000,0.875000,0.011529,496000
1973-11-15,0.875000,0.882813,0.859375,0.871094,0.011477,182400
1973-11-16,0.871094,0.875000,0.851563,0.875000,0.011718,256000
1973-11-19,0.875000,0.875000,0.867188,0.871094,0.011666,89600
1973-11-20,0.855469,0.855469,0.812500,0.812500,0.010881,444800
1973-11-21,0.816406,0.855469,0.816406,0.828125,0.011090,662400
1973-11-23,0.828125,0.855469,0.812500,0.832031,0.011142,1564800
1973-11-26,0.828125,0.828125,0.750000,0.820313,0.010986,1577600
1973-11-27,0.820313,0.828125,0.765625,0.796875,0.010672,352000
1973-11-28,0.808594,0.816406,0.808594,0.812500,0.010881,236800
1973-11-29,0.812500,0.832031,0.800781,0.808594,0.010829,598400
1973-11-30,0.804688,0.804688,0.773438,0.773438,0.010358,128000
1973-12-03,0.773438,0.773438,0.718750,0.726563,0.009730,937600
1973-12-04,0.726563,0.765625,0.710938,0.765625,0.010253,585600
1973-12-05,0.765625,0.777344,0.703125,0.703125,0.009416,742400
1973-12-06,0.710938,0.769531,0.710938,0.750000,0.010044,905600
1973-12-07,0.757813,0.812500,0.757813,0.800781,0.010724,454400
1973-12-10,0.800781,0.812500,0.742188,0.757813,0.010149,288000
1973-12-11,0.757813,0.761719,0.718750,0.718750,0.009625,736000
1973-12-12,0.718750,0.734375,0.710938,0.718750,0.009625,390400
1973-12-13,0.718750,0.722656,0.656250,0.683594,0.009155,3920000
1973-12-14,0.683594,0.718750,0.648438,0.718750,0.009625,854400
1973-12-17,0.718750,0.734375,0.699219,0.703125,0.009416,204800
1973-12-18,0.703125,0.792969,0.703125,0.792969,0.010619,816000
1973-12-19,0.792969,0.851563,0.789063,0.796875,0.010672,736000
1973-12-20,0.796875,0.824219,0.789063,0.792969,0.010619,268800
1973-12-21,0.792969,0.796875,0.750000,0.750000,0.010044,243200
1973-12-24,0.750000,0.773438,0.750000,0.757813,0.010149,105600
1973-12-26,0.757813,0.781250,0.750000,0.773438,0.010358,204800
1973-12-27,0.773438,0.812500,0.769531,0.769531,0.010305,582400
1973-12-28,0.769531,0.777344,0.750000,0.761719,0.010201,310400
